IH IN Equity,price,volume,mc,pe,bm,div
2006-03-31,113.51,118180204.0,76874.2289,31.8851,4.0644,0.8359
2006-04-30,113.98,54890385.0,76129.9669,32.0177,4.0813,0.8359
2006-05-31,100.51,141195083.0,70226.0513,28.2327,3.5988,0.8359
2006-06-30,95.66,75768119.0,66841.4873,26.872,3.4254,0.8359
2006-07-31,97.25,57409357.0,67951.1804,27.3181,3.4823,1.0866
2006-08-31,107.86,55031829.0,75365.6824,30.299,3.8622,1.0866
2006-09-30,115.76,58834269.0,80882.0252,32.5167,4.1449,1.0866
2006-10-31,118.57,40148278.0,82847.2916,33.3068,4.2456,1.0866
2006-11-30,125.84,71382455.0,88317.2851,35.3496,4.506,1.0866
2006-12-31,129.27,53284859.0,90722.4718,36.3123,4.6288,1.0866
2007-01-31,127.01,34675950.0,89138.5684,35.6783,4.5479,1.0866
2007-02-28,119.11,45233496.0,83594.9062,33.4594,4.2651,1.0866
2007-03-31,122.0,40746202.0,85618.7828,23.7601,4.0837,1.0866
2007-04-30,118.65,40920785.0,83272.2592,23.1089,3.9717,1.0866
2007-05-31,121.12,46182899.0,85002.8204,23.5892,4.0543,1.0866
2007-06-30,126.13,59778458.0,90970.1534,24.5659,4.2222,1.0866
2007-07-31,116.56,37688374.0,84067.5142,22.7019,3.9018,1.3374
2007-08-31,106.07,46275503.0,76501.7394,20.6588,3.5506,1.3374
2007-09-30,115.27,58586883.0,83133.1547,22.4496,3.8584,1.3374
2007-10-31,121.91,63621738.0,87925.8203,23.7438,4.0809,1.3374
2007-11-30,112.34,55565708.0,81023.1762,21.8798,3.7605,1.3374
2007-12-31,133.41,72990541.0,96215.0217,25.9823,4.4656,1.3374
2008-01-31,114.39,89088511.0,82500.1612,22.2787,3.829,1.3374
2008-02-29,114.46,45424139.0,91259.5848,22.2914,3.8312,1.3374
2008-03-31,101.8,25048193.0,81167.859,20.663,2.9809,1.3374
2008-04-30,105.25,21125908.0,83916.8384,21.3628,3.0819,1.7239
2008-05-31,100.8,20624083.0,80372.0754,20.4604,2.9517,1.7239
2008-06-30,70.22,25973861.0,55991.5682,14.2541,2.0564,1.7239
2008-07-31,78.39,29812108.0,62502.2156,15.9116,2.2955,1.7239
2008-08-31,69.73,37490098.0,55593.6953,14.1529,2.0417,1.7239
2008-09-30,60.97,40507812.0,48612.8344,12.3757,1.7854,1.7239
2008-10-31,41.78,27909603.0,33312.8016,8.4807,1.2235,1.7239
2008-11-30,36.43,30195727.0,29044.7119,7.3941,1.0667,1.7239
2008-12-31,40.96,36726120.0,32661.7371,8.3149,1.1995,1.7239
2009-01-31,36.61,21982917.0,29189.3929,7.4309,1.072,1.7239
2009-02-28,32.75,14295238.0,26114.9216,6.6483,0.9591,1.7239
2009-03-31,35.79,26704744.0,28538.3284,225.9243,0.8654,1.7239
2009-04-30,44.78,35881374.0,35700.0382,282.6202,1.0825,1.7239
2009-05-31,59.29,71308521.0,47274.5187,374.2498,1.4335,1.7239
2009-06-30,59.93,108905581.0,47780.9022,378.2586,1.4488,0.0
2009-07-31,61.97,40472170.0,49408.5635,391.144,1.4982,1.0888
2009-08-31,59.25,52941196.0,47238.3484,373.9635,1.4324,1.0888
2009-09-30,70.22,87538247.0,55991.5493,443.2584,1.6978,1.0888
2009-10-31,66.69,58334568.0,53170.2697,420.9236,1.6123,1.0888
2009-11-30,77.89,88972404.0,62110.138,491.6503,1.8832,1.0888
2009-12-31,93.09,64519258.0,74228.3071,587.575,2.2506,1.0888
2010-01-31,84.51,47984377.0,67391.4893,533.4563,2.0433,1.0888
2010-02-28,81.29,29571018.0,64823.1609,513.126,1.9654,1.0888
2010-03-31,92.77,54599451.0,73975.0916,590.4385,3.2021,1.0888
2010-04-30,98.21,36808255.0,78315.9283,590.4385,3.39,1.0888
2010-05-31,94.95,38481663.0,75711.4263,590.4385,3.2773,1.0888
2010-06-30,95.18,31457855.0,75892.2944,590.4385,3.2851,1.0888
2010-07-31,89.82,21268695.0,71623.8051,590.4385,3.1003,0.9073
2010-08-31,93.36,56599414.0,74445.3489,590.4385,3.2225,0.9073
2010-09-30,89.55,43908772.0,71406.7632,590.4385,3.0909,0.9073
2010-10-31,90.82,46054295.0,72419.6251,590.4385,3.1348,0.9073
2010-11-30,82.75,40721921.0,65980.7174,590.4385,2.8561,0.9073
2010-12-31,87.64,21155158.0,69887.4704,590.4385,3.0252,0.9073
2011-01-31,81.57,34133333.0,68276.6028,590.4385,2.8154,0.9073
2011-02-28,71.18,34932978.0,59580.6395,590.4385,2.4568,0.9073
2011-03-31,76.21,22279870.0,63795.7134,590.4385,2.3027,0.9073
2011-04-30,74.85,18084713.0,62656.5042,590.4385,2.2616,0.9073
2011-05-31,73.13,14071934.0,61213.5059,590.4385,2.2095,0.9073
2011-06-30,70.32,25704786.0,58859.1403,590.4385,2.1245,0.9073
2011-07-31,68.95,25205841.0,57719.9312,590.4385,2.0834,0.9073
2011-08-31,65.42,37268254.0,54757.9873,590.4385,1.9765,0.9073
2011-09-30,64.74,17670059.0,54188.3827,590.4385,1.9559,0.9073
2011-10-31,63.42,20938329.0,53087.1472,590.4385,1.9162,0.9073
2011-11-30,54.07,30891483.0,45264.5776,590.4385,1.6338,0.9073
2011-12-31,49.31,18555624.0,41277.3455,590.4385,1.4899,0.9073
2012-01-31,59.7,22234642.0,49973.3088,590.4385,1.8038,0.9073
2012-02-29,62.92,36807530.0,52669.4372,590.4385,1.9011,0.9073
2012-03-31,57.79,27768242.0,48378.416,1592.5,1.5568,0.9073
2012-04-30,56.16,9635957.0,47011.365,1547.5,1.5128,0.9073
2012-05-31,50.99,13281229.0,42682.3701,1405.0,1.3735,0.9073
2012-06-30,56.03,21680227.0,46897.4441,1543.75,1.5091,0.9073
2012-07-31,53.67,12366659.0,47762.0148,1478.75,1.4456,0.9073
2012-08-31,53.53,15913003.0,47640.8939,1475.0,1.4419,0.9073
2012-09-30,61.06,20337132.0,54342.918,1682.5,1.6448,0.9073
2012-10-31,57.11,32089453.0,50830.4114,1573.75,1.5385,0.9073
2012-11-30,56.8,13123308.0,50547.7959,1565.0,1.5299,0.9073
2012-12-31,57.2,17788121.0,50911.1587,1576.25,1.5409,0.9073
2013-01-31,56.07,27266006.0,49901.8177,1545.0,1.5103,0.9073
2013-02-28,48.99,15771631.0,43603.53,1350.0,1.3197,0.9073
2013-03-31,48.59,12071596.0,43240.1673,1350.0,1.4514,0.9073
2013-04-30,51.63,9933781.0,45945.2011,1350.0,1.5422,0.9073
2013-05-31,46.54,10283590.0,41423.3535,1350.0,1.3904,0.9073
2013-06-30,43.55,15011182.0,38758.6934,1350.0,1.3009,0.9073
2013-07-31,40.15,14021602.0,35730.6704,1350.0,1.1993,0.7258
2013-08-31,40.83,18034769.0,36336.275,1350.0,1.2196,0.7258
2013-09-30,43.5,15819248.0,38718.3197,1350.0,1.2996,0.7258
2013-10-31,44.59,7329118.0,39687.2871,1350.0,1.3321,0.7258
2013-11-30,43.55,8429099.0,38758.6934,1350.0,1.3009,0.7258
2013-12-31,56.03,20877180.0,49861.4441,1350.0,1.6736,0.7258
2014-01-31,52.58,8744359.0,46793.0475,1350.0,1.5706,0.7258
2014-02-28,62.78,23502559.0,55877.1163,1350.0,1.8755,0.7258
2014-03-31,65.96,13535328.0,58703.271,1350.0,2.2266,0.7258
2014-04-30,65.28,13528189.0,58097.6664,1350.0,2.2036,0.7258
2014-05-31,81.25,32552910.0,72309.1873,1350.0,2.7427,0.7258
2014-06-30,94.45,47704008.0,84057.9162,1350.0,3.1883,0.7258
2014-07-31,85.56,26934035.0,76144.683,1350.0,2.8881,0.7258
2014-08-31,87.6,28838144.0,77961.4967,1350.0,2.9571,0.0
2014-09-30,88.51,29440475.0,78768.9695,1350.0,2.9877,0.0
2014-10-31,94.95,20976773.0,84502.0263,1350.0,3.2051,0.0
2014-11-30,101.03,19133576.0,89912.0939,1350.0,3.4103,0.0
2014-12-31,113.77,26468456.0,101257.0864,1350.0,3.8406,0.0
2015-01-31,109.78,17329155.0,97704.2062,1350.0,3.7059,0.0
2015-02-28,101.62,17695940.0,90436.9785,1350.0,3.4302,0.0
2015-03-31,106.06,17226703.0,94393.5678,1350.0,4.2382,0.0
2015-04-30,99.08,9427542.0,88176.0274,1350.0,3.959,0.0
2015-05-31,92.59,9921606.0,82402.597,1350.0,3.6998,0.0
2015-06-30,82.88,10339607.0,73762.6383,1350.0,3.3119,0.0
2015-07-31,85.88,9582512.0,76427.2985,1350.0,3.4315,0.0
2015-08-31,78.93,21793457.0,70250.1317,1350.0,3.1542,0.0
2015-09-30,78.07,7915273.0,69483.0326,1350.0,3.1197,0.0
2015-10-31,89.96,28329723.0,80060.926,1350.0,3.5947,0.0
2015-11-30,85.01,5759413.0,75660.1993,1350.0,3.3971,0.0
2015-12-31,105.93,30498406.0,94272.4469,1350.0,4.2327,0.0
2016-01-31,101.57,25701363.0,90396.5775,1350.0,4.0587,0.0
2016-02-29,89.05,13089853.0,79253.4532,1350.0,3.5584,0.0
2016-03-31,89.78,18953903.0,97888.667,1350.0,3.7938,0.0
2016-04-30,95.45,7255811.0,104071.6298,1350.0,4.0334,0.0
2016-05-31,106.7,20480321.0,116338.628,1350.0,4.5088,0.0
2016-06-30,115.91,21981155.0,126379.7596,1350.0,4.898,0.0
2016-07-31,121.94,29556106.0,132958.432,1350.0,5.1529,0.0
2016-08-31,118.04,27351259.0,128704.5536,1350.0,4.9881,0.2722
2016-09-30,118.36,18694943.0,129050.7995,1350.0,5.0015,0.2722
2016-10-31,106.88,27182491.0,116536.4828,1350.0,4.5165,0.2722
2016-11-30,92.5,31281702.0,100856.4892,1350.0,3.9088,0.2722
2016-12-31,89.41,18687079.0,97492.9574,1350.0,3.7784,0.2722
2017-01-31,98.03,26714099.0,106891.0609,1350.0,4.1427,0.2722
2017-02-28,113.82,19362589.0,124104.4293,1350.0,4.8098,0.2722
2017-03-31,115.14,27789142.0,125538.8767,1350.0,4.9863,0.2722
2017-04-30,116.45,10683080.0,126973.324,1350.0,5.0432,0.2722
2017-05-31,124.39,15655200.0,135629.472,1350.0,5.3871,0.2722
2017-06-30,121.4,13736823.0,132364.8676,1350.0,5.2574,0.2722
2017-07-31,113.09,7079610.0,123313.0101,1350.0,4.8979,0.2722
2017-08-31,107.83,12804375.0,117575.2206,1350.0,4.67,0.3176
2017-09-30,105.52,21420915.0,115052.5718,1350.0,4.5698,0.3176
2017-10-31,109.79,20860083.0,112035.2859,1350.0,4.7548,0.3176
2017-11-30,119.83,26130869.0,146992.338,1350.0,5.1894,0.3176
2017-12-31,114.2,17683171.0,140094.6393,1350.0,4.9459,0.3176
2018-01-31,133.98,58012395.0,164355.5106,1350.0,5.8024,0.3176
2018-02-28,132.96,28208087.0,163106.7957,1350.0,5.7583,0.3176
2018-03-31,125.45,112169090.0,153890.0428,142.1978,3.6806,0.3176
2018-04-30,143.43,52791069.0,175950.7869,162.5824,4.2082,0.3176
2018-05-31,137.61,24097234.0,168815.2363,155.989,4.0376,0.3176
2018-06-30,128.02,24236495.0,157041.5777,145.1099,3.756,0.3176
2018-07-31,128.94,23674560.0,158171.3732,146.1538,3.783,0.3878
2018-08-31,133.06,36747378.0,163225.7216,150.8242,3.9039,0.3878
2018-09-30,132.72,18058873.0,162809.4811,150.4396,3.8939,0.3878
2018-10-31,124.87,22895436.0,153176.4877,141.5385,3.6635,0.3878
2018-11-30,139.84,15805989.0,171550.5307,158.5165,4.103,0.3878
2018-12-31,143.19,18603267.0,175653.4723,162.3077,4.2011,0.3878
2019-01-31,137.71,26582100.0,168934.1621,156.0989,4.0404,0.3878
2019-02-28,134.46,25495494.0,164950.1463,152.4176,3.9451,0.3878
2019-03-31,150.17,56218133.0,184216.1331,64.2739,4.2368,0.3878
2019-04-30,149.64,24515647.0,183562.041,64.0456,4.2218,0.3878
2019-05-31,152.35,23825542.0,186891.9646,65.2075,4.2983,0.3878
2019-06-30,152.74,20125460.0,187367.668,65.3734,4.3093,0.4847
2019-07-31,138.92,16625389.0,170420.7352,59.4606,3.9195,0.4847
2019-08-31,134.76,24282873.0,165306.9239,57.6763,3.8019,0.4847
2019-09-30,154.92,32116526.0,190043.4995,66.3071,4.3708,0.4847
2019-10-31,147.36,26559243.0,180767.2836,63.0705,4.1575,0.4847
2019-11-30,144.84,23930739.0,177675.2117,61.9917,4.0864,0.4847
2019-12-31,140.57,25285442.0,172442.4745,60.166,3.966,0.4847
2020-01-31,137.95,24047945.0,169231.4767,59.0456,3.8922,0.4847
2020-02-29,130.88,27326640.0,160549.8901,56.0166,3.6925,0.4847
2020-03-31,72.71,84613774.0,89194.3834,25.1678,2.0472,0.4847
2020-04-30,77.46,64813882.0,95021.7498,26.8121,2.181,0.4847
2020-05-31,73.29,44086593.0,89907.9384,25.3691,2.0636,0.4847
2020-06-30,77.46,87194809.0,95021.7498,26.8121,2.181,0.4847
2020-07-31,74.02,59895842.0,90799.8823,25.6208,2.0841,0.4847
2020-08-31,100.53,148177342.0,123326.1007,34.7987,2.8307,0.4847
2020-09-30,92.1,66660724.0,112979.5523,31.8792,2.5932,0.4847
2020-10-31,92.49,85107340.0,113455.2512,32.0134,2.6041,0.4847
2020-11-30,114.59,77920359.0,140570.3426,39.6644,3.2265,0.4847
2020-12-31,116.43,71684297.0,142829.9336,40.302,3.2783,0.4847
2021-01-31,117.89,44944020.0,144613.8212,40.8054,3.3193,0.4847
2021-02-28,119.1,64334031.0,146100.3942,41.2248,3.3534,0.4847
2021-03-31,107.46,54949639.0,131829.2934,35.4698,3.6133,0.4847
2021-04-30,108.09,71345700.0,132602.3114,35.4698,3.6345,0.4847
2021-05-31,135.05,89470782.0,165663.6948,35.4698,4.5407,0.4847
2021-06-30,137.13,139653155.0,168220.6004,35.4698,4.6108,0.3878
2021-07-31,140.67,93162664.0,172561.4004,35.4698,4.7297,0.3878
2021-08-31,136.11,47261255.0,166971.8857,35.4698,4.5765,0.3878
2021-09-30,175.86,287238397.0,215731.4819,35.4698,5.913,0.3878
2021-10-31,190.64,312661626.0,233867.6732,35.4698,6.4101,0.3878
2021-11-30,180.3,208996286.0,218546.0602,35.4698,6.0623,0.3878
2021-12-31,180.75,151001123.0,238841.1886,35.4698,6.0774,0.3878
2022-01-31,215.6,118201657.0,284891.6198,35.4698,7.2492,0.3878
2022-02-28,199.45,106680564.0,263551.1761,35.4698,6.7061,0.3878
2022-03-31,238.5,195873034.0,338765.3051,35.4698,4.7968,0.3878
2022-04-30,256.5,196616403.0,364332.4979,35.4698,5.1589,0.3878
2022-05-31,235.0,176216800.0,333793.9065,35.4698,4.7265,0.3878
2022-06-30,225.15,90606390.0,319802.9704,35.4698,4.5283,0.4
2022-07-31,262.85,90025016.0,373352.0354,35.4698,5.2866,0.4
2022-08-31,285.45,128077150.0,405453.0664,35.4698,5.7411,0.4
2022-09-30,331.7,147542971.0,471146.548,35.4698,6.6713,0.4
2022-10-31,333.8,108465364.0,474129.3871,35.4698,6.7136,0.4
2022-11-30,321.65,273581326.0,456871.532,35.4698,6.4692,0.4
2022-12-31,318.65,102048595.0,452610.3332,35.4698,6.4089,0.4
2023-01-31,301.0,74172886.0,427540.5029,35.4698,6.0539,0.4
2023-02-28,310.75,92428173.0,441389.4063,35.4698,6.25,0.4
2023-03-31,324.35,52688387.0,460706.8509,45.9419,5.7719,0.4
2023-04-30,339.1,67288120.0,481657.756,48.0312,6.0343,0.4
2023-05-31,389.7,157298550.0,553530.0133,55.1983,6.9348,0.4
2023-06-30,392.5,89619785.0,557507.1342,55.5949,6.9846,1.0
2023-07-31,395.1,73737551.0,561200.1751,55.9632,7.0309,1.0
2023-08-31,420.9,76987698.0,597846.5039,59.6176,7.49,1.0
2023-09-30,411.1,63646562.0,583926.5806,58.2295,7.3156,1.0
2023-10-31,383.4,70147292.0,544581.4911,54.3059,6.8227,1.0
2023-11-30,421.7,48942856.0,598982.8242,59.7309,7.5042,1.0
2023-12-31,438.35,52192813.0,622632.4899,62.0892,7.8005,1.0
2024-01-31,492.65,73676136.0,701253.8866,69.7805,8.7668,1.0
2024-02-29,586.7,96587751.0,835127.6876,83.102,10.4404,1.0
2024-03-31,591.15,66346782.0,841461.961,66.7212,8.8981,1.0
2024-04-30,576.75,86012094.0,820964.5369,65.0959,8.6813,1.0
2024-05-31,557.4,72207690.0,793421.1233,62.912,8.3901,1.0
2024-06-30,625.05,109429329.0,889716.3135,70.5474,9.4084,1.75
2024-07-31,642.05,104471248.0,913914.6613,72.4661,9.6643,1.75
2024-08-31,647.5,69817655.0,921672.367,73.0813,9.7463,1.75
2024-09-30,684.7,61251693.0,974624.0458,77.2799,10.3062,1.75
2024-10-31,676.7,67936265.0,963236.588,76.377,10.1858,1.75
2024-11-30,793.35,116385740.0,1129279.957,89.5429,11.9416,1.75
2024-12-31,877.55,71840603.0,1249132.951,99.0463,13.209,1.75
2025-01-31,764.7,85313737.0,1088498.624,86.3093,11.5104,1.75
2025-02-28,716.1,62626688.0,1019319.818,80.8239,10.7789,1.75
2025-03-31,787.55,82494065.0,1121024.05,58.7724,10.0442,1.75
2025-04-30,787.7,77112643.0,1121237.565,58.7836,10.0461,1.75
2025-05-31,769.85,112169446.0,1095829.3,57.4515,9.8184,1.75
2025-06-30,760.3,77847868.0,1082235.522,56.7388,9.6966,2.25
2025-07-31,740.75,69757168.0,1054407.422,55.2799,9.4473,2.25
2025-08-31,758.45,51934981.0,1079602.173,56.6007,9.673,2.25
2025-09-30,720.3,57783969.0,1025298.233,53.7537,9.1865,2.25
2025-10-31,741.8,43837076.0,1055902.026,55.3582,9.4607,2.25
2025-11-30,744.3,80244735.0,1059460.607,55.5448,9.4926,2.25
2025-12-31,738.85,54257785.0,1051702.901,55.1381,9.423,2.25
2026-01-31,674.15,73179485.0,959606.8358,50.3097,8.5979,2.25
2026-02-28,667.05,42852168.0,949500.467,49.7799,8.5073,2.25
2026-03-31,630.5,11002608.0,897474.0191,47.0522,8.0412,2.25
