DALBHARA IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2022-11-30,0.9538471709102787,0.4018853520483487,-0.8199256358577657,-0.4536308489054329,0.7067489397751384,0.30760520231424654,0.2508767059040414,-0.5477824302525505,-0.8517946449473289,-0.48929696562751623,0.46266065411996987,-0.8312980034629246,-0.7005945136762919,-0.2791606376832916,0.02285968959830295
2022-12-31,0.019989661867106323,0.3822073847976574,-0.760462087140404,-0.3465243051756287,0.2870365137745809,1.5414673376863781,0.2191777249922621,-0.8018461297524736,-0.7212581782021293,-0.36821797358179686,0.2779736226848175,-0.7787540430314575,-0.6572173759835722,-0.24831234156577464,-0.05237318062387199
2023-01-31,-0.7819263747819973,0.14940601738581802,-0.7554522498795508,0.226019531760891,-0.7386777952213925,-1.187801004096774,0.3347153969263944,-0.8754077049205657,-0.8552489370683197,-0.8685773871965812,-0.1600786190253711,-0.7794885656245285,-0.6672081464298832,-0.2559357213818276,0.036737295218439374
2023-02-28,0.19644532177649643,-0.2924280922880068,-0.5425000887988045,-0.7178601334483821,-0.8939960711548189,0.2907971815307283,0.02289736563200737,-1.5481482222601863,-0.6268551849229912,-0.5579285407789792,-0.06348204952532249,-0.464704846197379,-0.4813852844730802,-0.19093486302983154,0.07069997636178713
2023-03-31,0.6954874565070284,0.024507699797916456,-0.354184027564191,-0.28294328280517467,-0.7392969429905986,-0.05400996807120378,-1.195612021311485,-2.8043580720442476,-0.265273206660147,0.07155030394989256,0.28758391166061487,-0.22248356853104959,-0.3803834764090701,-0.21085890234962487,0.014100550187909481
2023-04-30,0.060371304579791736,0.5115429214374266,-0.2898613821452934,-1.1019683595587526,-0.7168780714575427,0.31460124936809303,1.2268234707351806,-2.5648012132996034,-0.17062075348419348,0.1649700403857611,0.2109747673858439,-0.15767697101509817,-0.3158954580017841,-0.09754780645654486,0.06485313199705814
2023-05-31,0.6263782505026787,0.745340267571403,0.0745574015695255,-0.9574945326145985,-1.2369018748776524,-0.9974882961358866,-0.8741259824457213,-2.5405742884005815,0.16598024383645382,0.7276093899618901,0.5606542038495086,0.6542355798243453,-0.02079973945966388,-0.713091410754632,0.016875975152092604
2023-06-30,0.11338775242735467,0.4286698197026713,0.33927676409467467,-0.9442146065992041,-1.1294633276561978,-0.4355115032413213,-0.23355666833290437,-2.1319275290853867,0.33708395717877154,0.8632847763134353,0.5564377319148865,1.0183576187836052,0.21290578763254708,-0.43813798745882426,-0.10319828618279456
2023-07-31,-1.3826038209322737,-0.30170643978854306,-0.24064378592120778,0.5607481908085235,-0.37446184060466564,-1.2775036009256613,-1.2755686523012837,-1.3935050596899528,-0.034417201699517216,-0.08322821168976219,-0.432005954351099,-0.2575910521135696,-0.2155660165929777,-0.6630018596766157,0.06501664154187234
2023-08-31,0.886588709187822,-0.2239429606723322,0.05805039341706429,0.5191704621815396,-0.23365422391186277,-1.201882913985226,-0.4751943041613842,-1.5304428098005025,0.6022636123927061,0.8854816281427584,0.04995495764026563,0.03132353472177895,0.030783874772467263,-0.7676313809204066,0.14248676097928523
2023-09-30,1.840918100136821,0.7980818629920405,0.48227413565783955,1.4365681026580903,0.3363023578778161,1.7450221170013873,1.288544336101786,-1.7894505048023681,2.079752282909248,2.659530671420136,1.2886293331470227,0.2591124336716686,0.2800253383418849,1.1282649826991937,-0.1333204876483142
2023-10-31,-1.6651292888477156,0.5698729776102236,0.25795222668542034,1.734171293430055,1.258463106581789,1.3319868449839989,2.2984276694016152,-1.0958784335485292,1.0257733094916262,0.781061776972923,-0.23113169822019144,-0.12148210157123306,0.20967054135632343,0.8412706214654169,0.05244387375216664
2023-11-30,0.5777662978267502,0.43026345085119794,0.16776188970947897,1.5210902219799043,1.1490459443895344,0.5949231271527716,1.7305818717953836,-1.097721535966609,1.639591922711633,1.267372196091017,0.22689697965100508,-0.1867299055554868,0.13417114018999934,0.319593552294412,0.025664977765069437
2023-12-31,0.21501625751465656,-0.5492454055150664,0.2518444864052414,0.4949635834465559,1.0851540314709824,1.1221734967691608,-0.21112160353634607,-0.9988882954482358,1.8434647189797964,1.3044122899991075,0.3643509685844693,-0.13567294790276493,0.21062437094568537,0.7043582027958444,0.0020197591937566725
2024-01-31,-0.07672312161230675,0.5049372392998406,0.5715405962110187,-1.2833325941825722,0.5297365874448656,1.2953051303970753,0.1345539324844774,-0.8395937116284763,1.711478041467929,1.061307954166279,0.07419055475656806,0.10895329019153743,0.48904841629060214,1.4053335105212086,-0.11856740319745455
2024-02-29,-1.4958619749104376,-0.966691168337292,-0.02086800688365857,-0.08530090036413199,0.9517898503103608,0.41666855401964986,0.029896946743075716,-0.3465457155856039,0.572971765582646,-0.2799275783623985,-1.1378791219066289,-0.21192976139198028,0.1056119730763991,0.013513060165988678,-0.04172470977800005
2024-03-31,-0.6132477023917106,-1.6249126853569569,-0.4357438496006397,-0.47504352858301613,-0.14127217905857617,-0.3535445008388911,-0.8754371455010249,-0.7845659396380106,-0.18550310717464147,-0.8015241827635852,-1.299183048835676,-0.43859063692555544,-0.2475995553534349,-0.24115886888590776,-0.05503597579540539
