PAG IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-02-28,-0.14491960743988358,-0.7821269202341331,0.4359968780656827,-0.8745229468356247,-2.3287230116523525,-0.5414948112162952,-0.5123379638760908,0.38000342620667005,0.5133747023852188,0.11089528574152602,-0.5080682446924628,1.3433912479789103,-0.43774290533326093,-0.5339856824124173,0.03412084678580263
2011-03-31,-0.3801879614058405,-0.9377337836018248,0.5307329152828206,-0.9031300811767764,-2.5425054825289037,-0.7288624060690849,-1.314330193945387,2.6726514628988536,-0.40522186092808715,-0.02430738261054174,-0.7384339771829108,1.9452158224427034,0.9386242442777214,-0.6842296740402805,0.010724700621942626
2011-04-30,-0.6613326263199063,-0.692473010554717,0.4252359649058485,-1.323416318553778,-2.0302919395828134,-0.5271546677021555,-0.17027131379052418,2.682380307289848,-0.688928939905341,-0.4481810219069783,-1.0955635344165837,1.5606380651529788,0.8129496056030051,-0.5055583354431037,0.022983301774105496
2011-05-31,-0.43122179717518366,-0.8624822030323825,0.5160658620030594,-1.4815998877725431,-3.268062780235376,-0.9025432408276273,-0.273451294944224,2.490444100502577,-0.8628976203385265,-0.6662139564994696,-1.0254156052542485,4.478922918198826,0.8208543812307578,-0.8125979982294236,0.12628416057813405
2011-06-30,0.9862010720063387,-0.09106123234486242,0.38949887896215346,0.03478138812940828,-1.373150387787289,-0.15328004676963575,0.39298001594722054,2.011466091193006,-0.32032916335260714,-0.26985386065617367,0.026556619340543375,0.942743775966268,0.46505100483652245,-0.2173703492371546,0.16774854940472084
2011-07-31,1.739389632995561,1.2823292782755613,0.24459998402662989,0.41459826123434806,-0.5227303617533062,2.5109412702208536,1.212250106294589,1.5169717541105066,0.8886270490057904,0.6437753296456407,1.3690249417053746,0.2316098908717441,0.10618504958313264,1.8284526286798297,0.13304707951632383
2011-08-31,1.1128380964143514,2.167369028276833,0.3483014400613452,-1.062028857366292,-0.23882841041806147,2.8819712855371296,2.0936387544353225,1.2146785396181967,1.5049860514540552,1.141148297970613,2.0940274442956084,0.13617076110779736,-0.03596787962281498,2.3497649343064206,-0.01830356736461782
2011-09-30,-1.0630473199703068,0.9204038458031686,0.24427645711401091,1.2145899297373954,0.37897572384419537,-0.147381625374805,0.35051819902162196,1.259796448397985,0.63413241871699,0.35217751892463744,0.6692195707509139,-0.24031949184136017,-0.02945518980688541,-0.20471372322678463,0.0017351872637234671
2011-10-31,-0.7604516497739429,-0.4147348282776872,-0.17511728196866155,0.6541200680807814,0.5152800149659281,-0.7917598303596474,-1.5964518952502749,1.2704093119115438,0.2023637216576047,-0.17843107609975017,-0.20510515697481957,-0.4975452656893079,-0.13406007783477294,-0.7202696474141743,0.007321582205262284
2011-11-30,-0.669311932160358,-1.402508866278748,-1.168066641664132,-1.3344468123414583,0.6403090825738504,-0.36123243327959176,-1.3942890430350754,1.2636741892911039,-0.0942519650582111,-0.6122587773726224,-0.8756901689591745,-0.986198412344966,-0.40130878589567476,-0.33108203537831243,-0.06575441558284192
2011-12-31,-1.6143746640291303,-1.6728761839634712,-1.8836160163064293,-0.5221925850906035,1.2175454357335098,-0.6418005343920282,-0.8885516691840109,1.386353930009307,-0.906931898052098,-1.7246031929659666,-1.9192170031977136,-1.402604292316413,-0.5479436962476089,-0.4289207356356318,0.029044823697656336
2012-01-31,-0.18562087509433303,-1.3150214648135043,-1.4782898509092965,-0.22157283616351903,-0.3140346258680295,-0.5638341670829143,0.15685434280133084,1.2805976055058252,-0.811655716073565,-2.009916393025381,-1.5725167035842098,-0.7462646466675046,-0.38693605531904507,-0.38866837293582196,0.0172577596596503
