GVTD IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2000-04-30,-0.140146251249389,-0.9261466590107794,-0.31213318266886164,-0.7170422978136649,-0.8433441574592523,-1.4091022412365548,-1.208955641686832,-2.6629863265356915,-0.873585494919055,-1.0593067434241321,-1.546798983600458,-0.3983164671881561,-0.015824855522940367,0.22857048703998806,-0.059719234701622194
2000-05-31,-0.22994265557513116,-0.8776985010669587,-0.588990781518868,-0.6755684574766582,-0.962228583749799,-1.1927144200778357,-1.493562762007784,-1.674907061223849,-0.9092751192300405,-1.0968665774953572,-1.1214218595306373,-0.8513299539666185,-0.17987146280143604,0.38985996706322595,0.2857571440421965
2000-06-30,1.6926608771760274,0.8032467874115569,-0.09197364341298536,0.45883642524831414,0.456948380677499,-1.056111463507515,-1.7262373200998846,-1.7221901157028008,-0.2747953931272564,-0.09534697436430818,0.6480350784538557,0.0569283150075508,0.03206716423655271,-0.1608751696334257,-0.26106453145182495
2000-07-31,-1.3780248123996963,0.006261551151635691,-1.109046285115871,1.1493025330671025,0.19118047558381623,-0.6902960189640251,0.706787544625217,-0.8315633314854469,-0.8502878942647569,-0.9439891361064833,-0.4112644169339617,-0.9094433735651559,-0.49503598760233086,0.3937832549810629,-0.18495165412070902
2000-08-31,-0.8977627388987796,-0.4620236798299816,-1.9815396111727759,1.2446975644353864,0.28727272177443375,-0.818561853656458,0.14266559173388382,-0.16446797478878322,-1.089456568061094,-1.346346257725975,-0.8933522369580276,-1.6721566458686399,-1.264491362905233,1.0800404779008947,-0.25002535301377576
2000-09-30,-1.1681692911727344,-2.323841322821059,-2.009555721457644,-1.2264337738515203,0.390070157845294,-0.4800114870484044,0.29971382135166197,0.7937918654943457,-1.2413218116606506,-1.6297365935086943,-1.5144325807565473,-1.6717835712018319,-1.8597814761373732,0.5334820315322436,0.0425596144187959
2000-10-31,0.38739141910342484,-1.04425618929253,-1.792578082048018,-0.15057586564461792,0.4416292152727548,-0.8072419496032428,-1.3338202458732182,0.7228895093324521,-1.028154245129214,-1.1852393957950536,-1.0153047322619393,-1.494105567910458,-1.6420412630302759,1.1465023751008907,0.07747531216829055
2000-11-30,0.5295200859262807,-0.15011304264360473,-1.5876125950819497,0.08003519636410554,0.5195141063705577,-0.4466104182522259,0.11891323496116328,0.5665068638585053,-0.8397265303538882,-0.8434668004832927,-0.48903199089414656,-1.3141895942895392,-1.3996420878715419,0.45870667428548206,0.14566823914591906
2000-12-31,0.8398021051305091,1.0981473097685581,-1.2248485315710942,-1.093770251673833,-0.15210811829042448,-0.18517065525031778,0.10163988412603588,0.2016326370988577,-0.607409590535128,-0.46844851043564517,0.5882245707933227,-1.2725354918208933,-0.9510126836239177,-0.09983945263363797,-0.13036181786324358
2001-01-31,-0.54864724158051,0.4959739796984745,-0.9173926495118698,-0.2546585025781058,-0.5661751791321031,-0.3384646007572049,1.038662813511488,0.857176518729661,-0.6959471790283123,-0.6363670575717956,0.2150640480804719,-1.1041123641120307,-0.8622282889036819,-0.004430270583905963,0.15884128918511223
