AUBANK IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2021-06-30,0.1354898540891891,-0.6464101732100944,1.2867633440831787,-0.340447189122246,-0.2960664197226178,-0.3857918197658657,-0.5975762432479546,0.16347036568896206,0.39867997900529234,0.14165697638023755,-0.2933343344558359,0.8260074927263549,1.60241292289489,-0.31146636259112587,0.16339223511131318
2021-07-31,0.6214265353170588,0.3996578618335257,0.6937758567460472,-0.6063152070318496,-0.26621907667185724,0.3045117801514735,-0.43899385401902824,-0.2372052473975497,1.0190202672347084,0.46183118519494515,0.2438113741139826,0.3142360053406195,0.7348677180840265,0.268046380524343,-0.07571495384252748
2021-08-31,-0.4197475328581485,0.2175045162431679,0.7292280727650423,-0.43881722170852133,-0.5067174185649005,0.8081887974059677,-0.11949856800579432,-0.13911668389206938,0.5333331707691299,0.17187639767439025,-0.133599545805308,0.5770631242355075,0.8549943409991134,0.7924088570701427,0.029195719039462446
2021-09-30,0.03181753959039739,0.1503659452386803,0.8327127230296147,-0.4711411287745511,-0.5824368500834398,0.5252014243696618,0.4700935145672739,-0.25611524651490164,0.5648444551411258,0.15545215688181518,0.04606146061221901,0.740634958152505,0.9078233615594387,0.6869595540872361,0.04376065766087583
2021-10-31,0.08392043328464066,-0.199428214556683,0.38224677687894626,-0.8716220484934517,-0.9372398476006224,-1.4949749646492416,-0.9182334985517104,-0.3977802975192892,0.6789054536452982,0.16097736152962686,0.08625942003592907,0.891373419941845,0.43696128820849517,-1.0765948727894363,-0.10408792448532579
2021-11-30,-0.5348254067712618,-0.2758764689570433,-0.13273471790843527,-0.781021268193655,-0.8346397129842187,-2.1399378166668526,-1.9564486791420703,-0.2221624126713124,0.04398160103434446,-0.13332927931991695,-0.4774741463736413,-0.04465898156769041,0.026908541746031592,-1.0935637305459325,-0.055908772345843384
2021-12-31,-0.28475447706294393,-0.4841610119562443,-0.2903795310743618,-0.8109699741907888,-0.82255643968923,-0.852535651359524,-0.933912499412544,-0.1534213530352092,-0.27942679547119736,-0.248648372687979,-0.6733117561055436,-0.25267143319917457,-0.12495554260651907,-0.5703146489238443,0.2338415500371644
2022-01-31,0.936191911805171,0.07548435729375526,0.24611015462766714,-0.09090104868962391,-0.6478684142396597,0.28445441925814396,0.7143980388757334,-0.8525046402979715,1.0367076232097805,0.3279722730214907,0.37194664643710657,0.19183320581450047,0.2206768574272163,0.029816600684901766,-0.0843741371571086
2022-02-28,-0.3937019299049555,0.17638591627877193,-0.5409364879419845,-0.14233692736563325,-0.6363552616564828,-1.6737597152735746,0.3878465366434374,-0.7693786753291618,0.5717323695507567,0.2053914787228592,-0.0448461514776996,-0.5975346796563922,-0.4474738579676669,-0.5472442155737942,0.03483000056018203
2022-03-31,0.14130390213505575,0.470529353730495,-0.5854276126278013,-0.24923876853973603,-0.6364149511868399,-0.7195518460940662,-0.022360493577051756,-1.1794642391946175,-0.302792335942168,0.3538624489668729,0.1350337879656634,-0.6392902062816216,-0.516982678399573,-0.4169179797942898,0.10919984534468927
2022-04-30,0.45981615430559974,0.03592199172895979,0.12002024687244277,-0.6575291463788788,-0.5255808099483267,-0.44917005612128474,-0.6395138863241757,-1.5982579491538211,0.24322890145449003,0.5566004448578606,0.5567158691394262,0.026495795348155292,-0.03107308008080421,-0.4851688105507995,-0.10513193454610273
2022-05-31,-0.923102471991137,-0.13241241514319843,-0.15987659793212738,-0.5223651164932666,-0.46085912959268394,0.09398903805938617,0.9135535107782847,-1.1461997483656317,-0.8406292775405905,0.1164020297841632,-0.32266713885613585,-0.22652838081844026,-0.1943193386893509,-0.28456790665002246,-0.05582332587206483
2022-06-30,-0.7498694115300512,-1.090293963894292,-0.4939802021136068,-0.4360710967040341,-0.39582424220246687,-0.9723891686967112,-0.42315126916495294,-0.6588660311411502,-1.8159109908502749,-0.5434558612488882,-1.2128166053943472,-0.49639814216854994,-0.4961126022533716,-0.583534798246077,0.0005913410943173086
