NUVOCO IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2026-02-28,-0.6869845017968037,-0.5360455876706889,0.2154814427505246,-1.3015036599467515,-0.9675571747894469,-0.37911430638482085,-1.0337818637723573,-0.8815625635563382,-0.5307549802293254,-0.6284707378939923,-1.1686999417059736,0.5159433501347352,0.448083894932598,-0.48039132225221476,-0.06711179208462564
