IOB IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2014-02-28,0.14466752068830827,-0.2688418576355442,-0.18496127396614795,-0.7367747842261383,-0.5486140568525549,-2.426492743170876,-1.8641418358023871,-0.7699085539072733,0.35413869963380196,0.8789889779397483,0.015944441306100746,-0.2368542108706053,0.5905486226893876,2.3270988579076133,0.10459603137442978
2014-03-31,1.4794501602040375,0.31569427959939633,0.6964264584877985,0.5339842105035467,-0.5269245787918078,1.0264852542734046,0.8411748987575552,-0.3621608977960292,1.6029583165649872,2.069546401750745,0.7749858123376475,0.45977376621332994,0.7966296095812425,-0.6552657590691389,0.19583197634392796
2014-04-30,2.288476115220694,2.071416953606896,1.9612850536092652,0.5570018851826605,0.08824470463182105,2.7576831205634327,2.3315132067809508,-0.5292706316578487,3.9759120257684524,3.002966261678326,2.312704757114895,1.54391740972595,1.4690435151354029,-0.05474130371629184,0.22298185675487928
2014-05-31,2.236858562089044,3.0519430174786266,3.9047578430756205,-0.612378435120544,1.1576755538911798,2.095568556443243,4.206898783685559,-0.6506429777358302,5.447883522526928,3.229125062978444,3.4633706426641933,2.673230164303515,2.1769976102648187,2.835183140096452,0.05413530637668512
2014-06-30,0.48532587137918276,2.2659471728582226,4.639082199804322,0.169612227575395,1.1578259209946844,0.6456217403634517,1.0233591977880971,-0.4157408554586379,3.3320425589690585,2.4618186367346144,2.427060551208465,3.385052200388363,2.847371310677543,2.3408030914930613,-0.15119345542159118
2014-07-31,-1.2936134357022508,0.5738197440707296,3.3558519872165595,3.3792141181831523,1.7223192409173549,0.18879338196154766,-0.49293361572134736,-0.0934883030585481,2.590487685525237,1.5332338339273894,0.5883537922201495,2.5674336034544467,2.7298152269411293,1.189580139980669,-0.1430460175763487
2014-08-31,-1.2121784689791837,-0.9489675727058664,2.248796840414351,0.6929816963367045,2.529431885833734,-0.5016588610927459,-1.8990336458259551,0.3182939033162943,2.1509715566695675,0.947266419277678,-0.5082958575284258,1.714287750291493,2.300756296003112,-0.49036350560226494,-0.06717356877557623
2014-09-30,-0.5202150028480952,-1.4127750578930476,1.2248533161423745,-1.273207692807819,2.3710631251142575,-0.24040214119363681,-0.8192647664474031,-0.6722404790975607,0.5377261470420873,0.6765477173187106,-0.9483454797343196,1.0937082298379122,0.9480972709969641,-0.08809467923063694,0.03457561350974073
2014-10-31,0.4111237358453607,-0.5983190755421418,0.7641577582884032,0.012609476166059631,1.2243832594513753,-0.8562322877440391,-1.2391744344743838,-0.5837135619393612,0.644087467147794,0.6938747827657904,-0.6861229855460259,0.8359346013213432,0.6837069390690402,-0.5427441100767291,-0.02581899013090605
2014-11-30,-0.15271940204849105,-0.1221980828029491,0.5909208513914711,-1.0247436634603386,-0.7752585589703541,-0.6181741962548681,-0.22076554602789128,-0.3897442374559436,0.514356487988265,0.5583888056659375,-0.5391772845749626,0.8390897553422006,0.5653536660530619,-0.45599573230419144,0.08118215616975406
