DEVYANI IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2026-02-28,1.066587601370253,-0.1691934346789509,-1.7485555036629365,2.407892452911873,2.2831457110222018,2.28921662470431,1.1084230394770358,0.27644244740400203,-1.4450896371209203,-1.4616796704273534,-0.9012439958362125,-1.0901372874271138,-0.4723757632174513,-3.4426176875033954,-0.07696104113612832
