RECL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-02-29,-1.8746894746748324,0.2872939513121658,2.2638885428842137,2.749866101710694,4.003135440503741,-0.7934618562431642,-0.5879309202368275,-0.9222616413845192,0.8308624548531756,0.4124828744973126,0.07417866469757087,0.8839102221680444,1.529388737027343,-1.7634153731819673,0.020044341650864942
2024-03-31,-0.4568395325656614,-0.4928761445876943,2.0038187652127273,1.8954327918940603,2.775351891139763,-0.595042289059175,-0.5761572072440685,-0.7383293045489904,0.5753093065462553,0.2275057657643813,-0.3064623944367487,0.8774757319291859,1.5437690754448552,-1.1208870156968447,0.11733947831932635
2024-04-30,0.5175195381469816,-0.9106125317117121,1.7121407051491546,0.9401219743405197,2.0894210756110523,-0.888618903128384,-0.586390023358509,-0.6665443642635724,0.6025606664809088,0.17631953369286082,-0.15790892615606777,0.8295686026736553,1.1036147555321738,-1.7594503970470055,0.05858695032583476
2024-05-31,-0.11176559695288044,-0.027216127443430972,1.5082310877826692,-0.6038505540665761,1.4119970030762239,0.8164532461160733,1.2409996257943534,-0.5617313887488865,0.5231024645477618,0.05564406959500274,-0.2741591219364827,0.8724269181650688,0.8778019515714454,2.8851665878398163,-0.023233890896399958
2024-06-30,-1.030130688760261,-0.30968993317179494,0.8704129784247971,-0.1488563122435988,1.0393988786868018,0.596654805695657,0.8912388733584686,-0.39250436201014705,0.22410048515596692,-0.1909677434915138,-0.7741375756885425,0.49604612270821435,0.485123846233232,1.5176492132850894,0.20392697228103496
2024-07-31,1.3579753909712107,0.12396121215567509,0.7851442662602399,0.7778869855856744,1.130711555500295,-0.763453147677461,0.24028956875384083,-0.3753242121902499,0.4463904280580907,-0.12396817025428876,0.3596916475001357,0.37694498947363353,0.1062466870883535,-0.6785553279772216,-0.03877067861717454
2024-08-31,-1.1649196963144284,-0.46909435073285816,0.22414956048342657,1.1614191962580946,0.14526813774895053,-1.8842157558749506,-2.1693422521098813,-0.1989741683806321,0.1713627054995653,-0.41821855569735394,-0.4306977642597068,0.17986994862342207,-0.30100025773787487,-1.9296057292471174,-0.11124936412487814
2024-09-30,-1.7809016662388264,-0.9472115598927281,-0.41841026495484634,1.6765997554311194,1.1216583748274638,-1.6107518864993802,-1.9405324871681056,0.015856391100354063,-0.252213851101089,-0.7450065740228913,-1.4269081165619681,-0.5905640806884531,-0.7587868265926458,-1.0547822910860365,-0.05925045370390961
2024-10-31,-1.3292318322573076,-2.456586096769465,-0.5837592049816448,-0.9759633462394651,0.9222293051004868,-1.483033347523345,-1.166780465933318,0.2482015554016938,-0.563252860402205,-1.2329048075954916,-1.8365878370099429,-0.7103377796942111,-0.9664919522948339,-0.9054246115827352,0.018954320293319744
2024-11-30,-0.4712516585520732,-1.880234217784163,-0.9193999918029581,-0.32838511702270345,0.7658088085935973,-1.3839141211011103,-0.3326218497197845,0.40749563363166946,-0.6853813449129303,-1.471877140942893,-1.593186530285269,-0.9642473570515693,-1.4007948717969643,-0.67873101630413,-0.06176355404393283
2024-12-31,-1.221823997275234,-1.511805405193751,-1.2640272650700557,-0.684762157167158,0.8362875969927636,-1.3667556916714336,-0.7189041546897216,0.7278947394119099,-1.104544316399811,-1.7024986404807296,-1.7892208032010033,-1.2375326066068228,-1.730169126849847,-0.44216696593582483,-0.10709292547277123
2025-01-31,-1.562526476008001,-1.6065144996319967,-1.574980290072275,-0.34891637271650006,-1.8965475106500524,-0.8194920100593924,-0.058741149684184674,1.0666127381820718,-1.4705297114890938,-1.913083823100076,-1.8708257487158968,-1.5703923217502485,-2.051485727182326,-0.22075485282665336,-0.22197717610908024
2025-02-28,-2.4519218470134128,-2.535823116658161,-1.622067740658258,0.005353325465980746,-0.45809158639777986,-0.61930880728087,0.30882758550770656,1.6993229940621297,-1.9861696454610864,-2.3373725302870287,-2.2703060357720544,-1.54839801189821,-2.091898062168242,-0.19551550286695904,0.1749859930024957
2025-03-31,1.025052699347712,-1.2558192015291885,-1.4372192178930283,2.688830677127039,1.6300038548641789,-0.7081811752806487,0.45801880539060796,1.4475516398975827,-1.6457602988472624,-1.769886546485315,-1.1283182487874233,-1.3391730293294035,-1.7150751532781314,-0.24404975316731428,-0.021430232581207003
2025-04-30,-0.6023814498323192,-0.8720828607938688,-1.5177180614200085,2.1433884642570997,1.4927010624564834,-0.7266450157418132,-0.3781665887013785,1.8211257734590178,-1.8062918832308583,-1.7996690675779798,-1.0184606057164098,-1.3706058149027927,-1.7520826847029853,-0.1847825011413891,-0.043294699219593925
2025-05-31,-0.7254247679032721,-0.1543878745080863,-1.5281165482134809,0.48236238128912523,1.256357114981802,-0.1531463005763354,0.12288429743671002,2.139752506204604,-1.8725964041906318,-1.8514911862108556,-0.9344308126943323,-1.3624978575523197,-1.7101913883617381,-0.26433359245163945,0.0002485398297867999
2025-06-30,-0.33971119746475503,-0.8050995385209861,-1.4284985122649931,-1.3350528055052655,1.1958873765526625,-0.31772503278794384,0.07441986069241252,2.5581288179658688,-1.762817821013868,-1.7977463816077248,-0.7045446848306104,-1.2741250415571508,-1.5465320297092686,-0.21171649475193655,-0.018054652911816706
2025-07-31,-0.44036712562967073,-0.7269578960810034,-1.47103804098443,-1.292055045221634,0.9233167605827083,-0.07129905097922556,0.34933720898141474,2.526691836987029,-1.6837865887996715,-1.8586290457032209,-0.6308571942593264,-1.2939976625680942,-1.583339813130335,-0.21179153965616118,-0.12145881139025339
2025-08-31,-1.23849661800513,-0.9677145381497293,-1.400377108554346,-0.4672557003642785,-0.18303645694637796,-2.050045087137392,-1.3512022222849231,2.9275885939899324,-1.6452756525938073,-2.4291424649927587,-1.0845596530265638,-1.3097204193330862,-1.5469433507433614,0.4304762780518477,0.06324303950634456
2025-09-30,0.3919354816811063,-0.64190267072145,-1.2106310014678616,-0.030353024558949764,-1.6649940149505404,-1.862047637232854,-1.1946477259343748,2.1890831849572208,-1.858927179550579,-1.9872612388732955,-0.6185222110507116,-1.27428369902543,-1.2614964960331103,0.32875702321451633,0.0053497519592673095
2025-10-31,-0.047530307707097263,-0.47813242152118307,-1.077691815252444,-0.04921837501982727,-1.703352764777182,-0.36931302296783913,-0.3383497801835073,1.8889221542307795,-1.7158690853216074,-1.9455555771359525,-0.4293259231466356,-1.151868145253627,-1.1122275739544267,0.11957561143657296,-0.03792503430032827
2025-11-30,-0.42349652135311316,-0.03311030380779195,-1.024116459258997,-0.8382964727396105,-1.6241198130860985,-0.4149831223651542,0.7047980008593068,1.75526303087512,-1.5910122613428683,-1.9753504498199714,-0.4769849325975776,-1.1067959179053628,-1.0842156352603867,0.1458431007658672,-0.011425510942888505
2025-12-31,-0.11766446786879108,-0.3298406048404758,-0.916504390640052,-1.3027628231264836,-1.5682352412224276,-0.16372809027578902,1.0847061936393276,1.5093660318032298,-1.4400749233113246,-1.7727776354341054,-0.3600303145239641,-0.9835139843096679,-0.9619060202727056,0.09009793446913797,0.020253154475533573
2026-01-31,0.25490768061180064,-0.18561291872582467,-0.7697825542959628,-1.0737968126941835,-1.4158275334216335,2.649786982300903,1.4266028202325138,1.1982356741015774,-1.2561437397354134,-1.4346508386461008,-0.05618707379462743,-0.7884961134636769,-0.7631855485291897,-0.27936156769615783,-0.04006699259688607
2026-02-28,-0.28411654689157045,-0.08852872741687721,-0.5782047113248385,-1.083624260608205,-2.19628967828062,1.6295172916448188,1.2286401526848763,1.1797018953038705,-1.105906234971967,-1.4480184680137722,-0.2537794376194669,-0.5610392661351175,-0.4934335359130188,-0.03071396380985752,-0.021674017048362033
