KKB IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2009-09-30,0.5381645603164344,0.5551008781556631,2.676599193620765,-1.468090393150054,0.11366463641686016,-0.07292340843782946,0.344674052705732,-1.5122692575334826,1.8444514364741715,1.1379037428657628,0.7676123460021601,1.915853909499912,0.8068045489496456,-0.17155491089465755,0.06540779050070009
2009-10-31,0.4231581384471099,0.5862241502093887,2.6019649534530216,-1.476143813752134,-0.057659398369932446,0.19882759798586444,1.3336818584020873,-1.3763709393471226,2.0545653615228865,1.306392057604656,0.6173178456239492,2.099006256476794,0.8144753674981824,0.2313583426891461,0.07147522218092274
2009-11-30,0.4028614233635413,0.7433794610356456,5.154817977023744,-1.7191950913280227,-3.4652580696381174,-0.5805122158166381,0.8948012753136912,-1.2520936784858279,2.1607729106273377,1.4774717306083913,0.6563686596862887,22.218602905526698,0.9434684468889201,-2.532895283082892,0.09124575473133249
2009-12-31,0.4899289932374296,0.7059545564869348,3.2249877891829257,-1.5726854332848754,-2.8423145376465104,-0.6376625991027259,-0.5654703636548457,-1.1534411371885334,2.6142196633632175,1.7008213516246773,0.7285307007159093,4.183829568654144,0.8974564811197059,-2.2402915447893608,-0.07587519699165517
2010-01-31,-0.19852019000086768,0.36836272826126404,3.2855760476422327,-0.7959777829127758,-2.044057209185937,0.33479301238354414,0.18642953079110494,-1.0597269728016772,2.270020024459891,1.5724587584037213,0.3368857110701007,2.097539199241899,0.9612052659112079,1.2218616156962911,-0.018070716366086675
2010-02-28,-0.019981244687664684,0.1448096221472724,2.031571134610891,-0.7823169029264548,-1.7838164151499423,-0.8985741911780881,-0.8674017872029837,-0.9602388848675855,2.1992602973357585,1.5271484531500907,0.13781020428230448,1.3387136642944413,0.8839046873911157,-2.837374003594978,0.08820536946479011
2010-03-31,0.46371326644736294,0.11385268520525116,2.1458382934851756,-0.7298384405430045,-1.60881805026125,-0.5892849572602873,-0.2995450634327638,-0.8681284971720131,2.2410029477165145,1.5735796438932605,0.2726080211837057,1.5410520479939673,0.882150452320526,-2.0762639761280686,-0.1721831419179697
2010-04-30,-0.857190421774179,-0.1870289796588028,0.8234509555647791,-0.2679885962803566,-1.0003441407093328,3.333386461128488,3.238526968391323,-0.7512238155917078,1.5797338804249448,1.2095150570696171,-0.28584298472200753,0.16919859683726285,0.7942250358192715,4.162512699542122,-0.11607480155462067
2010-05-31,-0.5141535149883667,-0.42823669646072754,-0.12358280105468561,-0.15757056117864468,-0.9034602077303757,-0.043967716438808514,1.1023196032425318,-0.6612751503708234,1.0952303050614696,0.9414715641781445,-0.5293607351847195,-0.36117311118644724,0.6327194880397179,0.00507005167734929,-0.0024992803550773694
2010-06-30,0.020206423914263697,-0.6737120822153947,-0.16487560447616237,-0.561945721095609,-1.0248689899223482,-0.02793438792871248,1.0205883625265544,-0.576202466775647,1.0092098653871104,0.8609917682490917,-0.4298542052648981,-0.374352922035762,0.60771098055643,0.029020067180669986,-0.010449011477823095
2010-07-31,-0.054991348707728725,-0.2698590856635328,-0.24504488986282333,-0.7237657884644213,-0.9416862164824242,-0.15174001850332058,-3.2378366294292724,-0.4882826814815922,0.8887018379526614,0.7649672974729728,-0.37975794048407713,-0.418679627961299,0.5651200885077509,0.06124282757964817,-0.04475242136957927
2010-08-31,-0.24939010346274898,-0.1387532909175844,-0.299870193684974,-1.1135451456886025,-0.8784478889915583,-0.24416330619235632,-0.9137260280569529,-0.39365514555919173,0.6479311879124571,0.6034416445551468,-0.4152618389363756,-0.4458306211986801,0.5230165525743868,0.09484099057284624,0.036745348026491695
2010-09-30,0.13489320380779465,-0.08679811075314017,-0.3748374214248698,-0.9284719248168949,-0.97151163757983,-0.11106555187549705,0.13601696067702015,-0.2971074551789002,0.6647705317082157,0.5743968341846614,-0.16606511936609086,-0.49183472119646443,0.47013817764747096,0.13738863190816325,-0.13881141387838192
2010-10-31,-0.8264262578890036,-0.4752272582855479,-0.5565599132847469,-0.496917736271831,-1.0270469712862724,2.267162340748426,2.7999583553756224,-0.17401414615331678,0.09998560656018618,0.2163561893727969,-0.5113294940252634,-0.6369478916759541,0.38543384495895733,-0.38850566163398426,-0.04045598806882482
2010-11-30,-0.27333330812525714,-0.4920322282626597,-0.6516601693361971,-0.4849876580467573,-1.1187916066011483,-0.3809868264936275,0.6760924075964969,-0.0423906713355261,-0.18854659690001196,-0.011450159809576865,-0.5636066104351111,-0.7509289782833527,0.32047416454239014,0.25941083171596896,-0.041672696400568074
2010-12-31,-0.4596676153536356,-0.8187231479417912,-0.7583663147418931,-0.7263648594453386,-1.0608628573128034,-0.44557665601061897,-0.5564596268041555,0.17157618611463687,-0.520369315800959,-0.31235402968935916,-0.6613292233193162,-0.8329460735577885,0.22040025904174684,0.3434715221814742,-0.3278521233420666
2011-01-31,-2.2165235865045263,-1.4022521890359951,-0.9080132817284791,0.45433544562456296,-0.19741398641175595,-0.29564503201173026,-1.683702057006397,0.5936736242487202,-1.8883408351512854,-1.681727414405791,-1.4231906124699867,-0.6693975013699018,0.04174177047000768,0.31856536916569,-0.09016390625795724
2011-02-28,-0.6693743716050794,-1.6462332768287398,-0.9575197890708831,0.4361840971439807,-0.17990464255142274,-0.49930722437245534,-0.33660277360304103,4.826815370197234,-2.245006166080198,-2.398484305736617,-1.4394394540054976,-0.6839051655211863,-0.20961659176377687,0.45036174171470517,0.00037140204698048396
2011-03-31,-0.061262410180621375,-1.376008691743063,-1.0068929245917073,0.6795402041314285,-0.20862222932688032,-0.3495174388580536,0.48256529239404494,3.4593559308842847,-2.444157823421118,-2.6181543524458393,-1.0828882548222172,-0.7088032236158001,-1.410369295461305,0.3649121477424438,0.3353576164054988
2011-04-30,1.9686723255313092,0.5692145074898816,-0.7683344009117797,1.358391360646848,1.0054825773567442,0.3814080571647828,0.6553974854608672,1.2646150169190926,-1.357459847361988,-1.2146745851129346,0.1830363993246677,-0.5223581159565652,-0.718267001224153,0.021026689634089712,-0.2438693342741583
2011-05-31,-1.5301334785823792,0.1592331145151697,-0.862029795132839,2.0553519933383475,1.3580017906195607,-0.24369004056506152,0.6090447922420942,2.0540935039138923,-1.8867145264624663,-2.0823625932880643,-0.4473178393484123,-0.5342124149788924,-1.0663162793952443,0.23817874053605556,0.08225593324531023
2011-06-30,0.7812161734514579,0.5432558722888815,-0.8004166193002207,2.0659668611519106,1.5440230735232852,-0.27666470035244956,-0.4958414667608945,1.385479540186043,-1.3706681647066858,-1.4132499550461082,0.1923731044496495,-0.517582374994267,-0.8683175936406156,0.23902979035889416,0.06961689646819999
2011-07-31,0.6588279508195044,-0.274536248085299,-0.7321465842153566,0.8086486604719858,0.9996679892017614,-0.15586103710489488,-0.8867510101298022,0.9456929776323983,-1.0077441237752274,-0.9798975991065945,0.6124584069197913,-0.5191966967892768,-0.7032132858364218,0.17889876639205227,-0.1178922119215718
2011-08-31,-0.7661703896642515,0.4199102605795041,-0.7521075561365965,0.03893183669890228,1.0880510575078868,-0.3563808550470622,-0.5473907672008806,1.232135666451118,-1.1147554395298362,-1.203338866166397,-0.09738587809671707,-0.523850633651661,-0.8204014576975591,0.23848631146644364,-0.045911899606329035
2011-09-30,-0.18536177218558988,-0.18927416229178856,-0.761827115961332,-0.22827218326056983,1.1727593301204302,-0.44290226128916665,-0.9368115124073008,1.2201754564179483,-1.018702867641637,-1.1390192030859396,-0.38619991825516303,-0.5267888812883066,-0.8920796546336771,0.25565815199644437,-0.12942461067186928
2011-10-31,-0.7787157174665725,-1.1237296900372877,-0.7058871748873347,-0.8967730815465589,0.0801379899286869,-0.5755116366155091,-0.9461222532046332,1.5410318584686877,-1.0487719753176403,-1.2863613343586098,-0.7293015175356786,-0.5741538542797059,-0.9228963599212686,0.2970104231180615,-0.0825504030490045
2011-11-30,-0.3608015369773378,-0.8601423598351046,-0.676883383252813,-0.9332981867237555,-0.39117630963144095,-0.09523946348763605,0.4357970851998371,1.6168278025012819,-0.9765229971359485,-1.2560598001846517,-0.9647184634801786,-0.6292863075017529,-0.9811962053000081,0.1363314037487496,0.00042381861198062754
2011-12-31,0.3219819401726515,-0.5552586026705462,-0.5919161217298062,-0.6491992172560714,-0.7200526307616808,-0.6798767750200189,-0.03216852043547062,1.3407550221091824,-0.8163553542543909,-1.0359318517702036,-0.5793731579023151,-0.635452938521776,-0.8562423862608832,0.28796083216378504,0.12154243858028915
2012-01-31,1.3100575008394295,0.8825652341347113,-0.1864953214328376,-0.1971406938609631,-0.4702228522548697,-0.5543222897363783,-0.41717812256320785,0.6289145413672784,-0.4742006240034499,-0.5322698693926096,0.8185952579631894,-0.27174930909073514,0.04394490911185095,-0.021859040900287244,0.046912229345231954
2012-02-29,0.6379422107057324,1.6212907816195912,0.08703037079881633,-0.7706360061560936,-0.5382525378606631,-0.23183977681330106,-0.2827376819992876,0.30246929008972984,-0.2585244596135081,-0.26111667641348846,1.4423632999736264,-0.04076323503787723,0.4883066196737814,-0.06335467317171385,-0.11002587491832035
2012-03-31,-0.5710442912942504,0.9273781935445142,0.06638974574366642,0.02164648496491472,-0.4233105053406671,-0.0605682682863246,1.1445854218892295,-1.958671725220298,-0.4559681900023156,-0.5107223078457324,0.6514187119987163,-0.04087676096324603,0.42755258646840294,-0.14683033993016947,0.02447812701370413
2012-04-30,0.5124452880905122,0.394367806797181,-0.27688524685842186,-0.45094001889113977,-0.6910797542219046,-0.4126759941983379,0.5912708463547115,-1.9090322494253003,-0.2641842353273655,-0.2753563001691708,0.9176937373158051,-0.5241735335155951,0.20201271390015943,-0.10197888588544265,-0.11170753518265608
2012-05-31,-0.6020017225312438,-0.44963375945542033,0.2648364931825206,-0.5145964556082943,-0.5589241279602131,0.8950714683212571,0.1858272325905546,-1.4866945609686946,-0.38130223415336284,-0.5824865972134442,-0.032671774454069526,0.027074729807100743,0.5754601644418985,-0.784156656199632,0.05266609784557843
2012-06-30,0.676577164447106,0.4000931126586429,0.23939236021956936,-0.348018195440977,-0.4906346824112694,-1.1616844138009557,-0.939343572851151,-1.549512513548847,-0.07760632388802852,-0.1770719937828785,0.3381314106685941,0.018608936823328252,0.6088558193475654,0.8236737634781959,0.12360433415259865
2012-07-31,1.2011937746588406,0.8778067146535485,0.5576819272013587,0.09406644893373287,-0.4840311678160982,1.9306737180728697,0.5466532982310586,-1.6995488067618154,0.5447170444078513,0.6594436422693419,1.370086251557749,0.31527473118557325,0.8500904346401235,-1.5165151276297473,-0.01621856412917566
2012-08-31,0.07563484759884946,1.3228632605087909,1.1324576527946362,-0.6306673724331904,-0.525566603722392,0.7635143081673689,-0.0876614469067934,-1.4939263106852771,0.6993194027267351,0.7716273711977232,1.1700742177135661,0.8268434363499477,1.1001074004639584,-0.5863874300704607,-0.0007434944580412633
2012-09-30,0.18291345464491726,0.9612583513107472,1.4332640952864641,-0.5817968921552096,-0.7906394653204702,-1.4027182819523418,-0.04111147885858846,-1.3613283120282784,0.9114506983832731,0.9996821180785607,0.9668196090388138,1.0159495959605367,1.224302461456318,0.07305829239338718,0.10376012824588396
2012-10-31,0.9831734220861139,0.8203045093448238,2.8647825858293827,-0.7769285275280988,-0.6355706796698307,3.9999069582147384,0.7747431867844601,-1.374198877148642,2.247992780551294,2.439109617092362,1.6105073421301273,2.5470786092294335,1.7924746775268297,1.8508600059532323,0.058591438790900396
2012-11-30,0.5651231909714218,1.1318566708612119,3.290908590671536,-0.9392365646891973,-1.2230043401123105,3.2562932539046474,1.4877699279408365,-1.2791104719997681,3.232442221944302,3.2961129167392658,1.5012538477876531,4.185019945974982,1.979282388640933,4.455133221743414,-0.01947387956916475
2012-12-31,-0.052624218595157375,0.9556272794548151,2.5027945240649054,-0.7660984928934135,-1.0799472902145169,-0.17612242680997175,1.3550152675343947,-1.0934031476790906,2.995552724276355,2.887993496176562,0.8690624793128947,2.6704071880940767,1.725307340446088,-1.0827831074505978,0.06369193464448548
2013-01-31,0.5628361567083899,0.6875323877351356,1.8496183648549536,-0.9922325953959574,-1.304684067117697,2.1999738421727257,0.28491807321437856,-1.022461266351083,3.379684660546576,3.0520374076924703,1.0571726012209595,2.2491528997200336,1.3906661472394886,1.6050406461361801,-0.06886324545786332
2013-02-28,-0.6347360693962623,-0.028253831050422493,1.163316309272931,-0.6315563967952367,-0.9829942766172165,-0.36678858158759275,-1.2934155060192154,-0.8186390059150612,1.881417674346338,1.790702433173796,0.23084950715776878,0.9578451408152926,1.0645451185884611,-0.8507135363558108,-0.03797715746049848
2013-03-31,-0.37847203510242133,-0.24675840262616697,1.3854471618002453,-0.548607573287973,-0.8449496400187535,-0.07029603088370301,0.4267521411295845,-0.1696758659155653,0.7632915226761257,1.2439636711463933,-0.35299473281367877,1.2436572749840422,1.321923259395358,-0.6524042967490097,0.008713191854055403
2013-04-30,0.03992074451646911,-0.7699634227329316,1.2192566839297803,-0.9211725757433115,-1.0471881107312608,-0.6431071046922833,-1.592420128998728,-0.11038469504133763,0.931101491185373,1.3876079916609578,-0.40007771866616154,1.290190515424537,1.1982465914365796,-1.0279941929743113,-0.011409519743097936
2013-05-31,-0.020617287659429186,-0.2935712045289462,1.5853694550953588,-1.086716708894113,-1.1187870081361422,-0.9689020245269174,-1.3067312241803715,-0.020240423356834316,0.7663949204502306,1.1567384292484153,-0.35328791545847504,2.2550530956496724,1.465001527231728,-1.8887066758418272,0.03384530079674657
2013-06-30,0.4368499396218015,0.2632286242129052,1.3549004794445212,-1.14284632494353,-1.0147469693767879,-0.6650531929878911,-0.6279021212078398,-0.0036643637769487552,1.2173813177741266,1.4296134469400106,0.010858722703031424,1.6851545463871003,1.2483240701608733,-1.2840828529493493,-0.01346711107088821
2013-07-31,-0.1539693049488543,0.15133719473845703,0.6442013960144768,-1.3401436843116974,-1.2930992525766394,1.8957025053153673,1.8924327793998685,0.09669252980992536,1.1221152156416354,1.278975296824791,0.057407560668923344,0.7860526087219782,0.7011760113183829,0.42621743576742743,-0.007968169649176845
2013-08-31,-0.035955785689016646,0.14677314003729808,0.6193056380085029,-1.4855236543776227,-1.545728321093521,1.3434321561886804,2.7640175722672424,0.18744442704640626,0.9970492063263277,1.1028219765461538,0.06893543541851162,1.2295105742174202,0.670411360016365,0.2989193916331864,-0.020202707317519466
2013-09-30,-0.2783730519171192,-0.25577992702085467,0.4755574410443004,-2.0797047063921004,-1.7021128061524615,-1.1565834914018178,-1.4211245928104648,0.33185720162359267,0.658382232701523,0.8042708159732115,-0.1588053431514836,1.1067014055103028,0.5505840320331301,-0.8798835950493327,0.05524804906032016
2013-10-31,0.7908654841476263,0.2504053606194627,0.20390550445632777,-0.6843343067616271,-1.5582965828289481,-0.8642127286434635,-2.1900310032935306,0.31955296874439143,1.442760505135631,1.2170310022405981,0.37844808862387985,0.12024438872566597,0.3176116616487044,-0.5222202522021636,0.060264838061524335
2013-11-30,0.8100525431219592,0.7573384119738271,0.14203801893389947,-0.521166883049512,-1.270876804251553,-0.4588804825972685,-1.2457314770116978,0.32938686680350476,2.242579536344263,1.6412748492967135,0.8644467449158816,0.02800746043058239,0.2403784744002115,-0.3986572089042285,-0.04493397247925808
2013-12-31,-0.945676594352438,0.47185903652963807,-0.06563251550526782,-0.0478075678556458,-0.8997673013791472,-0.7539950953595843,0.6061445886833016,0.7861821886757469,1.137291697428169,0.9680530977423307,0.080104860445702,-0.2809574495263564,0.04469779756969214,-0.35739642578595465,-0.09328370833634342
2014-01-31,-1.6618187140535987,-1.2515644275838762,-0.9645567651824718,0.6056766014834916,-0.20633885689227174,-0.6032573482093488,0.02026676242263625,1.9010221973660664,-0.5337197787955981,-0.26460525115706557,-1.4529887683951805,-1.2484674457755514,-1.0682146128028969,0.08097719557453184,0.006934840552458953
2014-02-28,0.060675161710687965,-1.7370777759529066,-0.5854134002589056,-0.3272319969617364,-0.14152658803233872,-0.6505979975694784,-1.3095030840151602,2.653973251238059,-0.42422984371288125,-0.2561817432914594,-1.152803511781379,-0.8355396037878141,-0.6407572276837264,-0.08232156396008947,0.13128284026314252
2014-03-31,2.101792036284062,0.3033702582314128,0.3551461835772058,1.862892779065913,0.7833989104466247,-0.4391516534001757,0.39965345149629317,0.7500565066477919,0.5906410194718794,1.3162649870676235,0.7625188077842795,-0.03522548293326178,0.38056571128864947,-0.46401430463040505,0.12114438335908838
2014-04-30,1.7550390472602801,2.6215685127953843,1.0201617653140855,0.3635611397451805,1.2684853753846603,-0.27086499020851335,0.6387808005182795,-0.3812064187814386,2.81821879259998,2.484947659830423,2.291061926646586,0.35935619410428776,0.9045820497530543,-0.5008697863131871,0.21098945166352648
2014-05-31,2.9466131065662946,4.167617221050517,2.740986939611424,-0.32174659034648134,2.3931203119578637,-0.06430529188462736,1.590369800704776,-1.729324864571191,5.050212834245272,3.6273198424947912,4.645085662386381,0.9901495022398338,1.9033385704641819,-0.1959889571655544,0.26853249274316543
2014-06-30,3.3324199817214035,4.291835119124251,4.551335081448503,0.6315203271494109,2.7653538969285263,-0.30845260686979603,0.4022493087604961,-2.3560500039478462,3.951868656600728,3.2864927521144156,5.534835096692654,1.8283918048267258,2.531701414998685,-1.404597581196528,-0.03225813770097182
2014-07-31,-0.8085037283111884,2.183181162300229,3.1614091804937936,3.8341483295615357,1.8053315493860993,0.7375488472076346,0.7601094958673933,-1.6001113615032851,1.9929003093970143,1.820598644144027,1.9258273862520476,1.958079171167756,2.2581313583709766,3.4642321167030663,0.034913740921381636
2014-08-31,0.03957670616245182,0.9446991246754312,2.907468788464447,3.147914566439218,1.537553142522435,2.350912545931569,0.8236126702403768,-1.3431372295723438,1.506671950725217,1.3385512536245332,1.0307552404595357,2.184319355963351,2.194534743231462,9.392989784812753,-0.1534050603071918
2014-09-30,-2.1890714746933067,-1.3666172835935164,1.6218204996522205,0.8963880101837799,2.991678321539434,0.8258937735143271,0.8044900914105918,-0.6761505146994878,0.5169340184521501,0.45736078469329683,-0.6528849893247092,0.4851118324151672,1.5931793205711,1.1913838909667542,0.006932436775644896
2014-10-31,-0.21777338072718647,-1.0576227002812344,1.2138052476138705,1.0254206047198786,2.470626002945752,0.34405524793239634,-0.13017665332519238,-0.6050592246243923,0.38433234029813107,0.268828327821012,-0.8891254064351621,0.23299778659533577,1.1643704752143793,0.4008661119410025,-0.17167036522098075
2014-11-30,-2.1172633154130542,-2.0388312393620502,0.06752539221231316,0.8791141410484753,2.1922760393365786,-0.8059776760444535,-1.7142770768255409,-0.017584842217098558,-0.3651161369551137,-0.5112231468990639,-1.7927283658607054,-0.6027429274739895,0.1386745054023963,-0.7274699430372168,0.09201138740633548
2014-12-31,0.7845507402264077,-0.6432377184626867,0.6596296078889927,1.7366784217664557,0.6740235853246094,-0.09569424475489723,-0.45163915739430205,-0.3360616459719987,-0.07456410842384018,-0.2368580566105942,-0.902925203754565,0.5096854172060413,0.7245728944355684,-0.3117848101411745,-0.13841206417838603
2015-01-31,-1.5536749580196498,-1.2774683627683174,0.4255328022554876,1.7808887658709802,0.8024272960636593,-0.90813145813567,-1.202584698460186,0.14272059710108861,-0.6063645270584671,-0.8149906614215394,-1.3110722674334492,0.1719047037983971,0.6969916735353895,-0.9303715943680185,-0.06101252520351794
2015-02-28,-0.673511710636512,-0.676107651012978,0.11086487187403138,1.0004596915818273,0.5412373119029659,0.043125250491919176,0.974106229989818,0.35236106568237435,-0.7890255078453792,-1.0371165361892476,-1.1449384202724269,-0.02681107227115412,0.3609461371902257,-0.23181522077223782,-0.035897979784405766
2015-03-31,-0.439013182052585,-1.2303863020697443,-0.5540225654293208,-0.47710083175220136,0.3245310597865846,-0.8134723810888105,-0.5027354063840428,-0.930202858874764,-0.9433891378118485,-1.1724119199873142,-1.0027183570559202,-0.7513954229339879,-0.8034797031343673,-0.44248744170387133,0.04574281507205752
2015-04-30,0.33778818886168765,-0.3562215476744228,-0.8006652216009339,-0.4078948683484608,0.42948998609261996,-0.20932949205284113,0.9363664256860108,-0.8270333190301755,-0.8229807785947437,-1.008855770818969,-0.4767945838745838,-1.0576228362570774,-1.0108501810791015,-0.2662559135065739,-0.027245479033376128
2015-05-31,-0.37139836203911225,-0.2181361974460057,-1.4587482811868218,-0.6712774313406171,-0.09102248595233026,-0.946031092341866,-0.937735788047343,-0.5755474840727659,-0.93064119896715,-1.1234621484450453,-0.5080528758984088,-1.9290743109794093,-1.5693958625105282,-0.004508280238722342,0.009505530788573092
2015-06-30,-0.015792005405849196,-0.02321364085526818,-1.8949532423491784,-0.8940033280700711,-0.5430054597852865,-0.9555680422578273,-0.4964491208406772,-0.439343511162676,-0.9135641333019572,-1.0875292140917534,-0.24320060450049272,-2.946970437940006,-1.9138606242091882,0.2704419711933681,0.10730186703897854
2015-07-31,0.9225372937216371,0.24777217764679343,-1.4383121410903759,-0.1602330497550433,-0.5908888388365552,0.8009775875056979,0.41332185447691455,-0.5313309382410788,-0.5557632541674312,-0.6701265767510652,0.3569453909862621,-1.992614297321322,-1.4028934833305444,-0.6234525640096362,-0.06524310247693427
2015-08-31,-0.7517157896451024,0.0660451530880454,-1.5300052782613647,0.19513488414879357,-0.6095082034908615,-0.006141418353118025,0.7990601834368655,-0.23600035727188332,-0.8135077244207256,-0.9522466286775332,-0.09349975945054347,-2.059920906624207,-1.5018387659859544,-0.2376450472274044,-0.004176397177228474
2015-09-30,-0.15695985047913638,-0.0011563263533245455,-1.150940123208627,0.16382820338694873,-0.7527170469565242,-0.8002406980195353,0.3158496258545074,-0.1039525433903961,-0.8438618617874255,-0.9830713640286771,-0.18466190576114064,-1.4144423495736882,-1.155269011730511,0.017660485003930346,-0.14066091846505996
2015-10-31,-1.4270689971360342,-1.1071299667421808,-1.3511695749738422,-0.4225929939436097,-0.24418414731583746,2.476815670587604,0.1467831364741296,0.41181356861708424,-1.300962356622101,-1.5609654860773754,-0.849593776419144,-1.3715400831076128,-1.4152108111095727,-1.3323518112584392,-0.04402680328970236
2015-11-30,-0.4403271226667737,-0.9463565230696277,-1.0577212436802041,-0.41618771848133546,-0.3041859237012451,-0.8683562409022867,-1.07676497092082,0.6545620826258804,-1.3254116713191095,-1.6115411198493,-0.9176375192943971,-0.9962639793873106,-1.1362229281496206,0.05781862605229898,0.04402680328970237
2015-12-31,0.38507952866384487,-0.6775044283123998,-1.0932360379363752,0.1672108309249265,-0.26754099991535524,-0.36337354539135147,0.40223027500587716,0.5880357795426971,-1.098908108401886,-1.3219313388975595,-0.5551831360889196,-1.0062260907423404,-1.138252882818827,-0.09863935440088374,-0.3198360973111988
