DMART IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-02-29,0.45582363128436126,0.07237607088050504,0.6363364002462114,-0.22872270533460753,-0.8837500625039084,-0.2378021903390658,0.4889390636784054,-0.8644128156517156,-0.24312659534247685,0.2419362073928789,0.4313309989856146,0.9400756534847782,1.0413995651813397,-0.5223522173692626,0.14393916286831873
2024-03-31,1.8826680273077787,0.996204402869124,1.7803161326355597,0.8291742116057649,-0.08664825906427631,1.7071062407565998,0.8750973774675951,-1.8168665077042563,0.5205647543395273,2.401271365435127,1.883974338460305,1.6835760501092,2.1303793896056953,2.951867912940531,0.01713188438272862
2024-04-30,0.1457484894904039,1.7074429624772969,1.746242245784161,-0.04917825870067546,-0.17100169225245232,1.061921131291664,-0.07723436028845056,-2.07618563289074,0.9716910095342572,2.1367059090275515,1.375819978789012,1.6771374551582765,1.902176958459271,1.3908698006911182,-0.06776715168836984
2024-05-31,-0.9004790235435839,0.7086626330992004,1.4072933461386756,0.7571685273186809,0.08245535016059424,0.09635202143653634,0.4817854720772234,-1.5858328272278712,0.04056925537602829,1.0524211618124344,0.21115932634437704,1.2700950424973305,1.5426917490093142,-0.38184089767352397,0.0920051053684176
2024-06-30,1.058430681125116,0.21936627605116238,1.29351482756922,0.12695854338943002,0.276805617539618,2.3659120857384197,0.5085197683580428,-1.9590605770569658,2.5562209544472188,1.885757445720144,1.0379798786960022,1.1359129973431956,1.2845318505472676,2.6676406146848923,0.04542515378255239
2024-07-31,0.4053295529665039,0.4033862262111105,1.799126858923369,0.18184753123708294,-0.24033176464254385,1.4452517715499396,0.512608681092463,-2.389035528728182,2.159928758207234,1.912228781310231,1.0049822173726222,1.8610007779526767,1.6843122757095554,2.397264908082646,-0.0017235440323169677
2024-08-31,-0.12204478852500707,0.9801639532067187,1.7605878888529631,-0.566792421641272,-0.07915827272882046,-0.08375089766258868,0.14552179346818123,-2.252300797785107,1.8736005371103057,1.6104785019310575,0.45141857533892116,1.703004282868185,1.6464971668398318,-0.5358659237992429,0.03369317337901531
2024-09-30,0.468343911843369,0.47002725644468135,1.963273962125916,-1.2640380241917462,-0.8538189513586303,-0.03432294476740903,-0.9080585341594584,-2.1342185404626823,1.296058020049561,1.6040030344787612,0.6980994577489154,2.6141352368451463,1.7926733501414804,-0.39349467825541273,-0.25969725917027847
2024-10-31,-4.136331086512531,-2.324294642845012,0.24546246677667152,3.529593507249891,2.5164819471198445,2.656894192892755,1.358420570357622,0.5233447859490761,-2.0246666556181374,-0.4048869660521021,-2.261552952251651,0.0789321611190528,0.37149304638095537,0.749380084577167,-0.057893472973443806
2024-11-30,-0.6411352592088599,-2.4957958646931586,-0.49143903126691285,2.4560674098741124,2.4539649357952276,-0.2843310776075484,0.30352309561650764,1.0185357488589242,-1.9937310877929928,-0.7746288963812352,-2.324549844674564,-0.30378968390476463,-0.5041933704759898,-0.5992654905482124,-0.04064398128784255
2024-12-31,-0.44468803747457036,-2.788600910398188,-0.8510253269503235,1.3778102943924504,1.8692503072643232,1.1407608039614587,1.523848828501178,1.3360564953487044,-1.7346587285905635,-0.9751287452542619,-2.0124590588509808,-0.5270310586973623,-0.9781375512794057,-1.7062745132015689,0.028452760017508176
