SSOF IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,-2.6509190486917182,-0.07401413424496923,-0.19867271178898574,1.6735549470883804,0.48806570772913344,-1.027237346206645,-0.0962082311176574,0.8459319697882672,0.15428957119438452,0.11556611327461991,-0.5699487206416347,-0.49585792952626384,-0.2106360067402194,-0.8338656238942489,0.04882859688336269
2006-03-31,0.06337103229450824,-0.4459183488588471,-0.32295631400797326,2.237899062402187,0.5619201301143675,-0.8294885126203476,-1.2642529441555863,-0.7343486249450184,0.17495631015301077,0.08005642183224504,-0.42821242274445565,-0.521764017121023,-0.5366612207486554,-0.6803273828448175,-0.056119030146042
2006-04-30,-1.281985213363444,-2.3252316491776233,-0.7063454109038622,0.8306925351872418,0.6281359300034988,-1.092025194363798,-2.1365636026608326,-0.27891369030346036,-0.15774874522225318,-0.20969322183642813,-1.2517869709893403,-0.6036512157147824,-0.7651396651342386,-0.6324987051667005,-0.19409794411777975
2006-05-31,-2.7762517402718867,-2.3478589883761467,-1.2264913681940217,0.985083909475049,1.4259010392535303,-0.9524780034153646,-0.2544184405769853,0.8406593246763132,-0.9865209600509641,-0.9036415174909768,-2.8143476651278085,-0.7182573766197077,-1.0862541550799572,-0.4061463165310848,-0.1742593756753093
2006-06-30,-2.123808486909916,-3.5483619129274997,-1.5928889266079427,-0.02206920511651325,1.6375988279458333,-1.043226844757126,-0.976941656880284,2.1669999859851226,-1.802237738018135,-1.770240411932557,-3.304086205569681,-0.787690054582872,-1.4115908670516972,-0.25178432429950226,0.17918306853709393
2006-07-31,1.398434384289499,-1.5404618906462757,-1.3874649078672892,2.916793356062299,1.9028044808139746,0.030371009928508826,0.7941509039532738,0.6408623295213893,-1.3134489931940612,-1.3460310372140052,-1.2764642396659347,-0.7470052934727629,-1.2338205291238546,-0.4567566517211912,0.06281798488912356
2006-08-31,0.3011148512942865,-0.12992626764447288,-1.374239445106688,1.8347705594983486,1.6005757355467434,-0.24511694017883529,0.515877155464239,0.20484142871774177,-1.1576868635577409,-1.2053098212538254,-0.6121161388892237,-0.747893284497492,-1.2164340589107123,-0.42653507323771017,0.11737294748167994
2006-09-30,0.7770421445963233,1.3359683612970978,-1.0672632903393051,-0.5140000196803102,1.7082280277957598,-1.1098341920451207,-0.6908630232992639,-0.65988646641769,-0.5831870715868183,-0.6784348489029667,0.3672679207315658,-0.6901114021798798,-1.0220313578658635,-0.4616486331859822,0.06970358414295051
2006-10-31,0.3026895739775193,0.7301166702377163,-0.7500721200437397,-1.0025481723072094,1.566447628750783,-0.9766341987308819,-1.7448674040935925,-0.9066752207109516,-0.18926189212377434,-0.31283825581062036,0.8122821101520551,-0.6304008216429581,-0.8443160339307243,-0.5852141706264318,0.21961783293826362
2006-11-30,1.7264214716333548,1.4587077883950492,-0.373513719819953,-0.13473973259934177,1.0039771189894167,-0.6947524742983331,-0.9173746838618888,-1.8147519859971046,1.4211363323406445,1.1165971751647952,1.9361773210976556,-0.5338396722763797,-0.6977618959184294,-0.6031291031006222,0.42050298547270476
