Z IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,0.7271692737180561,0.730794982499414,0.004752283296990647,-1.2426213616082393,0.8950444951161086,-0.6984572769068593,-0.2112824858926742,-2.056481096290841,-0.24460645498615913,0.7237276512723134,0.8220064773972205,-0.27449428250126034,-0.10171410179795304,-0.26528063881466774,0.30263056434140145
2006-03-31,3.3228219407141526,2.406761509876155,1.8290969540915392,1.6355162680143516,2.6033710033876165,1.6046784680651542,1.4343106994675319,-5.240240139923819,2.9296224491181313,3.192774720430225,3.552935193967328,0.5169163853809723,0.3031879904465485,4.231053032552965,0.10319200579022965
2006-04-30,0.7484376122956237,2.3622757689709757,3.7558229391068814,1.1445062790744542,0.2816121894299412,-0.16083897736308908,1.3396759129896458,-2.864926406285636,2.2092181182962376,2.4172398372077084,2.6419225933523087,2.972270118094073,1.0582247525251673,-0.14328118868296205,-0.13281685168665378
2006-05-31,-1.5451954142083788,1.0376043173648763,1.7262075342192402,3.1568427927668044,1.518545717987498,-0.16820579518559334,0.7941865308611477,-1.7649284632955646,0.7718665411298662,0.9353397802619078,0.5192736759111213,0.735877876386784,0.7371062192271745,-0.09908935375416399,0.03607605647380959
2006-06-30,0.10236636744377298,-0.3600292648027671,1.1884091066945357,0.6778640871984691,1.3480002419337311,-0.8841928365543414,-1.775191652085573,-1.4088028316481511,0.7084525612594099,0.8552035977012563,0.23693666543962155,0.46399276468438666,0.4838003058806991,-1.2846734960940813,0.08980711531245623
2006-07-31,0.5695998294485685,-0.44393770787248976,0.570331080121801,0.5065037460532176,1.2307749715124128,-0.5477842300704715,-0.45476332936984526,-1.2021871999057197,0.8724925073998064,0.9643449751105581,0.3356210939076769,0.13193507699140086,0.010301682564184237,-0.5402333823779436,0.048012967979717755
2006-08-31,0.19882540901350504,0.4770472131276103,0.762820574643873,-1.2949005337305035,1.145546175766504,-0.5194327663591674,-0.48452851230087024,-0.9819727148741577,0.7969511768466128,0.8285290666488966,0.1647346064135677,0.2915115917806707,0.1333504661209462,-0.5084730144414319,0.10280752251974218
2006-09-30,0.7144120966580001,0.8086897325534883,1.940655604910564,-1.2199182178845631,-0.43902367315672064,1.606641462459856,1.5443442436461934,-0.8622361611072472,0.9558086829192904,0.971741973578469,0.6556558181632336,2.7801542471666716,1.0119156504206777,4.241943392995667,-0.014025475354504546
2006-10-31,-0.3914276781413969,0.27985726011824485,3.009356864362179,-0.6016772308889888,-0.5979023682710507,-0.5744596404726383,-0.13984739319347073,-0.6538232594727273,0.5823114075632628,0.6048645472995717,0.3356686442008196,4.164207992301685,2.075541685291807,-0.9012103176290805,0.21266828672500998
2006-11-30,1.6637421627642741,1.074467079094395,3.250896976879387,0.43986767283086164,-0.9564204331890832,0.24331146453225688,0.5785786083203143,-0.6528038263562964,1.134718946966254,0.9992193856639962,1.4053395786744312,4.517007330842001,1.8225532429775475,1.8348483764550503,-0.012168809480895425
