GUJGA IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-12-31,0.4510222716890098,-1.4897915630465557,0.0885857560382841,0.839313092060068,0.7688373485860771,-0.8864165868191006,-3.3904556417108833,-0.5131430771392296,-0.27124412477674287,-0.2379475152442461,-1.2995038493273645,0.16898179559308735,0.22905872970294533,-0.52174088763207,-0.025796088651583123
2025-01-31,-0.29938408938746086,-0.420442288504779,-1.148706449144343,-0.5889674433062825,-0.13321411699665633,-0.7895687359274025,-0.670157924425171,-0.3909658059855425,-0.43742449255362414,-0.4217274193148686,-0.9311887205242417,-0.9174749405120409,-0.9728014187119176,0.24114316778744002,-0.27176011944119555
2025-02-28,-3.0855591826877125,-1.6930618116111225,-2.1644743028294973,2.478171955311211,1.865214595119499,-0.38689763039700276,0.10735581847973799,0.3960890660400654,-2.4646594710548753,-1.7986820997008863,-2.438476459582336,-1.4382946257491964,-2.5592921899517322,0.2898952748379984,0.10742399882006612
2025-03-31,1.1735050440334511,-1.1098497232080409,-1.4913131505452646,2.8880848510895767,2.643522436082329,-0.7403655802841923,-0.16894918058321723,0.10593297248641205,-1.702763877369177,-1.0616888120636518,-0.8436582185785796,-0.9589588970417623,-1.4861206893017163,0.4287672117301601,0.09512276627582683
2025-04-30,0.9594514091711064,-0.3256874425665975,-1.0814505287667304,2.9437859647491953,2.327947621566486,-0.9339212217229174,-0.920502726765156,-0.0775085176143493,-0.890764927687366,-0.5811853695506871,0.1317139838078392,-0.7346444998797536,-0.9488115801037385,0.31184064045108323,0.014339909673178957
2025-05-31,0.14777786868392953,1.4106594426233463,-1.0121951613132898,-0.8502718450349701,1.9242297798907837,-0.6652230524249031,-0.8773810300502068,-0.03634551746808985,-0.6671841138065563,-0.5018793782859254,0.30590840943279446,-0.7114866053379255,-0.8745561522635297,0.12137890589447281,0.03155848350714277
2025-06-30,0.3407070668530064,0.8679442689551737,-1.3372463796763252,-0.9641645281576863,1.6916173605561553,-0.5928706153955546,-0.36122644321116276,-0.0484943739003101,-0.3906104106093539,-0.3511780580100309,0.6743072184583105,-0.9352238746428693,-1.1836334790605942,0.2589352343670574,-0.07498321735927883
2025-07-31,-0.7352008388453214,-0.13964456388243088,-1.6861028555575355,-0.6321933953374619,1.6248441869312547,-0.5411802215733583,0.3028815515834968,0.2903047568206367,-0.7145958128598985,-0.7086218308955844,0.13293549809992056,-1.1479287058960475,-1.6694747108954193,0.44381549343138865,-0.04896611608393064
2025-08-31,-0.43423622132768547,-0.48435158368794085,-1.3511534700063412,-0.6356418207509459,-0.9905006366530155,-0.566389908912569,-1.2341970132100264,0.5720821927198751,-0.8267523815747284,-0.9057666418880127,-0.42204048014983564,-1.6984197403957049,-1.385801262849778,0.3979285566775237,0.023793819791762063
2025-09-30,0.2577485991919759,-0.5369436814463223,-1.247466080049243,-0.7056489131816315,-1.460688973030019,-0.827471919108081,-0.24923560903816527,0.6337182642868602,-0.6090313936929567,-0.7968533099777108,-0.28141739428455465,-1.8474436579823446,-1.2391243455323462,0.6852744354353008,-0.05294264529136017
2025-10-31,-0.5211860794937723,-0.4100040312345514,-0.8509131102251001,-0.8465896293090073,-1.9585405164867193,-0.6551404427500238,0.02003914030858842,1.1654444103079513,-0.7661690844051117,-1.0704187126679254,-0.586756367412213,-1.5968983990812164,-0.8632776366074143,0.2395235667524739,-0.028002576381454543
2025-11-30,-0.2697423569033838,-0.3160966843582052,-0.6929903961439312,-0.9618176877396083,-1.933415175354702,-0.5921964806643106,0.7820199032612968,1.6657926969811123,-0.7564065369675204,-1.173313511120329,-0.629915830398094,-1.3214930077692606,-0.7209984456325964,0.07162401496180182,0.039715741045107805
2025-12-31,0.42339126774692165,-0.21899569370741181,-0.6802031462386661,-0.7634286322429226,-1.7660964503147827,0.5045381572163948,1.0689973522597427,1.5688708102521414,-0.46623784135169116,-0.9242386797516967,-0.08836480737042422,-1.1977861885698,-0.6810606591757618,-0.5775989040805528,0.031403690965534664
2026-01-31,0.3539248674637162,0.2997145847308155,-0.47126156053705975,-0.9645149378781258,-1.7998567076994958,0.12681696613772905,0.6982443956664243,1.3033484130584128,-0.22980851618645481,-0.6984284965217699,0.24921564044749994,-0.8657391984269027,-0.41697820653552237,-0.3783788648026036,-0.04311685562918797
2026-02-28,-0.33689648916037135,0.31864392379211887,0.4490452118547855,-0.7381875765769941,-1.6444241615879542,-0.2699279109623446,0.4678252195226932,1.489501348650719,-0.28004438079201394,-0.7687913262653355,0.00961347842270762,0.8685294404223656,0.678967041182222,-0.6105260769674955,-0.02863384968062052
