SWANCORP IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2017-02-28,-0.9622519489618441,-0.2705522293590226,2.7510744328332004,0.07755106244655509,2.1671048303987552,-0.2552909950662472,-0.9284585932281937,1.8968395370571676,1.0983765838315138,0.7839400506498583,0.32410404511055846,1.92216126784473,2.5726114996330267,-0.5945622041861659,-0.10245569941710339
2017-03-31,-1.0190591244026281,-0.7770175976805223,2.040911602627406,0.23855717620336922,2.0764239607695725,-0.4806901616414549,-3.258789956139236,-3.167338847576462,0.8272306148828005,0.33712602456537905,-0.6626177725644856,1.4964853406772578,-0.33276512585037954,-0.7794563129053678,0.09829635891421291
2017-04-30,0.43949329184168207,-0.7579266738530019,2.2353964081861424,0.1768238299041676,0.7121955989429156,-0.5146358497134402,-1.6599838559664737,-1.8644838018307661,0.8431012808526431,0.5317507211425206,-0.45162010057008195,3.0430506954311918,-0.3289119481165456,-0.9745984940375692,-0.21087541369736684
2017-05-31,-1.7241877307028268,-1.14493732485037,1.2325406388841793,0.6871173380368535,0.17782541662854542,-0.4702045736174423,-0.5212799882282654,-1.2206565929457251,0.19150504452959677,-0.025959546649923497,-1.2021936624283447,2.3369611708907767,-0.36966240131797784,-0.7372162635182798,0.019600784313808024
2017-06-30,-0.06304111995446739,-0.6581327756067025,0.7319188636021248,0.6856159954793501,0.118605127894415,-0.2936797917539724,0.25338964309482753,-0.8767561624672349,0.12936206768912403,-0.08568306415851065,-0.9489345460269266,1.460026457301192,-0.4325582735560338,-0.4455611910497997,0.028699119064781394
2017-07-31,-0.004350080845900868,-0.8677183474961635,0.9784621074326125,0.3348109809139352,-0.08603711580933057,-0.5560512039371589,-0.644718839256983,-0.6343020968633647,0.08940378829058146,-0.12120923871852535,-0.616577812434057,2.0747649557688135,-0.4072190464460684,-0.8359531111688195,0.07448511717044949
2017-08-31,0.27631257882758614,0.10492435510811417,1.1911025144536427,-0.974423531986487,-0.03677623175728245,-0.46502859722217227,-0.4758054516887877,-0.4566601061510165,0.14953203657303615,-0.0878355303138083,-0.22414103927342668,2.096906605479271,-0.3992585311337663,-0.824793241208335,-0.030213778596496595
2017-09-30,-0.4297171293294296,-0.07953370092203578,1.0748041237829682,-0.7015019155984037,-0.16577816034592982,-0.49790904679474685,-1.0852305190821931,-0.2981750147010426,-0.038293314351778844,-0.24882271051051477,-0.34932532749024237,1.9981676441472798,-0.404162446675566,-0.8003473985802685,0.1176627349043585
2017-10-31,0.6054338886769413,0.22225533263555175,-0.2522540171219333,-0.3824060332881332,-0.13238140743679044,-0.4363596929098714,0.37737146544916955,-0.19287647312948333,0.1520262410087262,-0.07245968913820666,0.20560051807394042,0.05647725263066042,-0.5516560861299311,-0.2977236296972725,0.1684844178293386
2017-11-30,0.8991273601894746,0.5293755057639076,-0.6668990032150379,-0.04003416562063406,-0.722064360284796,-0.4054371661112195,0.19544943444164314,-0.10485636650462621,0.4584962389490507,0.15166689358180957,0.7000064046978622,-0.16817736496908012,-0.5786409263445196,-0.16663339676584737,0.034371306689017306
2017-12-31,-0.042763523357351334,0.7205597993794028,-0.6743947621551235,-0.4478849526559179,-0.7314091953107064,-0.0322659932342912,0.9976124298855892,-0.007465179803728962,0.36542180660433465,0.1043049812875357,0.4842185331182305,-0.1728547676952837,-0.559867374033615,-0.0697542158592256,0.0884290899112523
2018-01-31,0.30282307366635747,0.5714514894371265,-0.7032056643042967,-0.48399434843140077,-0.7460704624394315,2.4244402300551564,2.0074316785862227,0.07389118282233413,0.4308265471207789,0.1509877200851423,0.5071319549863106,-0.2195318356351135,-0.5443905365392426,0.5002260152405642,-0.10108081375488885
2018-02-28,-0.9870664393197355,-0.3585863216176328,-0.731385003708485,-0.14187391004957545,-0.32254432080657397,-0.53897142329552,-0.16366084063887598,0.17068380206483125,-0.027638664438620196,-0.1302848278775174,-0.22567620826378418,-0.5095691072832376,-0.5278323727342576,-0.19201016008650007,-0.05591094759366018
2018-03-31,-0.6607689229870263,-0.6747384441950377,-0.6449083497873401,-0.16192740947628442,-0.27004476631351365,-0.2117769857743597,-0.18324584357875992,5.05911823379622,-1.7911583490297718,-0.3256307364279898,-0.6482975722783346,-0.40270798688353243,2.2142529411818033,-0.11670982912071902,-0.042108469172860034
2018-04-30,-0.5675778606574873,-1.1243031427373884,-0.9479336469997618,-1.0898493741950028,-0.36735553105489727,-0.33211121296032803,-1.6473652833654544,2.6756392703592744,-1.8075394333549477,-0.5224789334043421,-0.8868880637459928,-0.8485616704087491,0.364343276008943,-0.11084230489198627,-0.002343293397973777
2018-05-31,-0.29591322117170604,-0.7676328469039004,-0.5405738269260082,-1.1364539433181358,-0.9019386727972178,-0.6987515825754834,-0.29782092252703984,1.9066115374754353,-1.7640186066461574,-0.6414558937980805,-0.8411037719992904,0.19681768481367937,2.9220682237502453,-0.29012872260201417,-0.09305466088451508
2018-06-30,-0.8932622936324767,-0.8839602450763496,-0.829723689689633,-0.9124930150804244,-0.9280432892182724,-0.664348320192591,-0.9361540487805304,1.6053996429126574,-1.8403639553266338,-1.038623211742207,-1.0686110256109973,-0.47661048500386527,1.3097584800645063,-0.19624974303614715,0.030742398795202363
2018-07-31,-0.02709543566373769,-0.6028965562283013,-0.8453961002477952,-0.6377232508138748,-1.2011998744921053,-0.5874693368469142,-0.7175073239373216,1.264871954523464,-1.6542498585413967,-0.974043438946571,-0.7209941704966225,-0.19849807532197206,1.1625371559804525,-0.18475741346253916,-0.0028129413766146126
2018-08-31,-0.2711448502182032,-0.5861530462001472,-1.027186079026355,-0.609781058251856,-1.266097942650356,-0.45924033452112695,0.12787377204503994,1.0659582762155309,-1.57328228221965,-1.0630693271440599,-0.6020236925303527,-0.6558544745162406,0.25469786273059386,-0.12293832424754454,-0.24289923135562166
2018-09-30,-1.8337393057990716,-1.0398365095648283,-1.4175295044445377,0.48433791255003017,-0.4405303707259492,-0.25323904849458373,0.6318205776363566,1.1516228019613048,-1.7096830755757815,-2.4830656231677053,-1.2684020587626434,-1.774210421019442,-2.0059080077483924,-0.03856439787386884,-0.2477862848612509
2018-10-31,-1.6956548640701463,-1.8814649945022246,-1.9241599452232407,0.3124956206371654,-0.09815450494428861,-0.38136900064072815,0.23320107847154992,1.2057441035862084,-1.675135305242939,-3.651789445528439,-1.6915358021046183,-2.479265946136733,-6.108659113465966,0.0957150173429669,0.042048236243499404
2018-11-30,0.3348678278178556,-1.5580921620718957,-1.860457701162763,0.8836687324323006,0.07690997162343816,-0.4125580233003867,0.09961911316908947,0.9287729267513107,-1.4318608009931737,-2.569420000723592,-1.2031755946865976,-2.2911268454885723,-4.164675940265961,0.074875189476821,-0.007874056430905883
2018-12-31,0.06939089288709432,-0.7505606361010708,-1.6960672383197206,0.9433695011194688,0.2141258757183095,-0.1895734994556929,-0.020524647033778,0.7805141685358038,-1.2739653677903815,-2.173895263171588,-1.0043352461606798,-2.01011034120071,-3.222054699682185,0.15559876618120083,-0.03981377435480955
2019-01-31,-0.20130426946119784,0.13065263957188056,-1.6274612907955035,-1.2455458609724994,0.17891046294120827,1.3074958157529004,0.7982064134010828,0.6933065282553625,-1.1277754485132523,-1.92222190479742,-0.7727438305556064,-1.9434370744781964,-3.063115415014833,-0.49768552703778507,0.18872772860636605
2019-02-28,1.9715535838788885,0.9769201017940373,-1.2668777916433365,0.6520933928113857,1.0885592209774437,1.133963033262475,0.8805322025981368,0.4233879581721802,-0.867119489545037,-1.053558179057622,0.8665142741100323,-1.300485086757571,-1.3868518927019904,-0.009738724362439263,-0.08852186353720434
2019-03-31,-0.6654446133311035,0.5528694471972536,-1.2110152002453733,1.1492691622623228,0.7441414895348497,-1.7608173707843342,-0.6633119066802537,0.44540419895616146,-0.7883886475949804,-1.2228445467709832,0.47775595748002264,-1.3033416443453132,-1.4938272012902722,2.2835326056484293,0.011100946559446193
2019-04-30,0.19644646761551218,0.7668625414007464,-1.0728979967892467,0.9330202895529629,-0.3449509141171556,-0.1944262173871527,-0.4966282844887737,0.3331494727450098,-0.6535758731335987,-1.0169773151830392,0.4133937388795734,-1.4199300324084847,-1.2188954209604266,0.8079006780136149,-0.029880841211042623
2019-05-31,-0.13215805621296667,-0.33021958051993405,-1.054096995493954,-0.990938291264717,-0.25067073054527234,0.8565168793044424,-0.15711467292664663,0.2226390443963698,-0.5563288978298769,-0.9875103566115625,0.16660582869129095,-1.338922384346657,-1.1942541277550107,-0.10469688422832069,-0.013358977295198013
2019-06-30,-0.05615371396176714,0.008771187084646052,-0.8892876573161861,-1.537700213704943,-0.2059668962313672,-0.9888113132989884,0.6384957219342969,0.11507624725815038,-0.45729029474816846,-0.899118257056081,0.004599594266410665,-1.1236405439841708,-0.8899413646495253,1.2382084891649157,0.0028776998276151956
2019-07-31,0.11273103261910303,-0.043603088414635956,-0.8535000195350078,-1.5055943042140043,-0.24755363828229918,-1.1697241428189014,-0.32994822619736214,0.00797437020231592,-0.3509013147955017,-0.7667503258817198,-0.0785160230337055,-1.0948753157784354,-0.8982467683442189,1.3734487097914267,0.08533372530795198
2019-08-31,0.9166124032009435,0.4972444207162815,-0.6739106605067924,-0.6119490910004122,-1.4292329717221437,0.21591721254259108,-0.07626121375702499,-0.10069004505248615,-0.18735425868874098,-0.40849704034378953,0.5536876690075705,-1.326884705485586,-0.589735131131963,0.15753602708777767,-0.034447601925871235
2019-09-30,-0.2391125072303335,0.405996261167144,-0.24318233900670025,-0.46682447873275795,-1.7161415922111818,-0.1878279318363135,0.38361155383433604,-0.21337811421740513,-0.10851511164625689,-0.4247408241924934,0.27171119896911844,-0.7398278218042683,0.12148657641908493,0.145856082755104,-0.056168248508497894
2019-10-31,-0.4453931281019997,0.11810543207468141,0.43912289180344644,-0.1591778498085992,-1.3650288587412232,-1.2461091671903495,-0.21233799115589816,-0.33176848342913984,-0.04397968249177972,-0.4870478837155669,-0.06563598725680476,0.46126087687822553,0.896185565632453,-0.46399451547190973,-0.023381484050297503
2019-11-30,-0.063931254159017,-0.39402495111717917,0.3061752424495736,-1.4271267566416206,-1.2623370854736053,-0.7954989595660811,-0.7084749481475443,-0.45968753923886324,0.06150221978534082,-0.4391829277525984,-0.135666817408672,0.10798148839747601,0.6091846000965768,-0.1707788705995548,0.06349065837333884
2019-12-31,0.9492022035973112,0.18830792354773923,0.6042769009285154,-0.3748243676790885,-0.9939438113984371,-0.39348081422148273,-0.2684575947469259,-0.600612303775334,0.2993758603593178,-0.10550938091094174,0.38567976828709316,0.5664903444709664,0.9070099637858486,-0.38742012162967826,0.030070602848021176
