INDIGO IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2019-10-31,-2.711167557302603,-0.553751816021979,1.1226258312115347,3.308844874646125,3.2873410822725995,-0.5154162561160247,-1.8089405014626667,-0.5616794970815169,1.0031893015770736,-0.21463328694213896,-1.0826121952774543,0.4941796330222133,0.08513471450257223,-0.04054856812971281,-0.008721035608545421
2019-11-30,-0.13015980903414567,-0.9991054987779253,0.43422260739301677,2.2774796649255666,1.9846561009234294,-0.6077374035430577,0.3662252921137614,-0.4809231402766398,0.9788624276888857,-0.2722314911515885,-0.9176673213093924,0.14483881242540284,0.06353888746945566,-0.17157750427949953,-0.07971097578485813
2019-12-31,-0.7907376300489168,-1.9178155047155563,-0.19941350298417862,0.7099455753373209,1.801760972560888,-1.1364763331870325,0.10104311457135061,-0.3979975827352979,0.6901348409865046,-0.6240188518892174,-1.2350157115097327,-0.26518323248340725,0.04724773158706667,-0.3415606172049269,0.0329700192375699
2020-01-31,0.2506175146827843,-0.35343979120005636,-0.12666371095553455,-0.9169036682795525,1.7435958447791173,-0.6094890122380661,-0.33362136254390223,-0.3445116085602426,0.9072930698232139,-0.4487625280696004,-0.8525998370894394,-0.21401540640137262,0.12806127727563044,-0.16908442679569888,-0.0584118532213294
2020-02-29,-0.5540037092595954,-0.5760862438854474,-0.12028854107824447,-0.8075495404573637,1.0556187912854367,-1.1229728303254942,-0.899184166865062,-0.2926264196933431,0.748758606761906,-0.6626670738948278,-0.8934708482556863,-0.18198891145743812,0.19179614641495013,-0.35409270725294584,-0.19834869647622064
2020-03-31,-1.7302625586198042,-1.0742461737545317,-1.1437221609121808,0.42546264122559135,0.2673260192079136,0.15926528133263237,1.2562387461023752,-0.22745236880356995,0.5509310446497354,-1.4611408555145715,-1.3722401878345176,-0.9268418298667256,0.12849686495541876,-0.5177049960562538,-0.06881534589181643
2020-04-30,-0.5039123408088522,-1.4576175766771942,-1.2930725343176954,-0.48113588336732627,-1.622288966478729,-0.2446127508256216,0.17102790384317598,-0.16116778087215525,0.17031991483219144,-1.5520831760116975,-1.3059693985954504,-1.3368100241435852,0.15110124732147048,-0.2348837182573624,-0.03034786001185741
2020-05-31,-0.1339915623534704,-1.2035328901071356,-1.387012764147437,-0.2629356636540321,-1.7530988380783399,0.956641301932068,1.6775835548075702,-0.10463569689709248,-0.024641477640418404,-1.4770469725436586,-1.0207065339378525,-1.4824681693856645,0.19304912557425255,-1.3303273115693992,0.02389654989946489
2020-06-30,0.2878413975575808,-0.18479652649589837,-1.1436945373884653,-1.1718329231901101,-1.2377790915344946,1.0180013713142824,0.4132097672809377,-0.033263363843963445,0.014371551697365937,-1.2225908073872165,-0.5890843119604687,-1.1105131036778089,0.27196238867245803,-0.9546878923507781,-0.009143153042970757
2020-07-31,-0.04477917772848921,0.05343953116199801,-1.1012996121298535,-1.5019376736245849,-1.5192065591670953,-0.4553704084807313,-0.3418496333556629,0.05284511466933815,-0.18533629459946208,-1.1950519849504908,-0.31171562042689216,-1.1461524526955595,0.25527707352409745,0.13176194805335156,0.20196875273111123
2020-08-31,1.8144406518027263,1.0480034011678772,-0.8991559275436307,0.3940088908749561,1.1940009702545575,1.5820072479142073,0.2836714512174457,0.16899649406948472,1.0712149433023315,-0.4441249871262418,1.0501887949634772,-0.5987301233133748,0.2267690363968679,-1.0564525584235056,0.04081031951568913
2020-09-30,0.2569587514116918,1.0445407123959094,-1.0015206260455434,0.29207242400133343,-0.6095849856982056,-0.15649764671373378,-0.8121243717649588,0.29710947093908163,1.2791456024197703,-0.38086383614547986,1.0529074246459516,-0.8717207149658597,0.11086082153655208,-0.06311910222682701,0.04722209297590315
2020-10-31,0.26239483662378155,1.2319270792089356,-0.4463313897378244,-0.15773677558733487,-1.188755781744423,-1.3155117596993666,-0.8493136699494359,0.49220152961294794,1.662156575710874,-0.3036554439889958,0.9691535681386899,-0.397254906614345,0.19805708716171352,0.3101054604035466,0.14520884043922025
2020-11-30,1.1333742271184224,0.8727234182451339,-0.12686338698721358,-0.8794252360538505,-1.2079846835813195,-0.5834140720426403,-1.5052981999019175,0.7098989402440258,3.3436851961183853,0.3125823047549927,1.4101987110868435,-0.055559337092272246,0.3029922802842683,0.05388861088716808,0.12938683190054437
2020-12-31,1.0027014587184997,1.2403549617308174,0.4217023040475517,-0.9397473165383922,-1.1946992931114486,-0.6739186197252142,-0.5251147773086743,0.8986536844344822,3.8511697921916315,0.821507117256108,1.5746358359973436,0.5478056216134667,0.6887630394609353,-0.1527957580254589,-0.1074387938881898
2021-01-31,-1.0861504085153932,0.5441921293996874,0.0011698860378736478,1.0437293493727218,0.25664948322437653,-1.5180433404671165,-0.5133785183014781,1.0775608417065912,1.6570481122857417,0.1906124544696422,0.24979116064164691,0.006728838016746743,0.3192907454243991,-0.22558523895249244,0.04559302115324822
2021-02-28,0.29619277839020824,0.11431809681790248,0.2707152732969029,0.48603456502178377,-0.6322452885581341,-1.3034145689776808,-1.135462106101204,2.4650151029123166,1.7597726082677163,0.3369141363392135,0.26054574690183185,0.3132694022690414,0.5175949029455689,-0.4875010400197183,0.007380334247230425
2021-03-31,-0.06720298577539031,-0.45310460404905273,0.89529170789636,-0.445065651971239,-0.5238522635542936,-0.9611033272085571,-0.7405972763159414,2.238604035562099,5.688299904422575,0.3037487913352834,0.036912541871628644,0.8855213058875034,1.480133780035775,-0.7346109623401983,0.0069916476972674045
2021-04-30,0.013539568267289045,0.13296478544179618,1.1161942576854404,-1.7004683585508376,-0.4445026371889289,-1.2120874018287235,-0.49336861168170804,2.0302913977521744,2.3236620465559668,0.3571865404354753,-0.09098186550908433,1.0712536959101138,1.7258528925673882,-1.3466111486248504,0.06792134714119161
2021-05-31,0.6137554590897201,0.28083818935923816,1.4170196215246846,-1.2545216210253867,-1.0251923365941977,-1.0675001136063116,-0.9895728410338086,1.8033023181539054,1.5903204868728158,0.7424803263670524,0.25319043324432644,1.6366024037722142,2.0464964658165465,-1.5331973718247922,-0.02413915272393007
2021-06-30,-0.2510042394662811,0.20773304796965936,1.141220776130179,-0.909648649486707,-1.738451365966278,-0.8047274933853041,-1.105667036499418,1.5876847923624884,1.0653662523918186,0.6634956311284459,0.14688531873317906,1.7935726225932407,1.5983320705385042,-0.9342272064447232,-0.04138152472369152
2021-07-31,-0.4406887089125914,-0.03649100558637339,0.9735569015430077,-0.6027977331343285,-2.4065840823375564,-0.6639197735902312,0.08641671145849772,1.3897471663597936,0.7064243265179769,0.4601176163253298,-0.19275605769279375,2.4122259376776047,1.3357179055952264,-0.6058823030511188,0.14486777857015776
2021-08-31,1.3769597534610665,0.3705861674237592,0.7764329826639477,0.3547769299191663,-1.026653092261936,-0.8906334703948517,0.14958885907379088,1.212222955380071,0.7126126608141448,1.2330094917265941,0.6706442234388,0.8737449459635469,1.0468658212260629,-0.8940020997889528,0.05990302685946578
2021-09-30,0.5165674756542004,0.791860395824883,0.88049068659701,0.12908712237681919,-0.9393180325286845,0.6781423899599748,1.648161575947225,1.0695039481397475,0.5908400827651532,1.5378370561002745,0.8328469424602318,0.9266496877296452,1.1021744832387013,1.676932981561995,0.07318187269797984
2021-10-31,0.6725584138807346,1.4032201661391763,1.1561736796806212,-0.9070337377365179,-0.9424054980734474,-0.20229201319461787,0.6511358635199599,0.905679970245022,0.523861058368195,1.7278170326517595,1.033822643479736,1.2149112732466032,1.2250590177037775,0.05437908619874381,-0.1326123593827386
2021-11-30,-1.6740982515138043,-0.12142450167598544,0.1835231842289791,0.8176569247588548,0.285344323023545,0.8190300450430971,1.8174888250317693,0.742777533732984,0.14943086505473407,0.8457307109716353,-0.12832824225905826,-0.015777959410930797,0.20683042434661317,1.3593097539198549,0.05737564904894418
2021-12-31,0.4867241113250008,-0.17070981801360371,-0.013137894246731941,1.0351989753555206,0.3387323754876495,0.09805168237205122,-0.7040272478618778,0.5677701242487254,0.10795163176711778,0.9428538014948266,0.062357656212849374,-0.15918017392518385,-0.0020513377729809916,0.8220443619431691,-0.08300240033853755
2022-01-31,-1.083355823120097,-1.1536768364825256,0.05411819967917317,0.6054363691559456,0.7454456900835225,-0.04634632603689217,0.018427944299793993,0.3682237642388398,-0.13826449177882075,0.44533324669987556,-0.707063128580326,-0.1373399590835355,0.061704918742767116,0.7272261384698199,0.009673821002976176
