ASTR IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2001-06-30,-1.1459082995468528,-0.6679403394575399,0.08898918000114349,0.04110047185311733,0.527393964387048,-0.8498192890346381,-2.3607762284616665,-0.9528717518963654,0.18141740234227302,0.19924588657521636,-1.1830214338867389,0.14978517010871845,0.10126459482732884,-0.9496486414883767,-0.29141342006463894
2001-07-31,-2.302524686740911,-1.7190704607185783,-0.7445248103358781,1.363747419270966,0.45511089454798365,-0.6602172457560825,-0.43477179030252416,0.22137184418923436,-0.9850547872046552,-1.0707133390979122,-2.2198687004146875,-0.5712696757528606,-0.6687513851372336,0.23166191695436408,0.07036264942355985
2001-08-31,0.45758962382128643,-1.7032298996476145,-0.5434735823659333,0.9961763008799758,0.617994778440179,-0.6712101503426824,-1.598680163780854,-0.0929412947114529,-0.6348765021784045,-0.7471984832976881,-1.2608498662609846,-0.3802052364142861,-0.43728724326489354,0.007592027907653674,-0.19989670161546208
2001-09-30,-1.4086120785396026,-1.8325200273189703,-0.8588660145266434,1.0552006428431364,0.5760171791899553,-0.5004858739049254,0.08817569307828292,0.7701145815721931,-1.1316628038919754,-1.4875103133719942,-1.7143200985629001,-0.6632012011909565,-0.8907881647749999,0.376300138706209,-0.013926309698194363
2001-10-31,-0.04525966107021862,-0.5457407670395107,-0.9351505247235522,0.1846287594408662,0.610246528591389,-0.5668784405449822,-0.2712961033242079,0.7581821665954759,-0.98561416067278,-1.4015845362269874,-1.2909187352854512,-0.7268151063865891,-1.0317155347116356,0.5253949046342841,0.12306690588339608
2001-11-30,0.8734017643516818,-0.307951017024347,-0.4869723929344035,0.591429298788683,0.696288400413598,-0.2778878693517394,1.286090456988525,0.12351761356509304,-0.5271408582658864,-0.8552726449372204,-0.2330033205308644,-0.3094167913050682,-0.3860894911290291,-0.005312279601953356,-0.10786481459604384
2001-12-31,-0.7249862461311749,0.054622553990936955,-1.353362250598247,-0.21108139049242938,0.612996967041071,-0.4077294088312617,-0.31133229950301233,0.5885393066180231,-0.7209080005503136,-1.1972550185055386,-0.37293281160793185,-1.1088930926032123,-1.685954883106653,0.8801684713103171,0.17035048608804867
2002-01-31,1.1773776095176878,0.7576561101884083,-1.3328091524660595,0.3238723934374851,0.13306264534088902,0.01616953528699631,1.2392565638699524,-0.20076981233289526,-0.1828619235151395,-0.5549677708759233,0.5195817617172707,-1.2292739146450578,-1.4050917567373078,0.19712136432138178,0.014235115821872129
2002-02-28,0.0685805075385159,0.2966937902372143,-1.2957169654272416,0.13609143350957248,0.030713982189184443,-0.18850153926545757,-0.576599855885957,-0.2404487837096077,-0.10730446117539277,-0.5217628329123273,0.5860843843846384,-1.2270250040464634,-1.3414909589683623,0.51335595154355,0.25033239933033646
2002-03-31,1.6268957995508606,1.662475377363615,-0.4906670887661613,-0.23426060145453348,-0.20548946158029213,2.894382894939461,2.5279211263015857,-1.0371535554611446,0.7094894281190104,0.3161873467062738,1.6532525663067479,-0.3951574290597807,-0.33944893835344786,-0.9656616223286293,-0.0041350851478029905
