TMX IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,0.2015787033518407,1.0278204454604503,0.9736607553776865,0.41583120993494244,0.7215437356599329,0.3996628588882189,0.2053908529840141,-1.5077048295402982,1.8961284416215494,1.6223903122329781,1.5212339038063827,0.25602739543471176,-0.4394854597604762,0.71808859293812,0.24674574369388544
2006-03-31,2.4917275096519487,3.1887384184207437,2.114929007216635,0.37395670699343175,1.251176592019237,0.6432274175161528,0.8382376789458871,-0.1708397860861389,2.489022450680335,2.337575500069596,3.68779624752628,0.88224605933855,0.28992791192588857,1.5162628054108769,0.1598012524827758
2006-04-30,1.1666287335075398,2.440470578269535,2.7931029552456543,0.3672198890050598,0.3608970615086324,2.2940168972104176,1.141489600720616,-0.5393914637188698,1.1445349241852578,1.9469805523929202,3.075258730873481,2.851987831074641,0.4783434698647324,5.116942525941878,-0.2046326657795062
2006-05-31,-3.0347311220844406,0.18858355962230547,1.403426356634805,4.653604245366066,2.70911256622807,-0.6731069027543856,-0.6776988723097824,0.7059391075633468,0.454010968959325,0.1620113701722518,-0.4676719311701072,-0.574164782508606,0.7500108075509967,-0.7094056395081754,-0.12203290004031367
2006-06-30,-1.8148753129816304,-2.447199857359635,1.0601497798150215,2.304087555064123,3.0722935607391952,-0.7282755387986649,-0.7113320715468995,1.6780439897372563,-0.06215683374654733,-0.8467502038240964,-2.0252536581833307,-0.9228932458495984,1.4134173060579902,-0.7209224841280012,0.013008006964778078
2006-07-31,-0.3698118351304768,-3.1291081025360183,0.6523427120627106,0.48202908871913847,2.219650156536545,-1.17889031956671,-3.3187183481076947,1.7118129181984019,-0.4838167206439178,-1.0466834626257477,-1.9659912346286736,-1.0590058285698085,0.6706443212759036,-1.0718965015053856,0.09702846636426965
2006-08-31,0.4366526944499317,-0.9677687499072993,0.41812415456682933,0.45628193617023766,2.01131014776601,-0.8191090567010622,-0.36981763134435525,1.1386422115851769,-0.8499813781169849,-0.7839795506917259,-1.2969284952720008,-1.203818269057719,-0.023173534601910822,-0.7048619041063947,0.06450664913552877
2006-09-30,0.12357641636033899,0.11072739169712507,-0.12346501922050093,-0.8932163121699404,1.063016935734298,-0.8192610988785896,-0.4165947265233172,0.801597364096653,-1.1171000338176602,-0.7019351717255164,-0.7275257013854164,-1.1993975587195846,-1.0244267159852336,-0.6345270839513084,0.0031821824784629914
2006-10-31,-0.49339199595580374,0.04061779907033356,0.22471710790087224,-0.7815473832733084,0.4909937036029122,-1.1664938671943057,-0.2072879748254375,0.9113998966227668,-1.3537959289349535,-0.9992201325861241,-0.46338067486945816,-0.540687118663243,-0.40439164635473734,-0.9324329826509904,0.19075820056010176
2006-11-30,1.3164755526326357,0.5506249460111303,0.29467272412858764,0.13192516966022347,0.21137530569101734,1.4856023744260607,1.7172166639743307,-0.32393371206916444,-1.5307468072884984,-0.17465191353735643,0.8408193665333745,-0.2258578113475255,-0.9152782058050545,1.2528004682284017,0.0202709643736192
