IIB IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2018-11-30,1.879033936411445,-1.6254781838159214,-2.0503167886624554,5.540868101593836,4.266797940333041,0.5155078153021622,1.6673096246057224,1.8293501469060542,-1.8641284293087654,-2.290226301004082,-1.359176991198374,-2.017652164016252,-2.0077998209122963,0.09244107707369205,-0.020117666497874775
2018-12-31,-0.5343711392278083,-0.7500046495921984,-1.9436682248470531,3.1831882774920266,3.0698471168149295,-0.3250002552357507,-0.7614459905413354,2.0488029699764385,-2.472361243573519,-2.4740129312611017,-1.2107822678087448,-1.8870399390212111,-1.9074593489267624,0.1868707583205351,-0.06040775356890599
2019-01-31,-1.0852444673343844,0.1233355748808529,-2.403575059283904,1.269902875008173,2.286511495597625,0.9852520349021862,-1.1425359862044944,2.223709064232071,-2.614138417148682,-3.0659739164838697,-1.3122207522332616,-2.0431867653914293,-2.517884170625957,-0.4474831811093635,-0.021280255264668986
2019-02-28,-0.4290503681650735,-1.1390346138247731,-1.9729047328784577,-0.8417741547287325,2.0414300761210735,-0.2816273340177186,-0.8936089334434617,1.8545316727570318,-2.1927869111901566,-2.8839364599510047,-0.9476506244684123,-1.778272177629393,-2.046006782446797,0.29457455073452105,0.18873533962288086
2019-03-31,2.7364406477714502,0.6419570087343374,-1.2359363305930091,2.0967322079167197,2.8930497396609067,0.9847184049769103,1.8438594818953835,-0.45415928820343443,-0.8427735185979707,-0.4625211799692088,1.2367878749066317,-1.3361103873182274,-1.1378339069477383,0.13138522277640569,-0.10255546473021769
2019-04-30,-1.4803048655733804,0.37408400139879033,-1.831206791253558,2.232871975458388,1.8534712339188546,-0.028793087761591493,-0.8015042387816121,0.053170641467497906,-1.3340990665997485,-1.6285989509413599,-0.22839501412404997,-1.5143055902474531,-1.7439592168080578,0.20924590767199233,-0.0007160982294584922
2019-05-31,-0.0650503124127298,0.5937219117925836,-1.7525835778449215,1.8861191882326587,1.2072787783770857,1.7207727298197844,2.325653164096092,0.0026075904899158704,-1.1540866637887441,-1.543306002123284,-0.14687144901863258,-1.4857337930393004,-1.683454540451849,-1.2763884585235552,-0.12939754988440375
2019-06-30,-1.6851987282264742,-2.237281334689194,-1.9674512901134527,0.018632695042421495,1.5135550849269255,1.206348553579452,0.6407924947482903,1.0915720458841511,-1.6542653545868808,-2.8095744159411553,-1.3831325708929487,-1.4755696324705576,-2.161257360507929,-1.5585333059552826,0.0016646894948846851
2019-07-31,0.043676496638132195,-1.09547556412143,-1.831395269045326,0.12210875351789335,1.3288017495153135,1.1201991629371209,1.6533621848248399,0.9096317387200299,-1.3232591503114612,-0.9574476768892723,-1.1380104984126318,-1.3882504623921876,-1.9956095164002519,-1.747322661245604,-0.012177035746465982
2019-08-31,-0.0726951127979095,-1.1014237645710379,-1.5489807248268253,0.04183966188940856,1.2122547492067983,0.5825479973699134,-0.32031177013247913,0.8355049533687569,-1.1279069425645813,-0.990689827048828,-1.0945937855364518,-1.2289979976112537,-1.6741707285571552,-0.9160606617836426,-0.008779245392462045
2019-09-30,-0.020453921929703602,-0.03106976170320417,-1.0790633962036587,-1.3574265182421348,-0.46271679989814085,0.29477667090565574,-0.4126788483370416,1.2281950071043932,-1.0731521354120797,-0.9766566669301795,-0.6099516697456527,-1.2709207879499829,-1.1978759103324659,-0.3816320333421258,-0.05218575317057019
2019-10-31,-0.5514427607443372,-0.43299323474469986,-0.5979978179319517,-0.9182378783088434,-0.7124171177043496,0.9488823693909381,-0.04066305773917448,1.2685652129819898,-0.9942618806845597,-1.3763498685633118,-0.7640385323390028,-0.8614343327390579,-0.6145216496316237,-0.1712311284405951,0.1780352999375849
2019-11-30,2.3307332963144267,1.183620281846125,-0.3808884602278123,1.1128310401170118,0.7929850635257755,-0.13354381221545972,-0.47438594982735344,0.013079594185640798,-0.32697866567269007,0.434312973841144,1.5687639712834958,-0.5573741818774672,-0.308371947261884,0.37007893322692736,-0.03839255575605244
2019-12-31,-0.40574900102731676,0.8712914852264865,-0.38699380571592806,1.1622168801877055,0.20973993604604252,-1.254047442079144,-1.3165048441237557,0.37411593809178234,-0.39137194113324975,0.06748353157807356,0.818951587872539,-0.5556628574568192,-0.34443935408230175,0.7667860936288277,-0.18191104503894626
2020-01-31,-2.002342800472806,-0.2188113705559601,-0.8240090880366879,2.126041647201908,1.1371530486741692,0.5891352465779354,-0.3338042507914657,1.2870512651910668,-0.7485377579538094,-1.5818237942053515,-1.073179933644318,-0.6668376205183979,-1.0724402462599265,-0.44631963501257294,-0.13121336910346526
2020-02-29,-1.2366192829162699,-2.6904178073272758,-1.2006738068106442,-0.18714999150337322,1.3191512374839798,1.0370007530425698,0.6210354041961511,1.5638713580961268,-0.8357529824804213,-2.278342005655927,-1.9300703352313782,-0.7983912257759133,-1.8802675924944274,-1.7360789471083127,-1.1450999563947772
2020-03-31,-11.529378236132622,-10.140702892371426,-3.9437111708103356,9.304795910465463,12.0374556381838,2.1514814356480048,3.792942773438776,2.845000350161581,-1.634667066917058,-3.917776906499525,-7.254492034815359,-0.6500357453410821,-19.476783036327202,-12.947148691932806,0.2871481981131167
2020-04-30,1.4277439010077695,-2.7751676807887073,-2.620467459856996,5.627528178039674,4.900042888689816,1.2358239053109756,1.89340334910997,0.951566696131941,-1.0132876505925956,-1.769912192274372,-2.987847823548836,-0.4838974778957065,-2.9272319818130645,-2.7194348298621285,-0.17332656775442198
2020-05-31,-0.4456032302882767,-2.426248142840168,-2.4567431181257433,3.510844911299558,3.080919209588396,0.39338172042539693,1.1584405473913926,0.9504626259257655,-0.8339506764764266,-1.5061962548327363,-2.371413246409537,-0.4812544483889291,-3.1502957040733537,-1.2941103134773675,0.18743147310503688
2020-06-30,0.983828244502735,1.229395473396778,-1.8359911360195504,0.3835444374754047,2.693365313829268,0.9988979193856375,0.11526457877628991,-0.18614065458447743,-0.47919021623706115,-0.8967659841735502,-0.8976298276953467,-0.31409816789596756,-1.2757102063443404,-1.8238805377683494,0.0981208085008345
2020-07-31,0.5945478505926178,0.7192352635383779,-1.5677606782000875,0.08033141945615616,2.3524877400156403,-0.19429196181655092,-0.6908566466461803,-0.4824745935037625,-0.17431421147884602,-0.5543769184033862,0.3519275288587935,-0.17361191088637887,-0.9313726682623197,-0.2508927465778217,0.18502275808682678
2020-08-31,0.9094388151683684,1.577555708568616,-1.1473674400782847,-0.6236397101240455,2.1356055485278835,-0.8240724157935266,-0.847285281654447,-0.9265671272871777,0.3349866102546525,-0.12250166241006157,2.2549141072698644,0.10555807756863195,-0.45906590498747446,0.47118725949524926,-0.178077955403988
2020-09-30,-0.49006163693429955,0.6128344643856158,-1.3332678965459355,0.05396657294194844,-0.016362552383150084,-1.0780176505673233,-1.630177385784652,-1.1033870995304114,0.457919748985137,-0.12809829484700294,0.7360224679341666,-2.16711068544423,-0.476560151840746,0.5260336582423737,0.10484843917655035
2020-10-31,0.5676220061572637,0.600705692544636,-0.9769480084171298,0.036674717642451116,-0.20785889881831768,-1.0616009104449533,-0.8926752452363751,-1.2023888644007628,0.948067045513658,0.1595000478241186,1.0182186081384625,-2.1297606751963265,-0.2134860127093355,0.6148564204411011,0.3813883777600974
2020-11-30,1.5461011088242802,1.0048914321585007,-0.5235465509122503,0.4534935376723916,-0.1571379441624995,-0.4951864698832577,0.023176258486684788,-1.5508913880930877,1.8783443430241995,0.8470914651758666,2.285536454932896,-1.018515087588909,0.22099577312863564,0.2617315721495339,0.04257175993667491
2020-12-31,0.2461109968144594,1.4351876195633897,-0.28933968598403886,-0.06506530899726387,-0.1731111059821447,-2.0711797570212997,-0.9720035685113413,-1.6161093831293343,1.9372013115901012,0.958515054414863,1.6183618347928195,-0.6535488796814595,0.40376194353536676,1.2835967144280127,-0.05613029486205375
