PEPL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2014-09-30,-0.3714506812240447,-0.586618789925764,0.9508232649815376,0.01708602786725674,-0.08177394759772597,1.2540885205468442,-0.21189286937095617,-0.4340125290791617,0.7827270686396864,0.8080407070150887,-0.39895855570014116,0.8746887835808543,1.6691367421683023,1.9883279058048386,0.022705257726465713
2014-10-31,0.023375258321823213,-0.830560328846635,0.3079323786935103,-0.5158931756017108,-0.11148869798040532,-0.6168351947693078,-1.4802970941960316,-0.639857658756291,0.8357096911103369,0.6367775648494939,-0.47809720343643797,0.24315794910656427,0.706798292706511,-1.1474034071417314,0.13202993258991347
2014-11-30,1.0679339034156932,0.3240110690955765,0.6626303340215015,-0.3572876947407669,-0.5710827332335798,-0.5073404321518162,-0.5960550335210931,-1.1614408190578687,1.6702901917876611,1.0418148249609354,0.22945855588886965,0.8657669402439917,0.8794065465686642,-1.16071866942859,-0.0695634610884764
2014-12-31,-0.7918417189482688,0.14575737582595558,0.14065522463288374,0.20940589288169134,-0.46346261579473114,-0.9889464071021639,-2.2339881735738656,-1.2044961005256214,0.9583481569368024,0.412412368454176,-0.2636372239949523,0.18101780016550606,0.3166227282590032,-1.304218720098232,0.13879004114191054
2015-01-31,1.135236062266526,0.7489596397181166,1.414358940000603,0.5443131066864277,-0.1100470096657012,2.226031018891927,2.257994386139945,-1.9139718855869579,1.7698027489336943,0.8746886601787138,0.7158189413885868,1.2646650572428615,1.1917973856910644,3.740722827617404,0.033071205822279834
2015-02-28,0.13526541117337668,0.25999602352085804,2.030358046438913,0.16065543329636725,-0.7540711362598185,-0.2434798231960123,0.5044200356741043,-2.277058750263347,1.640811810263496,0.7686061324311716,0.6601192399207082,2.478502169064663,1.4037666001467923,-0.7920100996191456,-0.05828649224200089
2015-03-31,-0.6971733501882377,0.30174235369731944,0.4910886369989455,-0.0007332045197802375,-0.48603163086556683,0.2713179983113614,1.6242191619072257,-1.8032037670688335,0.0832057187450596,0.30103749714823325,-0.05900412658226972,0.48604887786907475,0.3101656261850941,-0.08209341617934361,-0.1127398559051675
2015-04-30,-1.1697771159912467,-0.9534862387796621,0.10933897806994394,-0.6788629868914994,0.03940993430738101,-0.7773841783243347,-1.904222629899852,-1.180560544257791,-0.5118215796611914,-0.3064099508028065,-0.9245229384514422,-0.06613986894757293,0.11802507423328515,-0.8959885733248183,0.016758435025520192
2015-05-31,0.015751538392957613,-1.0088564842712577,-0.42702722823974854,-0.9575392017738719,-0.5683635252413556,-0.1878711208959066,0.08637539439495892,-1.076850712397518,-0.4296470481878585,-0.30997674559512634,-0.7327590586528997,-0.43474057845917213,-0.389096556678612,-0.4211032871248608,0.014259764952375126
2015-06-30,-0.011212296835996182,-0.6241880453349219,-0.6292790323909493,-0.7901601755468037,-0.8370532383987938,0.1029519509921745,-0.1818041446250737,-0.96392971165675,-0.37820776334185513,-0.33171900214251665,-0.657711320366888,-0.6193190212686767,-0.5730789970041738,-0.3547249540887572,-0.11657017923117408
2015-07-31,-1.1883662644692725,-0.6380922383018355,-1.0665621867463748,-0.7564727191535369,-1.6864602688894403,-0.07208834714637158,0.5213636714326247,-0.43882946541474893,-0.9789138265865301,-0.9153351325797753,-1.1898106548870686,-1.1984506364244503,-1.0088537844497023,-0.37745728833155595,-0.07943683064803476
2015-08-31,-0.9166305329543926,-1.1721878339333451,-0.948333131527618,-0.9727923963844574,-1.979473829362623,0.4009128615986478,0.30250003650938595,0.03602130401048787,-1.427842519220705,-1.3952366286171294,-1.397941581880534,-1.0642140902328587,-0.8929681634833205,-0.44715304696361435,0.058770193839475654
2015-09-30,0.31988150240661295,-1.0701619090961656,-0.7625022926710999,-0.3454731278165978,-1.2970259663630292,-0.27394080428423756,-0.38606439524588576,-0.05567464820388326,-1.2662543777950364,-1.2435819382118811,-0.8360152488404932,-0.7409272093358638,-0.6687475436281091,-0.3748979132170921,-0.05754063509610363
2015-10-31,-0.7528023120172522,-0.822024434203733,-0.9536015370170725,-0.8366242860663412,-1.5675932768005814,-1.517765675230392,-2.7005618734878523,0.47114540802445404,-1.6058928078060846,-1.730408033242462,-1.145672106336159,-1.0253325858741484,-0.909876737607949,-0.1461933490347953,-0.0017218058613599554
