HOMEFIRS IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2025-01-31,-0.9308988529649489,-2.057234637313806,-0.9010136852018492,-0.2835428965386987,-0.16377127115602702,-0.5767487836993956,-0.9859527734351404,-0.12425257349525327,-0.06420102950021431,-0.6686465772400376,-1.7301436397073935,-0.7446742367754515,-0.904790555150297,-0.2889506696810549,0.022536444706627218
2025-02-28,0.12547437421593993,-0.6484985271296444,0.108956378622592,-0.7668209931233179,-0.7486876834473061,0.13031018362350624,1.651644646795048,-0.36540476252706455,0.12146733684207814,-0.5704446189718024,-1.1891877131639546,0.6465000879757119,0.20695401354633985,0.03565764338083188,-0.004427398023113562
2025-03-31,-0.232730245112684,-0.7044583326392255,-0.19761428527984407,-0.8514496649129267,-0.8530263248319214,-0.5848775263785765,-1.7277595142432176,1.6138226915811287,-1.2813823482348257,-0.7198036026626556,-0.9056294486752778,0.3239124616875673,0.08729543980522911,-0.41933375156271074,0.1923940784684988
2025-04-30,2.241193052123628,1.4553068975983023,1.187171225520171,0.8315955995102665,0.9195242895965111,-0.16142756534920136,0.5419401702760142,-0.22035341050851903,0.3565863428053166,1.8863138865303521,1.486098510745828,0.6575498711659381,1.4538881255141702,-0.17088766941222056,0.03634440186988594
2025-05-31,0.15639023026681462,1.4386776297563872,2.4825912941513435,0.6871606680365532,0.21100404178081333,-1.017731631152785,-1.1250765901322046,-0.45698151805029014,0.626475874304214,1.5925669614376239,1.3778213277945124,2.1556284358481994,2.7378160254796056,-1.7750767221318897,0.07820664792067013
2025-06-30,0.6253993318968303,1.9693913263296512,0.7705928701737493,-0.005839529530468801,0.1511141329079608,-0.7285480386700405,-0.249556875860723,-1.0687228984851231,1.396831303050744,1.533641703585323,1.6643387183303697,0.7039002077104536,0.7071729538514707,-0.8390020424857955,-0.12872406383459165
2025-07-31,-1.751709946977777,-0.6215620585134758,-0.3392938046105235,0.7586006107663341,0.8621622363916637,-0.2582291080833822,-0.22850235733602697,0.11426528875328223,-0.2800432794903317,0.15235602631515183,-0.38008918787308216,-0.5240244160105968,-0.24289995698712177,-0.2675909645677446,0.005430771185134245
2025-08-31,-0.0926397999587883,-0.7950893191242555,-1.0756755629924961,0.5721101872751765,0.8138338975882689,-0.7427105080175149,0.21547233346574185,0.017313498209093336,-0.25453020739354015,-0.01819542097175672,-0.5759752687911741,-1.0762677147633362,-1.0731047497981567,-0.3346394940561719,-0.0021358752882815997
2025-09-30,-0.1998696112018143,-1.3330594464388137,-1.4831805299535006,-0.2737954381928912,0.7405177231542036,-0.9244464320636888,-0.6357858118995249,0.011453758123056114,-0.3490253651195518,-0.2029550556534382,-0.8530212290890277,-1.4727210895793974,-1.5153879583670853,-0.2818213802139969,-0.01733691965327704
2025-10-31,-0.3830497220148893,-0.43594349889309875,-1.6939233739809483,-2.016173223120778,-0.7762372839756043,-0.9090531074741258,-1.517747727595476,0.12706668226697654,-0.5823467263661739,-0.5379316734975108,-0.9465963567456923,-1.6438341338610392,-1.7477455392003063,-0.2440283903373165,-0.07296935323320519
2025-11-30,-0.9683479736512363,-0.9819052576112017,-1.2243379399643552,-1.1383917639646626,-0.7259244871832812,-0.6092409540068362,-0.24749854162767584,0.7543517247211331,-1.3269930868429367,-1.1550286199744255,-1.3791794822672985,-1.122939438166092,-1.1954164138930126,-0.30532797869318623,-0.007952328190495035
2025-12-31,-0.18854305148199385,-0.9561456449085942,-1.2205793971654708,-1.1276482399960408,-1.4731549875083836,-0.9311404558840517,0.07611864590160018,0.6901543332826511,-1.2363797507411425,-1.2024301738214713,-0.9775412398342176,-1.0094731757324826,-1.219399561779106,-0.2918917037407923,0.06710395378338874
2026-01-31,0.6745509592599804,-0.2901534683965284,-0.18020328556947734,-0.23736836297869746,-1.7302622018286915,2.005501842724598,2.1160160382409723,-0.1526347780528644,-0.3953431825063562,-0.6987571522147862,-0.2038928205273047,0.9753442940498651,-0.05832471014346065,1.1445648065039289,-0.08458483639083239
2026-02-28,-1.0315494450816605,-0.34276137662961065,-0.9678264923592159,-0.14176024680525035,-1.280757105270704,0.5702099134163147,0.6941008772018503,0.7110218761333468,-1.1922000535080917,-1.3621772850970737,-0.8144433978699837,-0.754565116279231,-0.9449377710088279,-0.06161276100332531,-0.0334209270453986
