ARTO IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2005-03-31,-1.2767835189615655,-1.7749868568909035,-0.7392288338383548,-0.9899014731717269,1.1346056358974959,-0.9217729565933969,-1.651419862186077,2.226849620602007,-2.962640732870025,-0.855158426546514,-1.083855328464567,-1.433248436231685,-0.775979703148511,-0.6338683432457854,-0.008950830520084557
2005-04-30,-0.42795641307305066,-1.4862022516505506,-0.5688729899045666,-0.844127732633997,0.6476724114812534,-1.187963798005011,-1.49744646198295,2.2280370394559372,-2.5604336788871778,-1.0085084460869687,-1.2127062590375066,-1.0184498290513366,-0.5222536703409374,-0.7736235824888066,0.15856506933825504
2005-05-31,0.5385659775836185,-0.7263071179442535,-0.1775906280605064,-9.521047732187685e-05,0.6765414166254459,-1.026826929989526,-0.9724392171223014,1.2573945361407737,-2.122194727680086,-0.2872208934210548,-0.690819244063009,-0.5726607225259993,-0.2625923886599638,-0.7587628952260492,0.08573178628400453
2005-06-30,0.1053472461914545,0.1394695588499855,0.04548302375350377,-0.8023114977673079,-0.9642381935737321,-0.8942044316560978,-0.2786139591061463,0.7737535290349926,-1.816669226524809,0.05540742874853621,-0.261656014885579,1.1565929756532791,-0.1636192026824721,-0.706651211721326,0.006240269860084673
2005-07-31,-0.3107538377303307,0.21892754272204204,-0.22708796841708562,-0.8731844543644643,-1.0301070894007194,-1.118556257138148,-0.18172097585410915,0.7739954649748776,-1.5848880246686161,-0.10980586200918757,-0.25536808621390955,0.753100424438083,-0.40667656966928567,-0.8378113417370797,0.17242306492890108
2005-08-31,0.7461145624967431,0.3435122619628699,0.2857275100096796,-0.7688101457778526,-0.7199720254428315,-0.775988973831408,-0.06028680137312977,-0.14785978097438265,-1.2902533470285642,0.7984185366463936,0.5083030013975263,1.228757274152634,-0.2040080212307788,-0.6621159650430819,0.03725543246832741
2005-09-30,-0.12081310829451138,0.19958029209847256,0.36939801444336984,-0.6598143380302643,-1.4100375582729785,-0.9644453401909397,-0.41851207187878564,-0.2896011080531428,-1.1127621446602056,0.5958433593252015,0.29157901886246396,3.3351767453094068,-0.17383648513571054,-0.8644363903647705,-0.04184710993550037
2005-10-31,-0.5581229666347327,0.08213024119924725,-0.6345706883494537,-0.3884521330264255,-1.1717944294366198,-1.284165242688274,-1.1678935135911175,-0.055012478697010404,-1.042926266748933,0.08703113815374437,-0.24759639904988326,0.23391112837393963,-0.8381066135967083,-0.7465411344411238,0.03932185606830624
2005-11-30,-0.0064714286420452325,-0.46704594405937505,-0.430013449421463,-1.0155277035649648,-1.2683416213281444,-1.2255621924973963,-2.471920181845313,-0.24334135813930882,-0.897881375985405,0.1310815528749231,-0.23717245346356935,0.9463799335140469,-0.6996623978950104,-0.7613726281199722,0.027433141780156697
2005-12-31,-0.11665894471686385,-0.4615240218640791,-1.2679818506314326,-0.9613589582128822,-1.191110695039271,-0.8713543301577771,-0.6316560171154533,-0.5339491438188914,-0.7511961297380614,-0.004908826015763518,-0.28819750911198266,-1.0629463494383025,-1.271461725248052,-0.2628194758486866,0.04802843794386832
2006-01-31,0.1494963371172622,0.0027048853922884896,-0.9929425973604659,-1.2656433815396817,-1.1254652974096593,-1.0905190622681802,0.14920931075270466,-0.9195476261817683,-0.5980611767676589,0.09982863154661134,-0.1892084003030837,-0.4312125815433884,-1.0366974571077545,-0.5046642150868562,-0.037019152435499025
2006-02-28,-0.6216594128593169,-0.3358256008937237,-0.9323993695492415,-0.8069692156116776,-1.5027596965911663,-1.2777482327961471,0.4154485302302884,-0.739903291758758,-0.5377922336978599,-0.5562760758112417,-0.49887636466770235,0.5853298246606999,-0.945333499445213,-0.6041087942908165,0.051566979560083936
2006-03-31,0.13983586026996603,-0.17995153746230586,-0.30218552355071354,-0.6889467428588636,-1.3651958804121918,-0.5307917663346854,-0.08699416007965151,-0.7942023448424084,1.4467695154218352,-0.3952404834917415,-0.22929449467939964,2.237389744202114,-0.5755499197152626,-0.45518872213298683,-0.11432282459148771
2006-04-30,-1.2784640923947135,-1.0208791329417588,-0.6326534363507542,-0.1863852739545119,-0.8863575584744476,-0.6481370860305025,0.020769156273594134,0.37995546242180156,0.9577686485337529,-1.7724640904124378,-0.9935537438124303,0.09644407197293298,-0.6678168110266139,-0.3998157538692809,-0.06143453519998007
2006-05-31,-0.8257717942876243,-1.1424037163929954,-1.4432284888455935,-0.1654457518450817,-0.7914787277095156,0.06859066672483541,1.3483575868187607,1.1614351299138241,0.7111049263097158,-2.3129137570090683,-1.3001948072523137,-0.9614802712919293,-1.1696586217689127,0.20200407452870595,-0.5985885979349326
2006-06-30,-5.195456386136395,-4.35604396997975,-3.290053508465671,2.8019232698372254,2.342037687684481,-0.17288841278418043,0.04696680171442524,9.389687387027326,-0.3631510434091266,-7.781892339278663,-3.6610259616738836,-2.026819248184524,-3.7199123853237945,0.37589625635383306,-0.20513623456012595
2006-07-31,-1.2192779696291345,-3.5321360660090493,-2.936103691426382,2.1083642337722504,1.812731512588387,0.34063629276611646,0.7152272364365193,5.072887497164938,-0.5511149143830126,-5.060669835829927,-3.109976393041429,-1.9240432953570126,-4.010575881997699,0.041918779262535955,0.0640576363002203
2006-08-31,0.34789696186343905,-2.3722011206054576,-2.5327732985841336,2.4888290702792824,1.8345088466393635,0.9576271638333824,0.17096010783691903,2.7084029851096,-0.4219253973242005,-3.1913993314064713,-2.0536671903391555,-1.7256234190142354,-3.0489242800507363,-0.5224736876469623,0.12465371859250528
2006-09-30,0.6648598004725932,-0.08584626340559884,-2.069816880266417,0.47630157334798107,1.8322236831086516,1.3369220059638793,0.4768275930692062,1.6776266194032374,-0.22992134015770205,-2.269476041913958,-1.0317411031056531,-1.5029463655966768,-2.1702457637668235,-0.8329185967703431,-0.06853801589575692
2006-10-31,-0.41193759972945293,0.2963604923524966,-1.8961884162342133,-0.39176625225218903,1.6637064147647074,-0.2750055784780325,-0.48188406176529264,1.6013882614963568,-0.2520559779710264,-2.108084451473914,-0.7032381126648105,-1.4167663721546995,-2.045814531114907,0.4980025840106339,-0.127895385090879
2006-11-30,-0.6872473346633956,-0.20564311401666632,-1.82222689926104,-0.009314556827933902,1.4784229776965965,-0.717974504677849,-0.7415382570778393,1.673966711790014,-0.30623476037925756,-2.06569610277253,-0.4802076144695981,-1.3693491222585965,-2.2015801389754133,1.1693789998392297,0.0015491869868293187
2006-12-31,0.07495032993371517,-0.509778814335112,-1.647686243159933,-0.7092235889931752,-0.35078282059787375,-0.8701831284333195,-0.8961211399766712,1.3351792772229472,-0.19914797161118042,-1.672222676179518,-0.28857880385867396,-1.7041848391801813,-1.9426821179039795,1.405093659537367,0.006172859107081016
2007-01-31,0.22812822384201664,-0.21947133358697235,-1.5144520214255457,-0.5252134546793839,-0.7314513763465645,2.162712080272887,1.0680838777883812,1.0737677718752243,-0.033056723068916764,-1.390472311013588,-0.17899859722606315,-1.866159069911844,-1.7552184133348423,-1.0033932330739082,-0.1670540846631662
2007-02-28,-0.9221670146118678,-0.2898891719158684,-1.4434581495379026,-0.20760683514441472,-0.4832416068492813,-1.366066229471131,-0.03359736191895132,1.2980699625803886,-0.15144478528156663,-1.4410963051490677,-0.7043896722764975,-1.5959657847411106,-1.9661335657690007,2.854956396557267,-0.08140727463533338
2007-03-31,-0.32047340524046836,-0.5027967126330308,-1.3749124970338522,-0.284662671867716,-0.8996562589640896,-1.2217736765108158,0.08100996438263312,-0.38927123452212964,-0.36976111956854346,-1.319192382533947,-0.6824084047682777,-2.0173372840138204,-0.9188412110906591,2.5855876233865294,0.15499563129282248
2007-04-30,1.1914499485533552,-0.023731999601129112,-1.1348800440738858,0.6759020538029523,-0.22418825532107697,-0.7538528176624248,-1.004080601658335,-0.5871394101741297,-0.15943872341067436,-0.9011465725560334,0.246422385264819,-1.155622806288123,-0.6224771756179007,1.6558234369923708,-0.10686314554236126
2007-05-31,-0.5355554162069928,0.15757487473670032,-1.0676806421450682,0.3547434230338845,-0.22394491156375085,-1.2608514636240238,-0.7030138782052956,-0.42606714084558944,-0.4425780857911571,-0.9032397980655184,-0.13521988384443226,-1.1169043033780064,-0.6605369091987577,1.9746557081731386,0.5745414381520982
2007-06-30,3.92560489700153,2.2821398029102564,0.12421816896133597,2.7804451702723636,1.951730447715,4.878480044734658,5.220894579429334,-1.0119979063258513,1.020313156171724,0.01051839504401997,2.894190234827268,-0.2608999923128665,0.31808613048867673,1.2188760125620939,-0.3087129669869381
2007-07-31,-1.5005496904563946,0.6741537224541763,0.021871341084414866,3.5750851713177663,2.227514217103828,0.4099346349551623,1.4608031023248165,-0.6909071573556338,-0.06278948303360059,-0.3618231808009735,0.6025243853213256,-0.27199653932730045,0.31645031670514356,0.17370946860909822,-0.07322164371103203
2007-08-31,-0.23033306810865758,0.7934187107517343,-0.12271260601848495,2.720486560750575,1.8423290696380952,0.16088970300921618,1.5366987254932372,-0.6090580562576562,-0.31191300696434665,-0.3721330969338244,0.1522651087817756,-0.28377038463120935,0.22943751865579498,0.14614323827849487,0.06453852113757116
2007-09-30,0.4971340854095859,-0.737620100020144,-0.12739680511323911,0.238606848024335,1.598420923179766,0.3138285534292165,-1.7896258419890172,-0.7020027865604307,-0.16693206844038466,-0.160355595171947,0.3030215894697554,-0.2540214193730235,0.2542825393619646,0.09564844162509964,-0.1707607343928787
2007-10-31,-0.6710396442688825,-0.2536584642074827,-0.18728876371912673,-0.3295191932440883,1.514973593046155,0.04012896712968228,-0.6415630795114248,-0.5287751384857848,-0.630000056406228,-0.3339197207124741,-0.40269651808358053,-0.21056838540900108,0.19976522303896294,0.13437615798898334,0.10156020014949625
2007-11-30,0.6930328055789006,0.3292391145319633,0.29572290799646794,-0.10809800584310195,1.353741440139489,0.06899870391604356,0.017798009000965953,-0.6829546586667378,-0.3736071548679651,-0.02602654570001342,-0.03185677922665599,-0.052952127738844175,0.5729994240705534,-0.03280623296271824,0.44416647562525935
2007-12-31,2.3391360833293353,1.5139140177994912,1.6509950338065116,1.102986455055882,0.8031321457444323,1.822923041478119,1.4423000151917147,-1.1004697525537837,1.0730177580227258,1.0479921885102328,2.466994466556699,0.381822064017591,1.1671133476204387,1.6966887846311562,-0.1052495217068826
2008-01-31,-0.3728821594025013,1.601843746415425,1.2133992247401413,0.7771702124916965,0.34956486454170244,1.102672493880885,1.7695002671946316,-0.9949923457029295,0.5432638373954591,0.9798095923656166,1.2575931628614927,0.3335764012061882,1.0382132448698917,0.5875101002622614,-0.15452070758356173
2008-02-29,-0.5605570376120133,0.765055403580119,1.256917208291766,1.1470340227332487,0.40447844559328444,-0.379518146649977,-0.1960815157209047,-0.857709006007112,-0.05046153824813163,0.7565745267800673,0.3153259554768553,0.3700531416873006,1.133271595190454,-0.648472939052451,-0.13723922038004827
2008-03-31,-0.46037065836898566,-0.8982648420475413,1.0913796116023822,-1.4013931981795293,0.4314578435664564,-0.5565102921875937,-2.506524103212623,0.009064644657269574,-0.747113641138285,0.49659444874041386,-0.23720410218324792,0.3921859228220736,1.410349604626849,-0.7164831599255354,0.09219849495574459
2008-04-30,0.5721151222261707,-0.284221880951398,1.0087811301317684,-0.4860403454714035,0.21996097797823966,-0.5079082307930517,-1.7447331383223272,-0.23159685156356363,-0.25886246771963195,1.1858783711247993,0.026698163890661708,0.6323100437314846,1.1812000517537316,-0.6219094810581193,-0.00816331063916087
2008-05-31,0.09785781984353686,0.13453926548563191,1.3928178175679555,-0.6929800484480364,0.13402450991081605,-0.5541229006032123,-0.3457671952781196,-0.2644810096353422,-0.21413974822138537,1.5059190466003785,-0.08224062815506802,0.9926336689293814,1.4888631852121086,-0.848900459183634,-0.015141376676362556
2008-06-30,0.05803517798175775,0.4655039689010249,-0.09329061537945227,-1.1536510240524103,-1.6754800047077971,-0.3534260527273562,0.44984429049951213,-0.23554343737584038,-0.1582953715338881,1.4859455547373592,0.09887857163685895,-0.23047570442440826,0.12560153325637574,-0.12780871128342602,0.3311081629667253
2008-07-31,1.7079340554135316,1.1214413855437337,1.5145680595378026,0.04011425859122832,-0.46719261924891814,-0.04566128921241492,0.6096678218299463,-0.6918469569572584,5.955918098130229,3.4013835853114274,1.65661905771545,1.319161633675997,1.3104918393459855,-0.4300638926097516,-0.019105659079585606
2008-08-31,-0.18345915418423905,1.0672183486376021,1.5599904533826163,0.09278287343423612,-0.669092332261064,-0.2030444370621686,0.49097685109485106,-0.556144032139509,3.195392829954444,2.4108224513356946,1.180776056589522,1.4524354626632492,1.3384758865024686,-0.6522945265598082,-0.10931644056812886
2008-09-30,-0.6113451360147498,0.6850754709182958,0.8725141066315074,0.40432759832646764,-0.6947427904420682,-0.5066942941253882,-0.7854324124020149,-0.23974513890844254,1.4299238807151249,1.5074432707290861,0.20826669930683026,0.9144159821792733,0.9019344930879036,-0.7724087469299381,-0.24373924498629043
2008-10-31,-1.2255386520594607,-1.5981348698931535,0.5998131671205987,-0.6085540679461717,-0.19306591868773795,-0.4576825375714492,-1.381462729281364,0.46787012775308195,-0.7333250727949384,0.2535509087049651,-1.0362576572925786,0.6241533443396472,0.7654537685388323,-0.7358188605413812,-0.14766884222506746
2008-11-30,-0.6960442312514427,-1.9256095844692842,-0.05625650174834945,-0.9799927768620681,-0.059951581138366634,-0.4608765519935658,-1.7755990086726035,1.1146861528194767,-1.609825393002824,-0.47170605264653315,-1.5295640271467184,0.2047009085029938,0.08641249342853137,-0.30747059212348377,0.12131299751970502
2008-12-31,0.5951105901216158,-0.9332567460065969,-0.7144389986573055,0.03950620477108257,0.09799689365549791,-0.407900845389016,-0.6452073642093781,0.900770292066496,-0.6541199936252219,0.04906452831169885,-0.8997244664343669,-0.15552781551723513,-0.5873165314441328,0.08014584999736059,-0.07868359212485389
2009-01-31,-0.3816395961157562,-0.34743759696240323,-0.7206240026704218,-0.41773574744982733,-1.0331288644617407,-0.7963492010107804,-0.3342016528051647,1.5027887667607505,-1.0486579744373714,-0.3935033645375033,-0.8520317373050604,-0.4646091594445565,-0.7019581987232426,0.36274728018258945,-0.022728251077556175
2009-02-28,-0.09913284699268846,0.07946355306639254,-0.5352190159913381,-0.7581257400322295,-1.0810882230628112,-0.6375833882216191,0.08219568934363712,2.1832890023677862,-1.0854161891250855,-0.6022502247158956,-0.5323170267496645,-0.3122512008830213,-0.5410157811306273,-0.0036543113292287527,0.0032786914616982953
2009-03-31,-0.004637097393375088,-0.354125654796261,-0.2999740740598798,-1.283172862309431,-1.061948334290876,-0.5679344771615731,-0.0008426363757607108,5.584300818296692,-1.9973757719845362,-0.7494710374741774,-0.20974734680672003,-0.07559523160269906,-0.7773449733321964,-0.2450132154036308,0.25566936167427884
2009-04-30,1.193128474774326,0.7922257959911343,0.06959884271622502,-0.3080596720351975,-0.8866297482729849,0.9066482385231428,1.4276694370018246,1.9677838561661478,-0.5848659433569596,0.7032991815634183,1.0600694783628382,0.2548634896821349,0.4925232132087289,-0.260271847920597,0.20858948361456492
