3M IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2015-02-28,1.5655097368335975,1.0591995040831197,2.069504413546908,-0.08048501319082016,-1.491628837871475,0.00021222412282786792,-0.24349255743825154,-0.19109205118775088,1.4421714092228923,1.0439594608743632,1.0773288913019912,2.8943851780482444,1.4242130748091948,0.11393589143574649,0.012024929772763458
2015-03-31,-0.2929635085671658,0.9051982797960271,2.0621090115249063,0.09007851539584341,-1.3130066066513337,-0.04430488996589915,0.13627929638343594,2.5710529872296304,0.8074377723192483,0.8408392316634316,0.7087877083110721,2.6300489793626096,4.175038853636313,-0.028162803194230222,0.0029507919020343998
2015-04-30,-0.3884966801420154,0.47345656389238183,1.5634879118348861,0.5766902039782369,-1.5052227112764172,-0.25121638727332807,0.2706327955242729,2.1902243504731147,0.6681753270448207,0.6714481325229896,0.26697655715546825,2.08344157253159,2.6769721620584894,-0.7604892595960009,0.0034243172290061006
2015-05-31,-0.4337276236297309,-0.5778169492029764,0.8478805998499462,-2.2202358989462274,-1.2326316829219373,-1.5101277951347167,-0.8437599255552263,1.9303565636996771,0.5436314783302748,0.5233503198141582,-0.13577364474386042,1.1044857390189942,1.5029838611689448,-3.3186603575244544,0.042323236849143846
2015-06-30,0.12841008780926225,-0.3583255852110035,0.8458256962359116,-1.3051080362257983,-1.2140682492983377,-0.49026314368659246,-0.27509525702288323,1.6150299750310928,0.5272426647702894,0.4517370364834819,-0.16672350137583378,1.1111180479902059,1.3638887452267792,-0.8737124550198885,0.041929011812228065
2015-07-31,0.0797054895206265,-0.11888754264330102,0.6271898214934096,-1.255103256569868,-1.1708337162861546,1.7827987103900962,0.4105181595373876,1.3874118632058483,0.5061274836259899,0.37808021323605656,-0.1898751128630226,0.8616859866698968,1.001621672883992,2.8951005445955147,0.21657394396918783
2015-08-31,2.60848788741309,1.469927728031757,0.671631582030832,1.4923340928869022,1.3388852082489553,3.787803840203136,2.0549928110441806,0.7715118213293063,0.9629081512268732,0.5652991577707759,1.5997841057132454,0.25343083600866323,0.6962118276799929,5.227045397604136,0.014634328969768986
2015-09-30,-0.5882901892724783,1.1970690590271633,0.43515014927520174,1.6864579326307068,1.2389846875388344,-0.34857960681543687,0.09502214548665994,0.798627180703852,0.7732814045792192,0.41880639669497577,0.997223343986163,0.07373900092689738,0.45900260083840444,-0.6152381006153728,0.06430157765033886
2015-10-31,0.16484842720918993,1.3576732435233492,0.6754348047682435,1.445979533966599,0.84201707994833,-0.3908169701291419,-0.5366276635811386,0.6865745375837158,0.7531412529616915,0.34559458056570913,0.9357687974960047,0.2966356016792702,0.561430673734588,-0.7698191144346588,-0.019307079827479253
2015-11-30,-1.0891273421351704,-0.9306993623460319,0.46719411550576245,-0.5838516586466472,1.1349434127244389,-0.5785916479091279,-1.6755078080957004,0.7914688275006112,0.45345575422613305,0.09879718018459914,-0.24442945915132233,0.06152122103806174,0.4093301975234046,-0.8598707353141607,-0.004752868978497659
2015-12-31,-0.8474765697359945,-1.0813686542467364,0.2852435825991477,-0.49206574622666843,1.4046420051522555,-0.11737383819354698,0.17129527240326847,0.847511461568897,0.22280754956299637,-0.1552131710178599,-1.0607984354592352,-0.15413604951938217,0.25287919973173567,-0.25943672858030525,-0.14276951827546186
2016-01-31,-2.84497540046066,-2.869180114961638,-0.5844301612682269,0.545447554804336,3.786885246558434,-0.701685950719067,-0.4838501581910165,1.3372223016000633,-0.5134622332544921,-0.7675047583392165,-3.014629754795517,-0.9660566864861888,-0.33084500210801693,-0.5563423086299224,0.049459083636553124
2016-02-29,0.09799978598267028,-1.8658224951413085,-1.0434509066921684,1.280664656998742,0.3216603910423787,0.4831160787474438,0.8261884973559439,1.1407426721425078,-0.47445050575577463,-0.8180418909145799,-1.925812156800531,-0.9541233861824922,-0.781120139433566,0.11384019243258556,0.032484817414665856
2016-03-31,-0.1412782216376951,-1.4113705792640716,-1.0526785935759466,1.4148242612871853,0.3486617702470569,-0.012834872834767865,0.05950809707913369,3.1019256184729818,-1.4311311233690027,-0.8926229840919989,-1.394046947260163,-0.959879325261886,-0.10459154476558716,-0.08221250259994621,0.2169828595889949
2016-04-30,2.2955485589224778,1.2073579822904281,-0.18725736580535637,1.155232198857716,3.001384823718197,1.2521517779071494,1.3871917770139044,1.606891449337896,-0.5266089113222943,-0.18892702849229728,0.7364062448056414,-0.8771674695507871,0.7251882029528667,1.0454124953265453,-0.07063816134172625
2016-05-31,-1.5035569298915936,0.25802527855770435,-0.7256898459226457,2.394477510771155,2.792746084833175,-0.5585656986428446,-0.6098716127593788,1.5822581789639063,-1.4165389394320025,-0.9349913091642728,-0.3042125822929089,-1.1624878356460944,0.3391555522404886,-0.432882674648038,0.03235022676349204
2016-06-30,-0.13204521665032534,0.25723013248547205,-0.8931570916911425,2.129736296249464,2.317391144312695,-1.0737007113607748,-0.8637328393118661,1.2632264723854332,-1.2176093700851203,-0.7795693587290596,-0.1441566969282283,-1.2120765552343709,0.12591647382110138,-0.7554845379652501,0.13109878641727676
2016-07-31,1.0597689336843854,-0.3352097473945581,-0.40548022250245275,0.7330065561324739,0.9247792189637715,-0.4069413050959915,-0.9658281186517438,0.7314569487480641,-0.05759728689965111,-0.009520232977739452,0.6325337282013739,-0.76670598538385,0.344430960979818,-0.37484726613515323,-0.12662868367799748
2016-08-31,-2.0480427976167443,-0.6957531153781712,-2.55006518071032,1.42274243041792,2.0974228166037685,0.3262773918508944,0.2500963728113429,0.9843643206946617,-1.4437991091266662,-1.0938794899626267,-1.1396916714721548,-1.7355943956675943,-1.7053691632843981,0.021369071353187573,0.00024063932550819663
