SUF IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2005-09-30,1.0716405252076262,0.9961722577219176,0.04402111917295124,-0.5909312785199505,-0.8267584645409569,1.0858548928283593,-0.022737325140825305,-1.5763759241021948,0.9823765047217695,1.383769688938734,0.9459904722728716,0.9787866648132374,-0.49298647835437004,0.7458966868718793,-0.0742298862044673
2005-10-31,-1.193479663153508,-0.11009535231618736,0.04293074923414068,0.4203237674828792,-0.3270071702710696,-1.019032529062223,-0.7478011398251524,-0.8289177813584897,-0.029805308938335995,0.24956723288215096,-0.2267506708610014,0.2971023037564424,-0.39272473864593144,-0.7329274626337585,0.052950053367039694
2005-11-30,0.25355480150288845,0.0657396748084515,-0.047785108762808476,0.500502136396812,-0.36763535302504735,-1.2252926575906635,-1.1813321776687957,-0.9065124504587914,0.4662554060265098,0.57204742652542,-0.022697676143972778,0.2338434543251519,-0.5139565020173368,-0.8349871482132912,0.04410983065218061
2005-12-31,0.11382494522612661,-0.5373786144461531,-0.1651222098112961,-0.22780875491273508,-0.46957177190550137,0.9438042070997918,-0.05527230627167709,-0.9326741144773979,0.7351599834201111,0.5958386233142882,-0.02718137745312755,0.19954066042476035,-0.6255840833735176,0.5733742036602775,0.01187871424677543
2006-01-31,-0.20068385358034013,0.10884901553964596,-0.39193720770932583,-1.328716596214128,-0.4782464312389602,0.03113084970279466,0.5654342356149822,-0.9429571644656053,0.8349501840417302,0.35859460904192575,-0.1821053807461344,-0.14597002745518622,-0.7747387224184158,-0.0023331217607842998,-0.005701769833044618
2006-02-28,-0.3489560686249366,-0.23317832585027684,-0.15694890582268362,-1.1576813437509452,-0.36239611052648285,0.6979204308958472,1.2254958588351557,-0.9293746767538059,0.9015296704072118,0.07681867291856016,-0.46612573871472746,0.06161636349080538,-0.5991676641055306,0.7546034692156047,-0.03730480171859198
2006-03-31,-0.8007430635307787,-0.8449569515140453,-0.5076893956316688,-1.0845406453390989,-0.9734321837093812,-1.2880366072520755,-1.2510604336034077,5.066129194951696,-0.4118129528188562,-0.6881050868671276,-0.8975009553126049,0.40612202935732167,0.3206645605417284,-0.7788960247043161,0.020001796827032955
2006-04-30,-0.05154854925317763,-0.7172652666027057,-0.31517020191645,-1.1036847142091049,-1.4947283261220665,2.38208508740143,0.9139593297294681,3.03628125025132,-0.2263944252249231,-0.4612324556995763,-0.7753397882395937,1.8839978460029514,0.6232593215430643,1.9013413959878218,-0.06291382541056909
2006-05-31,-1.3892709375447094,-1.3418118379976895,-1.4360575911037758,-0.5513645081772578,-1.2299776221979357,1.508501667410531,0.613211287629409,2.6584988247027574,-1.2227724028089322,-1.8073235160356147,-1.535873941114436,-0.4923784129332674,-0.5382152124207218,0.557072116915333,-0.05636675078082471
2006-06-30,-1.37946496635815,-1.8741848188808083,-1.5532443953070116,-0.3911418950125128,-1.516049747480774,0.09659305828508188,1.4066417964253708,2.3598228090324542,-2.114213429394706,-2.7020496755947008,-2.175706891033344,-0.7190323876376916,-0.7718580986281912,-0.13404350573342338,-0.05027872898870952
