POLYCAB IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2023-11-30,0.4192889486072633,-0.5447718635461252,1.138242791840836,0.09323797602661425,2.119224164219197,0.9457531366901237,0.33784194439751725,-0.7837044948424562,1.3451428228388718,0.5551661406426411,-0.0003050763375379453,0.23289226995738443,0.9686914096792741,1.053965103883638,0.04035794487760422
2023-12-31,0.0699121436586846,-0.529358370876105,1.44259812930289,0.10806748141288945,1.9268265352610943,-0.12810337089523186,-0.23930269003651386,-0.8119988327641697,0.7875719477499359,0.3943267079353579,-0.24523078273043625,0.4250257988487001,1.3186797885810964,-0.3742346470750694,-0.2333898547485965
2024-01-31,-3.1514966714924575,-1.6061895215525877,-0.13079912990311265,2.429976169705015,1.4659898313347022,3.069417806429499,2.953531292908921,1.357643707704021,-0.8205598760858216,-0.8652482845784394,-2.1518235046341725,-0.5641529623903359,0.055473159968459716,1.7096672982374417,0.08951314730675122
2024-02-29,0.664671034921534,-1.3138272982291548,0.07544845224679732,2.303992813288135,1.486262985861749,-0.14177454689239405,-0.269045062069736,0.2859912526031275,-0.31497819282457346,-0.5459155467257735,-1.1148629457088808,-0.4278217981268444,0.14609184690178417,-0.27829172967805754,0.06424109910009071
2024-03-31,0.3539364057675707,-1.0792803505076316,0.6940291971742412,2.119639940668254,1.435768852627135,-0.5738354846916802,-0.43058207616807903,0.2990370381897357,-0.4270507991511378,-0.40108011628021517,-0.4791294206858078,0.025608176268843513,0.9039909792207426,-0.7781139789706617,0.11222632924022502
2024-04-30,0.8057263300515677,1.1874390591278683,0.7115982870266594,-1.4751821025378355,1.397849816824136,-0.679639712462977,-3.685335605915651,-0.7788258837718847,0.14879792963105812,-0.10048134708263877,0.289962275102088,0.11363346978347988,0.656475151567188,-0.9027227778961284,0.17372423514463178
2024-05-31,1.3776954684086926,1.6282847155719071,1.243158593156805,-0.7586037697792448,1.770699085487794,-0.22919682626445295,-0.06406447248648615,-1.90015631615993,0.9771387751007492,0.36164101071779464,1.5218112398635253,0.5450475908045938,0.790386471799309,-0.43514920383071326,-0.0003189638893162586
2024-06-30,-0.40842070500519656,1.0782916961867712,0.9631958105640283,-0.08138516932630405,1.653891693867421,0.008903810629235865,1.0820262123559312,-1.5096340554412782,0.8229721698162275,0.09897487764980031,0.9925295108257864,0.42264095152650655,0.563228724077136,-0.09590933005556673,0.01745927844059772
2024-07-31,-0.2912255552437203,0.4133260692906393,-0.3665129185544808,0.06778611631914627,-1.158678710933681,-0.3220569267294784,0.7420350600643053,-1.256514533703549,0.4948959180379133,-0.08225171925609828,0.37234870295175687,0.4950978776624135,-0.6973754769973909,-0.380410380835727,-0.006553755281449142
2024-08-31,-0.5159874417894325,-0.7784498412859204,-0.6410792250082936,-1.7187484085555362,-0.9116460405927115,-0.7238324101068574,-0.998964680575625,-0.9316044339095171,0.229005249238389,-0.352726879488733,-0.2735172217215217,-0.2587684319380471,-0.9238900165600212,-0.544222183186884,0.02059831989705475
