ENDU IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2020-09-30,0.41675636632343166,1.3315747923531032,1.408924532636815,-0.33528930914023836,-1.0649626605490436,-0.28626688586895005,-0.7042986674978305,-1.1348255412178927,1.0270977666436034,1.1493206489572325,2.145309474816454,1.9243076105852377,1.1573578614038404,0.13656349324462702,-0.08519059354993738
2020-10-31,-0.5525663218302419,0.7614476672005045,0.6281609996160912,0.32418754709607067,-0.45896714326640836,-0.2766981429758675,-0.3189129490516489,-0.9957785674671447,0.8202555798787047,0.8227399038013355,0.7523306489518035,0.5903545758069196,0.5459155401520467,0.25735186032148966,0.08926109672364523
2020-11-30,0.6613105718588602,0.298166110320794,1.0708288359841096,-0.27260196121307295,-0.4610373682228958,-0.1758469707028234,-0.17111867441438772,-1.336996298756683,1.4202557508273992,1.2524646709112506,0.8208641538367818,1.1172435182567735,0.8333439502774544,0.21017923967256835,0.15305117449384129
2020-12-31,1.0546318758455917,0.6724655860395902,2.1903950301296913,0.08834002921342114,-0.5491469570727674,0.5251310854193876,0.7463545324609498,-1.7622603610753131,2.4666241171461443,1.8825110322042427,1.3293520765221336,2.535598275566218,1.4358230827941134,0.796349468078328,0.026565777416752416
2021-01-31,0.16947732404977622,1.080356877473948,2.0625956824851324,-0.6508628673825165,-0.5162300688045481,-0.11856645782866801,0.31516605045006946,-1.8145387498057781,2.559669229932837,1.8078549851810997,0.9263390080074337,2.3120423675188295,1.3983888340574138,0.28800719786915885,0.04068765552209201
2021-02-28,0.23066172185679049,0.8147865721820007,2.8054900715350874,-0.5353377353027254,-0.8317441263951426,-0.5232436589632572,-0.0852489236022148,-1.8245385133255194,2.718088058110675,1.7686299175416826,0.8156012263307283,3.8535811665909794,1.8302943270254,-0.26596000340116965,0.0096609108018915
2021-03-31,0.0375211773760273,0.24222728932859783,6.356370597393191,-1.1548256333897764,-0.7707344240074858,-0.6968503693204121,-0.695988980379968,-1.9091493018884325,1.4454023626234862,1.6111244870725634,0.583593495629561,8.1755998745405,3.8018722969796084,-2.1793942666913573,-0.11925632451347835
2021-04-30,-0.929736642674579,-0.35132438315165887,2.397861794382496,-0.24163535077692436,-0.5635902476552732,0.7926624056226487,-0.010678246431342884,-1.449869758932873,0.7545469567043903,1.073349464369022,-0.3597026119798046,2.2396310301586895,2.141880079129611,2.1202889991164655,0.1439129243519817
2021-05-31,0.9937671069667132,0.06418675493375021,2.400261708150408,0.33192720014246013,-0.4051199009017048,0.6264751939984654,0.17197183060062765,-1.5716189564064988,1.5038085422051513,1.4049619843663343,0.25889364830773154,2.0661599921342475,1.8936053108085584,1.8851858818463774,0.08520908381782098
2021-06-30,0.5304313060203749,0.33982356915465106,1.6675403679463616,0.38216400047122084,-0.5838365455732504,-0.5566317324222522,0.033008480213547554,-1.5070162710123454,1.841254504101346,1.4384975568028942,0.5798937718472207,1.6784408862115527,1.2881556487021277,-0.6432305833524643,0.0636151600378024
