SUEL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2010-08-31,-0.4410711456695476,-0.02900098678468009,-0.3913159144959916,-0.6173486945472693,-1.0632622503640345,-0.8236867755156106,-0.4917879208620326,-0.5610010286447662,0.5452534705719537,0.29385193935715687,-0.33646843529190573,-1.443967164775563,0.3444977937710182,1.1483699286011715,0.1246921113861825
2010-09-30,0.5820822595318432,0.1301360434962741,-0.2349209360697794,-0.3934167027326954,-0.8881168380018887,-0.45276826859004665,0.04762851495143581,-0.4940215029625352,1.2955569160970783,0.7149873111600892,0.11852616202318926,-0.7913645622841275,0.38094455032326463,0.8057467829158632,0.05656931220288222
2010-10-31,0.3144761793789885,0.249906557001471,0.18954835101279605,-0.33815729082886903,-0.8213223485397607,-0.5131019677916518,0.3011574365241524,-0.38497199083452327,1.5222793319322925,0.7795874051389718,0.36330283312354156,-0.10025191752693528,0.47134026938961787,0.7078892023395899,-0.14951272527448436
2010-11-30,-0.8009687953119756,0.261518076345603,-0.23717797695765477,-0.42372293172197883,-0.8282853226228298,-0.8433970666461914,-0.2577037486229813,-0.25502847696916825,0.04964019077594114,-0.005068516384988766,-0.08337391618217425,-0.7369478411564815,0.30926327071643134,1.0153020738095413,0.13606581512219312
2010-12-31,0.6507205377458481,0.19177373090002378,-0.2800393750281596,-0.32661431752250775,-0.6540137284879715,-0.08749817171306667,-0.22281537045844035,-0.07738471945134158,1.2557918334502276,0.7892261451268762,0.3193806061178006,-0.5954367965387587,0.2266770245064696,0.5511586336287609,-0.1019817983424567
2011-01-31,-0.5244961274721647,-0.37767807319631025,-0.25903490677565005,-0.21000456406036871,-0.5604209172565796,1.603441300088883,0.5645361752236071,0.1404990695071537,-0.10853939860877339,-0.07602632534922216,-0.04553564537054579,-0.46711216925344184,0.17310641413681502,-0.5497502794849027,-0.0573918677922171
2011-02-28,-0.3361588327656858,-0.07670633942265685,-0.28565922459224696,-0.46191356819075685,-0.711545218983132,0.32287941282902444,0.791448649543743,0.9401726852835097,-1.312006701890935,-1.0301531740225152,-0.35344319964497667,-0.5928437578066601,0.06766886651261425,0.24750052647303808,-0.0448869813282011
2011-03-31,-0.29131491617831484,-0.6224571163796002,-0.38887264274899835,-1.8156436211285034,-0.8467965483090597,0.17758701237719213,0.14056825106556364,5.3010051885791,-0.5792172831801506,-2.3770001966449357,-0.4969664323273488,-0.7971332894291011,-0.36000515741875105,0.33661906596250657,0.17537850256002285
2011-04-30,0.99631160226904,0.19536243758490784,-0.14535779202081747,-0.23862177028457074,-0.600219557398069,2.044764748018825,0.33497242685474027,3.8000205880143385,2.7954469516091836,-0.13951851642113997,0.27720240434976123,-0.16989358908221155,-0.18967089152035427,-0.4583331585781199,0.014040316104693355
2011-05-31,0.13799390875335424,0.45193682014992936,0.18321967543796877,-0.41791568909698534,-0.8598947236005996,-0.08900332805280137,-0.00420102269074825,2.688839337465226,2.9446168041256424,0.2133689852656471,0.292116124241101,0.24969111469669128,0.14848017442362768,0.37718663516664613,-0.11689940919613227
2011-06-30,-0.7353873066138286,0.3936266921048288,-0.1348055687537873,0.1362731090901204,-0.9188554116772235,-1.0250896457411776,-0.48956635984233693,2.1018163285498326,0.3621968583835537,-1.5653283698726486,-0.029775019085737254,-0.1632933197800388,-0.17668579446523033,0.7109261198737102,0.0886188359436999
2011-07-31,0.9646222992080522,0.29001145907403697,0.04178324127362414,-0.4897740175015832,-0.8973082688672249,-0.6356387633144096,-1.1004934279386969,1.691837386051695,2.5672112743940194,0.3209215588457325,0.7755278722643516,0.12751498060044408,0.025077911908089504,0.34584413274640075,-0.3518465209733397
2011-08-31,-2.5472195147552577,-2.1944706614059233,-0.2825798399162031,1.560631610766983,0.9163594437237046,1.9336011848497696,1.286344335503918,1.3537782309053346,-3.9993068373220746,-5.524912693949389,-1.7388316490803777,-0.02959366552325466,-0.2993184476874635,-0.48504793662211887,-0.01099401951478743
2011-09-30,0.1940075462844512,-1.1952151905029857,-0.5473942742789397,1.5987152924968355,1.0127725660144515,-0.5138803496844192,0.7229824905436241,1.0394647625716673,-2.787837063487547,-3.243928554322304,-1.4792928160558798,-0.22496417573721886,-0.5566273754520304,0.6969034538554362,0.05606230491649348
2011-10-31,0.6567544790226326,-1.3348922249382007,-0.5601106424288913,1.2948944281821615,0.5718713965856531,-1.4576768029362879,-1.0004969097261027,1.169429446989851,-1.6353173837728825,-1.6700919902992375,-0.4701610387667272,-0.29864109993051097,-0.5585706617218523,1.298831257294036,-0.5080047474243492
2011-11-30,-3.6671945973141304,-2.503652482570073,-0.9813272994491621,2.7143114238640664,3.2251752050556752,1.8767645617905515,0.556965343824335,0.929456677479928,-4.081659216991544,-4.255294283890068,-3.495878344172135,-0.3371532459715856,-0.9949412417320483,-1.6609644939944603,-0.2535301608824465
2011-12-31,-1.2716019588382792,-3.655886899641336,-1.3468924549656067,2.03535767415026,2.7190336769347576,0.5019286994431444,1.1223512576773662,0.7036091786143264,-2.940897457046001,-3.1201280148143495,-3.304505420807281,-0.4873580050420301,-1.3643018934950975,-0.08105936839092144,0.4417031094448653
2012-01-31,3.196035884039651,-0.8898959556203975,-0.6295650442386665,5.141475358488303,4.56464181069897,2.02699732962437,3.7354572628766576,-0.2785939115156635,-1.0228950024782282,-0.6730991997863625,0.2750794848899422,0.14984732023004985,-0.6311365044640695,-1.5619733131626776,-0.05147755259523951
2025-03-31,0.37209860849338294,-0.9218722861114089,-1.1600632555756023,0.836230503807319,-0.7001944423055388,0.09954191437946067,0.2690324146009687,-0.4333687971988168,-1.5477120353483576,-1.3603273031669938,-0.9534896280745095,-1.0485699759725784,-0.7976129962233046,0.38508129810645747,-0.004599335898357285
2025-04-30,-0.5844199449254446,-0.7885241904459612,-1.2308612313676146,0.6964914183289633,-1.1704212282201194,0.05338271182372936,0.11861866805494219,-0.342573920254101,-1.4891265653817978,-1.5065825273874403,-0.8840444972583414,-1.072163129199518,-0.828907325865421,0.3877903439856279,0.23694853178721417
2025-05-31,1.0525591236005472,0.3862646781822788,-1.163061722329347,0.15933019396427103,0.2661733002725236,2.827824986614591,0.9268826139042771,-0.33803692132276775,-1.1982559963817117,-0.8264383575592413,-0.018887076623229727,-1.1303061412542867,-0.848053049575904,0.9302755225946044,-0.054036133026292836
2025-06-30,-0.9092382761841832,-0.1801140261600151,-1.3259723061801136,1.0845238051733024,0.4313675238117682,1.9647035091268021,0.7639174103694278,-0.09549566950334414,-1.1541895545290715,-0.9295351235458571,-0.32194336185756933,-1.2795731174707725,-0.8368566654685751,0.6274745330522574,-0.09471968672546043
2025-07-31,-1.1306842662094163,-0.41019913166602456,-1.5330554819832827,1.6823937355505412,0.7062869898876765,-1.2215502109185816,-0.2915491482701794,0.34815917517293454,-1.1263090660295223,-1.2582221341711903,-0.7065615753707952,-1.472220731780609,-0.8516927689818903,0.5634762633590479,-0.08766093855842542
2025-08-31,-0.9897653416616826,-1.473381379631703,-1.4982573788479063,-2.166025945933309,0.35010926003827014,0.8868959381648698,-0.27946351698353217,0.9869106166694542,-1.069834341022922,-1.6971689473995926,-1.0657802769790845,-1.4713663209074344,-0.8357462913159687,0.49588043296915085,-0.024759068812359772
2025-09-30,-0.44575565819330504,-1.286941794640874,-1.4032534964697492,-1.7503719205542618,-0.08208406352981934,-0.8374381171932096,-0.9707551088152803,1.618365328802759,-0.9717496965316571,-1.9257462589732515,-1.1085820199033622,-1.4010940817976656,-0.7896216663740669,0.762285509696721,0.07436744283499072
2025-10-31,0.3197015959352753,-0.5659989649718671,-1.1592219268167252,-0.653312387260694,0.09170175218954177,0.33430912871937996,0.8958238202419398,1.9242218044882446,-0.7906865103581882,-1.4066350766013467,-0.7415424110470857,-1.156296524557348,-0.6635465406262662,0.5672554629842773,-0.09344009139887997
2025-11-30,-0.9243923832366026,-0.526856651563985,-1.0829263912605565,-0.5697788813321836,-2.647725514182184,0.057985113452510596,-0.14853274540904357,2.757521113241534,-0.7648700172931044,-2.194579726250237,-0.8861194183312076,-1.1638449951646872,-0.6212929089616668,0.5665829395172954,-0.02512318110950166
2025-12-31,-0.3050958412332571,-0.4654560842328056,-1.0044326379771102,-0.5357634057017169,-2.3842317331999685,-0.7832398068317239,0.17161109341128758,3.1219549333266037,-0.6957999832169172,-2.4477761874694863,-0.7575335314374181,-1.1230275555421034,-0.5705545492983568,0.5877370197200817,-0.09974376427856366
2026-01-31,-0.9427337686899258,-1.136462107313409,-0.9420068438914209,-1.4309038819147033,-2.018447733033046,-0.32199856225758217,-0.2142269277411626,3.7029498270072954,-0.7978516746918957,-3.103528388017669,-0.9901242471404286,-1.0640931415592725,-0.5288355804979384,0.49929128803063255,-0.11080617201682565
2026-02-28,-0.9656530337703179,-1.1298931741471872,-0.8456447583847887,-1.2159593679110552,-1.657944284859498,-0.4609775311452371,-0.15870554122671957,4.362228585197528,-1.4878123084913386,-3.450119953477297,-1.263998317469439,-0.9271958753634354,-0.468140349048348,0.4378671450147229,-0.05962910157493319
