DIXON IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2022-06-30,-1.0648517543789426,-1.617483479660344,-1.7053331898139232,-0.48572714381900745,-0.6300527600885334,-0.4383198515371862,0.06795173381075108,3.183901634644751,-2.5574991173029655,-2.4588972604300996,-1.5956571484032103,-1.9218671659519502,-1.6020265003142748,-0.054285557064687934,0.034340616111944035
2022-07-31,-0.10189778208984271,-1.4132565303007976,-1.5159867630691135,-0.3222602859919498,-1.4467230065942083,-0.682711864904271,0.6020120608418318,2.657445705830615,-2.1564153422748613,-2.1200000776461665,-1.1694164431038079,-1.7789599546477934,-1.4128225733739115,-0.020338940042888585,0.1035832135234561
2022-08-31,0.5759087567248101,-0.33196163589984184,-1.2810217822001417,-0.17054171689619735,-0.7340361879655933,-0.49186421804145075,-1.2954428646226943,1.8695007284097216,-1.7201816441731772,-1.5638558702298841,-0.5389494172399693,-1.428361556923602,-1.2325347506523812,-0.016034493254224663,0.06324006903901017
2022-09-30,0.21009988865173046,0.3437271961031697,-1.207509120173061,-1.238757645130139,-0.503701392794044,-0.0942094519638568,0.2933322156925866,1.4823491867705965,-1.4446881925477688,-1.1909633906599468,-0.13624440469935536,-1.3513433124668521,-1.1664229081963455,0.02366943338806432,0.03263042358068542
2022-10-31,-0.04691492865011419,0.39013830762748486,-1.1450490127830524,-1.1230345906315318,-0.4682005065785346,-1.5089607158489262,-1.0236169646994593,1.334874731386712,-1.28282495014479,-0.924024505856517,0.07978224455080185,-1.2766398707132034,-1.1055319786707871,0.1305065602059484,-0.06039355654223449
2022-11-30,-0.8374152686900868,-0.3564321824669161,-1.1060023709445865,-0.614310207317806,-1.0765674306144384,-1.256802567549408,-1.3557410933913772,1.8455585432473522,-1.362341931071341,-1.4411666142859203,-0.34713010242121856,-1.2743499852049076,-1.0793460586268853,0.12643844397580847,-0.08521059659226739
2022-12-31,-1.0042049742652077,-0.9986640436616048,-1.1029003599865421,-0.6233893091684707,-0.9386200038360474,-0.7898011870583828,-1.2308486924161504,2.435743546059046,-1.4588086272411949,-2.4797171805154075,-0.8561355349494391,-1.3026230610648872,-1.1155847787287987,0.11110359159410456,-0.3757603597194945
2023-01-31,-3.5884804777000676,-2.9219069306330567,-1.0825682697441266,1.5728427521035768,2.2861074970731785,1.3550802037217626,2.073380754827685,4.627558755652007,-1.9913695050808458,-6.268534753678413,-2.440098452289387,-1.05636637791979,-1.2667542048344353,-0.29624265769999913,0.07508640478283198
2023-02-28,0.5731989797687308,-1.8791338625059781,-0.9569449735743959,2.407892880676983,1.844762875388914,0.8365336209122398,1.838666096324253,2.3874290153698756,-1.5571688454501251,-2.8592874231350804,-1.5993368091126587,-0.9514636595846342,-1.0568657459168678,-0.16163603581903546,-0.01020532331808657
2023-03-31,0.026210070749207334,-1.43031902033661,-0.9124300818154413,2.3214773802750446,1.4499411714442711,0.015394221208965898,0.8455076389082671,2.8932029086692252,-1.702264444179292,-2.2386661216766255,-1.346609936677545,-0.918254520318957,-1.1251162900757365,0.0940963348278044,0.018696663447129433
2023-04-30,0.25495264184663885,0.5067857406726302,-0.8831123164675942,-0.9147117269882733,1.3681166483600733,-0.28254350805168055,-0.9837228329149085,1.8658645883593683,-1.3508892450056709,-1.700663291203724,-0.6799993528644931,-0.8584886690256677,-1.1298507697115827,0.2366650072545581,0.2855402063215078
2023-05-31,2.7322935202301664,1.6823208479716203,-0.5269621745917846,1.1730833147427158,2.8503033264688904,2.524820001551684,0.8532978836996618,0.6160148812601991,-0.7589651481435213,-0.33273066733158824,1.810176043278867,-0.5775283347860974,-0.40517601968177025,0.13475985542479393,0.12349733283917937
2023-06-30,0.9942829297633538,2.176212511642404,-0.22173644435324721,0.6376836058089286,2.516523081252644,1.9414075128441268,1.5834904021461256,0.17224285683037713,-0.4198830071324682,0.24459247939056203,2.6330711229851542,-0.4069701565228835,0.030178021101935792,0.3757338474126623,-0.06267178715136495
2023-07-31,-0.4912679196303117,1.6154653739160565,-0.2771794048536867,1.2543634607828578,0.19230145993242428,-0.11146183283634047,0.44198446609385417,0.2529480346491799,-0.4202466377054611,0.014501348629735532,1.2126356214324376,-0.3568149252820081,-0.044191459630178606,-0.1400962112299924,0.19386913366792308
2023-08-31,1.5349106695346402,1.090835393721381,-0.04061708624048632,0.49080348443969146,0.43147187374149987,1.6025780337893356,0.2797625986534303,-0.3490399603824788,0.09827973286056785,0.8627214158171653,1.92300547499544,-0.22851409466560157,0.20595948034386025,0.19632323136284194,0.05546884274509955
2023-09-30,0.35833493471849465,0.7463745567900272,0.03356099810850601,0.38449754389877644,0.23058976156521427,-0.25221084248131964,-1.2248717974227772,-0.558451785289615,0.353092574906254,1.044839983704813,1.384380307142478,-0.156254445052079,0.27468222028125366,-0.3331951617315933,-0.03612224286236487
2023-10-31,-0.3164266846924199,0.8217745965037068,-0.0021913485810287725,0.15000406371420164,0.3857776120838723,-0.3375521437397077,0.04037994249084474,-0.5476053058898632,0.4021357305051568,0.8716541842816496,0.5024306797616018,-0.16601604511391135,0.23287134614813884,-0.3017840221596571,0.07711929413945455
2023-11-30,0.5796742044294781,0.33232361121288934,0.5893512344629073,-0.7697353502704921,-0.49975064404398484,-0.7913446781226655,-2.0098098414979413,-0.8459645193331917,0.8975234241897863,1.1746190275198423,0.6400274195715921,0.33211589886014486,0.817388558851823,-1.354299997948506,0.17534552719226174
2023-12-31,1.300349902002592,0.844151896161897,2.0321579585490346,-0.049749376453343284,-0.34789675173561024,0.885852844544743,0.9342718515395515,-1.3715387949487678,2.279426170069311,1.7058217278856471,1.343971532548705,1.4088480104411496,1.7821815402557255,3.1131340240250536,-0.0917440026839352
2024-01-31,-0.7272162075376457,0.6070830399831046,4.424919403156251,0.38917094250270046,-0.23070660712609448,-0.7037670350122687,-0.2482216127382941,-1.157060994589187,1.946498735201028,1.147712516099028,0.31772075498676833,4.494959180372841,3.555425846136876,-3.5866348375965202,0.10941913416291822
2024-02-29,0.7490874665526042,0.6899572910723548,3.563846860769886,0.4795581021259339,-0.5869221004021307,-0.442740172544351,0.47750811802955945,-1.4201519597287482,2.8055100359699443,1.283194143918341,0.6608923241229283,4.152316391473447,2.746226200583591,-1.8613568434110526,0.1124383507499728
2024-03-31,0.7234742541921103,0.3749771428664674,3.4502281995045645,0.11469332735307455,-0.4763296944201261,-1.0455970668267978,-1.865752365082347,-0.7374303512455008,1.4177049744964856,1.3250555899784144,0.9506583357652489,3.644747965580511,3.676883311759409,-5.441413916271489,0.10914050691366779
2024-04-30,0.6548780693913708,1.165029992476788,3.167902458615189,-1.8515086892914785,-0.7000200318351628,-0.5332749032341022,0.1179139083931904,-1.0448800071821847,1.9071366516959904,1.2921464647865037,1.0537273485946268,3.676822963327072,2.9299730021321797,-2.036337161210783,0.11904828950321333
2024-05-31,0.6958178539718896,1.1178480856504809,1.861176639142392,-1.7434378235740429,-0.6552511539899298,-0.03433486775219901,0.2537694967434437,-1.2660435407998145,2.2060465343185385,1.2360813721033987,1.1636007540093578,2.0369837413590597,1.5482538507941317,0.2422771310724731,0.24219080252177128
2024-06-30,1.5822660291971824,1.5534564093488168,2.1063670061349615,-0.5058667419161462,-0.28053052698136466,-0.05007218933340632,0.9632323252625433,-1.549213917226438,2.7243009025795617,1.3152839441745825,2.0312774574430073,1.8868707437996766,1.3250674684638317,-0.013412003697968817,0.011226249910818687
2024-07-31,-0.29255705145624183,1.0263848132215083,2.1345444722921934,0.15037904177686412,-1.083095040723822,0.20008099775931534,0.41934118075856003,-1.3366960238129302,1.9638211128519827,1.015867196947368,1.0501627635124564,3.0760473112175912,1.387396061553664,1.0088852927696583,0.08427527836166973
2024-08-31,0.26040344872291743,0.8057359199858173,1.484967930832407,0.16925122572314777,-1.0787209322172109,1.4332509295650782,0.4357230154140157,-1.260600277743332,1.7498599542312208,0.8838797964303484,0.79340718644228,1.9756751752125443,0.8748520791233164,4.960181533615213,0.04686869064321507
2024-09-30,-0.012866019787014493,-0.023678491364226797,1.3226093521054914,-1.140420071886292,-0.9506684047551041,0.3524034664454605,0.16672080742429637,-1.1511641806149056,1.4697410337981431,0.7372268585579673,0.41285336668616474,1.574729443991573,0.7315953088479941,1.069524901661785,0.01856534048259841
2024-10-31,-0.21955864488967008,0.015178039937174072,1.3849984926694838,-1.1997876591082572,-0.7796392519941007,0.9755621138439173,0.3110867749951191,-1.0322465612008094,1.1961969922688007,0.594219411274317,0.010820204256455813,1.4389610024959303,0.7637392348774023,2.713824626733906,0.11703050690304656
2024-11-30,0.5212474252839832,0.15366633311787647,1.3957505816748406,-0.9146960369688936,-0.7785413389106906,-0.24844686693313003,-0.6522880157922778,-1.0016592082582738,1.2146480877311914,0.5782542079714864,0.2178178929270973,1.4488016634972765,0.6310155861036584,-0.13516979240562546,0.12634840750770318
2024-12-31,0.5409651518947713,0.4470358476468498,1.1185436070076784,-0.7570232889247192,-1.6644377784016298,-0.3553223147896706,-0.4096127595422834,-0.9411698726786272,1.208516156652348,0.5511770918141633,0.5413123469298462,2.6704563943491677,0.33980246947030884,-0.19200440564782517,-0.1797134968380989
2025-01-31,-1.8751852156491204,-0.4157791486522639,0.7647398736795626,1.040517343110112,-0.1438349471498163,0.22382604105188456,-0.560736495957788,-0.6667928847052484,0.5425535262339953,0.24721825819603135,-0.7900808658758078,0.27904479057102427,0.32719485833225553,0.8635708301073807,-0.07264843892722306
2025-02-28,-1.3801158335891681,-1.5922276809396214,0.1980805832822211,0.7475224385213236,0.016588575635868415,-1.8919421792536335,-1.1586797333701062,-0.4830833949816063,0.23946566361701097,0.0029589655129673804,-1.4926555294771502,-0.15573123170478984,-0.0034331252302972704,-1.9527726411570754,-0.05580206447428766
2025-03-31,-1.116829592429049,-2.97943068879213,-0.27574853867024934,-0.6330203120427481,0.09134028437076445,-1.602834646195561,-0.7682220526058022,2.39743086232251,-1.0250504027067173,-0.26137246655430474,-1.987279658900997,-0.4790608410420879,1.380061030098191,-1.2059245520917319,0.22178445828048624
2025-04-30,1.4322510048532244,-0.6309040526709369,-0.0715783454557756,1.30012321471914,0.9713498028167574,-0.4061286537707453,-0.33024066349798603,1.8664328653200621,-0.8241477538770234,-0.07781719803541233,-0.7332233507182166,-0.5342121806201673,1.381920561525,-0.2965843803515469,-0.1131439224107568
2025-05-31,-1.6174924709800955,-0.8722882889749708,-0.7596932958491268,1.4547510540342348,1.0248958107594708,-0.18116996929382354,1.0365843173279672,2.316790837821672,-1.2160556953615138,-0.7639588517643553,-1.6530123344031233,-0.8781159384182963,0.31805224497029594,-0.038677253557132,0.019613097103586153
2025-06-30,-0.3229790779979764,-0.3670664835322175,-1.310110000666972,1.2221826207075293,0.8653336309096341,0.13677557191273265,0.933135104578158,1.9069758495359863,-1.2750715345583188,-1.038738929918037,-1.1064753709983421,-1.1105126268373984,-0.8994321934412817,0.013990955707251295,0.11690016441291011
2025-07-31,0.5957635879757182,-0.9453378482559743,-1.0993211625352919,0.1968820619561508,0.823702124071667,-0.2586371035299662,0.053562365017192415,1.3548388041301391,-1.0854815625511436,-0.7781823916638957,-0.2482410565216608,-0.9843755491410762,-0.5776543191426063,-0.1044397093511188,-0.009006651800173484
2025-08-31,-0.6243379523591883,-0.23146827685422355,-1.3415376335338784,-0.6855834264533699,0.5545918354563253,-2.1274259674962366,-1.424006915059777,1.259879116831528,-1.2020573050157224,-1.2289455364853592,-0.555226167238168,-1.0972824362445226,-1.0557645045527966,-0.5069699590101137,-0.022295846626692546
2025-09-30,-0.6889317029254262,-0.4584053274455516,-1.4853764019111433,-0.42777572166201383,0.4249827113230107,-1.6915837963066416,-1.5525868281703823,1.167187281100822,-1.2929648984516,-1.4735402687072177,-0.9459431125623272,-1.1731969934103685,-1.3756675373563727,-0.26601553846885717,-0.052061038837340375
2025-10-31,-0.9319688579380802,-1.4681460510849524,-1.607224527448769,-1.4265947275286441,-1.1526084293616106,-1.089524758622221,-1.0282732783304664,1.1448400931189322,-1.4319447765709201,-1.77686353066705,-1.1925283851634436,-1.1967095561384595,-1.6678606437410202,-0.09163136364114544,-0.059362832690283876
2025-11-30,-0.988954200827956,-1.6354460640389206,-1.8820351145591905,-1.3470804799585467,-1.544406183381645,-1.2132074482631428,-0.1383800420565045,1.1270308626888523,-1.5463912825510326,-2.0999191964502018,-1.5341754986217109,-1.4738860525418342,-2.376434124813923,0.1310784156289129,-0.18771929131929724
2025-12-31,-2.0998155725388465,-2.425528233861217,-2.165229016748858,-0.27322542871011196,-0.16502675859761906,2.068713205012434,2.274234704919877,1.3685497643301157,-1.793153766957925,-3.0816651123248704,-2.3554324488586955,-1.64667193067367,-3.3577743606123227,-0.510014695415287,-0.14715159818602275
2026-01-31,-1.5104626296871981,-2.557392224914755,-1.9016532697699677,-0.44088634617727523,-1.1462440412603123,2.220516001300819,2.082458487155462,1.4271335445263333,-1.7868462182984441,-3.648726524852934,-2.4094111786856542,-1.62105716299999,-2.7868544528219306,-0.5035067082717088,0.007819244568854468
2026-02-28,-0.13084463638163396,-1.8665935747102305,-1.616360103416211,0.27946497765135914,-0.9271445100184079,1.6044290609961125,2.2977168568699597,1.1159760652054065,-1.5308644049252287,-3.0286312975310943,-1.7109195805965554,-1.384191906716918,-2.0881809442278167,-0.32201393111732984,-0.03263152734832799
