DIXON IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2021-08-31,-1.0424455580840382,-1.3848153893871376,-0.19026400058966386,-0.8448925074310903,-1.2906225006601504,-0.8690615284786432,0.15949408498300127,0.03843163917427951,-0.1819408112599528,-0.6155780863721704,-1.6992738264314653,0.3633517651565436,-0.8705230688049899,-0.5567283427552077,0.1030286961076853
2021-09-30,0.13883368972065688,-1.2964427363668252,-0.2085670529892604,-0.6808853014133323,-1.3607401010936866,0.32023083977224437,0.19611996553352581,0.07824403852190609,-0.07689189044902453,-0.7621794527286019,-1.128595081666751,0.48839132135634433,-1.1265435890576316,0.4049632099351662,0.07950716006331801
2021-10-31,-0.054638449519381724,-0.6407313783914657,-0.22929887362879034,-0.6945832798606068,-1.5940172926641598,1.9176557327539017,1.555910163611774,0.13631024634364278,-0.027699606699224874,-0.9421806592684246,-0.7140576743688264,0.8570234192620628,-1.3170060903649352,1.8001383695030804,0.021230705545804317
2021-11-30,-0.5363297682606974,-0.2994570655887346,-0.7989646553472597,-1.1837192407987849,-1.712844195094951,-0.19225594681090238,0.28451367713322107,0.24578997214516513,-0.16612772400670775,-1.2987042383691247,-0.8323969044107903,0.17612761934971835,-1.7627219591386285,-0.07689064214396127,0.07710516492455362
2021-12-31,-0.06390547022777919,-0.4339350403286504,-0.9346994060098828,-1.3582049516867907,-1.629257988677939,-0.05442052865411893,-0.0870896657344052,0.27053565069917146,-0.10644013531034985,-1.3425629347439398,-0.5090468124444818,0.014603186983111513,-1.8017765977951905,-0.03271120196451662,-0.22323203795448648
2022-01-31,-2.4512293216809007,-2.01575145011111,-1.4307478589837526,0.7370060458152332,0.06600724493036733,-0.23124284827508007,-1.2301496641008633,0.5427738521111585,-1.105262497289205,-2.2013669412677155,-1.988406728324036,-1.6417609195835807,-1.8937384818776153,-0.13425185296449388,-0.02040068459245903
2022-02-28,-0.6235111312646243,-1.9944083304893503,-1.8287716448553055,0.566522964509025,-0.004869146200559503,-0.36726676161412186,-0.3002911965567869,0.5779320977807265,-1.183233180067993,-2.182850660290916,-1.90938096078305,-1.9568830244085622,-2.085162719134798,-0.12002746885506695,-0.002190784516059347
2022-03-31,-0.5874776123653442,-2.1589271193953308,-1.6551105328385627,0.1112980298011406,-0.23645334229126042,-0.48680767181035406,-0.5663466579492111,0.8329090602889172,-2.0976729351558583,-2.0502788371006173,-1.7154581720202207,-1.771536587056393,-1.8124612536887745,-0.11762437532685316,0.02009246173085763
2022-04-30,-0.4410786633299487,-0.9354846690431075,-1.7232220291013272,-1.6897842515572499,-0.39219078054188883,-1.0464777375719279,-1.1050153685110495,1.4022720846766639,-2.2660375543562936,-1.9270051969613369,-1.4449242301008365,-1.8551696881607103,-1.7405857535123639,-0.10085650699176049,-0.1304215656197511
2022-05-31,-1.645869120119429,-1.4229727751274936,-1.6931991571696006,-0.44088492559928405,-0.17453432357564466,1.4647825459486272,1.134110295605038,2.3739149620036994,-2.5911107208585946,-2.318220698953963,-1.7537556842388529,-1.852407282315969,-1.6307375233770074,-0.1071551609316209,-0.07636516304033306
