ELCN IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2015-02-28,0.0708807352957172,-0.016802091721691875,1.0407084202823278,-1.303121958026079,-1.4114853728970078,0.05518194616023518,0.13126484534002242,0.17131141743233885,0.8794292151543796,0.7519349389817986,-0.0025101762634733107,3.471862925891402,0.9614560187847843,0.08939028393195086,0.24069848155259707
2015-03-31,1.3309364049030235,0.6207593196639739,1.1378476330657716,0.09575557009016133,-0.6895030026760312,1.9115880154534546,1.8676650981616012,0.5341250057098575,1.3204352534734762,1.0497210944537063,0.8233667099686418,1.748103552408905,1.0430747833520242,3.0525076906817623,0.024304693697150787
2015-04-30,-0.04624582239697908,0.7206068634223588,0.8320742921703806,-0.150803421721458,-0.807033689696478,0.9857595420465571,1.3980039355687057,0.6137018759165253,1.1596235418285115,0.9185092685211872,0.6458570136120306,1.4149356013414733,0.7988329750226401,1.1762699816990494,-0.026707818914935868
2015-05-31,-0.32972586905381696,0.5066409046835159,-0.46014997937568486,0.04765325565987639,-0.8145313881142238,-0.5575213430149206,-0.3666755500904839,0.9284309208471037,0.8921700534144816,0.7091835801967592,0.2291460316135051,-0.34240185280350505,-0.05171584147735616,-0.4708871362455659,0.17805180272464433
2015-06-30,0.8654193983697309,0.2658924003913111,-0.15143847707786,-0.3935926439297649,-0.6359820603641415,0.1651597995680881,-0.8621775843842118,0.5340095259570309,1.2017905359317047,0.8787415120125198,0.7610740395369241,0.024341811774491517,0.09863774080626454,-0.3027959238240259,0.09592779559832175
2015-07-31,0.31016502173079824,0.4619756159680421,0.2897732418266387,-0.4338096149536168,-0.796652320314532,0.5800699167441824,-0.3199564273726196,0.24852949786418008,1.2452012648001083,0.9000499891882614,0.7308466787587704,0.6635925303078506,0.2714948481241376,0.2548045197502974,-0.22985479341402798
2015-08-31,-1.829175321175705,-0.3017575682282629,0.28900676824974536,0.9054085820389516,0.13430955224366725,-0.597829237716204,0.11387029771567052,1.6785532599437922,0.35893178762626593,0.2780303669510014,-0.7980332948200929,0.19449596857201498,0.3577477548686594,-0.5620764887882013,0.0320004651797942
2015-09-30,-0.08859566873349718,-0.9169408425522971,0.14849656636182776,0.3526561196546038,-0.31171415377062045,-1.2341186133597448,-1.723822941514005,1.5524409500077476,0.32310288580326463,0.21375948641930795,-0.7612042040958743,0.22755229906685207,0.207179733068855,-1.0304662553501551,0.0704782041031431
2015-10-31,0.17537448322554108,-0.9964956597576757,-0.08732952058830923,0.2692251489544036,-0.27248615207686105,-0.8730952278592364,-1.2832382612022049,1.2306956026528024,0.4254993628219123,0.25654398347152646,-0.4982396083904894,-0.011946515899694603,-0.04064622294104027,-0.6633385276591038,0.12164282095927013
2015-11-30,0.5100809967871469,0.3552867978795059,0.3009580783415849,-1.1943739098880513,-0.2117511608924733,-1.0803437066523032,-0.7607374205928782,0.55826156170734,0.7576707523185511,0.4780755432719927,-0.044235095938583754,0.3411784294059423,0.09368749627167956,-0.94848258335426,-0.03225332156467289
