HPCL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2005-02-28,-0.27156929525022144,-0.019576026275855116,-1.2727881453171959,0.12317776716069025,-1.0086570062744895,2.196244558282456,1.830690889571689,0.2292774570989371,-0.9974025717231941,-1.1899168418893105,-0.1531221032788321,-1.4839924342897297,-1.3874716599065533,-0.7022707827257865,-0.14354430262798495
2005-03-31,-1.0369220565079116,-1.4816684335520858,-1.6579087608836738,-0.9274058594544986,-0.5272180224705625,2.593574423425961,2.287981192094047,-0.8110543811489695,-1.7303854717406835,-2.2373642278168213,-1.0066100556174649,-1.7518894287028082,-1.664695505421765,-1.7525182298936248,-0.0042226976847843534
2005-04-30,-0.038559877889480856,-0.9056438423041878,-1.38624042379852,-0.703010135877801,-0.522074755097541,0.21527093929527333,-0.7445924020907321,-0.7544838663223394,-1.5033405037973537,-2.034598649027671,-0.9434451360956889,-1.44941552704466,-1.3735495379850677,0.10826522520425294,0.10035916558819784
2005-05-31,0.6676736052454296,-0.26360655323536164,-0.1929102055137459,-0.086227932750529,-0.4999775873444355,0.20110498366729282,-0.7307089078090475,-1.1529519079279524,-1.045111833223772,-1.145142099344766,-0.2519078606635264,-0.1360581417244127,-0.09031470794706332,0.10745053362730783,-0.08774419249948727
2005-06-30,-0.6310998602647939,-0.002503090891788599,-0.6807301489154113,-0.46839703578187664,-1.1764505361050859,0.16359217737369194,-1.207825769294995,-0.747733259465822,-1.1235097231749986,-1.5983200398458373,-0.504110620200003,-0.754217113375794,-0.5948677382873544,0.09380142051638223,-0.05515522098641088
2005-07-31,-0.34627079104939124,-0.2090726757804858,-0.6289784547295036,-0.3840258100403379,-1.2772766283692503,-0.38241502908828257,-0.6301126796098722,-0.5093503475601234,-1.0852150281214021,-1.739445092967999,-0.5671439082442672,-0.69843203627477,-0.5575369439669041,0.1896849172755581,0.006486008376027064
2005-08-31,0.07665327141511044,-0.6173384134364432,-0.5659708592456867,-1.0504440122300855,-1.211904679692566,-0.1784086870263502,-0.27473978934628374,-0.6076164698780706,-0.9118465149400493,-1.4264553843754664,-0.2848865288551399,-0.5982671735921836,-0.4872955607818046,0.1290328333861565,0.07278770922965958
2005-09-30,0.6863016219151575,0.2515413321575502,-0.3476699653191775,-0.7636915956466666,-1.3884448973185761,0.24661560154371806,0.2017493627658941,-1.0220524962371167,-0.5989095672965599,-0.8345389998066578,0.30010929015539245,-0.2970980400180454,-0.25042646216907277,0.0793816004362455,-0.05584591207400644
2005-10-31,-0.39570898180895403,0.25058224847251637,-0.3515521583958183,-0.6937726289874406,-1.1792768265546123,-0.4146337984970027,0.31118334866045144,-0.7401339207807456,-0.623309414182771,-1.0594666248954077,-0.0893425237057086,-0.35101634405184645,-0.2536112643186341,0.5327745236004214,0.13327596840608014
2005-11-30,1.0974063774090381,0.8862061576434856,-0.18213520656876353,-0.180651662216597,-0.8920449439955977,1.1632387654113956,1.137992661462354,-1.3475560326674525,-0.16822061682335282,-0.18165860005910545,0.9424315384277612,-0.13345741358858637,-0.06418903884586658,0.4452774160879509,-0.03292229069972445
2005-12-31,-0.23511203983206863,0.2890341795206246,-0.6992671724951903,-0.06037485238584171,-1.0024652774478435,-0.6688349161056621,-0.38654702927615947,-1.2011505232740856,-0.15701186653168953,-0.2718910966431071,0.5335118679492885,-0.9478245623432936,-0.597354424075342,0.9782877043192958,-0.06161330341954012
2006-01-31,-0.41225919562521895,0.29660398792149123,-0.523073494902262,-0.010061117950928377,-0.8990287729846328,-0.9870757391270019,-0.4704236229290632,-0.975900161348798,-0.23030462039414165,-0.5493115673019983,0.016387161800173633,-0.7031193396480092,-0.4522668938364623,0.982540122612182,0.046301603490309436
