LODHA IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2025-03-31,0.13356272779784095,-1.4571555642691894,-1.0899371591561842,0.11280877939300935,-0.43291361363558145,-0.947094215359963,-0.8410557378290966,5.828521553552787,-1.3180522918946909,-1.1259989307856264,-0.9707177027988223,-0.8470414257585963,-0.8040590368585094,-0.009350397065546495,0.10583707042674947
2025-04-30,0.6660859887650075,-0.10256177908208752,-1.0956104445846007,-0.09333104734079943,-0.07485298103469225,0.5406275561339141,-0.4703392538184795,2.603800120011196,-0.9187387112195636,-0.8374148804161363,-0.29923612519874165,-0.8471946590670657,-0.7947887129596277,0.10248605673764909,0.06987014147917311
2025-05-31,0.25971478669765724,0.5993671148790032,-1.195508592970951,-1.3992675910588994,0.02996802428347951,-0.5911901725525522,-0.1937274473055853,1.7229217213406989,-0.5851006717730586,-0.6728906809651957,0.05674511058409239,-0.9023692767673291,-0.9649680851496696,-0.0011497917483236926,-0.029400273944963615
2025-06-30,-0.7128914477144567,0.1319611419790029,-1.3871468388413049,-0.32659273199976135,-0.14996634328148642,-1.1072797013363256,0.030752715020932065,1.4928988418887996,-1.0373556386032508,-0.9919998142092527,-0.18614324006994087,-1.0275009076645383,-1.3276653916091694,0.13229515308095435,-0.11680821835741778
2025-07-31,-1.620065275939192,-1.1389743508315948,-1.285810746899436,0.22504343450289216,-0.3450200470116302,2.25641184278845,0.6120078284303123,1.5717916376787717,-2.1932730055652665,-1.7896236004177462,-1.1254052947148512,-0.9879867837209785,-1.228609323842503,-0.16076846981183057,-0.03242992223825894
2025-08-31,-0.5629655443231739,-1.7881570069013306,-1.2067273498927944,-0.7786815730250369,-0.43885400607629504,-1.6958807728679435,-0.7183065021556148,1.354751132042339,-2.403462484300503,-2.0312873327835463,-1.437432548159219,-0.9558499928035719,-1.15001690517556,0.16121158781183914,-0.04854696636875417
2025-09-30,-0.8153003999308686,-1.7239335495172254,-1.2167135924218193,-0.8417458062316225,-0.41899638388759813,-1.2000564798750417,-0.2682065992684989,1.2356282421269595,-2.424237357856869,-2.363186385022714,-1.6351634737151013,-0.9773377687052708,-1.2359652390223612,0.17143819548554123,0.05323277529395338
2025-10-31,0.4604105802200484,-0.5221500942401475,-1.0058744899062342,-0.5252459045362269,-0.9860249233406366,-0.037282883756271396,-0.9058375089979401,0.8533898967654198,-1.735159181968888,-1.7996776375926662,-0.9338194409522125,-0.8394653752577492,-0.8928961947516267,0.05133540692178366,-0.04237452500374898
2025-11-30,-0.7124136818963008,-0.5629520754320727,-1.069191816887567,-0.3940142751245263,-1.7320576891265966,-1.0467646938299389,0.27600210346987936,0.8146268040888961,-1.7382165374151721,-2.352341299225515,-0.9052251458976481,-0.9585224110737145,-1.1283366278113611,0.1770681541038806,-0.07870092696575966
2025-12-31,-1.0899821016900726,-0.6895378417447277,-1.2314732465918186,-0.024270697147002872,-1.5250658251327387,-1.1694422710449373,-0.3343637402705485,0.9059090324462512,-1.8038250247643366,-3.168379903311277,-1.0994835733753472,-1.1735280962502697,-1.6522890361146796,0.7697081808175098,-0.08840858195028196
2026-01-31,-1.1420570966980395,-1.5319663788570552,-1.0651654149334866,-1.2943011573283785,-1.8120898289745992,1.9741853365470827,1.2408551073023337,1.0440765379447767,-1.808770439842938,-3.4614592117808405,-1.4392864775394267,-1.061797750222112,-1.419054377606522,-0.6651084426949809,0.01709443335930004
2026-02-28,0.26324350561907417,-1.0423479271636071,-0.8760157925570323,-0.2485239977203974,-1.379371640760803,-0.45698943241092743,0.37042530134350565,0.8130188165924815,-1.5005520435306081,-2.4112625946877455,-0.9508749095549989,-0.8339938091477521,-1.0481034243774716,0.20940490118097096,-0.0764107245890722
