GRIL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,-0.3812807385700808,-0.676112621865933,-0.5690935516689788,-1.8516539645190795,-0.8799076983536814,-0.6866970793932486,0.03495552096021539,-0.46694378489383964,-0.036691021481003165,-0.13114737202174634,-0.5464456736989081,-0.1321865463456485,-0.8148005995207278,-0.2117389943266653,-0.0018595221316322116
2006-03-31,-0.4123981268428343,-0.6532638669553611,-0.8381541561372826,-2.039661451846414,-0.8389331952780404,-0.8186914141451677,-0.7442725780372779,0.13699208707250615,-0.7272524368148168,-0.3972689172258129,-0.6152574235412809,-0.5462651030525405,-0.8523071141147599,-0.15872056041050958,-0.011572627452457658
2006-04-30,-0.4857555757155886,-0.8017527463371968,-0.7341302416414764,-1.78942171974194,-1.2370813555614868,0.010732518445004972,-0.39146927188749986,0.3752233009232193,-0.8847068690416943,-0.8120639228933755,-0.8552600783263029,-0.20551036783064905,-0.8344211009106614,0.26141597604449923,-0.07331824904223523
2006-05-31,-0.9644162708184139,-1.1619548821678019,-0.9621116488466179,-1.0680598590724149,-2.421224426772735,1.9865611053490382,0.9125824381554543,0.8150511094377668,-1.2931176234013013,-1.2418505917109826,-1.1871482794776884,0.9155945115884714,-1.1253781589246161,1.197899331871002,-0.15295412208865428
2006-06-30,-2.0833831436418238,-2.052034058974242,-1.175909305749,-0.45794026100260515,-1.6894510707818282,-0.925332128449989,-0.14329891462362876,1.8536681376630106,-2.1026453014161524,-2.2792160179067467,-2.0550411276261413,-0.9173445524604784,-1.3794559646134967,-0.18612461797002766,0.026894156651521756
2006-07-31,-0.1474911418097088,-1.7520225715042868,-1.4375818617389426,-0.03170922084635812,-1.382895823349785,-1.763502616175486,-2.3737414706741,1.825206631787076,-1.9445395929438356,-2.0246735686072674,-1.623738734148762,-1.501772144283586,-1.7172788675003234,0.030477712458882023,0.019040310307546895
2006-08-31,-0.22668637688290147,-1.2816869123294448,-1.4735954041909418,0.30627505231135504,-1.1857445246835958,-1.0850664269719454,-1.8562998955012069,1.8441485211850204,-1.8441936624062376,-1.8780030423344174,-1.2606122848016394,-1.6278927347047716,-1.6962850441526958,0.12041310873285796,0.16862978144701476
2006-09-30,1.1978837219849265,0.4440552390858064,-1.202979665582416,-0.11900759122589306,0.24843804048068285,-0.5703923149327805,-0.20510398455814066,0.8893879346179442,-0.9765866237494905,-0.8452640277359428,-0.07121730059840277,-1.267686742976739,-1.3267486307325524,-0.06040297318290197,0.06357468651760986
2006-10-31,0.17050979904733796,0.6161419798129762,-0.8660909439894778,-0.33170132990840223,0.4597773724943416,-0.39266859026759426,1.4486315402857826,0.5213207605748299,-0.6528567891720723,-0.4633422087750254,0.320039946830269,-0.9473331880288623,-0.9584071991130014,-0.14500686559518045,-0.035567391416785214
2006-11-30,-0.8159448268832847,0.2998969692564812,-1.199431053397848,0.24154772796602025,0.3807963803411977,0.10309952789849144,0.8317180037469015,0.9486244378623648,-0.9923359320358716,-0.8110912986674874,-0.09558423048225873,-1.2827782402397763,-1.2463541406676981,-0.05860154644971843,-0.008965635629327987
2006-12-31,-0.4923872162159353,-0.5974238300093102,-1.1772645248273437,-0.869146753064554,-1.075199071453506,0.8592903431672437,0.6898285210642334,1.166062068262049,-1.1036846676198686,-0.9422895234735721,-0.40835828740456703,-1.2659977817637023,-1.195342765348853,-0.06573723513189784,0.008460287349391402
2007-01-31,-0.27336869243940154,-0.8293185879770631,-1.1640536988404573,-1.458703406611084,-0.9819359132755533,-0.2408068466399309,0.002807107266560972,1.1037580734911074,-1.0455982885007562,-0.8145037405839566,-0.5380556961877753,-1.242868241651726,-1.1933698558616057,-0.030167637009137032,-0.08800750748845862
2007-02-28,-1.194723253752367,-1.0253409296208351,-1.2524667666006981,-0.7233200739314051,-0.3038203179430705,0.8737345762948516,0.260616178554115,2.571877393193199,-1.7858655681413642,-2.0201493676565914,-1.1638694563976684,-1.3465408520678355,-1.279018937512026,-0.11372054050841604,-0.057753861390494654
2007-03-31,-0.8417855973436023,-1.2141243599698661,-1.2326280529655131,-0.7089359816668322,-1.6905173166000242,-0.5949927998311694,-0.8763517443372306,12.389092714059034,-3.876623445355099,-2.7037431359520823,-1.361349526776029,-1.4801412963449931,-1.692323990893933,0.24861290315510687,0.10711336448524078
2007-04-30,1.0597257584194748,-0.5972004731796154,-0.9966390728993801,0.5739334699222556,-0.9622408773518181,-0.8185275193074136,-0.5275462036257101,3.010155509599467,-2.4702813379479367,-1.0716372296695076,-0.44587192496440486,-1.0608911396474396,-1.016592262274176,0.26540005379167436,-0.01056347850956926
