ADANI IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2018-03-31,-2.522827295228468,-3.2583513263464203,-2.369926393597044,-0.39847233460073284,2.3352491071692074,-0.43711221102987996,-0.8158464897547348,-0.9900781459085726,1.7810757848142424,-2.1619146148193047,-2.6528703125775652,-1.574754803987145,-2.0838621913335764,0.671339738102623,0.08101594376008849
2018-04-30,0.7914598669220345,-1.6319236049573422,-1.310669647737229,1.8983196617730747,2.020630025853135,0.6212286730628224,-0.9132308497226607,-0.9298739677693137,1.3166449905660613,-1.4046848412534305,-1.5881495360511646,-0.9906088585752041,-1.179170352815785,-1.3269534709181066,-0.243286703508482
2018-05-31,-1.903651142199401,-1.897159926363576,-1.5827540569294898,2.140045092661306,1.9602866967676231,0.03072156474967636,0.7556133521567215,-0.8361902649820233,0.5081627468297114,-2.543357610630332,-2.2796182182665756,-1.1708658993905614,-1.462524887355869,-0.48123495854314535,-0.22128423872402656
2018-06-30,-1.5595653587136087,-1.4076111235565856,-2.458317587088801,1.5850345016850806,0.4116745123047117,-0.13166765446785306,0.16087072067317731,-0.7378919281021747,-0.006914213806494145,-2.763863793178039,-2.272445247791815,-2.281711559892539,-2.346490107666625,-0.3002301411470555,0.6632942174102642
2018-07-31,5.014075241242549,0.9919504135622161,-0.3946849866618039,8.24479026218795,6.947725776214197,2.4015173646846053,1.9902046323164497,-0.6195482096062832,1.0532956768413875,0.012198175856570176,1.7521982024977387,-0.3193299769767537,-0.3864458440270757,-1.1482459435344197,0.12149755306079917
2018-08-31,0.5953636482214979,2.3396345777039738,0.16598314437976924,3.3114905065398794,3.815802494685696,1.2855922935269095,2.0565348161448025,-0.4964246291550223,0.918545919255519,0.36956542175441615,2.2832510899468574,-0.1363179032805665,0.1525343075447114,0.8128916186671439,-0.39702623946229987
2018-09-30,-2.0630495922429826,1.4022714083880905,-0.9288465851223994,3.373031197320558,3.1474806980292285,-0.4765616469124274,0.3687462366844149,-0.37223597202547554,-0.16260683160327588,-1.1792139090060763,-0.3236365236412562,-0.4479817778927725,-0.8966845311227984,-0.048075608548701264,0.6611273693251739
2018-10-31,3.1094538256170154,1.2718274304207098,1.731593081026195,2.6639975487607943,3.544153173924756,0.42343527511612405,-0.8972691398125205,-0.2027060826550007,1.0534384167744324,1.1279757015412832,3.023037406797236,0.2694991378854786,1.706895913836754,2.813939806578208,0.18557007074978593
2018-11-30,0.6495970157918151,1.3874951534013478,2.1966034085805206,2.2439648083295722,2.481794178326013,-0.515611932725607,-1.5830073921459027,0.042000677068649496,1.009581393221884,1.3538544160486252,2.4598524767169763,0.4365705602189205,2.1710396352532477,0.038177050648481925,-0.08553826108365506
2018-12-31,-0.44432366789181305,2.271450499844758,0.6245422189541066,1.0481101812344549,1.9478680534074595,-1.354901431431317,-1.1683033868507793,0.2729828394462937,0.310884842649458,0.8216903251456593,0.7895823643750287,-0.002130468811375583,0.6165545745383882,-1.225240901007972,-0.11313243371182906
2019-01-31,-0.5291895842540475,-0.24400395359410593,0.6514238927407427,-0.30081125127492553,1.2645801929681777,-1.0301575435216859,-1.9406666555288907,0.8696272350012202,-0.34132149932172123,0.3850043159413137,0.003414828338197913,0.043170639104739415,0.6411473835517566,-0.9692547810020785,0.056608812287230054
2023-03-31,1.065356009183848,-1.524236174216199,-2.6415454777556686,2.7339545638655256,1.4162060722931933,0.23395779301127934,1.287387854660988,2.3977899497001696,-2.026896885185299,-2.319682366932639,-1.3300277221300163,-1.920549152620784,-2.6497658498339667,0.04463746256231671,0.16002364767995628
