TPWR IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,0.5558620590435229,0.43840021875303514,-0.5327313472333672,-1.188950636174307,-0.23521851918071482,1.0211514026917463,0.3760863755453502,-0.7174161438867849,1.5627264978345599,1.1406019902490934,0.5229614847091961,-0.4889200425648079,-0.6499297045441847,0.0718010944602565,0.13038434165399862
2006-03-31,0.9040880755690425,1.2269981656798474,0.15373004070264618,-1.6434086313002412,-0.035618173267538245,1.3894606013153832,0.11421510819140983,0.3369804505790697,2.728952587152144,2.214853638182449,1.353106936970401,0.06779372495166339,0.06588164107702954,0.8291433588498202,-0.05223023814577714
2006-04-30,-0.5499352189104273,0.551013736689384,0.30026453310682866,-0.3575287830997878,-1.204844336333452,-0.9175998929712706,0.23728925255915803,0.9551728079461776,1.3962721626787085,1.0679570672829206,0.4440592980683534,0.8544121044150441,0.23144842709121097,-1.4220294106234113,-0.10008345855698265
2006-05-31,-0.8988189623932631,-0.34309198068982083,-0.3576393082439549,0.10731930975775134,-0.8239171108680432,-1.1106595922523959,-0.6830307720533754,3.0175425271737284,0.2065857011841996,-0.0980083137600629,-0.42064687085269187,-0.03081780329679849,-0.31536267778328125,-0.7786533380624795,-0.03586125677370317
2006-06-30,-0.6115978051968378,-1.2590724718258828,-0.34640009903394237,-1.5332852979940361,-0.7310729439141619,-1.5527257895858373,-1.1934926340543144,3.6145369612621097,-0.2843168394172331,-0.6588081317444902,-0.9038647848613633,-0.0884357348866633,-0.2529874919739045,-1.0170196682867,0.013863931135012943
2006-07-31,-0.16884619596126157,-1.1532635566487375,-0.4646011136979551,-0.9439237303675632,-0.8056417077989088,-1.2316157088608377,-0.3272588023820396,2.725066896010453,-0.32587539885769223,-0.6864579660493023,-1.0795346779312376,-0.1945666503729964,-0.36780162020379104,-0.6520205385829377,0.07584640633831795
2006-08-31,0.5209266311167183,-0.19761831491862417,-0.7264831503434386,-1.013429474524641,-0.7633929798880624,-1.1353800028473202,-0.38525488650759326,1.269157921600903,0.41945228311808563,0.34227462931731,-0.5198986875156453,-0.4949116834416405,-0.6985399454102654,-0.2813556261030387,0.07323805305745659
2006-09-30,0.4531759771032316,0.5261733842504096,-0.643157732207264,-1.4618599323766874,-1.161297547476799,-0.4877369307950569,0.41177166454918945,0.08159112091292357,1.09479740415175,1.1722018734184492,0.22597880492096492,-0.27762616482812086,-0.6600371887707855,-0.056128714170548155,-0.0493742763355723
2006-10-31,-0.816619988340271,0.14063016841261464,0.28978967014225293,-0.4453305090194159,-1.2171920406784422,-0.2717433018412808,0.28874913084745635,0.8996009794752525,0.1474684582825597,0.10546265215802383,-0.2692878101465287,0.7844239983087093,0.28781486483265734,-0.4597581362184055,0.0728198949102532
2006-11-30,0.531334860190127,0.12752381486054304,-0.03098587784329223,-0.41629748860077853,-2.203457490277877,0.154610762509371,0.7347078884802715,-0.30526445584968204,0.8985459834340754,1.0407597298612128,0.2730502866183365,0.7452221899762028,-0.11480252356952414,0.05518144296608824,-0.03648648664531498
2006-12-31,-0.6606065396013878,-0.6306896510201843,-0.11567044100282944,-0.45661017478115756,-1.9477503976367603,1.539527431633286,0.8332437836334973,0.13697395008911048,0.03299966517668106,-0.03284314067156143,-0.3583493515280527,0.570047008466368,-0.14450528110966857,1.1349491591339773,0.07718013068301006
2007-01-31,0.7209608289956687,0.3972084010067527,-0.13213865866431046,-0.4886582483317698,-1.5785538677382651,-0.6100984645447336,-0.30911406442509654,-1.2711651100501935,0.8527371716690092,0.923783549273439,0.2422718116899758,0.4148305161916904,-0.2580579247612819,-0.5028949717949677,-0.10930461748677976
2007-02-28,-1.4758187377711653,-0.9949224313751934,-1.2705841471920005,0.2729579583055673,-0.5428848264881956,-0.7220655063068282,-0.7613413653468796,0.4743601304725881,-0.9099349809518584,-1.255498555528886,-1.1298351659577501,-1.2181615044254768,-1.2204048679125716,0.09863196466217614,-0.06364799248639036
2007-03-31,-0.8373585798740667,-1.1325732638118287,-2.1125755133578346,0.33045892219419215,-0.701757861044784,-0.0005480610918216621,-0.9917058227472839,2.2763716711152684,-3.0568728584855562,-2.437510845188299,-1.5792409674540737,-2.138742712568557,-2.102278970829919,0.49125110527273,0.15010238608359602
2007-04-30,1.562585194867912,-0.543560410465625,-1.1281138080521342,1.3567251040236843,0.4258200881400185,0.6403444328408516,0.6973174725898459,-0.8900704123200281,-0.9916322747566833,0.20735304293327605,0.09410192147908042,-1.138508961119674,-1.1178062662637784,0.3233417571382283,-0.010207761989572087
2007-05-31,-0.36112099511649076,0.22393495333858085,-0.729584976281631,0.6075872481366232,0.2533777896683377,0.16545984670904607,0.7524023774042776,-0.5052300412990267,-1.268673391258337,-0.2422877194225239,-0.1114044621090342,-0.7800083210154437,-0.7622909849419979,0.1591847987332802,0.13529880206303677
2007-06-30,1.3319945338085024,1.8367447053175905,0.3976844579822334,0.0719936851934518,0.7818829248539901,2.952382223321077,1.4751782497525774,-2.819407154412761,0.615380310707478,2.0318689019062424,1.2815739881017136,0.008131698112517164,0.07091791420082273,2.8460027840113455,0.0913411945656691
