MHSC IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2000-04-30,-0.48157393887079036,-0.2313119594722419,-0.7190295885726224,-0.48428786718899414,-1.1800691099517446,-2.3319732005292106,-2.2379868309094397,1.8602930149539714,-1.7078824192097501,-1.0732006416349156,-0.43101634144138984,-1.272130344084588,-2.3355108027465983,3.2876879353911566,-0.07175328567788061
2000-05-31,-0.4780005972568446,-1.3534199173200263,-0.9875050233584007,-1.5674934205021194,-1.0340591940645525,-1.1719019219422357,-1.1845221276697726,1.4338010752781287,-1.4280741748283787,-1.2429751955120387,-0.885808196947482,-1.385732245677685,-2.7208121356079045,1.5946898772790334,0.04995093040539434
2000-06-30,0.7699019195877329,-0.2378031019246986,-0.8845970455936717,-0.3781594149517321,-0.8914128289210058,-1.4263604537651353,-1.6592242489385747,0.5185937202296375,-0.5502907127830076,-0.3761665145215678,-0.051422214049521325,-1.0686781627795863,-1.9704320281510543,1.9138190268174724,-0.08975718080581398
2000-07-31,-0.8090819126781422,-0.45751691300127323,-0.9829389982944777,-0.18738944679709252,-0.7191050426540319,-1.4297328117550119,-0.34680864690206276,0.6273892806881706,-0.6848613338855141,-0.8338908154413375,-0.8714900118149227,-0.8972646350639479,-2.099234784176047,1.933821296920163,-0.03355153417123278
2000-08-31,-0.12933040087821113,-0.14840850476136802,-1.1474172808574767,-0.2535040295142977,-1.0415984584069837,-1.2359386204190088,-1.7393407290938998,0.38999247261330305,-0.43033275878619465,-0.6950507239695741,-0.6577888157417702,-1.609545570542212,-2.111428795718401,1.6681217732315976,-0.1286688433016346
2000-09-30,-1.2037881946861306,-1.8185902271578345,-1.3170155985529128,-0.6480127330419644,-0.7024378463983838,-0.7809030592841303,-0.1623498415261129,0.6781809019342817,-0.6631833454195489,-1.189747893462231,-1.5662329563837636,-1.1022201319558826,-2.426700704295266,0.9398810261613821,-0.26700186721424224
2000-10-31,-2.6536917318600755,-3.240592013039997,-2.2808284353993638,0.6177176554737842,0.4494270324074387,-0.7992454010041163,-0.04044402351261624,1.4584718495619025,-1.2741202865973784,-2.0683310907035932,-3.364817999566908,-0.5511114725932356,-4.543909732527011,1.487989242531509,0.16495261286007193
2000-11-30,2.128825450313998,-1.0916050993748483,-1.2121655008383132,2.4129502206045625,1.5248681443044252,-0.46231696440572223,1.250509786669942,-0.06444113742779865,-0.2252687748424682,-0.49476636185466344,-0.7824095759173257,0.2833278534253047,-1.7607820676834207,0.39592491547432285,-0.10260948228593636
2000-12-31,-0.6459755170283156,-0.8030177832754106,-1.1923067890243815,2.0475804879141877,1.214641974009912,-0.5150077155459524,-0.08097989708187081,0.09006841279746403,-0.30519887432378934,-0.6498429962235994,-0.9781002872926978,0.23540428410441427,-1.9479907789538495,0.5315238329722316,-0.011049836186585046
2001-01-31,0.2572309200938481,1.3947802879101419,-1.232344249791941,0.6185301191068338,1.1717870592711634,0.2683570406886314,1.5714873738442405,-0.325651517388563,0.0496090379847598,-0.2933138895982281,-0.28960523693949985,0.226206312029846,-1.909842363009177,-0.938535104497112,0.02016566959459442
