SJVN IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2014-04-30,1.4164466886355553,1.0463862257048515,1.6709922961622983,0.008056017073375868,-0.26004650015350483,-0.05362206127004642,1.0916558050025083,-2.0266163224859244,1.7775678639809345,2.369280411555028,1.378723437296832,1.7753172975735976,1.6071260825231026,-0.10647232373030177,0.08443831914657454
2014-05-31,1.4616951633995943,2.5837980989510214,2.305083125373245,-0.8145419977243843,-0.2924420495451125,3.1425843488154617,2.2488808995133973,-2.91148288879981,3.440325558955632,2.723147941985219,2.6346462658933065,2.3661245534235036,2.0317843743777693,8.954804103020416,0.006054508908706222
2014-06-30,-0.0989946737767334,1.9183537854297756,2.3733147128380305,-0.3480233950573385,-0.25600368565974735,2.244893341275085,4.19015159036567,-2.26348157120292,2.6805145296523296,1.9606651306213307,1.7813909838072277,2.346799568665078,2.118245616903108,4.1836793220185164,-0.014184634991956525
2014-07-31,-0.4533153115402888,0.58942907231645,2.4429696177830174,0.015070953859533569,-0.3803206198262629,0.3336804695452015,1.2792918432882263,-1.6329427859146448,1.9437722427828505,1.3603310327054976,0.779423183840719,2.5520208590251556,2.2543800221329273,0.4111392397175584,-0.018538120998911112
2014-08-31,-0.4887627890207098,-0.7018295430804375,1.7889334837902826,-1.6784107389693617,-0.5077777675976411,-0.16564283905152208,-1.4020575964601596,-1.162462108661705,1.3641065253727707,0.93219209109681,-0.10102198786001372,1.9443664995569396,1.7136360698382784,-0.4550128915885,-0.053374460591375045
2014-09-30,-1.1886194308964908,-1.3986006520452652,1.2431325337560415,-1.1787006444872794,0.1258900313174882,-0.015665157988379308,-1.4651155310234825,-0.39790017692475554,0.46938640040492974,0.3043666471588581,-1.3498323340641651,1.0249959653594956,1.2972714195389965,-0.18484222146994114,0.05129329438755048
2014-10-31,0.8505301604581721,-0.5143851054689728,1.5445848837753784,0.17337904528602147,-0.19528957820236412,-0.1405178330344194,-0.5007406384789445,-0.8697660288634165,1.1508275806491504,0.628789918550132,-0.49303476840851346,1.4483953297647572,1.491692231709451,-0.5114026441458093,-0.00836824967051658
2014-11-30,-0.29400622650940755,-0.3899790095188277,0.4447412231800843,0.13806461753755433,-1.2077946124918495,0.9586720877248875,1.043202046558585,-0.6309378388137504,0.8827397904297415,0.41414809276995945,-0.5085792837203241,0.9317448751129426,0.4402415292878896,0.5609308562771376,0.031026273563100466
2014-12-31,0.40379998376121806,0.602026764765671,0.5085365737376485,-0.7457005556439932,-0.9557993674450542,0.3122373675752246,0.4546320550535091,-0.8590563736188488,1.2841713612303354,0.5418162588225612,0.08076998447578629,0.8791266420910955,0.46041868499296706,0.03315295109591949,0.024146042305218572
2015-01-31,0.3800399145597533,0.2785217297252449,0.9570929237275928,-1.0663944987314757,-0.8331413302833933,-0.4332874144257358,-0.09596710006997161,-0.98085069426614,1.6376165537682408,0.629821722724533,0.5003899568156953,1.3369810053102964,0.8565418620606473,-0.8134456038868193,-0.003984069014874347
