ZEN IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-02-28,-1.7291494837644616,-1.527968643320967,-1.0860289282811555,0.4527786658895632,0.30759025552049,-1.023559768492026,-0.5613982471728842,2.1371718728674782,-2.167007498726772,-3.3611113037842317,-1.798929801122372,-1.0621446295815167,-1.4362125163609187,0.34657772570812934,0.16726734217241584
2011-03-31,1.0054214926070273,-0.9771823862675685,-0.8711806835422848,1.7466264866640695,1.2021049937126822,-0.7723342462207663,-0.6589898891858214,1.5348404528944037,-1.5279445168133512,-2.2509548107862347,-0.8524620235616279,-0.78486598670376,-0.9197188036477576,-0.08402908862351566,0.1824518584424548
2011-04-30,1.0370176168588692,0.22366501844123932,-0.8240919757050645,2.0627904630154985,2.4027207618526134,-0.6651326963084282,0.9058745489802458,2.2901931488837013,-1.000059911955769,-1.4236014237905108,0.15485037324508508,-0.7007096580507759,-0.8931684048077376,-0.18335711875656163,-0.07857798286125484
2011-05-31,-0.561574020157714,0.787320282564621,-0.8852766374718876,0.1453274300082136,1.214943898449169,-1.1625582020804939,-1.3190930204344868,2.1597237818516595,-1.1590379079843662,-1.6903149362687013,-0.08303236793323074,-0.7984135674937516,-0.9996120659819897,0.11997787508571059,0.003517414811878383
2011-06-30,0.06173312109318557,0.3081512733802521,-0.9296448594246357,-0.07400227829902832,1.09072455954343,-0.8306640591872548,-0.9593879838507772,1.7894228248711916,-0.9873233995341584,-1.4705809399248813,0.13931278225737523,-0.8406202942777745,-1.064993060176951,0.05510380217610286,0.0014035090023200904
2011-07-31,0.0880405881635655,-0.271835189433473,-0.7714275337698766,-1.6724070503691197,0.5651614016471213,-0.6400181030708719,-0.8935944037078017,1.4895512302631548,-0.8273912012924494,-1.288524304466559,0.23127573816625022,-0.7330580694039149,-0.8313245161302997,-0.11850566721722015,-0.39361415030853475
2011-08-31,-2.6680697000948816,-1.5948022894286744,-1.0219837290267495,1.5828117007537712,2.0193299150698034,-0.24866113945551951,1.573206415987907,1.245548430199214,-1.4534013757466995,-2.3667212841570886,-1.532027624491953,-0.8304529499287171,-1.2180148046552015,-0.06746901341462956,0.07699954043352099
2011-09-30,0.6929100097138174,-1.1391637678292,-0.9542620598253959,1.8693641658790865,1.4164592665928013,-0.23746861942232114,0.7261487009901185,1.0474068656379825,-1.1149397508789587,-1.6346115323181098,-0.9722058035163621,-0.8048719983026279,-1.1219901142273645,0.028113248236859872,-0.022385362960800223
2011-10-31,0.12484359050756652,-1.2011878100675608,-0.8872660504558268,1.589955046731353,0.4840604279869756,-0.8629507275066514,-0.542558311775048,0.8711712878063356,-0.9845164428533029,-1.4124784361980391,-0.7237692990917776,-0.8305411603817489,-1.0456800338324632,0.9457177219793432,-0.001970443987298725
2011-11-30,0.22017024009746844,0.780505556627132,-0.6377726638694211,-1.5440606767053937,0.5525870820848966,-0.0014076287823186354,-0.2844169385662126,0.7199758572712114,-0.8598848807759135,-1.1967796642785684,-0.3067617857651062,-0.5878304549858356,-0.7044152922878586,0.038268618289491386,-0.003952574315823469
2011-12-31,0.2547285564436898,0.4376384383981681,-0.6400897823986627,-2.052286911524934,0.5115410432852368,4.711478395442216,1.6431568272336294,0.5823174269107367,-0.8807181541290933,-1.0610664946410087,0.18515226921619773,-0.5867631576836201,-0.7148208087815132,-2.6718200632639593,0.1487613603016529
2012-01-31,1.3515568286841608,1.305505264051167,-0.186604797516018,-0.7070731173046908,1.024621768830396,-0.3724938171127981,0.7926721298600456,0.4423711195438235,-0.21015552046967256,-0.41797113596327656,1.9582185234195095,-0.12389183419193565,-0.12116056490011635,-0.07032340093604614,0.3131651824725951
2012-02-29,2.4044497717646807,2.7665180249953973,1.2705636120671453,0.3734576984243697,-0.5913916451664221,3.3676384982291427,2.061052460525297,0.3184715091301051,2.011874898225754,0.8450143490378836,3.9220751689312343,1.486702481945024,1.6699586349446565,2.2190542067646306,-0.17622663152645815
2012-03-31,-1.061697201022263,1.5702069680343993,0.4903238298664737,1.6558885181278606,0.539181400974011,-0.06127544063308521,-1.3432652262262037,3.469121523854184,-0.6921567302821184,0.2396392758785948,1.1866979556534099,0.41520344217280036,0.7553948163595404,-0.5751797631220976,0.030771658666753687
2012-04-30,0.27242488720283914,0.938424947131736,0.26143840929565204,1.452047552434711,0.4265261031688256,-0.009817529061944693,0.3652307740590813,1.9227652332421643,-0.3406089993798659,0.4616239404223558,0.9524531301332402,0.24081587614019193,0.06418639647297457,-0.4049893349389322,0.04995762644535635
2012-05-31,0.4225328119913746,-0.2411383554303862,0.9458156453369296,-0.28050728378171746,0.34456279770084486,0.5046239172587141,-0.9265768675743438,1.1770918382704592,0.11535981599572233,0.7970934251951607,0.836271929298753,0.8575240981575518,1.032948093653732,-0.6608235619123635,-0.23401228592614592
2012-06-30,-1.4023343127333667,-0.4711399798318989,0.13838428735092898,0.16119417080165763,1.421680772814977,0.7618285111784738,0.9967027152561583,1.7529771400438297,-0.9493770075199418,-0.17764428573954213,-0.7106091116774012,0.2986807385906634,-0.7379485865059546,-0.7263527416091757,-0.14236724128692194
2012-07-31,-0.7136188715029729,-1.1663845347218949,-0.2629611551208574,-0.07409606975039232,1.2540131493621953,0.6373937488711596,1.0470432161775,1.6818513858298167,-1.3030155981414022,-0.7367525968869004,-1.2484935200961316,0.02967523155871176,-2.038806837478215,-0.7030764388552452,-0.0030045090202986133
2012-08-31,0.15077564127745088,-1.309979055352933,1.298505341673442,-0.4939128039474833,-1.0755279491619754,0.004582585795950549,-0.1189117920428464,1.126597738731615,-0.9845604314277655,-0.5802082347067127,-0.8034522904400304,1.2471864540279003,1.4316367177678206,-0.6797409400963667,-0.05993529075357547
2012-09-30,-0.19999517532960923,-0.5021230012130836,0.6543910999909737,-1.1450916421123036,-1.4125443726379068,0.1974931486506211,-0.15606038191064217,0.9516326489981574,-1.0650563913502247,-0.7818153255926268,-0.7707958443051098,0.41871870545516654,0.0593432384170475,-0.542669284749677,-0.044645410906063276
2012-10-31,-0.07298147576433503,-0.07991494916601809,0.5326243391640011,-1.6663094995064989,-1.7544866290832677,0.12388259786732382,-0.1254575591018763,0.7632187321831173,-1.2009004083294368,-0.944839851343274,-0.5797514791421517,0.19594445730013738,-0.17954402659446306,-0.5043886540374738,-0.10066972814052173
2012-11-30,-0.4107128732155065,-0.45016943081219296,0.1714856946343528,-1.6429498853939248,-2.562555091033215,0.5118961741018976,0.7422839334083873,0.8007027970563699,-1.2933565479230802,-1.320920405264622,-0.512967103608199,-0.6460644430525855,-1.2475515407607047,-0.6227864602776784,0.039836287195495874
2012-12-31,0.43723517750217417,-0.042763350836645043,0.29335664157463404,-0.9478151702612949,-2.7180547791243272,0.22333270803103938,0.2490578975112023,0.24431519742373217,-0.7030749753213548,-0.7159569289229242,-0.040235153456795486,-0.7199298230407133,-0.6884069556822154,-0.4639799047410548,0.05524995351932535
2013-01-31,0.53773259625238,0.34545316025878536,-0.08255963159542366,-0.6909822413407707,-2.477374317577107,0.2474593227304353,0.3086538947042114,-0.3041895696198944,-0.06752043414860158,-0.084628454081688,0.36811945455636974,-1.7372124127761563,-1.3316934092843338,-0.4108492607585514,-0.10498731169753277
2013-02-28,-0.5708974450330334,0.27043435785721,-1.289254561053547,-0.6167574608693479,-1.9608573918140533,0.8184744196671515,-0.10726338950102253,-0.07830075012331178,-0.34322348120354007,-0.6331772775711143,-0.06956441012521965,-3.782525565668156,-4.3657415939870345,-1.042778337931499,-0.19433371324195806
2013-03-31,-1.251395838410658,-0.8196127556107587,-1.3148314432115256,-0.107648065328479,-1.1912407616153964,0.6667283211964352,0.18465853387318892,-4.247122578830482,-0.975667857637689,-1.510642484773878,-0.9103680233101858,-1.9524865010194261,0.1867942915421513,-0.8594064251118291,0.02388173200338738
2013-04-30,0.35464266287754814,-0.9601637270891522,-1.2486713261852478,-0.27444117253560657,-0.9738620469531065,-1.9911475040196989,-0.46397862084674735,-3.0480794740265345,-0.593260158853466,-0.9646993863840518,-0.5252345768279904,-1.6058664826880884,0.1970301502006261,2.688742213884907,0.017544309650909525
2013-05-31,0.3733443710737706,-0.3469285631462473,-1.2299955124087263,-0.019634718470671497,-0.9192508389882846,-2.044904827040043,-0.8309327529009224,-2.4392768818284236,-0.22218550317974553,-0.551647616599845,-0.2272008259672628,-1.5523087210137252,0.19035316402960992,2.663854007192481,-0.11506932978478723
2013-06-30,-0.6150933761364997,0.08278400171116634,-0.90997771764714,-0.6201333992714682,-0.8629467893844651,3.7733625073504866,3.2807573549423608,-1.9984032300364558,-0.400427956204114,-0.8796315363324196,-0.5524578822963317,-1.1675657915322357,0.19165440869347772,-4.134857536675573,0.1150693297847871
2013-07-31,1.0787460852038906,0.5502374819358228,-0.24641816005624612,-0.09215346462174327,-0.4824394038308252,-0.17209394317115753,0.1201396373140851,-1.7877665874679278,0.2591641933463052,-0.043052877481980854,0.4626054612519307,-0.23868527612676158,0.4871207805135408,0.01991450505708189,-0.13643415228248412
2013-08-31,-0.7462675921835253,-0.19303602716801951,-0.5855269203913902,0.1924797318857537,-0.35789037110880567,-0.2821816641729146,-0.11534893512906251,-1.5247141286234303,0.00026867281485112735,-0.5259667643194021,-0.05618406439901553,-0.49102636038626707,0.26823770072637343,0.15888731408651283,0.0016597514183644708
2013-09-30,0.17374387117451276,0.3186559011164775,-0.45521350301389496,0.062183203336097566,-0.8201669023531262,-0.3754863321736959,-5.332438516593823,-1.3711037005736677,0.24025923704884472,-0.35480459032222006,-0.010220161006684476,-0.6576428666135893,0.3016889753745346,0.2064792466581444,0.045388665814027514
2013-10-31,0.5655839640365014,-0.08532423309982375,-0.23598915240261706,-0.33214461323967776,-0.7028492469453147,-0.32035391991455786,-0.7781536418692611,-1.259160912484963,0.6213746526689741,0.02422864391399889,0.3317094285206529,-0.32996354029424624,0.3909933378492114,0.11781167634618907,-0.033846905373856165
2013-11-30,-0.11557527364851267,0.395457228341097,-0.07158083931908275,-1.2090919478498792,-0.661933659448695,-0.3264068777209219,-0.43007499766980056,-1.1348193770108304,0.6674955094519063,-0.014352205008735354,0.20407064547771192,-0.12715270670761994,0.41617444963291,0.0984641389108353,-0.04184710993550049
2013-12-31,-0.17069677453398605,0.17625762667798225,-0.3452395226247115,-1.0421406960785116,-0.8451879381558124,-0.3116079027432401,0.5433121257068354,-1.0253650165909578,0.6845034212682067,-0.07359012957902383,-0.04811569156066142,-0.5419623516311531,0.2734726620835973,0.14161486693431327,-0.05264373348542191
2014-01-31,-0.24678434007565572,-0.34086546301106163,-0.6692795381779132,-1.7979997261045633,-1.3630105766701865,-0.05123832260844097,0.9779929227534931,-0.9259671227063392,0.6398142984367357,-0.7452689800665327,-0.15236196330919477,-1.6136813646284187,0.09601878723931892,-0.0243679075466364,0.2836197784429021
2014-02-28,2.7236650727315235,1.4314412032045913,0.6485309882049476,1.3904599011629928,0.3727686319071415,-0.04487317477057289,1.0772142892662018,-0.9405162966248848,1.9044735551134944,0.7134879539531049,1.7845133544627558,0.7810033474695492,0.6714636414632214,-0.15613513448876018,0.20202662787328704
2014-03-31,2.0959404144062375,3.309674973519,3.4677351707041595,1.0783714561590696,0.7505469419082369,0.31414689118378547,1.6000969962798108,-1.0793576208137725,4.32741461744421,2.223885476316872,3.715365063713371,2.482686909402906,0.9409319068180106,-0.05911936799230771,0.051847464531962865
2014-04-30,0.5841259359761343,3.5490577634027756,3.065086854828389,0.2078527319549158,0.7951230403498736,-0.1547740317528739,-0.45264333625781306,-0.9402947125564609,3.8880759001500977,2.622105697839016,2.7625380166189317,2.367256348743571,0.9650945015682989,-0.4269190534459489,0.15384988271264258
2014-05-31,1.4413914776485817,2.253556192038584,3.355939008292804,-0.5053517101340531,0.674231696309824,0.43051031677532586,0.7481570107471429,-0.8089667485176665,4.970872687580483,3.786845791354116,2.8012262504229932,2.742626558765249,0.9305496857732496,0.17992708620657005,0.007194275634027231
2014-06-30,0.1524774027358417,1.1131852031729794,3.4253094287449186,-0.4949710422758273,0.48372208524267296,1.67948135716802,-0.01178241345266334,-0.685288130583843,3.610798467812419,3.338069951860219,1.6562329198467034,3.0489909708941596,0.944335716394001,2.3976075668286017,0.17992921115533478
