SCHFL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2013-11-30,1.1197401100717443,1.2911640228387269,-0.9765889308132321,-1.2291994164656117,-0.06729037336934798,1.3670213979166699,0.9090990934582979,0.2814335537159565,-0.6078219653565186,-0.5092055678582379,1.0731710019494762,-0.8240679120110392,-0.8563305651537986,-0.3115369525694925,0.08944953606469527
2013-12-31,0.8929341644038277,1.4565452810420068,-0.6927258414030741,-1.4769447650632812,0.13730405241803526,1.085051707883445,2.6384262880587963,-0.3095020762217065,-0.5655289520255503,0.26569188883249867,1.653020129534075,-0.5463240014375877,-0.4008259580393163,0.10015627242104622,-0.048710571439267415
2014-01-31,-0.7805577981884192,0.6361863263907798,-0.5099140090415382,0.3669814678122768,-0.5947531977631738,-0.3418339197761083,0.27280096658449376,-0.2793482220653471,-0.5421534443874564,-0.2990041353964425,0.6445874864830536,-0.3668692045395417,-0.20585025073500834,0.23523977694223816,0.10799268743401391
2014-02-28,1.1483147714250694,0.6168650408923421,-0.10089959801506308,0.5026050700068898,-0.788279468064238,2.176691761720785,0.20406878553195398,-0.4690881848364148,-0.3296449129757858,0.7665664111981174,1.0712299051119614,0.2005715601685496,0.2104004139990524,1.6582789302424275,0.08120497751305457
2014-03-31,1.0024030186959676,0.6088938660688958,0.4171389892278766,0.6395792082743583,-0.7302968653645099,1.548333763914523,0.24776540602788186,-0.6343323342986038,-0.11945906270697434,1.4629730447032812,1.2756504038524368,0.8447506380358322,0.6416679224554273,2.457069862387038,0.12085226084411442
2014-04-30,1.6293379024399364,1.9919049852809696,1.690800027427393,-1.400883189242697,-0.5258307744246078,0.23181995315869364,0.7117722697608114,-0.8405853515952191,0.1988816124064359,2.0742965514282776,1.974028578574033,1.9839602690399691,1.377319395772385,0.8750430905351829,0.09920075675852262
2014-05-31,1.1873499952153894,1.8753451201378917,1.8387887449451659,-1.4956421818734642,-0.4807563392731865,1.1496379636144896,-0.0574661858322358,-0.9884364065331585,0.5119155827221998,2.033060879656016,2.0953603576464537,2.044655866904768,1.323653444947502,3.9254244279908956,0.0650387162240798
2014-06-30,0.6319751172772464,1.5760341455272606,2.150802395195429,-1.089465084060559,-0.4365106601608071,0.22534069666315484,-0.45348630620080027,-1.0755303446395401,0.7678031609455369,1.7235692535774791,1.7704632602346253,2.2918264619834097,1.4392442953966356,1.0165627928488545,0.06686364184382299
2014-07-31,0.5988350238512238,1.1025660345642434,3.1016108377087597,-1.4332479627195098,-2.744635166599752,0.00722852393322503,-0.015995562119544726,-1.143589009035687,1.0253201421420766,1.481254201711117,1.3723409335243049,9.530909606205888,1.9666733483421575,0.7025239177019011,0.06342705242213682
2014-08-31,0.5154578018125581,0.7935771733462916,3.1527412258961873,-2.0679396728319275,-2.6842981344333867,-0.019313307572494158,-0.5259799162718787,-1.19807291312725,1.3104896569404418,1.27760962842697,1.0858825598735948,5.072880489213419,2.0276082349649527,0.2070956685427351,0.018648559078072995
2014-09-30,-0.07468759618893343,0.46519451685585345,2.424202385454704,-0.9028236813534574,-1.5821883734121465,-1.1324095072594036,-0.5195705460141591,-1.2264357495819798,1.576869841472592,1.0243285040123198,0.5546475713460134,1.9733916835652985,1.676815501045948,-4.790933302036172,0.07429630661905488
