WPRO IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2005-05-31,1.0828469907451925,-0.1968047471083747,0.43506932637782564,0.48425836604914385,-0.6260460505959528,0.6454736332705322,-0.12203294923889912,0.17444765241607374,0.3003472611708596,0.5899584703523696,-0.19075828918418125,0.40708530837270873,0.5036509459318714,0.7067008820081961,0.06808277586410022
2005-06-30,0.31832619775146903,0.21706974448580246,0.46869872782422933,0.39490344514077247,-0.43089269107054523,1.2211383990299316,0.2898916615293853,0.5533136131999599,0.03749991609648104,0.7864864287835023,0.15836982392064508,0.33551675657910157,0.5447097557234329,1.2756023267512,-0.03980360933099783
2005-07-31,-0.9379194347346661,0.2725177951065029,0.10371948139372733,0.4131715125785233,-0.42928419894789643,0.5432555749343385,-0.5837028188620605,1.559771600177022,-0.45219939603699366,0.5266036745964701,-0.3138308226669217,0.028760491392719995,0.2169558201848316,0.5524319579389216,-0.00951999573997836
2005-08-31,-0.5423044928274497,-0.5821950439657567,-0.25535234439951293,-0.2753396679901968,-0.3602417192264389,0.16285188575564596,-0.15329294490804993,1.9142172964191677,-0.7426398263744196,0.3747386646344092,-0.5211517615561286,-0.31110852808820366,-0.1638884619459578,0.2590344821778895,0.018413734460051692
2005-09-30,-0.14222190700408333,-0.8361605922627288,-0.3933329264958608,-0.9356326888898215,-0.40708274771149117,0.32629534608534,-0.44181845771008565,2.259742446649471,-5.44131159650849,0.3716621217367195,-0.4830963129888034,-0.37724391340806673,-0.273976534413621,0.3813043876550445,-0.018687070528447525
2005-10-31,-0.5594187444941915,-0.6321266174571812,-0.9786404139736596,-1.1174330993735473,-0.7499028790042293,0.6471844742668604,0.2722401491378287,2.0404952395790654,-2.664857655675993,-0.11093123496317502,-0.7828474826783794,-0.8954701058419693,-0.9371275227647963,0.3949625124075439,0.14929630136246017
2005-11-30,1.6948376906164946,0.506565447491949,-1.0418251048630907,0.6773211617428045,-0.3100578066573416,0.162260605946955,0.34984711939965424,-0.3601523548015164,-1.8424006842859544,1.6388740703172264,0.4423290642613393,-1.0097781562724446,-1.0766768860853646,0.27120562257361647,0.09043929137731356
2005-12-31,0.9026077003952796,1.1554034557526238,-0.5775223658103402,0.5550372114258383,-0.17283586172188237,0.8672922204694795,0.4674331461781635,-1.4228264774263792,0.4921069777245414,2.1036944330808196,1.2303316203659764,-0.5912557455966321,-0.6487565490095037,0.6479209257322484,0.13388086908546343
2006-01-31,1.5132531633639414,2.453223387708187,0.48758658052416853,-0.876477894720932,-0.18296973373123498,0.12271995009287008,-0.11455030277651686,-3.4726529437870544,0.7550295844272862,2.680168432460157,2.473969897189194,0.40849146439485856,0.11952303746409433,0.2353753774655537,-0.017652541516974093
2006-02-28,-0.6419659794897491,0.9628490098570269,0.370910013554106,0.46588918060428347,-0.05173822197637384,0.07698811020182979,0.10998809540122349,-2.5490300899546847,0.6409627303232839,1.62685069763877,1.1395270748216386,0.2516518521378106,0.04422871156470305,0.17678142058895596,0.07273919644657276
