WLCO IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-02-28,1.1948705409172922,-0.4732017448920333,-0.5446239107920284,1.1978253173670927,0.1247231114683128,-0.1823898341673905,0.7010736983422371,1.409415726909529,-1.0307649321452281,-0.45670839364951943,-0.5265425140544951,-0.5734606525408786,-0.3990935134435468,0.9131801274143319,0.08338607995124346
2011-03-31,0.21828047912935675,0.2722768034668045,-0.6081426772987633,0.6595973000889678,0.09324920553497712,-0.38885542503747694,-2.2593451591046816,1.4059946887769545,-1.6347823508394077,-0.5407217602850698,-0.14821476900720976,-0.5957917799127762,-0.6027850254908341,0.9269951796797745,-0.07970427282436902
2011-04-30,-0.739810019347559,0.3046915262691175,-0.6878159730014741,0.5877142928126591,0.21689523220221665,-0.3714130751977101,-0.8307143157555973,1.6443777841882312,-1.9398672522143277,-2.189734453100207,-0.28984761372707235,-0.6188784765805136,-0.7997931001954449,0.8986790696483669,-0.08267251520611552
2011-05-31,-0.694512138227757,-0.5278568760935312,-0.6349771519821893,-0.36540820484161063,0.2077462888492022,-0.3792898527530082,-1.2665904807843922,1.734604340278913,-1.8784215753190292,-3.6406403257458524,-0.4498341532649027,-0.5913526488334144,-0.70111029352747,0.7903336850801104,-0.019790531082899205
2011-06-30,-0.1809248920864314,-0.7921226888814534,-0.7020587811838556,-1.3606575407420298,-0.07244863983423984,0.17624656821861673,0.5683816758621623,1.4985887716534632,-1.5284466254420015,-3.0863653850760246,-0.4728752117281706,-0.6346833872803866,-0.8144411190379814,0.6569967882540382,-0.1524453693249263
2011-07-31,-1.2751720199437633,-1.060367847754224,-0.8346400504403261,-0.7110493532231295,0.2740934247187357,-0.16867058638054153,-0.1063287770462388,1.8937937747763303,-1.533676490347723,-3.444612199362558,-1.0698073646715938,-0.6885435076725537,-1.2035043014204336,0.801146812040881,-0.18927193733817768
2011-08-31,-1.5050730581888803,-1.6362915970774443,-0.8933127412497157,-0.21425358341267128,-0.6862911367983132,-0.014814129572634144,0.6175021228722493,2.347300340617956,-1.5172252571958988,-3.240769710622389,-1.7509614815709733,-0.8073336588003288,-1.5222707236324755,0.7832579347524408,-0.09386999493413967
2011-09-30,-0.5642434231524935,-1.8768791141720467,-0.9784451664449535,-1.0279731643880354,-1.594180070649382,0.25661674324997313,-0.07239561337416835,2.1718825634005032,-1.3326539027126487,-2.1549828288021686,-1.722204792581671,-1.0988701191067987,-1.8455415040215077,0.7240949707678326,-0.03780268412815705
2011-10-31,-0.02280588787195408,-1.1683250383137649,-0.922163242239163,-0.45593182583423375,-1.3227606075027036,0.1212368338679792,0.598231559873942,1.804363138117576,-1.1059016224286242,-1.7461897505537574,-1.3615643530381543,-0.9839038058952279,-1.6724280687907978,0.7681795547156806,-0.4438265292730465
2011-11-30,-3.5162964903944953,-2.3021323117219508,-0.9402546737284679,2.2984792181224054,1.1899326775577606,0.8425987223008021,1.6833555250120955,2.999340534171334,-1.4458035942689675,-2.330830106141717,-2.857298708697964,-0.6669296642055106,-2.7511705314137824,0.4402902062339408,0.19655039966586407
2011-12-31,1.8167083705785627,-0.7052574432473481,-0.7248446379533324,3.840636934744455,2.5735510200283462,3.6996432939996216,1.9004927960511564,1.2901662119394848,-1.0440056442757037,-1.2941086972250269,-0.8832476338710257,-0.4836022972937201,-1.3833842886364844,-0.6365210682769386,0.3189263236430788
2012-01-31,2.4609683009523073,0.9747159878041994,-0.4143170413015658,4.131189107368288,3.806898727878595,1.7433221101273275,1.7586163047224321,-0.011966264072164508,-0.4208015847337007,-0.3803332958636979,1.7466746285205466,-0.329403130159287,-0.3107751968605317,0.13554560323926992,0.236713821183819
