DLPL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2020-08-31,-0.9979281993581529,0.5494365265386678,0.29465631554202104,1.0529998416579507,1.5290488615771265,-0.22845409243503442,0.5621019835151743,-0.8821688709538991,0.6546295745804313,-0.09371475899918492,0.2880365056297669,-0.2868041291754345,-0.2187334552177926,-0.33981977418431075,0.05742256254092777
2020-09-30,0.37900599987356365,0.8509808137783635,-0.03849857514166733,0.9266961564078243,0.28314537412932483,-0.5063875888115119,0.09777857589188738,-0.7473237063520252,0.8595481508202949,-0.008399857308594279,0.41961978630625774,-0.2148205861289993,-0.5109754582190666,-0.5695460868032008,0.20039886366728227
2020-10-31,1.9009879918923227,0.8665063245511336,0.5243346776699904,1.004249436714971,0.8559530361971743,1.9512652398835806,0.5909214665428052,-0.9212831005355908,1.633400867053739,0.5906168781299034,2.0250756676235246,-0.02448423646717599,-0.33469371304535744,1.9837938532071697,-0.0027728384408352547
2020-11-30,-0.456018171175978,1.2617939000161147,0.3340238017759899,0.36650468228016325,0.6284912441413791,-0.5524790186746453,-0.09494790247541375,-0.6816620769997314,1.1892896256197691,0.2929178404426587,0.9622300874274744,-0.08620327043156932,-0.4402232382575688,-0.6189402315269146,0.006423334007348464
2020-12-31,-0.36703320442102505,0.7934306492888193,0.6312495560040571,0.5451977170088943,0.6450682469232074,-0.5045095859782275,0.09254233419440357,-0.11008777964694526,0.9391444422787335,-0.004922367395765384,0.2329399513201315,0.051414264889581465,-0.017139980336606943,-0.5958944172803916,-0.02537498098836985
2021-01-31,-0.6847910084904343,-1.2109505966453884,-0.7177368060066276,-1.679795291831596,0.03354583546279413,0.04079174234517795,-0.8978840070123463,0.19040912052395842,0.6804484631645809,-0.6019615034434098,-0.45194111959924854,-0.6112051688424395,-1.057419684699067,-0.2620648116274451,0.023394937093147775
2021-02-28,-0.07980340133456924,-0.8906811216440831,-0.05692921420553547,-1.3440392487471131,-0.36299991315989527,0.7735766876100043,0.7808554400215642,0.24277256449414172,0.46009977307096195,-0.6106853575412684,-0.6094792318553638,-0.005216567824206492,-0.5442572200364654,0.5000610417833402,0.16264975068777804
2021-03-31,1.4615225294762604,0.47629291260304424,2.4779039848867246,0.2585165316102189,0.17792388400661494,0.4802008268893213,0.5132929726095522,0.5199823856983797,0.6906569411762062,0.20088232287268193,0.6137307432722791,1.3479840216974182,1.4450406569576657,1.2722042792733992,0.08006032526885433
2021-04-30,0.44038912679004555,1.3431329866438286,1.7629975399869786,-0.28956022154904376,-0.7941350857718172,2.6814504088465716,2.3968266143609376,0.40655697982998185,0.8705978300687369,0.3485926411881738,1.0324398705202262,1.963043362837855,0.7654408883844711,4.7713208006336005,0.007967628406630085
2021-05-31,-0.38261390402171436,1.1054619798436522,1.945432896707604,-0.15706421763424486,-0.813998778501096,-0.04789042628490037,0.2518230232741774,0.554411370793809,0.5770165883236964,0.05428281953096025,0.5103244940032613,2.1238704799586112,0.9547475078375491,0.3196280054941079,0.10165086683612029
