SCHN IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2025-03-31,0.2343981435988746,-1.1726876473046226,-1.6824395939590353,-0.017176206845637827,-1.1327952175341718,0.1155541093237249,0.5385211324374664,1.2077396084755339,-1.072182877713587,-1.9598405099933647,-1.1455200297479835,-1.609247045002217,-2.0793064030148587,0.5884321985337512,-0.1495727602555447
2025-04-30,-1.5266735251657166,-1.2707237158558446,-1.8162881242307514,0.20158931520143225,-0.8012555606870837,0.5992064738717583,0.09911315059312972,3.3322848989787417,-1.3102185460596982,-2.5320623591697418,-1.5777180751617104,-1.7438748445580874,-2.2816981966677568,0.5613903342410431,0.26769654398189535
2025-05-31,1.5244876071354942,0.14886963001724543,-1.3403461582235447,1.7758041633311892,1.024427056500342,5.468432311062386,1.1933751640917578,1.4862558107229538,-1.1844228704395081,-1.2919940376604693,-0.1732317132210487,-1.2351480736908313,-1.3787379055142555,0.7377625761546912,0.10137732237564663
2025-06-30,0.3975471533575587,0.23482607089957575,-1.3786602690366923,1.7222631035481357,1.100144939831926,0.11125667075006186,0.3176775867264044,0.9901203313375511,-0.9966942512614168,-0.8767882210016393,0.3434927397291267,-1.2628364814316073,-1.4395396262483546,0.5873085481128656,0.1863379875746832
2025-07-31,0.9942184464425369,1.5894557997441074,-0.9976447082902316,-0.65182913696146,1.0428952000774099,-0.9321207042834294,-0.8596785666931536,-0.030237526492722922,-0.7700704246140373,-0.08914442331607944,1.0596722914925438,-0.9782028790983505,-1.030196224275954,0.3837320092837093,-0.1570964841893255
2025-08-31,-1.483260135884597,-0.06381952164185681,-1.1259286345411716,1.0848228145085115,1.3439202423272987,-0.918564961855125,-2.5423111787205404,1.0951073251497399,-0.7530260533282673,-0.8979317805623361,-0.18771180422550415,-1.0664188577988718,-1.1763054992302566,0.5484589562395489,-0.04351881789675139
2025-09-30,-0.5623106957660099,-0.5846141439452035,-1.0664063746677541,0.9350043143511434,1.3422610637363526,-0.7343334243036141,-1.1918875844041363,1.363747849552065,-0.6597999844230659,-1.1683321116421788,-0.5274060537535158,-1.007432494839781,-1.1151710005730198,0.5829018434842645,0.019190740418792877
2025-10-31,-0.1023150763379435,-1.179679657895221,-0.948578299299037,-0.584140476696577,0.6081156429582554,-0.5308145488208922,-0.11148940284406125,1.2251022291609766,-0.532121360867381,-1.0341227903361851,-0.6454306121795708,-0.9047957616960051,-0.951907317638787,0.5386290132375562,-0.1550576460874974
2025-11-30,-1.4002142438886105,-1.0915189342937195,-1.0857457499561123,-0.5471598595562336,0.16035562267886735,-0.11977972478195759,0.7554237399541438,2.359367406568489,-0.5087785098833658,-2.242539128851457,-1.31445788526906,-1.0240417459722617,-1.1733585829209825,0.609399117321259,0.009102025666870144
2025-12-31,-0.15791341255001642,-0.8623275150774518,-0.952462301242471,-0.37982665454985387,-0.13541268245685806,0.39868615913073857,1.4094368416338068,1.8671493032450752,-0.3905145404219132,-2.1288648158746706,-1.101243390835607,-0.9048403360725767,-0.9678134142966233,0.5341725754122381,-0.04252954275802603
2026-01-31,-0.47313635071132437,-1.0376600277332308,-0.8257951150737695,-0.5760936518564305,-1.5248157963622637,1.916189304876754,2.1285340378623396,1.7903808444707048,-0.30422287315905194,-2.6383216316246254,-0.922781307220914,-0.7796368920148223,-0.7915245467584012,0.5730441568983808,0.2687945142274519
2026-02-28,1.8285994918949033,0.6008957905598047,-0.3843700153800125,0.8703997562669745,0.27400963800087763,1.9936798278943322,1.5890075643903394,0.02344555702601865,-0.05126109916225581,0.46640196617847124,0.41923680493106336,-0.4067227137557909,-0.22181023971999303,1.032909885643577,-0.03605511831600877
