VOLT IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,0.9603621448005747,0.8646305783770664,2.33790107037782,-0.6785008184790965,-0.23854502008972445,0.05493457307031735,0.18599117279241648,-1.194530852047558,1.1584503260426522,0.9170343975148225,1.1708483213686207,1.4038081462154823,-0.2316547129733906,0.255249204387392,0.21086140232255682
2006-03-31,0.9903686101695712,1.3295267339346732,3.1022393944746742,-0.6802446385306152,-0.11911032795922534,-0.15139210218539198,-0.7173526220617668,-0.7467733552731236,0.567749561999363,0.9568093135353586,1.6279017910175702,1.8910802800235136,0.7062025328996222,0.0449488121464573,-0.00674538813953165
2006-04-30,-0.735405971670271,0.7210642975637819,2.1854507224756694,0.21337708665172925,-0.5398382588578773,-1.3630302310414162,-1.0713276573769352,-0.4851111742186073,0.1275996661524296,0.37711051142703755,0.46102711823934345,2.2035364212396256,0.5715859024529142,-2.220764736197516,-0.010807670494308724
2006-05-31,-0.7278956901349498,-0.2863064341178806,1.7608067137234655,0.24536907867482857,-0.41334688448133866,-1.046601166402864,-1.0024628388562211,-0.3262183024360847,-0.2230795577380762,-0.05361014442232325,-0.29502038245143714,1.6293315878982262,0.6097656151283538,-1.46929080070145,-0.24864454468649413
2006-06-30,-2.8761252629241363,-2.674760645758221,0.9049725182103546,0.406767113210873,0.9535505547817203,-1.1278552063980665,-0.9377754401244442,0.30361262254471005,-1.4315545376085272,-1.216392103590697,-2.2025792291406376,-0.08542534518454707,0.6199038038541644,-1.233549778953538,0.02623017709602319
2006-07-31,-0.41306307875686454,-2.2927255858595945,0.7361585384236051,0.5564242158666904,0.8542080604241934,-1.0743512846509793,0.3916992638633086,0.39947820410581064,-1.5754133414090337,-1.4942470562439878,-2.129790633003314,-0.15588439625851375,0.3592881856013001,-1.0824202359109718,0.16835832556257788
2006-08-31,0.6402540610900395,-1.3550860379782108,-0.2653990019618456,1.3751001492207235,0.7088926931326689,-0.6885186104048084,0.08750157077516833,0.15543982263748624,-1.0749520379999264,-1.1664569330637913,-1.174801320146109,-0.6612892930078382,-1.1449158832416777,-0.4442406762547837,0.09602437592976744
2006-09-30,0.10453094805795447,0.1932788233013188,-0.5123775957671626,-0.4982528931499328,0.3215646615728747,1.472838350075388,1.2422691487959057,0.11665464963916475,-0.8501487106930264,-1.1022248923991798,-0.5688288046681553,-0.6965769278632792,-1.511451822694827,0.9251194987649545,-0.10573578035786367
2006-10-31,-1.3358446298097597,-0.3468808244939341,-0.6050170908098198,0.36467615958125915,0.4349547072426044,-1.0778373613917576,-0.41686215541513505,0.4829447574946089,-1.5300223865800457,-1.7460366062157557,-1.0899268711978287,-0.7905643749695167,-1.3532631057738382,-0.6649716213342903,0.16882607531907015
2006-11-30,0.6474196669619826,-0.33095719117940875,-0.8160462679538424,0.33938171691864333,0.7170435961848096,1.2492017460951417,1.122658808565806,0.24948410771086224,-0.8280384528352022,-1.2361983790059203,-0.13678391103029897,-0.9815062299009362,-1.6860396544636882,0.6585878944003473,0.03602791255558068
