JBMA IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2014-12-31,-1.1374764655608038,-1.5523176171036872,1.0350614758679249,0.2898322167956536,2.2923764111244753,-0.0955594741647845,-0.3013068435728414,-0.7879105723093798,0.3133919726632882,0.23019019657704,-0.9520551282282684,0.3866652541634862,1.0011260727427191,-0.2223723863408756,0.09805506029558984
2015-01-31,-0.007458048909916538,-1.406447696931541,1.287099042967841,0.3750361789530564,2.0170734858415047,0.6014642288241402,0.5654346413285921,-0.6929382614226166,0.3192196176492149,0.1792088919477392,-0.8930459095553435,0.556656691010119,1.090391636017632,2.412484270716359,0.0865036338967211
2015-02-28,-0.0664101563425014,-0.554137486880933,0.586283947978803,-0.28443814923205635,1.2203031290631812,0.08191951214654931,-0.05191126342095758,-0.6094777945139107,0.315894965841509,0.14106175544561012,-0.7821810831934309,0.2871304082541191,0.3287495035758887,0.056208772857629694,0.014787700154379371
2015-03-31,-0.38626131585637113,-0.21347784697732206,0.09625492423843224,-1.4491723075420053,-0.2758606623167317,0.07015503632301767,-0.08214028904199967,-0.45988703085205124,0.035357654564853944,0.065567362487965,-0.663228904143928,0.3566670976064283,0.235890427551392,-0.10248588800009206,-0.025788396228268444
2015-04-30,-0.553869392498227,-0.46984525438974206,-0.06463974547826992,-1.3311017227723079,-0.4598960101770648,-0.980890066055236,-0.6580881610170438,-0.35202534529192187,-0.06339964676210945,-0.013718996144415577,-0.5860863873717728,0.20363362890106124,0.055811255012394145,-1.340836132392081,0.005866495764281388
2015-05-31,-0.4478698344291633,-0.6537081289122998,-0.2442777042861783,-1.6851266859317768,-1.399944086290265,-0.28934770629544593,-0.3849526117356256,-0.24188377130997965,-0.1472082587797104,-0.1101275833371594,-0.5975053727219534,0.46639074676418524,-0.19183647850014188,-0.41898629244582875,-0.23941941478625425
2015-06-30,-1.464342112048315,-1.1595881874971514,-0.6609489361479264,-0.45179827968591235,-1.0873854430795973,-1.379100476517265,-0.7437331834728642,-0.07538179850787288,-0.4217047596362931,-0.29223080452801753,-1.0877888217789622,-0.5093132144860615,-0.685608969862202,-0.6446695520137399,0.03763022371399317
2015-07-31,-0.2664669990869888,-1.015523758834179,-0.7175390471593448,-0.2877311777133313,-1.2931875716240446,-1.5945416574754392,-0.6098042663817642,0.03514220196519419,-0.4858111001385007,-0.3697818151844647,-0.9650818530320715,-0.5871565831756959,-0.7982333353095787,-0.5965470477819883,-0.04209917201262734
2015-08-31,-0.6095026882413869,-1.0881666621004775,-0.8512118993402128,-0.42710408612283307,-1.5856127101602617,-0.07914523276381887,-0.26150325424620025,0.185811609854326,-0.6392141120799545,-0.528016660888059,-0.9641512817322925,-0.8299979726643941,-1.0385690288398923,-0.3177929308635223,0.15359598947958164
2015-09-30,0.15208439866762286,-0.3540071005151004,-0.9118899007560473,-0.8904644976259783,-1.121891848561519,-0.6470244342094343,-0.018852214984353625,0.4182454046078813,-0.668783920337962,-0.8233452302638895,-0.6256005569099093,-0.93318200516055,-1.2210742742668963,-0.29694204035772853,-0.09982740939414445
2015-10-31,-0.9311597510170133,-0.6477946161861302,-0.9297952379205495,-0.44847930311572987,-0.9850294404209793,-1.8239140800234053,-0.6537288439303329,0.7535870835921278,-0.9248558031715943,-1.1406390060012765,-0.783782665976558,-0.9574175556567508,-1.287692242019749,-0.17813339595602193,0.045091306056990146
2015-11-30,-0.23961817763390958,-0.45800529271888457,-0.880426379779153,-0.44956882659404873,-0.8748536109709497,-1.2534544535098977,-0.9970557526447148,0.8985858570317538,-0.9503194693185735,-1.1438087425264523,-0.5955875069058923,-0.8794343762194347,-1.1911102740370185,-0.2989111842884995,0.0251081565797028
2015-12-31,-0.33651272935002774,-0.678691240484911,-0.8488388812552395,-0.9876958519325826,-1.5143103573746999,-0.8556102199099217,-0.6727450891656028,1.0856774520108834,-1.0029414354834028,-1.1708313757589406,-0.569737404576493,-0.8216922180490702,-1.1432339284619002,-0.3460370590526711,-0.24440464075257495
2016-01-31,-1.4974859377306602,-0.9330499374529235,-0.9003160093560022,-0.03205756940674351,-0.7049629157706412,-1.2285111405014117,-0.45763929467526304,1.6944807087411922,-1.4024916642300844,-1.5104990011816009,-1.009911604596097,-0.9101870031000209,-1.2437385916840824,-0.2620488617950556,-0.18603338828696944
2016-02-29,-1.173699041453655,-1.3579470786642076,-0.9279601397987441,-0.3090206968476366,-0.45880680120655626,-0.8948292259275523,-0.41916074812412035,2.4805461801110162,-1.6832306181420338,-1.8857145551324972,-1.2164586333465006,-0.941142391898143,-1.3394969451375272,-0.24134138548439482,0.1846852249550354
2016-03-31,0.4987383531240638,-0.9491939685529751,-0.8988558917060101,0.8330243518041149,-0.3182118646753584,-0.8613369965657076,-0.8157009369304573,1.004294908767399,-1.5230082704546375,-1.5157366681691253,-0.7205967266764524,-0.8991654871531627,-1.1763412007411649,-0.25556548703722615,0.041617630700290446
2016-04-30,-0.08048303736467999,-0.33927741326931443,-0.8735694457408291,0.32052330901241227,-0.27897207583098976,-0.880792191879933,-0.24929690641548458,0.9180036333268318,-1.4008964894432827,-1.49418051952259,-0.5265078961098545,-0.8704021462799213,-1.0819070355026152,-0.23721470416604262,-0.06689220011577023
2016-05-31,-0.5499049187596805,-0.049039843333854506,-0.8592199326939853,-0.4365682582012267,-0.290164705560754,-0.5405925351347964,-0.25623565877700133,1.163109404523004,-1.4231698412834144,-1.8351168218214975,-0.523916112246824,-0.8593003773359867,-1.0146383785217894,-0.22448332073090566,-0.06724019573989842
2016-06-30,-0.5045609040549605,-0.5067447714916712,-0.8123958295491697,-1.2086766815260865,-0.31176832600436805,0.0790665244023164,1.3107877331201125,1.5055013360483267,-1.4001213039909572,-2.1417297327245977,-0.48262040486677077,-0.804942901129623,-0.9115977801976751,-0.2579991753169683,0.07447786304012892
2016-07-31,0.26527595668560244,-0.3787532059952365,-0.7639438996024371,-0.8801373781763188,-0.6027722889949597,3.6394697992135945,5.154569891680701,1.1312833252657006,-1.2343957979571496,-1.8641679117006718,-0.23531161525931832,-0.7640214537314958,-0.8276387313297909,-0.31743146769226854,0.42361442661384163
2016-08-31,2.051281849875059,0.7588443886846129,-0.6368151389980441,1.2322136646136117,0.1487077023248766,3.6643401853299276,4.619069401453142,-0.6842657236239028,-0.43903680287699126,0.1601990425011229,0.7823967138687694,-0.6072193469276479,-0.6713717428395026,-0.013635571272130977,-0.0401384002863933
2016-09-30,-0.28352235948778604,1.0143414094558068,-0.6132067656428445,1.0407547407068942,0.16653273762154308,0.7895167066878409,1.721499130839208,-0.7455852867682323,-0.3923844826270817,0.15756399084451286,0.5660090659664148,-0.5967638331907339,-0.6703314236663247,-0.18756880780835303,0.2793393884964617
2016-10-31,1.8350560129127795,1.9410810328485066,-0.47058881278725334,0.9504032271424669,0.42642319828395164,1.8114027704008506,0.8413550780939568,-1.9693744559694288,1.0287504612562635,1.9619294473964468,2.052258530329255,-0.46270251681663216,-0.5423047259972706,0.26621175977088335,-0.1781532650545525
2016-11-30,-1.0587004445335675,0.2062962458376963,-0.4936224384973419,0.9350214156583322,0.7153419549937118,1.0119243191507588,-0.49092899817928665,-1.265950892020187,0.40427607161565693,0.8273029390024513,0.8137117696983314,-0.5431459226615184,-0.5235823681317193,-0.13758206888367394,-0.022242148733720758
2016-12-31,-0.17047065970014424,0.31224721194684546,-0.45053797006171936,1.2820044634683199,0.7802717499839648,0.3578048552579023,0.04544240216593554,-1.0967010887035722,0.40997118094717966,0.6345582529132215,0.20143711942409676,-0.4969395663328553,-0.47367702270504763,-0.17508942739539834,0.06082814272891096
2017-01-31,0.3243884322785922,-0.5990876094965432,-0.24137957666831758,-0.3771206185422374,0.9872839106927913,0.08284702705552476,-0.970262563819918,-1.2522523301291075,0.9470885561910938,0.906896574865492,0.09700616080132336,-0.28781297118303006,-0.3056161330531136,-0.20441419970495844,0.12960632068078062
2017-02-28,0.7837143786435387,0.5840949423044448,0.15896918331126766,-0.9941484592558175,-0.0571235071326454,0.33829217303803655,-0.391513681887006,-1.5639227635651487,2.1661541000384053,1.4552349672935028,0.6388437797690331,0.22295192676513892,-0.06744941558340366,0.25316140328126385,-0.013497910322403718
2017-03-31,-0.15823755340814832,0.590156279413883,0.13736853619989442,-0.9949342636568462,0.010070266916291494,-0.39261680668560683,-0.7625109026681384,-0.43839284324053424,1.619460331743581,1.1800809210490464,0.24409893702287283,0.08671580557486101,-0.00016142349118707133,-0.5073881737411836,0.009018820150167313
2017-04-30,-0.0051843254131167275,0.3854438730243903,0.27963227130065443,-0.9524110485597203,-1.2939111846555909,-0.2940994070767605,-0.28618161791093616,-0.3688845030389977,1.5336497402818263,1.0473592018525393,0.3004390949508292,0.44988878666755594,0.11830830076415572,-0.3444647836744264,-0.016840597181329076
2017-05-31,-0.18170969803326348,-0.21595900296648515,0.6816432327098155,-1.9149470804319744,-2.2480573343327954,-0.5602828145506812,-0.8689073253791766,-0.2092116552999525,1.2832587447625592,0.828756337230892,0.038251440477485715,1.5227117720471983,0.4468511646655111,-1.4673341785253005,-0.04348105383580674
2017-06-30,-0.34755424017968783,-0.33428443970711086,1.3761134653726388,-1.7141004406052602,-1.9873661875019386,-0.4072718394082868,0.24858344246966305,0.07153411150989775,0.8617690217037365,0.507968691304759,-0.3286456426051986,2.80325963622986,1.1172234314592346,-1.2056214026240542,0.29570814075448965
2017-07-31,1.8989060546681336,0.8124662138998989,2.3435127223901238,0.7063314642479461,-0.370537313603944,1.9170630778295568,1.442959927849996,-0.7813346065221994,2.434390231283561,1.444455396128635,1.1475581794945888,1.7143069065930197,1.5267528318592674,5.605667258623512,0.12958577300297572
2017-08-31,0.6408380469594555,1.3598686773617754,1.0090713797725932,0.41601528282925965,-0.388806951454428,0.01567204026483293,0.7215365543946641,-0.9006579030731916,2.3598075794295723,1.4679473408825594,1.5204622423019638,0.7278654684189771,0.7035042941196064,-0.3371311132519145,0.316707005783593
2017-09-30,1.7842800005547028,2.7661017880079437,2.2956153584198367,-0.5233486362500855,0.2199732963365107,2.0574462294626095,1.6346758385723987,-1.2570118186761625,2.738324551184801,1.8030132703076134,2.8780251978759774,1.3710223678587028,1.0501726617233749,5.059014167471217,-0.021758948873112062
2017-10-31,-0.39202416690846803,1.1561614653952603,0.9085805537600712,0.3964507106021124,0.29261078286630376,-0.2003003007732652,-0.9931636380770292,-0.9136026607436369,1.6793456516120118,1.2263454406581216,1.358032892548039,0.45840060337666155,0.44111677296037505,-0.5339299870018762,-0.0368696642966078
2017-11-30,-0.5095572407469293,0.47225656753677414,1.313582395307293,0.7911751649868392,0.33700638251015713,-0.24881947277256855,-0.1875090839717774,-0.6041769029303768,1.1196093281324515,0.8273589115173695,0.3942914630635492,0.7064144974049837,0.6687242173700176,-0.5394218178272845,0.05653760827129318
2017-12-31,0.08216226663697908,-0.47989883043624076,1.495238734206143,-1.2913000583703993,0.008039545585829196,-0.33135849009271084,-1.4865728262761495,-0.4837466110382196,0.9915657122760412,0.6970259082619452,0.09308480791697117,0.9845007121055006,0.7060374983377108,-0.6199318202213736,-0.10892630411125594
2018-01-31,-0.9324766406712985,-0.7962011749948923,0.7760290417595086,-0.8151586352916427,-0.10483274890283867,-0.6439594046216827,-0.7707609388619253,-0.15641322324363038,0.4910462259919605,0.31269231501222716,-0.733087417143839,0.4779019914353592,0.44382985519393436,-0.8607137901053746,-0.13844355062190047
2018-02-28,-1.2068099666443093,-1.1863875187168866,-0.04750485524179539,-0.4707702943368545,0.18276445625779356,-0.45758248188173106,-0.34973338436828294,0.1031405477318665,0.029964597026536144,-0.07884834044751926,-1.4610670080957384,-0.21922340065976115,-0.0009768140762263303,-0.42113773105592067,-0.12537295517284058
2018-03-31,-1.1569268426442043,-1.9857714498221462,-0.3954871257553984,-1.6320772517522337,-1.9348585025049783,-0.8220993387519022,-1.0346465538111824,1.2349534120374999,-0.6751593917805626,-0.47241529113718783,-1.8439553312997923,0.05622682430385498,-0.23077471008152922,-0.4840293674020684,0.12350641240040601
2018-04-30,0.5460311323637353,-1.038914895766362,-0.16998790655437263,0.22365871025063147,-1.0174965860244085,-0.7075970602957165,-0.1542192962147819,0.7667192276350411,-0.5075601340551293,-0.30006886355991824,-1.034344230573891,0.013687381374392868,-0.13673239271149115,-0.4908476051125937,-0.07125572205652807
2018-05-31,-0.7306707105402165,-0.7481423604092773,-0.40192335740050394,0.02988382636060756,-0.9313525265980876,-0.9026617864789023,-1.096265677378729,1.292921262033429,-0.7861345067311948,-0.6012420174621682,-1.1348462621093278,-0.21632246364062463,-0.30372498135109105,-0.5065190611858944,-0.254993377201309
2018-06-30,-1.9084139322945417,-1.1692590915903678,-1.083285749942369,0.7873128872815637,-0.5402787436273332,-0.9062040186312104,-0.4893624619475498,3.4659930980302764,-1.498218826552835,-1.567593502152755,-1.7691163440597795,-0.9218873834472666,-0.9035048465563926,-0.2932613612219287,0.09251132697922924
2018-07-31,0.34994994119814143,-1.2434050182120238,-1.6536835157932352,0.5204748905569204,-0.0647588270515791,-0.7399708930922572,-0.6393909473115755,2.7037907516172366,-1.4467628515435478,-1.6059152170663937,-1.0304425634094794,-1.3838190693221926,-1.6878003563734303,-0.1436224761863188,0.025774998043207938
2018-08-31,-0.05678209314035942,-0.8551906380602496,-1.9168047487807516,0.6119059356921466,-0.1148143294553987,-0.5912475021682716,0.11603076510825037,2.2764435132215564,-1.495842561768377,-1.908628514096514,-0.7199639851463596,-1.5759058791235467,-2.0800527896394043,-0.11987000432453083,-0.19231961736581113
2018-09-30,-1.464252896303211,-0.5661140481625675,-2.5008522010025938,0.19116458026894634,0.14792415112979035,-1.2285897674452773,-0.3575184681383896,3.5434727608053818,-1.9198565912079646,-2.757621788092239,-1.2913789624824357,-2.0040982116188935,-3.0227037293077195,0.35286347446144034,-0.039813326420759784
2018-10-31,-0.34737309112728637,-0.9825316047892401,-2.2572138953819674,-0.2790355375590324,-0.3247289986421329,-0.9547943928664322,-0.4759852280394902,2.859418460554427,-1.8318216542917254,-2.500752886002389,-1.0442387225981573,-2.002777333835819,-2.642093097638921,0.269227755134876,0.07961022697147822
2018-11-30,0.5798364587978361,-0.7251611051616498,-1.8588589497288956,0.15760922850368947,0.05355596188656721,-0.6531168211774174,-0.3201449639352862,1.8573976389837714,-1.4912304510161174,-1.908890882137906,-0.3790142679130841,-1.640937243693637,-1.9943824492530449,0.15244438917655162,0.031644037780925456
2018-12-31,0.16273821657618404,0.19837402834977297,-1.7229588734017185,-1.0075472043457747,-0.8455909540382169,-0.2477672268171687,0.9419636062750525,1.467072778303885,-1.3326370766495035,-1.6483006643575997,-0.17998409426287681,-1.78436223277536,-1.792819436526811,0.041013419798813754,-0.11506932978478723
2019-01-31,-0.9443363478514637,-0.09647839098422911,-1.5979699624796486,-0.22956684443160733,-0.8653580748662821,-0.7643433989008709,-0.09784172027751863,1.8796592984178373,-1.442530464599878,-1.985191279473544,-0.5626165731385653,-1.678915872208139,-1.7472559018800609,0.2308924122748888,-0.03802739558923925
2019-02-28,-0.3125646115945257,-0.5867768436534758,-1.3637699281968096,-0.6998935319047173,-0.9720708237448161,-0.6354529362630739,-0.08152549887030484,1.7528439749398246,-1.3506651710589768,-1.8773682793783848,-0.49034942682471866,-1.4650332837988733,-1.4783120821012206,0.1398190094767108,0.006783519511645826
2019-03-31,0.06798984174176119,-0.6379435965827811,-1.1213853104851108,-0.9000215878860661,-1.8489283410598996,0.11421283032728513,0.05205428477648253,2.3208447143059483,-1.6520188657453296,-1.6408486344558453,-0.35806511713833566,-1.4160940272272995,-1.2896481455080255,-0.09565599315496073,-0.051639289497642814
2019-04-30,-0.37390059497205913,-0.3330623881183729,-1.197339796061267,-1.4207080524367903,-1.619974538018505,-1.174925727939195,0.11811669380926258,2.0024857657846957,-1.4397549250021813,-1.6220334922808022,-0.5120276211305168,-1.5545370297523595,-1.5211619705668984,0.326361886854457,-0.02138584551724702
2019-05-31,-0.12913893720937913,-0.23318291784861256,-1.0574122543106175,-1.3640219181878654,-2.0041989052813927,0.12448134402794625,0.45511742940985017,1.6511666268300653,-1.2486330636032508,-1.4998531126558892,-0.429441224829106,-1.6416889049052041,-1.3290578976378091,-0.13758279572067533,-0.09153951990813183
2019-06-30,-0.6492658855146985,-0.6176518624518849,-0.8171096505560834,-1.296803494214264,-2.1190919726469453,-1.1349490232673283,-1.0720283798473502,1.624510127956739,-1.1336812995036187,-1.5791075319779733,-0.5828511041321334,-1.30377102147023,-1.0018629222254567,0.07705272274061852,-0.32091968695578954
2019-07-31,-2.323046108292195,-1.660502869388326,-1.102402310838177,0.7534778660192394,-0.0264734325357252,-0.11381858324715231,0.5763177788039843,2.128540319192021,-1.1007448984261614,-1.9816410772498179,-1.5322282891409074,-0.9588536331718333,-2.2735555143193835,-0.0744227204661494,-0.08965030406170457
2019-08-31,-0.4303391643738432,-1.7642544293222677,-1.1078198700931405,0.3824139202447817,-0.076380104185366,-0.47786710344123423,-0.3208570726780144,1.6874387057474782,-0.9534787340714812,-1.6922256320830111,-1.4180561866832926,-0.9934730938509184,-2.519068943534867,0.3089783784439425,0.22501096548900532
2019-09-30,2.0446533996146727,-0.40843337871067403,-0.6888872240927743,2.9308196459144056,1.477166445587456,4.782197884754043,3.6071544281517065,0.70522099840117,-0.7320848914851684,-0.9892898487332352,-0.15708474668904035,-0.3758406293559242,-0.9501785810119318,-1.4722192467822555,0.1857803869018331
2019-10-31,1.920067648480056,2.266956547734117,-0.3632762160880781,0.8381668732224485,2.126551728900916,4.007228224737564,3.508022049003366,0.10528116640271455,-0.5227603364698818,-0.45851982545477454,1.413843268506723,-0.08719154882453263,-0.20491312501021877,-1.325888312403933,0.0617957192684658
2019-11-30,0.7597556607496329,3.270698981687906,-0.32730693781217973,-0.48286582894753605,2.0202025780232087,0.6385062804816412,1.7217474693556545,-0.16332224791688899,-0.3564709626439591,-0.18044706923140744,2.4162660408431273,-0.04642930713606614,-0.16108083620583452,-0.17152266596331403,0.1716531154770311
2019-12-31,1.5608615888992903,2.5957051673371625,-0.020250684316071563,-0.6979268720693128,2.007933180313263,1.0572435751698586,0.0016616997390164593,-0.6938923885624693,-0.031380593579444005,0.4803529806604971,3.634777175766881,0.1619550183673678,0.29591639851821316,-0.1892005548527028,-0.1199541605593674
2020-01-31,-0.6815525447057552,0.9037634407695013,0.10814007643851052,0.5518691318303576,0.4812999791578216,0.2546889197865712,-1.423110550715314,-0.5310189994024107,-0.06330871539033553,0.24640217696725605,1.3991713893077142,0.2376873524544436,0.3518190080267954,-0.07032949262055664,-0.24355395069974786
2020-02-29,-1.5838248783942486,-0.4449391876574662,-0.23377159646722667,1.5613633702697696,1.3800599458530918,-0.18232984741031386,-0.8167761538178039,0.11937097198738955,-0.3768850935467981,0.014459712553570413,-0.470482690741152,0.12468795887316768,-0.3396700770316159,0.17867538127290009,-0.35340326617457923
2020-03-31,-2.269663373347641,-2.6760928912329627,-0.884760308539149,-0.04770642425941882,2.0663516083953635,0.1000157507724887,-0.679201574016441,-0.03353175505085006,-0.7163426455342176,-1.3656663859378915,-1.9830658150340184,-0.052439208470170945,-1.2824050212234253,0.06765525945931943,0.20239862807889467
2020-04-30,1.5736384181744132,-1.1166803036446062,-0.30376101122123367,2.7562299396847245,1.9022838728708469,-0.4432025801720915,-1.3514845773512099,-0.992181595879019,-0.11226775644820161,-0.22837912534249158,-0.7779450890909169,0.2703035309261055,-0.2407798302567422,0.448376448146282,-0.09206128552100873
2020-05-31,-0.33668980616359456,-0.48656871508245464,-0.4111993633091296,2.08812240895725,1.576609418234166,-0.4917494993020397,-1.1871152620485872,-0.7792011334656865,-0.14673883129669993,-0.5703672112489669,-0.8503298121719771,0.3215235208654348,-0.4950828070189455,0.5572746739812228,0.343701404268577
2020-06-30,2.3970208530656447,2.1213478238050363,1.5360382173201357,1.1165760557934743,2.2281752548604072,0.7832618272325099,0.8948709617910217,-2.3737399913847566,1.6659612330169855,1.8198630825275588,1.4506440170240544,1.212595612460106,1.286449440170582,-0.43094694224598307,-0.1515706207241574
2020-07-31,-0.8031424688862422,0.6535927945902723,2.8945332491502533,1.6956850468030848,1.9720025036190643,-0.32220731103513955,0.8841791598086842,-1.6192484595672625,1.038511359107706,0.8351619224515858,0.7270448998436919,1.629691884565469,2.112761432310618,-0.6623845779372622,0.20656119755789906
2020-08-31,1.3464101855465993,1.6182453712749987,4.778523635782437,1.380511771418947,1.7159784538611904,0.9968155354638539,2.8243184741795755,-2.294834663178294,2.4744160104174955,2.4772230095268886,1.8434867908051153,2.2785713017208873,3.1547895459924513,0.9506771989870167,0.012222731773410518
2020-09-30,0.16394286217208262,0.3965875572783922,2.1367096525925926,0.40414716068077555,0.508712433771074,-0.10995150212547355,-0.6091255142345591,-2.088837202247528,2.5706216807599804,2.365083469781399,1.1966316362701943,1.7064935301418793,1.7804479657638963,-0.6461176364910619,0.025046031926087516
2020-10-31,0.1923787249925674,0.9447502426386459,1.178858715456234,-0.43637313649397574,0.3710782395681334,-0.22064585443245627,0.20633815409190087,-1.8946434354803559,2.5232621352434776,2.2078261643694237,0.9061927966345728,1.1538701224378047,1.1154997171924816,-0.4351193271472147,0.11826791773563733
2020-11-30,0.7131743007091554,0.5931980669759435,1.3124637954372176,-1.0274729631677066,0.1304011747269237,0.04148273885381963,-0.8571605736129831,-1.9401714980389677,3.1905909883186445,2.575141533657888,1.0264598502567792,1.2185328508648503,1.149856076134183,-0.3378834509835536,0.02660506775247292
2020-12-31,0.17552816693437098,0.5960137983150414,0.6484455971441365,-1.0197729737321646,-0.6301404390351184,0.0035027732240122404,-0.15632665103408325,-1.7633246699883254,3.166043596731439,2.2950598776904645,0.8716418266435607,0.7559063300102902,0.746088306683568,-0.2611635470566684,0.30245286242951247
2021-01-31,1.7551074414617642,1.4535643169866848,2.4686400426127495,-0.02149800218006839,-0.6645163792161204,1.7817094397647548,0.9719148998692146,-1.9363314300186774,5.084500071786407,2.888454287258156,1.9760579596485,2.380973008018909,1.490452709316469,2.4067377847074973,0.11427745198158881
2021-02-28,0.5504030098963949,1.3246173118244073,4.254159170923377,-0.03500509452820638,-0.8042155800276551,0.3646879959370272,0.2669733621820336,-1.7100399122623033,3.919832669261305,2.346593577657807,1.7754747886978681,4.25310166418971,2.110972740635004,1.0728371641485923,-0.0005928736759894889
2021-03-31,-0.10859456913716099,1.1352534073814375,5.382876596842914,0.07173513334131874,-0.7852090766168804,-0.3506873147530684,-0.09803231871920358,-1.6152602097772284,2.3138728385533507,1.7746032903238291,1.0145118970884424,5.231596500284303,2.2301396262974587,-1.9329653895827472,-0.06746058956902612
2021-04-30,-0.4690953966009898,-0.0157369650743513,2.2408000018275747,-0.6974083425361748,-0.580774777957296,-0.8609533941696272,-1.4997549316421548,-1.2931725735198418,1.5930400264331304,1.3012652682562975,0.21823087301311578,1.9427154790738617,1.4543673941096649,-3.0376832922984827,0.048542400836533384
2021-05-31,0.16253663958604034,-0.22060692769830365,2.5036738644746137,-1.1686411470120475,-0.6587710763736245,-0.24458362380805382,-0.29335590216132296,-1.1039624385410154,1.4667838884913738,1.158067774905208,0.1128559035935475,2.2387402288733327,1.5416768599139246,-0.6018757212074343,0.03736867980848861
2021-06-30,0.08640299729722067,-0.1170811348751358,1.1306102520358703,-1.1367088827361485,-0.7758199937622151,0.6950574685413355,0.5166997053148611,-0.9370711213628423,1.3164275293861234,1.0126056783359023,-0.03828638700589458,1.0502543608791184,0.8522403209174477,1.7992671889845158,0.1225844078478203
2021-07-31,0.5228439593972436,0.41293414257349287,1.9107392738944105,-1.4037539905974838,-1.9834282097315503,2.23573789482144,1.6850674400874142,-0.8536013312690606,1.4285910507563115,1.0265384221125096,0.317370122387959,3.510864589919575,1.0966275313297928,8.19319475501953,-0.06886044161940845
2021-08-31,-0.677502312680413,-0.00711652331453182,0.8730487131378405,-0.6801566721778957,-1.7986422020721566,-0.08151837805348063,0.1770626512433591,-0.7425449657158263,0.9772159683686085,0.7566528026267098,-0.1718737862814677,1.4387805423370144,0.6654392551814174,0.05735590555618337,0.138677036381931
2021-09-30,0.5517476895166792,0.2459569753758632,1.162840134581286,-0.4161028911693636,-1.4231743017901366,0.989769583855004,0.31992966102668263,-0.7089329509063288,1.182803589167752,0.8438040413569126,0.3168450678404932,1.4183887073465966,0.7091632953622445,1.7265937594765939,0.14038823412231652
2021-10-31,0.5943961616439506,0.25854300652885437,1.4390655339480845,-0.29068142611328784,-1.4361127205676958,0.49840848062360277,-0.5147754350941297,-0.623686924236175,1.3137783405854186,0.8838626541430361,0.6971947200115154,1.9461849654490697,0.7024649698759649,0.9560372101673767,0.44600991253268385
