ADSEZ IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-10-31,-0.29569218298006444,0.7223114145420847,-0.7396414802285547,-0.6708189550812286,0.1892466704720491,-0.7657703016678961,-0.6531767943007246,-0.18517070513051803,-0.47382696211996256,0.6325780989518507,0.028824407563410228,-0.6834381143001983,-0.6760483742215821,-0.1026633940117935,-0.26526569431080854
2011-11-30,-3.9764853039135435,-1.9978854192463265,-1.3187710592934279,3.4785879383924665,3.809380614115607,0.6344449382265419,-0.43913054530225504,1.749565201876308,-2.7285177332193444,-5.74781802317927,-2.4457388241911664,-1.0478821417700857,-1.6611448695056077,-0.1112203644646098,-0.046387486312586365
2011-12-31,-0.5750285925226306,-2.7587108248306524,-1.2203409720058522,1.778138067440998,2.7985394068247023,-0.15214295437154157,-0.25693773607772447,1.5334966539457642,-2.243338719215376,-4.827879819940024,-2.1325439796680885,-1.0055745344267428,-1.540959124362639,0.004919730093608579,0.1974091634447037
2012-01-31,2.11163907546852,-0.9648265481879619,-0.5969843253317462,3.7199356326076023,3.60534193303229,-0.048512593860383,1.1671816471447802,-0.1657892775425837,-0.7573520767217786,-0.9322923205989009,-0.20963780795469647,-0.6407090922420221,-0.5037461050045932,-0.15616780378138406,0.0162770633321408
2012-02-29,0.07761077655689894,1.0007220407189938,-0.45319041581001845,0.8663728677447202,2.7052521882994585,-0.1373549092669798,-0.36919885626551735,-0.38524164559289276,-0.552413469190242,-0.7078154725298045,0.01823349304636884,-0.5414159063272261,-0.3321078460139742,-0.16853265309239937,-0.13791366830451435
2012-03-31,-1.4769440220047398,0.4074248054597447,-0.7427392160782197,1.5768645742873815,2.3420667075900092,0.8942788329813665,0.9623979293195017,1.9043304298378676,-1.790804501909995,-2.4657472368324584,-0.86860252488676,-0.6441380236598541,-0.8392192927308461,-0.2208580331340663,-0.013214339196158052
2012-04-30,-0.05237117750773122,-1.0840485083262115,-1.0491022008639477,-0.13357304687398636,2.005304542553505,-1.149629495117302,-1.0584750012797797,1.3042513150995003,-1.4214623675035114,-2.1277660838580963,-0.5129880833804095,-0.8052572154964617,-1.3462085035158289,0.2852348139366411,-0.03463032615224591
2012-05-31,-0.3050334712494342,-1.4252945580876055,-1.6615417286302574,-0.38223824408014934,0.5658891212591342,0.284496237263046,0.36952678079698503,1.0441923137832796,-1.2140635718317008,-2.0897425742405327,-0.8470203646500415,-1.2622655914717689,-2.4772461214918144,0.43610531685004056,-0.018806768528653723
2012-06-30,-0.14782853472417634,-0.3700434437303196,-1.5787536041103274,-1.3658016497611518,0.4991738013251353,-0.7853975202883233,-1.2440036460874493,0.7786167067977758,-1.003743932431931,-1.8307066218622405,-1.028614997824271,-1.2328075483307797,-2.280121247138133,1.7414550429003426,-0.005794718201654388
2012-07-31,0.02669088512041131,-0.31208557085795946,-1.0354933088154392,-1.2136602980888311,-1.01092067267979,-0.955378490056602,0.4828707467094696,0.5001414498924331,-0.7949870713329813,-1.5371624005404665,-0.6204784288344015,-1.3494825058026694,-1.3217338111302337,1.206618252880286,-0.05723167122982061
2012-08-31,-0.537442141300587,-0.4752657135287704,-1.3447179007077998,-0.9348853438756689,-1.0799463818263724,0.7739970153028792,0.1912355463305673,0.5577399364650965,-0.7647960252937791,-1.6336318134128325,-0.715756968861654,-1.9130168911474654,-1.9642798080868498,-0.40319147785488463,0.11411330676742105
