KALYANKJ IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2026-02-28,0.8317733250488403,-0.9736196969118709,-0.8925971061396667,1.414931087293068,0.5620515265887589,1.1992235863563023,1.5282172774823417,1.786988632515176,-1.5881134955847507,-2.2779813707505157,-0.7516205407679117,-0.7387386943820151,-0.8179985990691226,-0.183095695342786,-0.02668801832883796
