MAXHEALT IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-07-31,-0.8031615250052948,-0.0327691167658424,0.5469994927107482,3.5414610974108696,2.1953677822555084,-1.0028816278010815,-0.16577791852465132,-1.7152616334513813,0.5116509494820498,0.27490020382072455,0.07024887207936943,-0.2838374982474382,-0.028711067712548104,-1.7824314160922923,-0.06703916026614706
2024-08-31,-1.4178883469579882,0.27290497060104263,0.1683378553167521,2.34026662556174,2.376366780438036,-1.3551419276844219,-0.6832126688714357,-1.2995089319350746,-0.258286469299723,-0.433658360860128,-1.0599342718636853,-0.5259127822733928,-0.2192641769309695,-1.868904386204175,0.13362559654709855
2024-09-30,1.3013420578588186,-0.5566829169323047,1.207845279725499,0.9112235584950853,2.6312887299121237,1.6558861401150342,0.18798556957016582,-1.4822039457264322,0.621468931491905,0.1555542846496746,0.32221212577947583,-0.17909202010197334,0.3250657716041347,2.023386095750804,0.031799419828121255
2024-10-31,-0.06226260979773009,-0.08442960568929557,1.2605194768727563,0.7400424118096438,2.2764665072200385,-0.06252885628008703,0.3978517044378719,-1.361801554363673,0.5339097398989098,-0.008114355938710086,0.274525004704415,-0.15991394977763726,0.304376616332379,-0.40140121866575634,-0.037904755506116924
2024-11-30,-0.912825315493298,0.21280431658402596,0.24323692311941802,0.3789846500112379,1.4631010877305746,-0.734709276342929,0.7122344040948893,-1.1065786730509901,-0.03451089372111103,-0.5684179346057806,-0.7784991107274181,-0.4598217151617245,-0.3741293922826903,-0.8882895961112178,0.14103696486078096
2024-12-31,1.3763844299459245,0.28646073699983704,0.6087759099023047,0.4414769041600465,0.46656553863657074,0.02238753098697701,-0.28289345092765183,-1.2266881490695438,0.8001206131224281,0.09082572578275783,0.7679270614561329,0.07391979486930236,-0.37178746565582577,-0.19125626428076628,-0.061131664314964834
2025-01-31,-1.240087179231422,-0.5588755259921889,-0.7260584558066207,0.863695913229634,0.6375583142565204,0.21855125060165354,0.12342830765072381,-0.9461246555308099,-0.007639199011118276,-0.6699345534214065,-0.45734765405938366,-0.8213146081236192,-1.3539398139690755,0.16206035789165057,-0.08159082332910986
2025-02-28,-1.418379275868382,-0.9995231592153749,-1.3677413089839137,1.063510955946523,0.6870059220824837,1.549136721745759,0.5581834581995957,-0.6653102883324763,-0.8067081947027952,-1.5497969627754116,-1.760729266494835,-1.1525457038377758,-1.7626205071391754,0.7697684968775698,0.1146769660886227
2025-03-31,0.9363902296336443,-1.2938628708025708,-0.9277201315897868,0.6465995355491799,0.4714781303151405,1.1203552822955096,-0.020278483225770284,-0.7666439583403225,-0.8843274963464117,-0.7821572147205851,-0.5081877688821411,-0.8584767091765915,-1.5164587540469885,0.7781116292911894,0.0011388744597022689
2025-04-30,-0.4230240425438114,-0.6896883676039892,-1.1074825477415535,0.37929448544345157,0.4148989570967419,0.5562371798203286,-0.08245432348191045,-0.6983607108040568,-1.169457734005197,-1.0283098125113233,-0.706340969460607,-0.9145889013176537,-1.506236899844277,0.40246207808580703,0.024288321770929485
2025-05-31,-0.13697316755218317,0.28751227456236406,-0.2406684988192965,-0.5381668951241475,0.20613010464305015,0.1507884529237704,-0.4115954676553092,-0.6379857319066949,-1.2629396998526778,-1.0718205891020136,-0.6853804620737585,-0.38705355004488157,-0.9250122168953747,0.1561027646709243,0.1257693872890334
2025-06-30,1.1693345126705745,0.45072929789924665,-0.9882808978855514,-0.3744175189332602,0.020644722295522694,1.6194274818256031,0.2010998125920907,-0.8282559333739129,0.1619701885837242,-0.010953907455079764,0.8730140844656418,-0.707672985694878,-1.44673631947189,1.1295964252404447,-0.02379176455733669
2025-07-31,-0.6614886110727638,0.29896701154665484,-0.9427087395341426,-0.14575495768393684,-0.25223037631151646,-0.5644326804022944,-0.030990738662465843,-0.5877864426775671,-0.35835095712803794,-0.5780784144496061,0.16611160749631546,-0.604533469651942,-1.330394330989283,-0.2848886719055713,-0.07644432072653197
2025-08-31,-1.277574177037663,-0.7404567770937323,-0.9390669728796897,0.5104791377350387,-0.32000707640006354,-1.909312897119457,-0.04271474182917026,-0.16652841518561814,-1.4784687304952238,-1.8391790112010589,-1.3337521941537154,-0.5849149759540516,-1.1922588263281306,-1.143133888378157,-0.0349087892252886
2025-09-30,-0.7278142018850939,-2.479930234334616,-1.9238123313525537,-1.2730076528483725,-0.7673439838476837,6.549628183568736,1.7808744166060784,0.14385446480961805,-1.913882754536084,-2.314368406648256,-1.7383657169942919,-1.1007893236862123,-1.7584359757429466,1.8643589711888702,0.029261756278684416
2025-10-31,0.013036034209814149,-1.730245418564244,-1.7635983499904806,-0.7184578941200328,-0.7055983544621226,0.48691861882365073,0.6824972335349668,0.13061086927756282,-1.4465747373742688,-1.696648423336724,-1.340774107713901,-1.0630003909542107,-1.5977281409895117,0.34905934721507736,0.012983823010458626
2025-11-30,-0.18445855594830413,-0.772158432733062,-1.4095456948704392,-1.2379037072258914,-0.696803631663336,-0.1967002749224993,0.36704736724169046,0.24482379982511893,-1.2601055835857435,-1.4596005858275285,-1.2172951252283686,-0.8470589877869176,-1.3051789298496665,0.04393011557760426,-0.10671831508426284
2025-12-31,-1.5544100452134462,-1.4399804386684854,-2.4498653292806276,-0.22937925710781915,-1.5086804361319275,0.41086091763085514,-1.5114522996497128,2.4037942398491774,-2.89891836207387,-3.2338885844394056,-2.032129667834618,-1.6963147062746335,-1.958223047595892,-0.0013359732717464715,-0.08827347040409064
2026-01-31,-1.1995731874869775,-2.4533950035800487,-2.1910560546312614,-0.48714292559800226,-1.312592772217452,0.02785680112369409,-0.24851159716837704,5.220065248118434,-3.571760366915225,-4.170522144709694,-2.280920512966762,-1.6005825343150275,-1.8469458754672257,0.033534887174278626,0.13212598451441399
2026-02-28,1.4148179878160798,-1.1068607565924453,-1.141789251025305,1.1082640810136477,0.05958230303820928,0.4052494843909588,0.38835237939587497,1.4038178523167504,-1.4237195157961247,-1.5284431167265207,-0.49726065969395034,-0.8162625447858941,-1.040488556801274,0.2638524810009192,-0.031112277135861326
