KPIL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-02-28,-1.031339421031714,-1.0768536478108772,-0.8171214469708454,0.22404918582969402,-0.5315091498793924,-0.3071275711238973,-0.10065186434728411,0.03072309593897513,-2.0099334635353636,-1.1749803892228199,-1.1624879303918412,-0.9202103656624441,-0.21962393563694957,0.5948195252264654,0.10713360232320411
2011-03-31,0.37990140533184474,-1.0524498000862497,-0.8078143823805145,0.2721417074749376,-0.23100790678794986,0.5498628884863069,0.848494564905072,7.8863850470607355,-2.9952694465318825,-1.3863497754885874,-0.753952332276177,-0.8208826363782179,-0.9475320281634617,0.3759462825195321,-0.05487090589824603
2011-04-30,-0.515959223095766,-0.590966929860333,-0.8884178424907596,-0.01812531418411477,-0.17029048239957054,0.49099244337927417,0.977252723872515,4.673462898413092,-2.8035681747267645,-2.7376820973711404,-0.7287248819913517,-0.8696591617601233,-1.2531745159606196,0.3813038189231685,-0.05764239075678323
2011-05-31,-0.47979845169562974,-0.28158457204358733,-0.897078437526128,-0.3496838930146448,-0.16730118286892232,-0.14676885315696941,0.3391213171393455,3.1155344013322,-2.2377256643922423,-3.088399443314225,-0.7265330107624237,-0.87004457963148,-1.3584241626679971,0.5582842804553356,0.036663984371591525
2011-06-30,0.429116277195037,-0.46013792031162726,-0.8881849312096065,-0.7929445609063235,-0.23246072981484703,-0.35779071577156507,-1.3504291792252798,2.1572170520762532,-1.6687243106664447,-2.2236161929262392,-0.3326402898141595,-0.8861843922898816,-1.2638078127671335,0.6109642962107059,0.03266078223954849
2011-07-31,0.41133244076647413,0.0431689470218834,-0.8193527539921613,-0.7433506401012057,-0.43957649848871866,-0.02109640727133086,-0.541725219595103,1.6654016345331366,-1.321312639368626,-1.8226529610643838,0.05833957484381075,-0.8852906635845166,-1.052696832440065,0.5014500537410894,-0.10867826866346442
2011-08-31,-1.0846698577462226,-0.13695624150654057,-0.8514466468789651,-0.26479275205948877,-0.5429539398540085,-0.06185590671110484,0.09499578194391915,1.5909459007337226,-1.2442599910427647,-2.1891888923893226,-0.5680004387241638,-0.9719381059354026,-1.2144051810925882,0.5285971828162935,-0.05318045204776596
2011-09-30,-0.42257286580807435,-0.7064128765443286,-0.8078610083194574,-0.461214626752305,-0.9056333811390302,-0.2930322146462773,-0.036197177950419865,1.3997997578420316,-1.0785327011553287,-2.007564915174456,-0.665716532086256,-1.0811041503144818,-1.1354795447199197,0.5615378151471943,-0.0013664315494345913
2011-10-31,0.18749473172570302,-0.8825887811284632,-0.7665970727915675,-0.8347748268602914,-0.9123098575548224,-0.32092186311358245,-0.15832510587249424,1.1508275500422736,-0.8836694754737355,-1.6098474367796596,-0.4081294898971005,-1.004029981872226,-1.028303549075995,0.5551542712371406,-0.07277655399691352
2011-11-30,-0.5827810526825405,-0.573165734268812,-0.6845950242600706,-1.1962087840703055,-1.0433973308002689,-0.5517159783306507,-0.27540653082684136,1.0764520157491781,-0.7901929251002098,-1.574827377560458,-0.7545023815413104,-0.8787302073741771,-0.9290448562465694,0.5590677883900512,-0.08594242980072477
2011-12-31,-0.7166995463871362,-0.7835057437973194,-0.7130772929024489,-0.9218899999888752,-1.1680920777117516,-0.6255560617635106,0.23438672935201593,1.0252477092706913,-0.7387568110866831,-1.5368570188841781,-1.0335901827805252,-1.0359560756446515,-1.2328488771363233,0.5876029748281285,0.09909090264423097
2012-01-31,1.806771341831643,0.20996300123832873,-0.48948337030718675,0.5406090596103093,-0.260867217773358,-0.07326331231609594,0.0685876550898387,0.6694196406402236,-0.4893084924777643,-0.9400768976862209,0.49796017493427674,-0.5276847253493459,-0.5714834379362973,0.46832030831015714,0.06281352184469349
2012-02-29,1.162238062975873,1.709334420990621,-0.24649211496883264,0.466472272441858,-0.21006571699742202,4.123808712045183,2.3850372818976897,0.4428249437738206,-0.2803523763473809,-0.5763084361690501,1.6205331055602739,-0.24468328791244653,0.029208499111043645,0.036316788186288175,-0.015106718966924797
2012-03-31,0.1187917535044871,2.5149360655357236,-0.29333281716738524,-0.5038917005882327,-0.2906288857094865,1.2384129063157192,1.5712441089123248,0.25836498151609005,-0.31719713020221935,-0.49819633234430927,1.3974507423010147,-0.33365594110918884,-0.15169675169811478,-0.11579920451354522,-0.08015802797580353
2012-04-30,-0.6628152331127064,0.460397849606094,-0.24260058017177488,-0.17165219689453706,0.00983086826805483,-0.0982961877124567,0.1573213580153364,0.27989169641856754,-0.28959842752896364,-0.6334341728806073,0.5243341529316201,-0.25751556479565246,-0.25937354861385714,0.2762472277133075,-0.19469160440609318
2012-05-31,-2.0531248674681137,-2.009811690046226,-0.48412819124316353,0.3195020593056177,1.157559813256223,-0.23432942053229044,-1.882901457892096,0.5252346002879623,-0.37482409304298464,-1.1270878075036022,-1.4691085346803259,-0.2063076325773303,-1.1428540435216903,0.4875708144777918,0.007862151172948579
2012-06-30,0.5353083328605992,-1.57300975381774,-0.49656515626722453,0.5766392813692793,1.0473539480776872,2.8531838030907175,0.9706603769599673,0.3646893612071766,-0.22757216512286094,-0.9139468245125009,-1.0375417215718983,-0.2029586095436841,-1.172545669798024,-3.718857112332952,-0.17967446103575735
2012-07-31,-1.6662294362425611,-2.3374014881977274,-1.0084063060483177,0.8354096774179406,0.9016017550638928,1.1850696881278089,1.436461056465136,0.6423520773577738,-0.3136848802352654,-1.35442625447769,-2.313213490249971,-0.4878450781378371,-2.622154503622806,-2.0478483274303043,-0.07095173597228449
