KPIL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2012-08-31,-0.29943783569852306,-0.9999823621934245,-0.9933261693378419,0.28106033351526893,-0.002497900673816974,0.27179713422830504,1.079103450536202,0.6486512115141776,-0.27414571004453003,-1.3245498917892276,-1.8576066431942153,-0.8333335787351506,-2.3675782717834433,-0.6001403963736842,0.3057074885895813
2012-09-30,3.9510513906847606,1.5064478364975802,0.7683582834381492,4.532624673306598,4.031612850709921,1.170113894072439,-0.3038577747765876,-0.3388684664653093,0.4903295328021853,0.14859034030788645,2.2164136028056003,1.3429827333190125,0.2500420361384145,-1.060330635283322,0.0034149151000689815
2012-10-31,0.29194408409100625,2.8017734070231413,1.039372918459867,2.1193309508109137,2.9754673073206215,1.7605192388247803,0.5518353804620126,-0.4941554673249046,0.7087214375104338,0.3478528287191002,2.2791353276902466,1.530477726621555,0.34325370363280033,-1.4914430316682346,-0.056690608839269734
2012-11-30,-0.24716585026958235,2.424370411074294,1.3059242618337223,1.7715355136018642,1.955717062102657,-0.09288634666193897,0.17284622365173086,-0.469555933401413,0.7783715624964598,0.24471472200922817,1.3404065396297318,1.4706667397535005,0.4262533477364369,-0.05076574165759662,0.12477397594338056
2012-12-31,1.339254813426901,0.9654670371330732,3.2345798470970224,-0.26921624529795585,1.9542660806462653,0.07481149939868374,-0.31106398783021866,-1.126829192446939,1.4399013188615664,1.361436748147374,2.339787522557687,2.0189636840311813,1.8682539079778853,-0.05405282511763021,0.014229489103964503
2013-01-31,0.33961884337480014,0.9807303286192622,1.9707404254906102,-0.27321517718828414,0.9713932770901836,0.9217483996555728,-0.32156860042862045,-1.4503833915041286,1.8113215100259097,1.8825645069874823,1.6413004412391832,1.5231681393299972,1.325414598770774,-0.31811723568893496,-0.2596468714909911
2013-02-28,-2.2452289701266728,-0.33182814325908017,-0.21161470514390346,1.7385688332580647,2.0753596837520303,-1.1594453424562345,-1.0920461539746789,0.2658418904256878,-0.05732186448343088,-0.33854591149353874,-0.8634422619202774,0.8149308993141463,-0.8467165544911436,1.1454114594927547,0.10671644806896223
2013-03-31,1.0926255423909719,-0.48267210202700106,0.4401221139905984,1.4984200768289853,0.6990657002562523,-0.9969845497879587,-1.160575533177264,-4.05923848634368,0.4982897398378628,0.9239420804730579,0.029608353791641142,0.7670914831161486,0.7199808227831319,0.7062003621143433,-0.0234433931899396
2013-04-30,-0.023297439796804934,-0.7543284013955132,0.7485637745041056,1.3528567786270194,0.6792913932522784,-1.0371698164779064,-1.7454545957774898,-2.937699343621987,0.4500612059933109,0.8710514822274195,-0.05669951732045089,0.8867853126258662,0.8955754890992508,0.603575326877842,-0.10939137802013495
2013-05-31,-0.7731065839467051,0.21787805054915513,1.243667619261592,-0.011971195232745886,0.7697347575183552,-0.8914744908586604,0.3105886865003437,-1.9240379798030973,-0.2907619636176813,-0.12061791437909958,-0.7830047865047794,1.0858677459909019,1.1272533017733408,0.29209384605917943,-0.04340773950749773
2013-06-30,-0.18567759302032563,-0.7195231251858683,0.8028795764393823,-1.0846263569134975,0.2914604037337951,-0.8200682407861394,0.04967291095632127,-1.5397866217064222,-0.5693925644383684,-0.36967592925611653,-0.6986537042920716,0.7923962394966676,0.7565926042221993,0.4071116968409034,-0.11225290053463682
2013-07-31,-0.7465076021874524,-1.2379999117451401,1.1901337112080772,-1.1716244925683712,0.2128382934277804,-0.28527959488510196,0.696970337433682,-0.7637995747759397,-1.608325302488206,-1.252907678449158,-0.9399609124928405,0.9374108474768557,0.9622148174622714,0.03875472740718965,-0.06123506033371218
2013-08-31,-0.2574570105627898,-0.8456016243395518,1.1599940735547989,-1.2019733152425722,-0.7379866294959364,-0.4858081377744003,0.1472654474202729,-0.3194520093913403,-1.7420520292021087,-1.3150315452509405,-1.0453307235868061,0.70808806704153,0.9172767277268186,0.12702901632803948,0.0025917941074290246
2013-09-30,0.27052902693100755,-0.5150204788279563,-0.7572520951620687,-0.7919428959727574,-1.513243722161233,-0.9580710709724223,-0.906170476853018,-0.34068363429604587,-1.2322523074644627,-0.8331736103061215,-0.5364017805037944,-2.0265278406425327,-0.7097107815549871,1.1498162085564907,0.28940621080992074
2013-10-31,2.7077126711207633,1.8909948475868015,0.950180382494795,1.269562185551002,0.8552964002552051,-0.10580932238362419,-0.2467574263655355,-2.2448101152010316,2.367565058301128,2.0514860271168542,2.073222552486825,0.8650745240161112,0.9528280640318281,-0.0057292247163548355,0.016656374827676068
2013-11-30,0.23385415756151284,2.117518558684763,1.4088032696121082,0.7723052453770167,0.5841764420781312,0.1961111815982263,0.19005419758800196,-1.9640734140667695,2.4781261104186396,2.0523981559524276,1.8216426400824364,0.9905492411044288,1.214899826320752,-0.052701613371852585,0.13082761364139292
2013-12-31,1.065580479369213,2.51602204015451,1.330720768551574,0.3121459932473734,0.6024512673613179,2.1063521939234273,2.553256015238854,-2.1652449359404597,4.040409807019738,2.9996579482086325,2.3595964147538018,0.9383600650905086,1.1719357547575873,-0.3632055187265078,-0.15396489255315207
2014-01-31,-1.1278609936168995,0.09516548110536885,0.04990516633511683,0.36300822169508357,0.7795019449778717,-0.46899748531325836,-0.42198703085462286,-1.223355777033867,1.5017557208654584,1.346545413620734,0.5319422748340925,0.42406988154183956,0.3271246103254793,0.3417439931490282,0.06482294102450153
2014-02-28,0.564754398408256,0.30725170684754083,2.5570739236493005,0.4295790739465459,0.5177242787032555,1.0193437650592947,0.5369695744816537,-1.3442463174663601,2.3368314672257005,1.8705512803675552,0.5867177489644008,1.5474324559716564,1.783611091380298,0.7770194413894411,0.15074976091814113
2014-03-31,1.192798569065637,0.40686784931073317,2.596517620166623,0.5266455209498803,0.4890657513794421,0.29368385421377985,-0.899986059720665,-1.8179824540260852,3.271728262878539,3.01608298085842,1.1278597667479224,1.6164676652711574,1.735985862692264,0.4333915726776687,0.19119195150760726
2014-04-30,1.397449713270944,2.0418940016375022,4.006118276881175,-1.0830741725145954,-0.2288895269714831,1.3914237532155478,1.5011920621155381,-1.8502135950301835,5.129248441820995,3.5958005956063275,2.020969270081961,2.74820786474327,2.2493397246280513,2.9611176075340424,0.4117942431598119
2014-05-31,2.795224556920099,3.303567308179581,7.9386217707714275,0.1950900550801773,1.4084741411806545,1.6039128696826193,0.5709355669204963,-1.9281918570110208,5.462868870678749,3.665928738100367,4.012647118656134,4.258449856622526,3.2202717522104622,9.737770574109405,0.06683012912983068
2014-06-30,0.2214034967816789,2.3483203096973524,4.7632354148310245,0.7376241882531922,1.3406782778627275,-0.07105650655669841,0.11367433928107844,-1.5190198631038243,2.9831708052692147,2.4516904048891206,2.4215094703667495,3.5968752240584547,2.831487759830591,0.6492467923130644,-0.14711184825315324
2014-07-31,-1.1247695187170292,0.8884820811812473,3.1016136749818712,2.479313943826334,1.1704042795518155,-0.4923069431230814,-0.9857414607370867,-1.1015786943404178,1.6299699835618349,1.566056741775275,0.5581726784451577,2.670245202530966,2.5508379020102256,-0.7771535892031551,0.028490209994917724
2014-08-31,-0.041362491447308414,-0.5375951285266052,2.930506224923944,-0.4032421976978031,1.1564218982738954,-0.6820374074341926,-1.5598464800423124,-0.9773912687322893,1.400231935700239,1.3323410249171528,0.1343712251495389,2.575599949111393,2.5092691201631165,-1.6069057856492366,-0.07037450462414008
2014-09-30,-0.6961437652733394,-1.0802428150191488,2.127420960082077,-0.811987005378204,1.47181370164759,-0.020605709653663522,0.03492694591962074,-0.6965963884551893,0.9792307616409692,0.9937603657847506,-0.594625153287504,1.8212612373912707,2.155968544318459,0.30167741457806785,0.09836918566050645
2014-10-31,0.5049716743846796,-0.14688454917976365,1.2433736317840187,-0.8011681703043515,1.2220522159872886,-0.9132227088768492,-0.27226481173828065,-0.621305215075969,1.0684859879206003,0.987718298081376,-0.36600908655676456,1.1505616950012838,1.192423907472785,-1.6449854998885876,0.0757638272360546
2014-11-30,0.32417960396320333,0.04826607947499117,1.3162568830626888,-0.6234283106418601,-1.4920169045580192,-0.0887859086923168,0.6045356939847774,-0.523639760103876,1.0621956126080037,0.925821848095353,-0.013426304904756794,2.736619245976713,1.134357926820731,-0.24471656014918886,0.16085678112943438
2014-12-31,0.8632919218860508,0.9033091299653422,1.2955764325807253,-1.3479626322225047,-0.8923360230644014,2.3721837492877356,1.2438594994369276,-0.4875780155271129,1.2292699830579077,0.9681752522596023,0.7100110572556544,1.999368458182277,0.9064391185079036,4.708142354104202,0.07950763355300636
2015-01-31,0.3014563376337571,0.7827878731915162,1.9753168121996856,-1.2101021854567293,-1.7934017925929355,0.9118436445412765,1.4523505646536015,-0.36619570970288245,1.1320102728216201,0.8778855740012625,0.7644411694487561,4.286936331646164,1.2410165601981216,2.201454244324194,0.010435618077493014
2015-02-28,-0.1793560155539129,0.5105794960111207,1.5609708480570965,-0.7278673913929711,-1.5700031492315427,-0.8027967642714475,-0.47995061254789617,-0.2463468657834965,0.9014729990138423,0.7191982361664957,0.4431813667801266,2.7315840585958147,1.004483799551909,-1.6501648455832971,-0.07270738889136712
2015-03-31,-0.8934857750527162,-0.36361908753892463,0.7629350928171373,-0.6484396431872873,-1.4121240558806838,-0.8290499966552868,-1.7578574569144363,0.057972603735448144,0.4478222592590857,0.47965630566799117,-0.28691994405740123,1.3897804243597258,0.5483921509249757,-1.145796336088871,0.04956019170071557
2015-04-30,0.062252954936160565,-0.5001038774917906,0.3476331465839813,-0.8118110966819356,-1.3553127549231583,-0.0787073769336323,-0.6561763271820884,0.12390849144521845,0.4245477536460743,0.41494226271261797,-0.2950150327315587,0.8649478019942978,0.1964270806096956,-0.15746342749029096,-0.013754173818945607
2015-05-31,-0.42337658613762635,-0.6242721540705648,-0.5192886122046987,-0.7650987464009614,-1.1864788647729312,-1.0498868902204919,-0.6203391127778585,0.25460431627036334,0.2700780035283588,0.2797687029098662,-0.554021856291567,-0.27455721335331407,-0.4159197954120787,-0.4944790320964332,0.1366316598648688
2015-06-30,0.6649042819107683,0.14383808325274797,-0.43699433279500116,-0.48634288024667116,-1.2573528176856736,-0.6628219773087473,-0.07858984758738809,0.24376849641811787,0.4504935834314641,0.32403310398655194,-0.04263724398705412,-0.10247367080814614,-0.41382521316540943,-0.40515389175000566,0.039663125784004265
2015-07-31,-0.1194775945715336,0.05612750862863688,-0.12362058757646227,-0.5035776328043479,-1.2474730533469396,-0.8988003689353553,-1.0922298870164482,0.33653786663461677,0.3950475608014585,0.24454026982954827,-0.018624671887704232,0.39760000116598393,-0.2632110556385445,-0.6360524789872286,-0.08577232320017844
2015-08-31,-1.1523974420064382,-0.29933317562635164,-0.39957850389467015,0.06343564510021377,-0.8800407302657879,-1.1871883375780197,-0.6273598972185315,0.6143594403463504,0.012016314987241079,-0.024007207476014866,-0.6473366866410643,-0.12312055444520308,-0.41276855982354005,-0.654086357934291,0.02047174742820389
2015-09-30,-0.3124489879632297,-0.8586388929146135,-0.2577829880369897,-0.7723776357913789,-1.097362948066226,-1.137237900197294,-1.5196081791759273,0.8457005728612705,-0.08236689844689508,-0.15536649590296547,-0.757818128284093,0.1900032439794551,-0.3506415863707497,-0.7477804562948457,0.02371806360216662
2015-10-31,-0.29377517927089586,-0.9825244577516078,-0.4913274825888585,-0.8794565328955113,-1.1841859944407382,-0.9472352518137033,-0.6727080035687373,1.35570433434824,-0.18965058658339468,-0.3497878388173413,-0.8071827195417991,-0.09760816420881385,-0.605854705702198,-0.5132068716587243,0.06525872282516519
2015-11-30,0.12317349460001788,-0.27124268969250015,-0.5719807679623815,-1.4967687588705743,-1.0942063919943732,-0.8941357824698636,-0.20490125129707912,1.217598584976364,-0.0848502194843594,-0.3368120819836983,-0.5507197593221609,-0.1785694601940342,-0.7166829822542863,-0.48034987857354233,-0.07996771648496605
2015-12-31,-1.1097761377948074,-0.6689000223148251,-1.1068809150020638,-0.4643928826339725,-1.1838941640187857,-0.8067103795273781,0.28999382612883307,1.5092321961195223,-0.6529130068492717,-0.8016737213657584,-0.9960126735682865,-0.8520151260075752,-1.0495817735525823,-0.24729019357817492,-0.26170158683589617
2016-01-31,-2.521558728563509,-1.8622116571940344,-1.6629205761717225,1.1977438549750359,0.023390309149027844,-0.20684674259991098,0.6471191113669185,2.481022728094453,-2.0252575449454384,-1.9383511164186609,-2.05346861175862,-1.5470490893279765,-1.479068525332112,-0.10518499798392858,-0.17626093218226357
2016-02-29,-1.6525483391635603,-2.7067689040807164,-1.891238153257575,-0.140297719247783,0.2664645455477669,-0.8360552413090714,0.0024037051175107003,3.5548203341248987,-2.9900392882747453,-3.09728793482419,-2.333916868086341,-1.7013108615534798,-1.8383517342027587,0.07833351048012702,0.2145264702612173
2016-03-31,1.3478630517155965,-1.2184767761684046,-1.4509780861995463,2.8705294536658954,1.1877195675481431,0.2713066062692393,1.109224312966019,1.66168568084841,-2.115202931424624,-1.8351210506639006,-1.026804853008688,-1.3448356181706693,-1.3272524406883763,-0.14229475281137574,0.019075792724239232
2016-04-30,-0.09121894543674947,-0.1517371485566829,-1.4513421585652797,1.518633857580754,1.1377257994235634,-1.2053091809612948,-1.4235918296034913,1.5418479824517466,-1.9750887111024382,-1.6987826285534908,-0.6931253640606287,-1.3442656057095361,-1.30627811060182,-0.02803300007880715,0.12885652645410736
2016-05-31,0.7637302608871385,1.0011713695554183,-1.1802020631335375,-0.1209169352347127,1.2518735304350865,1.6178443289511089,1.6884591575497336,0.5556999983746103,-1.0861941231181167,-0.7934461510920486,0.19562742226359553,-1.1711415635740559,-1.067493046692073,-0.05466314209179561,0.0725748980404593
2016-06-30,0.5355245352216231,0.6163553665790049,-1.172340477242935,-0.7615009164704133,1.287672907353615,0.1910056536873929,-0.37658543336935496,0.08498874952149293,-0.6102697566118779,-0.3246281507447706,0.9132709423409507,-1.144968889229836,-1.045138174014084,-0.002690162109887994,0.05995725707684915
2016-07-31,0.4196052571928615,0.9931859031671012,-1.0527209936725272,-0.9826982435738089,0.25673373923602144,-0.04432503050656264,1.1490108153227765,-0.3245960427640657,-0.15536606942378625,0.12447169388579972,1.2623084929308592,-1.0477956265993829,-0.9449839574663468,0.01930731873171101,-0.038484336094969325
2016-08-31,-0.5662786277531252,0.221400576775735,-0.9029168420830215,-0.5462078202112849,-0.5827505141638998,2.618781250684714,0.38319129290222753,0.058110222311451465,-0.5127543568600142,-0.2601985343717052,0.30113315385280903,-0.9026502400335443,-0.829352454619447,0.10446398010794937,-0.0028749420855990995
2016-09-30,-0.20423579944542816,-0.170496750001859,-0.8710813812445632,-0.716336888905025,-1.129799977994888,-0.27466259558647815,-0.09252931007032449,0.05686288363035044,-0.5573900098705968,-0.2936698956533046,-0.02371140496544114,-0.8574983662048761,-0.8031819120841115,-0.042912611970291434,-0.020163536945983374
2016-10-31,-0.3976781349097619,-0.6171215566721563,-0.8691878043669262,-1.295615803598749,-0.9603464444238718,1.100760180473822,1.06662716567818,0.3429412728030805,-0.788157475611717,-0.5658111683694642,-0.4465646845447521,-0.8954069713441161,-0.8123996274579928,-0.03384543509132363,-0.049583663395526244
2016-11-30,-0.6353944668073354,-0.6427641859372464,-0.959511942753015,-1.0923212945706517,-1.2334996703597516,-0.7639456409546136,-1.579070515805514,1.154931307511285,-1.2994450316676431,-1.2485982897010768,-0.8344528505618556,-1.1204960901126733,-0.8873642162563578,0.0560248712923612,0.022788371688769612
2016-12-31,0.1063280272752624,-0.4765501108650921,-0.7377443591560233,-0.7829732286802178,-1.4025176291197257,0.4384792268729143,0.7424925674269756,0.8153509360139178,-0.9738195945903141,-0.9130379655395403,-0.5813846241437081,-0.8153527471053944,-0.6904826948632742,-0.06903240891933386,0.098578365402876
2017-01-31,0.9286606295369861,0.19069582879274416,0.0036842089122425775,-0.09064249451253356,-0.9752635959247169,-0.660405257956045,-0.994901837613584,-0.6350637190390932,0.1802699904553868,0.41604348983070727,0.2602876796253227,0.266918115043483,-0.07432934127333582,-0.338024122335296,0.04351613821123675
2017-02-28,0.3664062367910786,0.7534133054136373,0.8048104374584247,-0.7483547606915962,-0.9795295545047142,-0.35071055245751465,0.6511556437080974,-1.0979579496168104,0.7305246406118715,0.9194272663446073,0.5923328395457651,1.4997324516445745,0.5414750237717213,-0.6249372321860852,0.11898456290312191
2017-03-31,1.1007295597192126,1.3144013111723496,0.7509819966292759,-0.7150362706641612,-0.6330467825243316,1.2359673618051865,0.46522222120027934,4.773409214003597,1.5857237244226534,2.167763731018143,1.4472330904820394,0.8830484054667888,0.9858398053208457,1.8914797124017417,0.08747609700418953
2017-04-30,0.7023845654715217,1.1572736077239878,1.2866164078982731,-0.7000996480573152,-0.69824743613601,0.19890830507898147,1.0225755886411583,2.0584532664687436,2.1310593679996077,2.381621709536491,1.6404521135505852,1.5179285903158024,1.4550213912878012,0.1841189347091031,0.007214119978046363
2017-05-31,-0.1017772731357767,0.8848444004739209,0.8242314476536536,-0.3267524116303569,-1.053557310928556,-0.7352885507638499,-0.06734924392742558,1.7282427685664674,1.6245372840178773,1.729345463965204,0.9707814736444466,1.5464609900991506,0.9703036262698806,-1.1708207684400609,-0.08697293836649655
2017-06-30,-1.0310979454262494,-0.22647693586375417,0.11199916134661225,0.2010084639279118,-0.3204792266303248,-0.9251630402840085,-1.331930264508365,2.4986097297262706,0.5556159331136438,0.6655400862347952,-0.18567747311866267,-0.05636326181713807,0.2988583922442044,-0.5673200997664025,0.0693413142587522
2017-07-31,0.5938748938041152,-0.28601778031756997,0.16612876503029406,0.03996549529703655,-0.3941587586469258,0.4161311333304438,0.15377716239904243,1.2895016117090312,1.0728033534157637,1.0279057582528761,0.09931436876365993,0.023887453227714454,0.2821187940003811,0.54347029423216,0.05362166754913917
2017-08-31,0.4240512530443881,-0.011218108831343733,0.6300206618676849,0.16828910645672313,-0.39247253475815375,2.1995997726134524,1.482542202470247,0.6031728022717061,1.2971406906446676,1.13124001064748,0.24011288478083484,0.4239773463232358,0.6806346845897737,2.8727799184195213,0.0009512809034284979
2017-09-30,-0.1528666352040625,0.4551344823773206,0.6677861575156473,-0.7062806688876851,-0.5937213288407042,2.1173783869104557,1.87540522226333,0.5130351583795889,1.0198899260672272,0.8497199531342458,0.05210135912239234,0.6243891762466687,0.7122498162645438,2.7099216012768492,0.016569382914762124
2017-10-31,0.01133565725638018,0.14978756197373294,0.9059512708550779,-0.8304880355415023,-0.7687928998465005,0.02226766060178103,-0.12307316399159393,0.2616308377800917,0.921244379301374,0.7219828765923401,0.09647755998097805,1.0777151799781663,0.9107004638044129,-0.0046193532576483025,0.17044998719875584
2017-11-30,1.5516775558056126,0.7313990787950676,2.162676777131693,0.36498203204124646,-0.09421118338035023,2.211512874141142,0.4318809505247569,-1.3775074378629428,1.7843861421798175,1.3866300566484364,1.2467167031939443,1.3056191580396999,1.6795727271711274,5.902995385074884,0.06298114637289962
2017-12-31,0.41555611761649863,1.0264736790484952,2.214579131132666,0.059554179600274156,-0.656916402806083,-0.1785505147663747,-0.9270503800220435,-1.6874562222537044,1.6096493252964017,1.2629666029774367,1.1544854324525493,2.3648924640318323,1.6284390534009678,-0.3572115570116868,-0.06275584503140379
2018-01-31,-0.8588864634788438,0.556286895639506,1.1048978691831792,0.7226777776805614,-0.2553836242064614,0.7158810340546408,0.6368919440809924,-0.9807431797619811,0.8636616076892145,0.6735909054997962,0.18649264310190303,0.70801059574479,0.9011541921856063,0.975765233961601,0.12160541242946815
2018-02-28,1.032760660921431,0.2311019466563718,1.4042669664676013,0.37616734097453486,-0.07034280882753982,-0.8874075026970092,-1.5082291601050675,-2.004449145950579,1.2679977687066055,1.0801928248246095,0.7480603388490368,0.8131269504929013,0.9460685649269632,-1.45856421198149,-0.03460342198235245
2018-03-31,-1.0901269787816499,-0.5953073959882734,0.5588642419097059,0.46754864913500915,0.0858962171842342,-0.6733834535763321,-0.26769794700797456,2.6957788523496045,0.23099882514508713,0.6443599872631315,-0.17234780479866285,0.11764562875467706,0.9748430268632078,-0.7148645225801268,0.008738169195732236
2018-04-30,-0.4065271923198678,-0.1686171258088377,0.1479529077506316,0.3368987916073074,0.1899342264237405,-0.886623970423912,-1.070151370194077,2.1454821945157527,0.10041956211581433,0.44798989537367423,-0.6713058318476522,-0.17952975588673117,0.43371235660659363,-0.7792323268214398,-0.09046013838898856
2018-05-31,-1.886306421454951,-1.9796443520322626,-0.32769891343294394,-0.4569709740175614,0.019500144400545906,-1.2311680663648774,-0.4725839517418812,2.4709405606020973,-0.708087300512217,-0.42672139425422145,-1.8595564299440859,-0.4356666124722305,-0.05911218931304579,-0.6944032730772889,-0.10691790578727961
2018-06-30,-1.9482022557201895,-2.4822373734364023,-0.44585953121836724,0.06920364404588401,0.2852349865162547,-0.7304008311701576,-0.0331488017598447,2.515599717204592,-1.550778094097673,-1.4072694049930417,-2.513061656777429,-0.5590930823799224,-0.09679565511959205,-0.41550112852985543,-0.068102637296581
2018-07-31,-1.1941491916853875,-2.7448996564491805,-1.0370255811710356,-1.515165459492971,0.6760911974652035,-1.3887906962777081,-0.7285521113764766,2.1554226179235956,-1.9423661701924484,-1.9508744521123502,-2.5717440223917905,-0.995253166712022,-0.9804911604200858,-0.3031885158939506,-0.04798296201486914
2018-08-31,-0.8267942981548546,-2.0337169325276347,-1.4201985428680766,-1.0723678681183555,-1.829294976770112,-0.024377151247156673,0.9510188381644581,1.7904239743207324,-2.0665306478291883,-2.190418829052415,-2.1711961322908344,-1.3481511181637984,-1.642296772618566,-0.09269362430130876,-0.06538843643070204
2018-09-30,-1.051423557406157,-1.5160844655677614,-1.600442688104049,-1.661190162611375,-1.7399576868984639,0.08945115502058877,0.3295169821326321,1.5906531386302025,-2.2342947703371605,-2.5031925122846843,-1.933312306395664,-1.6477155236526149,-2.0068541257828048,-0.08891253466866386,-0.03035595049723959
2018-10-31,-0.5348487946725266,-1.1540823212423443,-1.6857569114774156,-1.305683005772241,-2.3548623565803632,-0.20324113171637384,1.068445207618655,1.3007483759467002,-2.164639599648767,-2.477356075238492,-1.4307710495042378,-2.083959978689602,-2.1709971229177096,-0.02198292535385475,0.09937872137275079
