TATACONS IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2014-08-31,-0.2799166685258243,-0.22059131599924572,-0.525984834374774,0.9482659236279334,-0.2588831358100624,-1.0005426376583553,-1.3661307348505485,0.599894755052972,-0.057418207801797946,-1.271320223242899,-0.600296310574494,-0.41432645135593577,-0.466498938860009,-0.4960009755947534,0.05713225211940276
2014-09-30,0.5148405441243171,-0.8804724427934425,-0.39366395055556486,-0.26877437677696886,-0.3358604870706567,0.5698104890385493,-1.2515697138967006,-1.6321536232795775,-1.2101428184629972,-0.18813525135784387,-0.03318898234165886,-0.34830616277925,-0.4623757185974692,-0.07545698270445776,0.0046906779717156314
2014-10-31,0.0014139700606217325,0.1910723278190577,-0.821898766138477,-1.5864325824139318,-0.3881904660618374,-0.8024399934083917,-1.2792577103894935,-1.606182353553348,-0.9972970298663985,-0.10330898687832384,-0.04781671725398444,-0.5169103640635988,-0.9178431581614207,-0.24672033447910213,0.007497278778218191
2014-11-30,0.04959413703752716,0.4716491367835114,-0.33665093585947325,-1.8483552794904188,-0.4443201459948289,-0.3984085849324422,0.7809760504776163,-1.679001264427547,-0.7598182306385345,0.19491114013179997,-0.04128207965753868,-0.28718159462027687,-0.41313717337690387,-0.31380009909172013,-0.06629753654275078
2014-12-31,-0.6847515298362667,-0.5537751310669293,-1.0135058206430403,-1.5359557184077657,-1.9501047952273394,-0.41794690729429423,-1.025043936186653,-1.836058979454676,-1.74879269539848,-1.292906719840841,-0.5370353649811475,-0.8453880849624299,-1.0450639741213175,0.05321586585710023,0.0500349577423374
2015-01-31,0.5477008511244597,-0.07340834196504477,0.21211376357152129,-1.0260784858627523,-2.8717942746848752,-0.46107910333923735,0.22172152475900253,-1.8704944827319419,-1.6142299137744924,0.07718171364513554,0.15853672481233994,1.1629204720231798,-0.0288717444020716,-0.4200166515332373,-0.024214258120594627
2015-02-28,-0.28074520662052266,-0.3689637966218257,0.1896087914156814,-0.9727052167156031,-2.514055875005244,-0.6934959780765978,-0.426998636452699,-1.499351549515537,-1.562618225774936,-0.7194078424892351,-0.26584084974741307,1.221884326866382,-0.03784752252632459,-0.4835046868428908,-0.04020943707384235
2015-03-31,-0.5603932772108786,-0.26225787479882584,-0.8448581789515295,-1.2083202086435307,-2.3565592086810945,-0.5871124558533961,-0.30047179143246355,-1.7781878367529087,0.5611429885548482,-2.3412305106334026,-0.8675084634197388,-0.967288266783304,-0.8041438763049306,-0.001646461000903589,-0.04601793360357866
2015-04-30,-0.5940737930186126,-1.7238169643695203,-1.1282639451345766,-1.9946066373414062,-1.988680462031445,-0.303330333901025,0.14930601191663895,-1.3331316104282065,-0.44870573882766907,-3.542343378519918,-1.4826864559469175,-1.6702171737296847,-0.9685619294004055,0.07716297009944224,0.028722876197229682
2015-05-31,0.3603392919030248,-0.9058491553108261,-0.7874896906333159,-1.1053290909687512,-1.6378216823813314,-0.519744688182472,0.02759697532724352,-1.1900263806066316,0.6492489416141254,-1.965432717965423,-0.6057491457310462,-0.9299247516998683,-0.7232289237545884,-0.014652332072232599,-0.10094736115375663
