USM IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,-0.061685187425111636,-0.7734923422132522,0.5187538042763942,-1.4754061640061114,-0.35348518261428546,-0.826545969309512,-0.5184824399980767,-1.0546151599328526,-0.27808483822007374,0.07464652206906901,-0.7328783905066937,0.6235629947419945,0.08336868132158333,-0.9024917462139112,0.10253081684509897
2006-03-31,0.2741481327165496,-0.24060543629673284,0.27914643053667426,-1.0190867509746047,-0.8837981462942041,-0.6773585287569174,-0.306058030381718,-0.34928372388362317,-0.7898157386849533,0.14953663641475798,-0.2564302653672317,0.8684227065813823,0.47513072673411,-0.702664244031744,0.18455619459537087
2006-04-30,0.7597055067824233,0.5593095364088448,2.027965862036033,-1.1465938757606664,-1.2623138575197554,-0.5753261816796567,0.4504311784746953,-0.7602937512166463,-0.1974033089803589,0.39601273980991736,0.3729024053707591,3.846141320174851,1.3861527684433335,-0.7138920224971343,-0.16304427755293588
2006-05-31,-1.476952288662225,-0.2599527506663715,0.6378638446926267,0.6453386196893689,-0.6100985247372115,-0.8400302819015459,-0.1885138548349983,-0.23805081577358625,-1.0836282886725903,-0.4559389227142871,-0.6289025846119809,0.8290082001140309,0.76287063249929,-0.8669133366563114,-0.19076487872155398
2006-06-30,-1.6370038442642423,-1.4066106239110314,0.1915493622247055,1.0373696146445766,-0.08894239710709505,-1.0908467527550083,-1.327697859223028,0.4684989737095614,-2.05687689633899,-1.5957512099915383,-1.546281494881173,0.06458779120930504,0.788110987668887,-0.9748618859927975,-0.0015910902322418517
2006-07-31,-0.3665165340002535,-2.024204025918539,-1.2488017084161789,-0.6461057178167976,-0.14310951852736029,-1.060084131919111,-1.9094753086767347,0.4686856751548384,-2.1098885431592427,-1.9008982800518712,-1.4858634532667132,-1.0181183249716015,-0.6088810156488039,-0.6420460981029547,0.038117704278660014
2006-08-31,-0.05247112559390231,-1.1125487889562253,-2.3339795389257962,-0.2693301331387149,-0.14113238913917794,-0.9261653766334677,-1.093436780276406,0.25868665321447315,-1.8033843977211403,-1.699217692328608,-1.1730517423338747,-1.8426463812298062,-1.6982666072204926,-0.43386351156011,-0.0393924017106606
2006-09-30,-0.5430540981747072,-0.5181208020188909,-2.6914099103397566,-1.5481769223749664,-0.3380311281572521,-0.9100659409246774,0.370347328100723,0.33526600457078265,-1.8496400719756783,-1.9346737867130552,-1.1312297689603776,-2.1884997209119996,-2.1679194794986487,-0.34906884863041215,0.02891464791954094
2006-10-31,-0.04415661823167177,-0.3509992147499207,-2.0309765362790517,-1.3613719017578254,-1.1561359265092237,-1.1684896731596701,0.30585175127433223,0.12980512485194837,-1.6088861967750658,-1.7176608813237848,-0.6476643620389033,-1.6838796955383277,-1.6068898560021012,-0.40965637285333745,0.08346834619337574
2006-11-30,0.31425566228431173,-0.15412082245418574,-1.9273438559624425,-1.0062514610805984,-1.132973109346327,-0.5010820984396072,0.6042386929708238,-0.26966672558888183,-1.1750329107712885,-1.284512922878205,-0.111440740608382,-1.671727311983209,-1.6109940110345395,-0.37923559336588003,-0.11047155676764872
2006-12-31,-0.930818814085707,-0.358581602157622,-1.824016104810347,-0.42845460679177505,-1.6715806201622736,-1.0109187701436209,-0.846721704343957,0.07625128576225086,-1.5919218460771227,-1.8543550020015482,-0.6070716326083524,-1.701864686445952,-1.6309978567294219,-0.29631716309020806,0.2461735756336345
2007-01-31,1.4422302073719866,0.47331129751645606,-1.1193133510147701,0.6830771799386782,-0.50886991191983,-0.05093615120079085,0.6600447015639502,-1.033663240365325,-0.42630327813819635,-0.6064427058634968,0.5241673708241806,-0.8938119061776056,-1.0221368760714913,-0.312817130585268,-0.03416756503798538
2007-02-28,-0.45507758270495036,0.033072960681824116,-1.2027076073739613,0.7845654554634308,-0.4420554844873308,-0.5151116344567608,-0.3311438468238809,-0.9778795548711442,-0.6293131798470776,-0.8657451031627594,0.13723684940739778,-1.0012982760337235,-1.1315283213487906,-0.34133850494024204,-0.010091947471471208
2007-03-31,-0.296613781192747,0.3759689489690568,-1.309763287427926,0.2546931634528613,-0.502919391865549,-0.7012398587954628,-0.002764139705414398,0.9034119596080997,-1.4844268625171522,-0.9997896751683505,-0.11533528052570034,-1.1239365924097147,-1.252799906428568,-0.26608295726984027,0.02896524422276657
2007-04-30,-0.010496775770916997,-0.44132991987400405,-1.4318472192792528,-1.5355199408953333,-0.5270896018712548,-0.8532725061120784,-1.0784752767436316,0.9286407957060233,-1.3201415822035127,-0.8489255176149337,-0.12732784445774725,-1.306522504904744,-1.5061177486112522,-0.08068221351755733,0.2306945562334278
2007-05-31,1.2614480115177436,0.525081013437937,-0.6758749741585663,-0.06986161862886525,-0.032801746181517974,1.6828391909210896,0.604419250200827,-0.2752912087012356,0.006771570736284001,0.5274462669040472,0.808046499683035,-0.5785297692838927,-0.5784255648698925,0.15362906298623896,-0.019241099927021034
2007-06-30,-0.4098368346433455,0.45913266955299337,-0.25060677402580067,-0.011329266218133332,-0.4201132387791883,-0.8220218751135906,0.05278613283583988,0.14832917184004368,-0.10970102808808001,0.7425718091149427,0.21405057422208185,-0.05462327096845488,-0.04125734354675819,-0.5365480465210943,0.08934335247981384
2007-07-31,0.2599770101304412,0.6284112154440031,-0.0005272301053649855,-0.12429950385954779,-1.0409613896716916,0.9863227831236543,1.191418849117186,-0.44127969133944356,0.5817057806683679,1.6332623119889227,0.39869880238632893,0.5777937163951354,0.2061576135159272,0.260807687058588,0.054234541635030845
2007-08-31,0.10469051396209068,-0.03466391477910034,0.06173176740771612,-1.0624750675873709,-1.1286536586707017,-0.5623307926595524,-0.7131180565848695,-0.916692493849354,0.880503004104738,2.2955785021261264,0.34972440389783144,0.7655542688541279,0.22684612403348678,-0.5194167159195165,0.049254015408008625
2007-09-30,0.19697035718233685,0.3197039659480447,0.4090437255920054,-1.5220395399826057,-1.1809891493893359,0.39945944083448937,0.9428599408101694,-1.4384107873205798,1.372738803744153,1.7588434544028446,0.352765328793557,1.3081617788245716,0.5282135020126607,0.0283159661570707,0.4003932460102041
