BRIT IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2018-02-28,0.7324463724312653,-0.2493135839950976,1.6929681077162515,-0.21202127805478355,-1.081668776450737,-0.3419658891827582,-2.53073354351506,-0.8915132309838532,2.312698464495822,0.600438411286072,0.15776226630461207,1.3208774785657105,1.2647806215497523,-0.7154365069266316,-0.004748695809331456
2018-03-31,-0.521633500372598,-0.1259240935334728,1.1778995617962253,-0.41584196853053024,-0.8836146600751407,-0.11669686029987637,0.07768582761193495,-0.3514067736521916,0.7672770396880442,0.28348520491401974,-0.30236861437933504,0.827632890314816,1.0165460730667544,-0.34026294873504004,0.10360465967013018
2018-04-30,1.3939704531927206,0.910731203348681,1.3369811653431696,0.22995987643443916,-0.3396900781604573,-0.9598541602914549,-1.139240499078963,-0.7634449580027658,1.8035098727195926,0.6960911607115899,0.8084028227511391,0.5520126110832587,0.9618278231153887,-1.5541486791865975,0.07185992735014629
2018-05-31,0.7723289164641938,0.9314880226804412,1.999201529003342,0.24807633806363624,-0.15533741351263367,-0.3400945861992149,-0.09961708795537509,-0.9134851528878206,2.1716483715669983,0.8174471326809924,1.3462750675151638,0.8302848900808001,1.4346952975930256,-0.848782239227675,0.04776104357129547
2018-06-30,0.27234617176137044,1.3847675873149698,1.8063675118111382,-0.8770015390021287,-0.5246641239840754,-0.5583254157139067,-0.5651205614657352,-0.7261945881188085,1.9636739196616297,0.7382126301428295,1.2440181169422282,1.110903338560448,1.3191570813843685,-1.2806699447942596,0.051507312579913714
2018-07-31,0.31843748264090954,0.7554912981528936,1.5672597370188066,-1.4240950293104946,-0.8668489609186049,-0.4385727915077109,0.6492453569716846,-0.7428729236617927,1.5333031942526163,0.6509987667588892,1.065509675842056,1.4321952715506394,1.0199826866869197,-1.0355021404362972,0.02930559683940663
2018-08-31,-0.07427618188247304,0.28000883981509034,1.11482089846865,-1.341659976480552,-0.7778963156196544,1.0060039038006394,1.3940951586564287,-0.5942340744402361,1.234661055715488,0.3810795007850656,0.6425494593898425,0.961599354122554,0.5751229686916575,1.2155357704165781,-0.1456776416183391
2018-09-30,-3.636244477321107,-1.6334923078342458,-0.10976038851683982,2.520766709498733,1.7034320541233574,1.2884004145054626,1.8882360994840495,0.5397999548331163,0.18920314951299602,-0.8713792582422429,-2.0079070675055926,-0.7422053013165107,-0.23581373235659242,0.8409671705027972,-0.031290703796416866
2018-10-31,-0.9259001101447474,-2.3054921201568925,-0.7410022990882391,1.6831180367325007,1.3323739654102014,0.9917233870851648,1.5492999353995975,0.8027909120396735,-0.08278667270057698,-1.2276957177959462,-2.245726049921581,-0.9316219888619914,-0.9015641704833599,0.4760866581242184,0.11618914922171304
2018-11-30,1.5921483360558604,-1.2073516980035424,-0.32714819481609464,3.5338621977491282,1.7337846977450042,1.1032261401982713,-0.22882750544127903,0.19783423930379634,0.6701471131451148,-0.5709625600580546,-0.6143800408836102,-0.843525860702123,-0.6307092019242386,0.7262299447159489,-0.017295165515551863
2018-12-31,-0.8413623105805834,-0.0770354331373369,-0.3755138760155201,1.1218691036408837,1.650782528905025,-0.3301821462238537,-1.1488262193815555,0.658679562332759,0.3614883001789697,-0.9242803441895002,-0.9108002653258468,-0.860480428040007,-0.6123265694321474,-0.2205329503170611,0.026074246470695197
2019-01-31,-0.10800960323371753,0.42614863123042696,-0.2598993509181353,0.6147488621460946,1.565291883468046,-0.6571395454743295,-1.2623238574077609,0.766989740854382,0.23653354056840611,-1.0931531356019537,-0.5972783886468431,-0.8241898164634729,-0.6198656689214382,-0.4827186151336111,-0.04503047081637206
2019-02-28,-1.3733780820339467,-1.4448895528307515,-1.1981226265604423,-0.3941747625370062,1.60840734307106,1.9444568658044965,0.5923796662763798,1.5346485204549531,0.10814151502073398,-1.8303760791499906,-1.0975634891775226,-1.0898403146819555,-1.5992326486548325,0.9694049440322765,0.009312388214292948
2019-03-31,-0.3055528743753491,-1.0567912568693643,-1.126355435716333,-0.3110594501214108,0.2344080313556061,1.5831353655480127,1.3452233893297465,2.0275567913921555,-1.5823673720546774,-1.8581537418704734,-1.0755625675485077,-0.8615358971249764,-1.4070688835378578,0.8905812496253086,-0.06336597921118611
