RMKF IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2017-02-28,0.30241594512197445,0.8845564486947709,-0.2638424831191898,1.1002796868044797,0.672727215694514,-0.09034298144371862,-0.10149124075571654,-1.4924956532782871,-0.6466325756617447,-0.7025116633077386,0.7823899109646112,-0.3879531139942386,-0.1666853690557337,-0.45771115866417017,0.18321844590055858
2017-03-31,1.2369797302560064,2.031311228805392,-0.19894467977324737,0.127149464305367,0.46508925433246096,3.3135507836680484,2.3200473806902133,-5.726894160868714,-0.11960410269032799,0.07854827826631572,1.6537303674599635,-0.3143436286824917,-0.4166825144117938,0.5779052814425358,0.03392239999374387
2017-04-30,0.1863472480792047,0.9207113015277203,-0.2766421554516893,-0.4242152651895721,0.39799142773029667,-0.45156418419384875,-0.9451444136171718,-3.0454899082200213,0.039020413105435275,0.26860736119083833,1.3364538593828275,-0.35545502977797766,-0.3730690556181876,-0.5357045334410018,-0.06032866601873584
2017-05-31,-0.38934098391518346,0.5442864044018482,-0.2058021847508529,0.051891127500807856,0.29379607216662973,-0.04276756185016052,-0.003109716628414714,-2.158792832618607,-0.04242705638159785,0.09452323191718064,0.574665808916045,-0.28768249447359484,-0.2978952873533431,-0.3894666035833257,0.10842762573694026
2017-06-30,0.7641882981836232,0.2966848708792258,-0.15456549467103373,-0.41416185755439333,-0.2268057790037606,0.7751642501575955,-0.7684861417817026,-1.7338557817435312,0.46502390498167195,0.7319703560957552,0.7182053986294572,-0.21055537172683314,-0.22464063563844525,-0.21249282628324348,0.01155309551343882
2017-07-31,0.13875829882485263,0.28093634023767206,0.08320462268838974,-0.44722905549384867,-1.0814615429399812,0.2334460472835756,0.7027833246591382,-1.434876902717727,0.798938626506473,1.620269966954313,0.5420141128547994,0.13443737645371567,-0.11201296261994674,-0.25800833851489424,0.05781743761238019
2017-08-31,0.4758520545606217,0.7846314734974075,0.35401131522801316,-0.9443131850089604,-1.0817907901664212,0.09784056067002257,0.3194489357673141,-1.2183240333829124,1.4564352352571317,1.912912594766998,0.6501067978082188,0.5073885761030494,-0.003223562812611514,-0.2881359644680329,0.07047908844374934
2017-09-30,0.5169630264415974,0.6317868546859657,1.1937621701894219,-1.0983834222012563,-1.5173383631069253,0.7673577879476184,0.1608551218091681,-1.0401627380311618,2.1349881838100027,2.038243342338768,0.8563564939157821,2.3316043330866436,0.18331378348493538,0.239564244525265,0.23924567836366445
2017-10-31,1.618896999267618,1.4441063034576451,2.4682656870232145,-0.18266189462326915,-0.6456114387870286,3.0668032205374347,1.5555573633511544,-0.9096898719631414,3.488551377382073,2.5047156593032938,1.9117952504813593,2.2280172048486753,0.40642446225306067,5.298107531631773,-0.006925920630781194
2017-11-30,-0.12024990039377866,1.0800702712978396,2.8337084239914496,0.08181697996990059,-0.8584520853263915,-0.5836838238723668,-0.3742993615650924,-0.7591712363646516,2.4966474683838795,1.8689998664640144,1.1094161680420465,2.9143609539723823,0.658524902621059,-2.3012943025642105,0.13003375534894593
2017-12-31,0.7556169572346456,1.2089915677404235,3.755636496093751,-0.00614591558805305,-0.8101641983150352,0.3900291735827616,0.20248777229358111,-0.6402480476194105,2.4372280635175843,1.7657009645674988,1.2977518816496731,3.732562677193068,0.9816016674146235,-0.03217614964044104,-0.09939849770139958
2018-01-31,-0.7675230981756488,-0.0748891560123337,1.3633318887361816,-0.1777690974252801,-0.37892293557489326,0.8730576266521298,-0.73992998099029,-0.5038197848531202,1.4824759365277163,1.1741516715294487,0.2305910959220538,0.9814620508516102,0.8700946919067921,0.5986690242457013,-0.03514634397606302
