CIFC IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2004-05-31,-1.6677185975060513,-2.0281499265376186,-0.42484057050208895,-0.5403701302169732,-0.5654678148388018,-0.7614342723421186,0.39402821067764093,2.282376644480431,-1.1140418569765347,-1.8460533805622634,-2.335372750105729,-0.2682571176792433,0.3475200281606603,-0.5167173600324916,0.023897241097144865
2004-06-30,0.04973334122178179,-1.421123699411655,-0.9692507899176065,-0.12943950027150147,-1.6342595317408162,2.2607345514809474,1.2011582203738542,1.8113138051761106,-0.9626089987344101,-0.40435248374314187,-1.478859108255931,-0.344651808417617,-0.5629308297341635,1.0917975152671424,0.0102145934097182
2004-07-31,-0.02340669030995289,-1.031626140750587,-1.2208797411930692,0.020661466539527364,-1.54308315729306,-0.8978381532379346,-0.6857322647286426,1.5367671631867208,-0.9473658099278081,-0.49606134784247446,-1.0277119524217637,-0.7667881001190624,-1.0591656751177179,-0.29554179470447656,0.0819171224678868
2004-08-31,0.6576592810510034,0.36733905900833835,-0.7850156807755174,-0.9616649989790778,-0.8199469915188654,-0.2725114814871207,0.2959782092595077,0.9639816515584769,-0.46393694049623047,-0.40811810294990136,-0.18550565505170916,-0.5416227785212502,-0.5402740475073811,-0.10978749379787558,0.05554454462952174
2004-09-30,0.34450918572764117,0.521297889046836,-0.4585133845592433,-0.965071131543935,-0.5929658942619992,0.5755234097925166,-0.4727068361981515,0.5959338522472148,-0.1861508516212593,-0.4105652525008128,0.30468053654564453,-0.2827072080832583,-0.18646569268100527,0.494085486160999,-0.035154588926472496
2004-10-31,-0.6530504596546896,0.18959576835897216,-1.6175119805541724,-0.3190617008707543,-0.5262708968299868,-0.4871051442011298,0.41292947274499836,0.6414581140978837,-0.5236798286411728,-0.6944685219082594,-0.017671085127062076,-1.6139712856884936,-1.8616400461314888,-0.07745164611019756,0.04221551852734647
2004-11-30,0.21937377072609954,-0.04770228148951588,-1.699273791538581,-0.6574536409272513,-2.206768683541574,0.5323720986857654,0.4347903112106291,0.32090800295164906,-0.3071989491570755,-0.6681971112505819,0.08192858274435463,-1.9053157133217113,-2.001028579010018,-0.14863050638185282,0.17022879772171637
2004-12-31,1.6278287339580204,0.6648826213837753,-1.3407902515041747,0.6438609602559949,-0.7578188205224887,2.88026461934246,1.7439778774492538,-0.5673310275604805,0.7635074580299364,-0.17626847316268335,1.1518303534749321,-1.3579199749234607,-1.5329190795134935,0.011392445413890343,-0.1047013198528087
2005-01-31,-1.4414306271684094,0.19646082505333778,-1.2872356273668952,1.4170342913276373,0.4061818475857642,0.6459828556196293,1.5322511448004124,-0.17499682956308732,-0.21781038993564952,-0.7305881683276788,-0.2014347128955067,-1.3363091545045382,-1.4636875164560281,-0.1550215575986308,0.07304833821693284
2005-02-28,0.47370364798495074,0.3582831776090527,-0.8693885731744787,1.3356944576323382,0.3021730242203698,1.5991000813393224,1.5242616878160318,-0.703468342011438,0.14412167720869573,-0.5864885281717976,0.13202331392296773,-0.9063339313729314,-0.9780127961877305,0.3694042154742428,0.1011402907101561
2005-03-31,0.8095497072699568,-0.07210610228777446,-0.2934856444977767,0.622758986004059,0.4376087630825708,2.128603263125537,0.8596468678686677,-3.3552775557185854,1.391087606705152,-0.22403417765076972,0.6823650255065091,-0.3582010857959857,-0.8929787929439366,1.6881083501423948,0.17246926035094318
2005-04-30,1.5588173485015042,1.597348836312889,0.6127673387226646,-0.7493426854979003,0.6474423218936219,0.8503575084357624,1.3179999037464691,-2.501531130351986,2.0522148969052263,0.4329408125257636,1.552943160589822,0.43018609650404144,-0.5662400867244625,1.9143778303392367,0.2958027667305144
2005-05-31,2.747996363720034,2.749208508588482,3.331345340590178,0.5043152039079409,2.115227397224376,0.8307377384384077,0.7493975375757661,-2.0440961930232713,2.731028585766213,1.546598055995724,3.217430391911829,1.9502286123998953,0.08566836294272703,4.826075195232118,0.09144261904197494
2005-06-30,0.39617111379741904,2.255704947997946,3.101455315578603,0.680481988367654,1.8283711142292334,1.5000800026994505,0.351642605954499,-1.5778021295071114,1.7623782358572615,1.1622678044129109,2.2976218926294742,2.154354825077553,0.08633761544183473,5.90469099496805,-0.009535233150999944
2005-07-31,-0.5544355592521854,1.126620011865006,2.405828002521388,2.0075068435516092,0.5514717974900886,-0.6698168052731873,-1.009137823281548,-1.2289656723566185,0.8666967573984591,0.7071900848782485,0.9546198400095386,2.628797697095009,0.01291721275663135,-0.5037463786457269,0.01505575190315442
2005-08-31,-0.2846627434732641,-0.2159236091083665,1.7277219633120333,-0.7877630214211759,0.9084177579141135,-1.0313652538292728,-2.1296877946336727,-0.9954571279715585,0.45138152463793596,0.4398202007093534,0.28697203698992624,1.6234002857631278,-0.1357635302179451,-1.0913424501222362,0.003532879042560854
2005-09-30,-0.4005749660833141,-0.6076109394290393,1.3186024650167074,-1.7863486855944457,1.248015045783808,-0.7626032183383192,-2.0300184472119054,-0.8087416869435553,0.11192419054173977,0.15343566929030164,-0.2512399588660046,1.0447893656234895,-0.23110646535879148,-0.640780080583553,-0.01739174271186922
2005-10-31,-0.6054159991875432,-0.6292531672549629,1.2849437381621065,-1.5742695190904106,1.1727917833084376,-0.8988350140142558,-0.6725982027953152,-0.6546059516060629,-0.24572323184969622,-0.2349505180971713,-0.7046910726626257,1.0426696759902632,-0.1656258239475184,-0.8762987075654707,0.1493545075637654
2005-11-30,1.1601899384675167,0.037784629427011086,1.6725342598578132,0.3182072615509476,-1.1599429002789934,-1.0985203005463051,-0.43546154043693563,-0.6101102627499901,0.18520180140860082,0.14985405010658165,0.06625201180217861,3.700731162253685,-0.08816751477445309,-1.365847062290015,0.158458499294993
2005-12-31,1.2119774879797791,0.8071961040361386,1.472113738246566,0.5474000602185476,-0.5018486771166731,-0.9541603459504376,-0.7169843969516596,-0.5777443183800952,0.5811104675383609,0.4835866927967655,0.8657075098220542,2.067815161414651,-0.2584670119877634,-1.0507315292186987,0.06934450953781157
2006-01-31,0.29375164979599655,1.2977069412396995,2.198715476885306,-0.6801854196636672,-0.7078217473094419,-0.9991853173429536,-0.7012168782733064,-0.52406214242641,0.5367659827856422,0.3995722737679175,0.904477598703855,3.123338321600775,0.0608851775617994,-1.4444998488022083,0.004093333590999788
2006-02-28,-0.4297405526510958,0.5155178814491693,1.6266296068817379,0.06667812459864177,-0.5873079590559988,-1.05280517978221,-0.8804022531695166,-0.44873756500852596,0.19212248594136988,0.02857931680224713,0.4186789499999644,2.1065148946926713,-0.029572879516391513,-1.4822728291287752,0.08605776340329775
2006-03-31,0.39856205449943927,0.1261586752541293,1.4110372286515842,-0.7402659595386961,-0.7430454206468639,-0.9853776439416537,-1.4708098546635817,-0.34706268306664306,0.19958275006860884,0.04283973324117969,0.4677394092261649,1.9819717414418834,0.08024891376180092,-1.2159707007275855,-0.16832698568515322
2006-04-30,-2.304988700105545,-1.1138704507016064,0.17755234271237444,1.3748362309095354,1.3797611613605616,-0.9279723218165795,-1.7308663856231656,-0.1820988364567222,-0.08142671005957951,-1.023603075626014,-1.0156079638504243,-0.153551488786699,-0.3647784123577159,-0.6050358784922998,-0.16450371347716072
2006-05-31,-2.0210884985336532,-1.963324457967596,-0.8544422710180953,1.6871630992107103,1.8902739795558063,-0.7167307880125429,-0.020616823930155185,-0.00803814635406212,-0.3096018850983495,-1.8528522082580066,-1.96495202366526,-0.873408338593078,-1.330491439267794,-0.10959222126107734,-0.06516611433832467
2006-06-30,-1.046701765206,-2.6768617960136925,-1.0944598054606267,-0.5783050169496342,0.752040593344989,-1.269661298677277,-0.9357268277985116,0.1673325491267841,-0.5624626245703853,-2.494771266332498,-2.1099767337229047,-0.9952966279807438,-1.5700171931172504,-0.08001063223081294,-0.17431795693343288
2006-07-31,-1.9955265379092775,-2.411028067182653,-1.2968706721644188,-0.5021216032274304,0.5546001233398965,-1.169687578623482,-1.14507733413017,0.44202745233051366,-0.7956012152882724,-3.1585872850230525,-2.4643753574725284,-1.1333122572704555,-1.7632170022028995,0.10047501147333861,0.16158847018254557
2006-08-31,1.0841936210738061,-0.8207717608129238,-1.067714576492554,2.1732342573553254,2.012664218863302,-0.9805607732017644,-1.6814274157647349,0.5023586041611567,-1.0249197395450953,-1.9686838129882784,-1.2302020216795766,-0.9636044454997467,-1.3056810894092346,-0.04122775132527923,0.010867635533471313
2006-09-30,-0.22622093598290938,-0.470405675240494,-1.0336963856978314,1.8394640828511055,1.3311885086461002,-0.8167304301559867,-0.03546570302560601,0.6664067249221969,-1.1846843682851254,-1.8224926598018574,-0.7244540565763622,-0.9294802208659412,-1.182835200519703,-0.0404169262294099,0.053694434686275376
