AL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2013-02-28,-0.7304334176993995,-1.2270972504500102,-0.727707466945292,-1.4398766767675875,0.4446999729681766,-0.2769577613245431,-1.5547362530406452,0.344481132517021,-1.5670271707996482,-1.380773272679555,-0.723701139897209,-0.23997039138297918,-1.57973540638891,0.03975643961799129,-0.01813286309900636
2013-03-31,-0.14611473525811053,-1.176178750997053,-1.072281296814268,-1.0264434811919994,-0.2952964018755444,-0.1590110233594431,-0.09917761962268039,-0.5278853339505978,-2.12449873334077,-1.321033380339658,-0.9000795528495119,-0.6594407827538705,-1.4816484424485037,0.05494040798911105,0.04210205321200255
2013-04-30,0.5210872791391133,-0.29593356018101297,-1.056504521211746,-0.5511414915193906,-0.1682506391025202,-1.0164249822624536,-2.131563727227867,-0.7289540166285681,-1.0351147069457418,-0.5158877896862352,-0.4806581990338429,-0.6315321654367116,-1.3457725333747235,1.3273424912630867,0.04124295853404922
2013-05-31,0.4679488031332695,0.5066797860163624,0.3785526550090583,-1.1453795429844986,-1.7217918668750403,-0.3323000150777587,-0.2991914471093485,-0.8909394454099737,-0.2342652907057346,0.14722226773973945,0.18600145620200445,0.26949484042396493,0.3391146799558363,-0.4646543676918298,-0.16728367942941416
2013-06-30,-1.6134333033926958,-0.38336849781703397,-0.45429982552029474,0.6125927018634807,-0.8250624453872692,-0.44703036210824254,-0.6814293724088237,-0.3841446445459519,-1.8428843405975996,-1.8159397216103497,-0.9186528804785976,-0.4159293270546345,-0.7780912084593807,0.11211056478008084,-0.3935955325527806
2013-07-31,-3.61150823219309,-3.061141808614633,-1.598418738339995,2.497277680066584,1.9423395092231759,1.2614582230094509,2.289449443830325,1.027394882324155,-3.4233821034072127,-3.8659190149125653,-3.1629928155956715,-0.442015646413127,-3.570817295815486,-2.2807512178893425,-0.12221763272424928
2013-08-31,-0.7269903210927248,-3.335755759675384,-1.659622683668156,0.8239747629461044,1.8211579227065453,0.8178229597756819,1.0335499677432363,1.1508600665648092,-2.293061674596243,-2.4739039901781634,-2.7304804375251055,-0.5018290202383607,-3.479125502638664,-1.4096915301686674,0.23375373042622535
2013-09-30,1.9823360183745633,-0.9285070318512266,-1.3420805872678796,3.8402493803193973,3.111446099979386,1.9244960989407116,2.0646237318844056,0.0011519738692879194,-0.8990532390480512,-0.8605840121284026,-0.7743953759549441,-0.1553190168066016,-1.7478234983549341,-3.281189384850271,0.12624900360518176
2013-10-31,1.0411667652540049,1.3422592872892918,-0.7487589512633059,0.9881504119766086,2.889037961318536,1.1693873426868073,0.35715348359682475,-0.5462305828665284,-0.2026100653871412,-0.18745012861737959,0.4440546269648229,0.024401793781322872,-0.7692486353399273,-1.3490911374451815,-0.023530497410194046
2013-11-30,-0.028784058816090672,1.6799111659571644,-1.4912175727555863,0.12228360386342361,2.3991273053986353,1.0749910731537113,0.39793989605770214,-0.5567160293289524,-0.11566045987950845,-0.1584726285062762,0.8100391304400862,-0.4516769783630375,-1.5177008688841458,-1.8653295024411531,0.027012799246068767
2013-12-31,0.2977005889967628,0.7301354384652688,-1.184861018983305,-0.688790070761318,1.9910932823935243,0.2881863715080513,-0.710279383272084,-0.7313918213178956,0.10539046606056889,0.01560807185256728,1.2081387067756997,-0.46685012473955895,-1.1003606545328257,-0.4514143039209255,-0.047458490406358196
2014-01-31,-0.24889233670271077,0.01139578565900621,-0.9877624089015883,-1.2494329437266485,-0.21525594531549055,1.119530839143722,-0.03999959401083873,-0.5788100531537018,0.03466609339173389,-0.09870657306241876,0.539272158609258,-1.2078234177913039,-0.9515541640784447,-1.56538348831834,-0.049823504686266784
2014-02-28,-0.2081525158266301,-0.08358042374154506,-0.7685817907203649,-1.0654974282227074,-0.5799657732082737,-0.7154188748925198,-0.9848946792429388,-0.43730590007015885,0.003684595587898152,-0.1645394776036959,-0.04391647322934498,-1.164419230702595,-0.8021314502610821,0.8190691522801815,0.41267616798758366
2014-03-31,3.170954158097552,1.4552223347197912,1.2712047667221908,2.1499813914915604,0.8876089985402783,2.2288913270029047,1.29910471064499,-2.60512500436877,2.724832247408239,1.562404558603465,2.5693798905512306,1.1179924325224342,1.168630249633706,1.0036144637790274,-0.06099451270284191
2014-04-30,-0.3095087297900258,1.3881240262243872,0.7118458303848886,1.9316943905370976,0.9397265895497381,0.059571520926096855,-0.17009912821205136,-2.301848843638536,2.191471315938101,1.3758805160721788,1.4338800194439103,0.7005950942063446,0.7725776884680481,0.14370910885607127,0.37413174634289204
2014-05-31,2.387819505835141,2.9366986628307314,2.997400146347557,1.6502971875266552,1.7570340035216259,1.6141637081465439,1.8685074755383115,-1.939620792411021,4.185133700907442,2.91029927016864,3.460132739098249,2.3143426356636065,2.329264486512534,3.0882734433129397,0.12038916839815486
2014-06-30,0.6326003803957474,1.4589521202710176,4.697969446874259,0.9976197335537147,1.5085006653254014,1.5758821657210265,0.253692662099816,-1.7399139245370554,3.2249077318906667,2.595749905858256,2.5524961326778737,3.643062544465597,3.662826915845808,5.9166119092074965,-0.0662568916680768
