INXW IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2019-03-31,-0.2775637790201634,-0.18192598792331427,-0.41226226174269187,-0.34705076677368035,-1.3755160387152936,3.4535406937095963,1.7848107637119435,-0.14626945753810225,-1.337261214355962,-0.37694458890022653,-0.1575329913296557,-1.6474659875135707,-0.6249627817199349,-3.638575967816945,-0.03785745280290155
2019-04-30,0.009738666634722377,0.3744385614975728,-0.615668856673067,-0.6974530613803878,-1.3736689790029728,-0.4491101349517412,0.4874963464977205,-0.21925007696076315,-1.9883494034048903,-0.4776615805106655,-0.08842966807855027,-1.7559369651963925,-0.7539828290871317,0.5221045146008442,0.10498093698558987
2019-05-31,1.21171919896978,0.7667464741402195,1.401832283689921,-0.3011695786196514,-0.801223840692562,-0.24428024882943566,-0.5538293643647704,-0.4828016519457591,0.32999047346290217,1.1179781089270484,1.26932358323924,0.36543848652277094,0.9952906000984038,0.0754234078786854,-0.011454878974766478
2019-06-30,0.14308983695714095,1.1088717731643627,2.1316452174108966,-0.4752766522298935,-0.7593063407124745,-0.06877913036999715,-3.3346988154331965,-0.6166725561327209,0.5655534371943711,1.192946380561387,1.2107044411580203,0.7794255944141427,1.6890667535389878,-0.16750354771339357,-0.24557058710165394
2019-07-31,-2.0052278840434057,-0.3170428418755337,-0.6492844357287535,1.1181882643135745,0.05633497542488098,0.009479930495300702,0.96292716024501,-0.7658057087591786,-2.1118730844452958,-0.9619505848892498,-0.9281635423882765,0.1314305659112518,-0.7153092613654469,0.0743247727671378,-0.5130371985708307
2019-08-31,-4.074593171623129,-4.634460529377089,-3.3905059631214294,2.3038273276963763,2.059885458459276,0.404045210866652,1.1176023567010094,-0.8829377656608677,-4.644288975981099,-3.908587659091036,-3.7539521070603,0.2755724066163892,-3.127683762204284,-0.2993373981224777,0.003683245416296368
2019-09-30,0.3998799431473739,-3.1494403235972683,-2.202214315610322,2.1010031359521415,2.013301214503728,-0.010179086982145218,0.036578229414236586,-0.7769058884521396,-2.267351713521569,-1.811095559745689,-2.411667106614929,0.4556620044018273,-2.0971525930905166,0.37296442283762726,0.04668711397265326
2019-10-31,0.6399631413219061,-1.3477367134111122,-1.7238433596417784,2.537237719410953,2.0168961238851657,0.0968808168950441,0.23695369983219525,-0.8680741764741567,-1.3312387402901913,-0.8751277549476283,-1.4780768415746526,0.5709520105789118,-1.6787393774658121,0.15586164802603503,0.06782259633876109
2019-11-30,0.9914789006093129,1.1835751554876848,-1.218191598201186,-1.0722611614629047,1.8914869563154915,0.6480509099161524,0.5044160165517749,-1.117498130766462,-0.6082102105686183,-0.06486309686711483,-0.2652811609543909,0.6672169831558491,-1.2025909560349983,-0.6208582982198562,-0.043557974339129904
2019-12-31,0.09826151561802009,0.9828665693218573,-1.0969774888435813,-0.660191793301063,1.7067421205526905,2.0129291832848186,2.6834998970856465,-1.3512163025995951,-0.4628806859127576,0.08969177810168191,0.49083565597465584,0.6920519197334656,-1.088540016992357,-2.488219824172251,0.15022910617407653
2020-01-31,1.5900403056489818,1.547096882278638,0.06595715132457777,-0.09586743025380545,1.771339824886473,2.0074461599282465,2.2710951230337657,-1.7363857090487702,0.6687305630087353,1.3495548244701105,2.410546977610734,1.092175272468458,0.043018904139680694,-1.8691011661613222,-0.2077905020867768
