BAF IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2017-02-28,0.2625390823615195,0.38265326079835593,-0.1618946735589123,1.2690936633974306,1.2032951587219576,-1.4531560011527547,-1.9085331730001844,-0.7626183618009997,0.4732075372934268,-0.21071156541604963,-0.10062781098923675,-0.5747803891440627,-0.7240590013209857,-1.1619179521143752,0.055206400614842395
2017-03-31,0.15944532408819498,1.3163032286114724,-0.5960620403745958,-0.20914309957002292,1.117408545520606,-1.029992151314669,-0.8212526505348019,2.663845343530915,-1.4496208416704184,0.010647212418013368,0.32732708507953173,-1.2562423413094055,-0.5875826927500474,-0.8185121968726933,0.08594343438615493
2017-04-30,0.4162470121003955,0.5101331310792062,0.006540767266880156,-1.7108833474104919,1.133507082042765,-1.7750969819476772,-1.5747846130220493,1.3290486784750446,-0.5605975069749113,0.5434165730255152,0.895012299029548,-0.8222358930414964,-0.28545104471478056,-1.5002749322693574,0.03903384289796094
2017-05-31,-0.087510178222999,0.29815349989664225,-0.3295594369784214,-1.3979353762126274,-0.20324355956805407,-1.2350307922947974,-0.09245314463984354,0.8395042863676714,-0.2168620492136705,0.5321519231307122,0.5839884701319419,-0.32690354330517024,-0.5538982636664082,-1.0083475983471852,0.034150201995498716
2017-06-30,-0.134606079103445,0.12084163370800718,-0.38789672087126836,-1.2380179742064188,-1.2430243971101829,-1.6536534049235894,-1.1362756849804863,0.5169434115171818,0.008147138576489263,0.2651285248506571,0.10959089947683678,0.8261205420271924,-0.6236096404257714,-1.281231730933118,0.21537916251708414
2017-07-31,1.9431930632188117,0.9566851304609032,-0.6070921775639456,0.3616119800182917,-1.04615161743442,-0.9888875626670748,0.08113362046691092,-1.611750545678926,2.112238402268409,1.8343823750199528,1.569750134266185,0.3662224856982374,-1.2001944996702907,-0.7947591821875737,0.045230090888578864
2017-08-31,-0.018248449126525776,1.0063343466797696,-0.684976825057132,0.35877730227420945,-0.9177470954531564,-0.223920569368955,0.3134788550592253,-1.5250831195060974,1.7583009866621855,1.4034153134768088,1.0755467926581892,0.24235930964147384,-1.486975723126191,-0.23851493920140746,0.031052218666349503
2017-09-30,-0.23361903484142296,0.9371577207658827,-0.02201965691941908,0.48542644086081493,-0.7683843396356208,0.09083784558967305,1.185236327412886,-1.300531763502172,1.350057916130836,1.3105820302186875,0.5382730908578899,0.8116439897350084,-1.1408018767757362,0.09386629472751955,-0.020612486725342147
2017-10-31,-0.7944128300924003,-0.6048573066054389,-0.35928980868253724,-1.0647211882560914,-0.4024061317359674,-0.7019396754236873,0.106822488187094,-0.7577108200715064,0.700031956477308,0.46738553143337236,-0.2584843607129905,-0.09897920004100035,-1.2839570867677628,-0.6033060215386947,-0.04167624132450277
2017-11-30,-0.9938215887145957,-1.2083906176709172,0.7284411028526688,-0.9549194787638023,-0.04010923523039666,-1.263031291242727,-1.0450836871240579,-0.13543009262076927,0.083291481049603,-0.38821065048971304,-1.051742238001959,0.47188711988951376,-0.30126779356543937,-1.3478075837515524,0.016993347669463667
2017-12-31,-0.31933225438261886,-1.2315546724538766,1.7273243053044252,-1.1605134187787431,0.013524438044381944,-0.4891680375808186,-0.7765492815423308,-0.038780347598908214,0.019192003769695855,-0.6516168787785188,-1.2072585728278453,1.3287030807020526,0.5114583226696263,-0.5453914594218113,-0.045894037523685344
2018-01-31,-0.9478626443932833,-1.29610699578596,-0.6132763211594005,-1.0304914222015298,-1.8122108089412272,-0.6341570257493875,-0.42689248715129424,0.5309112171297263,-0.4681294521909186,-1.3847965123110255,-1.490220631216195,2.9865849577060244,-1.202032970650598,-0.5015135133927979,-0.022663859577211832
2018-02-28,-0.6830910528070429,-1.0938250174486654,-1.326236961588369,-1.0763596660042025,-1.9442828131342336,-0.15192528640001382,0.42897327420594505,0.8656276018147037,-0.7224238357848569,-1.7925401795558882,-1.454477236348355,2.2370008345527603,-1.6874535081739588,-0.1392729014937426,0.07474354233814484
2018-03-31,0.332944055446242,-0.7101531286179575,-1.2682745569716019,-0.34615848970811824,-1.4525121893993427,-0.541387048912509,-0.2752784351970818,2.9546729563874354,-3.1430306685644163,-1.2105647857297523,-0.7354793552331556,0.6234551215819131,-1.1034478309422826,-0.38401879223772595,0.07627563368488698
2018-04-30,0.39380700206863606,0.020219984200084442,-1.265624850990463,-0.4770261763732222,-1.0782185909104223,-0.6109265051973191,-0.10422117993768813,1.9156599921810777,-2.395913199658303,-0.6285324874181607,-0.13862004716240256,-0.10742399947226393,-1.2700448181254023,-0.4178675548455995,0.10074222504061049
2018-05-31,0.6155518883055796,0.7216805467672693,-0.7395799228605466,-1.345517127181778,-0.9267269349750655,1.8715137481948485,0.7845127563809615,0.8252381602421032,-1.7228440088021284,0.06579772538752114,0.43575314501936496,0.2306982899784812,-0.9919984199140657,1.2809659404191562,0.08470212631139933
