IH IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2010-12-31,0.20816973423854704,-0.47126867571646663,-0.4933835372928797,-0.5765955886603747,-1.4048979636556513,-1.3801502081055659,-1.2172452810475203,0.20619013651376725,0.5660436038331919,0.472310534592424,-0.476935469712904,-0.7879958110454011,0.3437056349228365,0.3444063436896115,-0.07177596741477676
2011-01-31,-0.9379679327722523,-1.0414720461805784,-0.5151550999020823,-0.4415453855920431,-1.2500291863968203,-0.25115589678365907,-0.4775977431999636,0.4360046262306604,0.27223214056993994,0.28154395060498116,-0.9144435683857206,-0.7534347529901962,0.26959331035879625,0.22416057478944518,-0.1362496672304423
2011-02-28,-1.5662189142265808,-1.2731071946227026,-0.7046673342401418,0.018293789852235273,-0.9192950682336858,-0.25853088189179096,-0.24792119340648563,0.15914227516260304,-0.18394650115669928,-0.4076899590120027,-1.583501061728518,-1.0043569746322631,0.1670891983816254,0.31264872080343015,0.0682808075959792
2011-03-31,0.32710451413206143,-1.1949442425267722,-0.855859879947084,0.1962015782562992,-0.5084921202552125,-1.172938375457651,0.030460266697048887,0.5664888131338154,-0.4967737204659862,-0.3896593105764783,-1.0654722774398024,-1.113241516247927,-0.595669677221644,0.7294581240151498,-0.01800657681238874
2011-04-30,-0.4521381416821058,-0.9218692774479424,-1.014521630434736,0.16260151787314972,-0.4994236307507521,-1.1924533696715938,-1.0904597056421566,0.4974640180795132,-0.7133687790085493,-0.9410986258515273,-0.9527553758097296,-1.27714755514572,-0.8428572518342498,0.8772847237953554,-0.023247431582777502
2011-05-31,-0.4384246051436327,-0.28990219328961936,-1.05580494011359,-1.0937319764545563,-0.5890657820069893,-1.1176420957372326,-1.4357321680853579,0.6110437049290472,-0.9254713295436525,-1.5529353961628962,-0.8963486355495762,-1.31463319899834,-0.9706933145525766,0.8049456521568887,-0.03918242590593834
2011-06-30,-0.5582529622020986,-0.839228872904046,-1.1368543069503705,-2.048942749009096,-0.8184160526824551,-0.18487255784586162,0.4399203287520294,0.7391839486848562,-1.1674900595526103,-2.244051949596799,-0.8747201468835117,-1.4671749068613114,-1.0796152877107799,0.40229911405721075,-0.019674649137610592
2011-07-31,-0.30482178424052586,-0.8421458072231439,-1.0723166281374064,-1.8460042856671166,-0.8327193025977317,-0.1617542638621235,1.0526620395574915,0.8941443905353642,-1.3295988018494385,-2.540437639355376,-0.7575623272227355,-1.351625952691404,-1.0317177332535519,0.37376660008530155,-0.052553582129072955
2011-08-31,-0.6600135166189057,-1.0174194192024608,-1.178152312572371,-1.537617175250842,-1.5333366999243363,1.3338619392368751,2.379302381195277,0.9641066597124266,-1.5970907370837326,-3.230748814091569,-1.0457692918725283,-1.9062158062834575,-1.1447204992665851,-0.16813664847005727,-0.010448773612139648
2011-09-30,-0.1683817907897135,-0.7432816642882611,-1.1193777004844334,-1.3371143363899045,-2.3013407319630512,-0.7671755529155633,-0.5365110992688975,1.1815705950982864,-1.6359529701406457,-2.7293498048018954,-0.8186985794255285,-3.478481872308957,-1.1022038953223705,0.6470905681637443,-0.020599979387896882
2011-10-31,-0.2177484180410092,-0.6855969698054791,-1.1053583186763736,-1.2263410212436823,-2.049329046980393,-0.11840258270159959,-0.16087584508948707,1.2123884167838772,-1.6807643395762815,-2.4966279138572545,-0.687584682304638,-2.9876213342133906,-1.0847959397199383,0.4629635384775649,-0.15949976571628777
2011-11-30,-2.005512333682919,-1.4567066554591068,-1.0927165616294632,0.2813235239379153,-0.6049860216190892,1.851887576325146,-0.12346157142328816,1.4605843701900394,-1.9999591266539396,-2.8989727891036785,-1.6003795210201324,-0.9366035240229338,-1.064854163051681,-0.26919461175639614,-0.09215260315787867
2011-12-31,-0.9948682421449971,-2.071375843832578,-1.149023175813927,0.002417501996918115,-0.489820614446585,-0.42145283343001544,0.4069614819110498,1.4119283002751923,-1.8729287106382266,-2.39871357900264,-1.789635471463113,-1.014903133650317,-1.1216055186520915,1.040031223038387,0.19120512016252164
2012-01-31,3.2526406015283795,-0.14638631260292195,-0.7963722444879779,2.956211026534285,1.5164741811501792,0.5660173959828245,0.3993114777185006,1.7956075526621478,-1.2277042816924804,-1.0377904236100832,0.4472863369371208,-0.32265492906004467,-0.7811218564216217,0.456395659951684,0.05253205779152055
2014-03-31,0.5327676172884553,1.120187479809284,3.4061624185116073,0.8936940069203595,1.5688732509786076,0.3292529190480214,-0.689301331436779,1.6247462288383698,4.221308981684127,2.900618620925982,2.15126205233966,2.639036100650615,3.4990108171328327,-0.7376797995685958,-0.010362787035546434
2014-04-30,-0.17324362842044125,1.481758309222321,2.1496592473583926,0.34578890949186175,1.744954152178088,0.28562767484988866,0.9548607918162526,1.6772385377240906,2.481085854972126,2.162880059757083,1.1340252272620608,1.8135261312622664,2.1787097852883663,-0.8470978361711439,0.2188451105539953
2014-05-31,2.325781313261306,1.622595748107517,4.4635827658836424,0.8643948919166948,1.983148639847357,3.1009982451677294,0.6740500279862303,1.6094623966748076,2.5657194901354243,2.6473594171267294,2.2607833029093714,3.311432322579993,4.530671314937363,10.64070444024825,0.15053977273767166
2014-06-30,1.3328768907531652,2.155966605483392,4.908558144095752,0.7642226438982506,1.120554063502137,2.7147294935910815,2.497174951133318,1.4444050306867315,2.1342733420628357,2.352517695802927,2.5487811069970694,4.450288278656859,4.950827451362983,7.575828099415799,-0.0988527097333137
2014-07-31,-1.1955848982821964,1.3489596911214843,3.2205034986896317,1.9110013305706708,1.5357481035723555,0.5843154475705769,1.0937315145643582,1.2992865256054562,1.28276758734903,1.511220808451679,0.623889260823066,2.8212237094282124,3.231472486710622,0.6296226450217959,0.023563113728140687
2014-08-31,0.040086892438388554,0.08607698221902751,2.6165811662746155,0.7774004360216923,1.0595571839503364,0.5915151647928191,-0.39591479872562496,1.151198471071289,1.071545651498768,1.2858490458018386,0.3372239816186461,2.547670623214309,2.621396588187263,0.7280732517667543,0.010334542038439863
2014-09-30,-0.0989564094347025,-0.7443098299958583,1.9691781371720734,-0.5406229004399862,1.035860161645926,0.49638049816532503,-1.0103333192697395,0.9992010651403429,0.8805412299033464,1.0957726192833992,0.027873794400547526,1.9157605786014371,1.971430392741835,0.49166262274791844,0.07023489727750919
2014-10-31,0.5465469001563972,0.28315406347013505,1.9341659558421802,-1.2944624235108555,0.825215902933653,-0.25775113286921886,-0.557997061842516,0.8399673167799129,0.8540367141003891,1.061193665752185,0.14174039566284785,1.9451165838675522,1.9361992680071083,-0.7841500727660626,0.06206706518134598
2014-11-30,0.4121134727290129,0.4959880549950996,2.0759116470249674,-1.1706210205113055,-0.3462498202821301,-0.4662016976478077,-0.7869140357407096,0.6641834411111501,0.7986944240969343,0.9885225755882118,0.33044022558731223,2.8966800823250227,2.077368556526813,-1.3563392580165994,0.11876136411198426
2014-12-31,0.9536027517344577,1.0994666851822221,1.3196541615369686,-1.1197617737822747,-0.6690880414157525,0.12891451521803998,-0.21576148499195685,0.4575426279744525,0.8525155697000812,0.9979938465211842,1.002402407120996,2.022574179565951,1.3206746436040668,-0.1400475758566409,-0.03570050342988198
2020-03-31,-9.03154307961768,-9.039137662320872,-6.949574141463501,6.9571203055111175,10.80841536172203,3.65987487476301,1.8118179010290048,2.056322567575439,-6.373273348557075,-8.170305648912684,-8.440210766600462,-2.816564723863176,-21.435868613873506,-12.641795502310304,0.0632827474246407
2020-04-30,0.6312740554664104,-3.615916622853747,-3.6276133580660157,4.348258863138931,4.637003151359848,1.7674539473301507,1.7011630454105324,1.173885398926267,-2.411498138477868,-2.913776313508099,-3.143714103209564,-2.1986286504183896,-4.024398738391095,-1.981578996802508,-0.0553375001488472
2020-05-31,-0.2223120674156265,-2.803933091085269,-3.000139001227968,3.123421523708298,3.1943087360113713,0.46851737527472037,0.7454011064112307,0.8807168804268984,-1.6587303719462714,-2.183241521033823,-2.2782585743887482,-2.0171440684028634,-3.3998804275266457,-0.3576683408518946,0.05533750014884723
2020-06-30,0.6109116171657959,0.6355370283259955,-2.3317924787355397,-0.2850218275337006,2.723049741428467,1.95206710817748,0.012345243234744662,0.20190176009473765,-1.0297415481914236,-1.5386413314214262,-1.0622232619189116,-1.6951664428576896,-2.3815863034745073,-2.2094252207679266,-0.045426347128596244
2020-07-31,-0.18253375721750378,0.1258055737433836,-1.9115390185515206,-0.31688604863254566,2.26514636849861,0.509376361878668,-0.29409731032670766,0.11254913601886417,-0.8581328496516676,-1.337706014656026,-0.5345838264195659,-1.5037572412104372,-2.0285156866251723,-0.37901439699866957,0.3061208634593189
2020-08-31,2.454709662950985,1.7724756621645297,-0.8933287834732209,0.8802677183295851,2.7097558864812465,2.2779833070825215,2.053448424790825,-1.310752262162021,0.12419781567238591,-0.48028332437625754,2.363886856806674,-0.8527623647773978,-0.49984765800416686,-1.144741272318851,-0.0875812471560676
2020-09-30,-0.5067066620126756,0.9874006783798092,-1.3959413940385577,1.167287037622019,0.39846017950690243,-0.03911098965540886,-0.7272782791960032,-1.0108437158101353,-0.06948027852289242,-0.5901873800474271,1.0530160699745006,-1.737292657219146,-1.0973308481995452,0.2184542167378172,0.004225587304907478
2020-10-31,0.12917086745466447,1.1569506031770336,-1.154574995826181,0.9720451222366254,0.3627448455389378,0.26607969905140194,0.3481539374545193,-1.0861156611646865,0.01910182593581582,-0.491134867119795,0.8126406219691922,-1.4734790815481744,-0.8841367395439896,-0.10345225062445637,0.21426000987218827
2020-11-30,1.5088017293314233,0.7029703407891665,-0.4539128177691135,0.397957940053602,0.4390384974970641,-0.05666979691494145,-1.4091167892683425,-1.8375862261619587,0.7369206169847806,0.0476178264120779,1.7825548190919065,-0.7647576562566909,-0.08222012083899184,0.3168373902571044,0.015929693610567792
2020-12-31,0.1559994016188172,1.1077431554239376,-0.2623190439098462,0.013547133278171544,0.41884836270330295,-0.37426403144969045,-0.1835843155256116,-1.8158812091486238,0.812535854595633,0.14010569059590217,1.2546426679581577,-0.5744717149135794,0.0646805728464576,0.4593375110110686,0.012461752255111381
