BDE IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2025-02-28,-1.3331290716318878,-1.5449378238549956,-0.010643351125142059,-1.4674576558808325,-1.831234539031901,-0.7238995916669476,0.2189141629207189,1.1366856907402627,-0.5016905097306726,-1.450496914154325,-1.7423060313687315,-0.12442278232755517,0.09190391226789668,-0.387871351887666,0.022936842057487843
2025-03-31,0.3324288929884281,-0.8510131178930928,-0.009277723040123774,-0.07457587752961974,-1.6009327436492138,0.33183151444349784,0.6624318910394947,0.6638358521727161,-1.8225869120909666,-1.1250401087042379,-1.0988710291461363,-0.12871894304624854,0.10481828852944282,-0.4323369364379058,0.010778498935554503
2025-04-30,0.153643507033553,-0.41952749923730465,-0.0956545715267568,0.131749508197298,-1.254831086782625,-0.6737382530887318,-0.4380647863662685,0.7863873232550542,-1.449103227993263,-1.0171297658649763,-0.5508517705250213,-0.22923275927135625,0.012893095972797808,-0.31327273596350746,0.06536439313407397
2025-05-31,0.8716214872152174,0.708860522651417,-0.5542719912545692,-1.0996335547779892,-0.48354892180628783,-0.39819146413196127,0.42368485463345057,0.24814529155416518,-0.6504433307863429,-0.39393697234465336,0.30861222638050473,-0.7028998138865061,-0.4138047558731392,-0.12205067921575315,-0.03574142105843364
2025-06-30,-0.5210664514198359,0.2583838191280496,-1.3975530184339044,-0.3276442498138617,-0.6837928980518613,-0.6173598661513727,-1.9139544213843034,0.7699287628626303,-0.8403842155098187,-0.7169167301233763,0.06485228184623403,-1.746977104097991,-1.254476939634963,0.5666433636759779,-0.06389704917214943
2025-07-31,-0.8803518402183986,-0.24187498526238868,-1.7672359360985754,0.3244755903816752,-0.5740363883497062,1.1392342946908605,2.062252558539044,1.874213446243549,-0.574362222673716,-1.219993878205715,-0.38754033543293603,-2.092437356606324,-1.7302599403088426,-2.3795423199483197,-0.06665398148224509
2025-08-31,-0.9340824992014064,-1.1710667131027932,-1.9459283381962453,-1.4718969144801206,-0.8879347581386845,-0.12488416959709923,0.5642424329090355,3.016022190497335,-0.3549553373593188,-1.6329445937248117,-0.9189184218398091,-2.4605593456057773,-2.081170971219375,0.012097440260845959,0.016887364762175568
2025-09-30,0.32696040687009925,-0.7095586706968089,-1.9136102765293923,-0.19490355556026234,-0.8590096854667193,1.4789562359299337,2.0872688443428777,3.3047849607089437,-1.2695495766939735,-1.2586169281638493,-0.5936414161189612,-2.2653090161601996,-2.213036843837532,-3.2517490763893226,0.14182584800061981
2025-10-31,2.2932261914754473,0.7720527872816485,-1.1546803716873972,2.3950997462562116,1.0711911429041236,2.5119496432943382,1.6234518130030893,0.8011956521275095,0.08605084321645484,-0.04193875364997373,0.8434953626385487,-0.77330604220975,-1.109481837360691,-2.985246963056958,-0.13902423524184246
2025-11-30,-1.9460098187461412,0.21919301155514892,-1.3961211796442698,3.5299923824652337,1.9433159042432524,-0.19291021808119274,0.4711174233816155,2.4982457093829598,-0.7398568178572172,-1.0489307929602754,-0.404174468714498,-0.80566033618864,-1.578221087833007,0.0749125996976428,-0.03523496163127155
2025-12-31,-0.35029729943972404,-0.12019676494953718,-1.125102126305536,2.7850078080547833,1.8734017630730766,-0.45852350043838225,-1.060450224564851,1.8977460795981433,-0.6620219851837411,-1.101847836344729,-0.4719455320571351,-0.6570676580990896,-1.2308555085042363,0.3122262436275858,-0.005266515396182904
2026-01-31,0.090411029633297,-1.1550362768557254,-0.8170426911809485,0.2846657008072442,1.57197904655466,-0.24661863530050132,-1.7960277743990207,1.7566957520838795,-0.40888515999332065,-0.9477426227945004,-0.32609798278708196,-0.4866763244186822,-0.8828863233228055,0.026788952884312715,0.034098788838836665
2026-02-28,0.583840990433087,0.15385592533443468,-0.1250996608077766,-0.7002379517622672,1.3556487975043081,-0.7031241956377471,-1.2699226532176533,1.2591222337282155,-0.1984186090520725,-0.6400764502047128,0.008965274343464688,-0.03753987320472894,-0.08948672154233793,0.11799306228313304,-0.04177566806940848
