MRPL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2018-02-28,-1.1246345380391507,-0.900932109887149,-1.007534200285819,-0.7106275083303711,0.1626546838969232,-0.8815048389876936,-0.2994036697737861,0.1172376051223307,-1.4785716972143326,-1.179517212041161,-1.8059679570643599,-0.9139085397799922,-0.6872014272939415,-0.6046017068376598,-0.0821063309378314
2018-03-31,-1.222817899086685,-2.244082750116577,-1.2904753144790464,-1.1494464979204677,0.13567025983053596,-1.4836338652572816,-0.630300963983408,-0.7914549885177778,-2.5028637864812144,-2.199988423365401,-2.4447194280138578,-1.106530500254645,-1.0130332724831388,-0.5530974850837453,-0.016521715877724164
2018-04-30,-0.4072134638245323,-2.1539349831917187,-2.007710379542443,-1.2954992676677461,-0.9910010113694678,-1.1827817588641947,-0.9618970787019203,-0.7224774865873815,-2.1992590851349654,-2.298062817769931,-1.802409194077635,-1.7700294895765991,-1.5180522405928396,-0.20063692954847728,-0.15214744316074014
2018-05-31,-1.8907733133314728,-2.4768011611974967,-2.2261594030797154,-0.4558460596719541,-0.9088622991741757,-0.6473010537918023,-0.10510818324919906,-0.44804141685479104,-2.465366981177857,-3.4148912385790444,-2.6199480925159384,-1.991221227199403,-1.8004994320239123,-0.31613857101097903,-0.13538039161046983
2018-06-30,-1.5250955345611727,-2.488262700174972,-2.1333968074530647,-0.28894498919450945,-1.3662761047266099,-0.49957873645256295,0.8134914730976031,-0.1869139976751753,-2.289492001653209,-3.88613259773378,-2.6815599901671234,-2.08660314710872,-1.8662961511761529,-0.3843750293890808,-0.0012345680580408685
2018-07-31,-0.08387354324447947,-2.0437001504924397,-2.102276545257763,-0.16970041022487234,-1.2834616986101484,-0.6068329606981505,0.35775745442968293,-0.19386831761147852,-1.7459752500965071,-2.971980450280016,-1.7707022674412618,-2.05431734133021,-1.8443426363362727,-0.3227893231799786,-0.0012360941005284142
2018-08-31,-0.012939992518421893,-0.9242179871811615,-2.080585943793502,-0.28952969524004096,-0.8529455629635124,-1.5397907086329032,-0.7132349189376929,-0.242517523556295,-1.3988935262763835,-2.4720003818793503,-1.1634182841382024,-1.9291420593558575,-1.8791155369262,0.4286506163322057,-0.1187111099689373
2018-09-30,-1.2614065100245624,-0.7548966658910321,-1.8727657632596304,-0.5066553999053225,-0.6565291634181992,-0.3110905625275805,-0.4225347944503635,-0.01508765485059204,-1.31615120267255,-2.4730058287380685,-1.382686659294198,-1.7103064777712143,-1.8683514440806626,-0.3989940603501598,0.12916952581177882
2018-10-31,1.4283395842999993,0.09308296874637519,-1.6497715490056657,1.010769238792815,0.9303155264205397,2.749294635272008,1.6346222272591682,-0.4112469788499286,-0.8777961024826542,-1.58371838123984,-0.0050417548716809955,-1.1959288976824627,-1.5277359658741256,-2.6629395679786447,-0.10034117391180106
2018-11-30,-0.9651014166437917,-0.4788143673521497,-1.4246287689446635,1.3008978765834125,0.516501180941793,0.5613318620261167,1.2679080341851794,-0.23406788266108258,-0.8807356597372579,-1.6641444275498034,-0.41706548192332454,-1.1014646816590312,-1.4231452420500281,-0.9061174300377565,0.02141982830082283
2018-12-31,0.3389075317045731,0.48024990795846284,-1.3376464757121016,0.5950758086195274,0.029840478474988878,-0.9438107599949802,-0.7035209285556301,-0.4200017965980403,-0.6896367232098158,-1.352093533632438,-0.09378295418199885,-1.1184006432968379,-1.337280129962481,0.1705111067555106,-0.1068332699741009
