ANGELONE IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-09-30,-0.25505910427367895,-0.34620470339790627,-0.23835979559066686,1.2384119440207386,-0.5964755434463002,0.011309987452122928,1.0255790120865804,-0.3030349927838431,-0.2924235470807861,-0.3947006930465676,-0.2709181871204748,-0.16713841692420942,-0.057783208636768765,-0.001421603808772723,0.17499494263440415
2024-10-31,0.9960978587752418,0.9749064628127408,-0.5828203960308966,-0.6424834204788552,0.3515912342160324,2.4564413319687715,1.719740581343465,-0.7996478803427801,0.20165512280656986,-0.0006988116874737917,0.5523821255422642,-0.6160321833473833,-0.5299732485731352,0.6438166629502793,-0.05195580657509258
2024-11-30,-0.526085231612362,0.11352756402426362,-0.9457009781907758,-0.31906037209834065,-0.09210663684492112,-0.12892224869444505,-1.116415909530446,-0.6101022882399989,0.06756432272878928,-0.25051992394257383,0.10661014798941358,-1.0016266392415019,-0.9042931666417376,-0.06595557737569599,0.011872222894573799
2024-12-31,-0.08596172763860621,0.20367317387388917,-1.048218803567242,-0.45601030947784904,-0.1386204214841838,0.27364976675195385,0.8793119722716948,-0.582225646521088,0.09898685970529612,-0.30590477051375353,0.06881083854402234,-1.1131855635499217,-1.0151337298056735,-0.22820027177067595,-0.2228280844846355
2025-01-31,-1.7930079952187712,-1.2488812188824625,-1.2076288460049451,-0.28907485857297077,0.45417992585295996,0.2708969484478764,-1.4029164704153847,0.16660958915812843,-0.4929254575973053,-1.0585237012417337,-1.0749729295251722,-1.2490372174174789,-1.2986233544230525,-0.3478910023835897,-0.07839593908401461
2025-02-28,-0.697573800567418,-1.3452831510680716,-1.0852210588809574,-0.3956445042627884,-0.7035827413027614,-0.5339420101303091,-0.3113538607978764,0.512761367969486,-0.679638589159514,-1.4145435148855754,-1.2829901552938323,-1.1819156018233907,-1.1715814437425631,-0.01697887073907561,0.06427341131715754
2025-03-31,0.22476197341197718,-1.2325058022372122,-1.1172570784745595,0.2258545490488149,-0.38552191546096065,-0.46453411777741255,-0.7930583916028736,0.3060245713953368,-1.4797548357363364,-1.3202916731505079,-0.9827889596195698,-1.1997694229329314,-1.1814645472872434,-0.041888253580241806,-0.00038914712414131014
2025-04-30,-0.2007954261636467,-0.37367700935523485,-1.0124489348800467,-1.7695636955496035,-2.20309049048437,-0.37781361251644024,-0.6892067956504092,0.6150973362250848,-1.4219004994401425,-1.4692106443294246,-0.7681878464877786,-1.1787196865342846,-1.0761860316422953,-0.07487227916067132,0.2721663983698359
2025-05-31,1.6998975680593582,0.9172452045867132,-0.43031792019016146,0.311485792097442,1.094076114100833,-0.5031853758974674,0.22738093966794878,-0.6843948724520516,-1.0181865953625604,-0.2040096383161593,0.6276515693113154,-0.47832432621470833,-0.44003499864303997,-0.10665890724190076,-0.037867037612695116
2025-06-30,-0.4700389782228194,0.5289928497131424,-0.6227175134854914,1.0753881320580083,1.0735212815205777,-1.0146542711405304,-0.5313064405075609,-0.29336241197094776,-1.0493610609648123,-0.5227904686311932,0.3857474378973251,-0.6624404327100515,-0.6454717358637467,-0.17210860529453798,-0.11668452195875606
