TRIV IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2016-02-29,-1.2745174290848675,-1.7871764417321223,-2.115623059413955,-0.19511731280526867,-0.8567726656568048,-0.5865089079151675,0.5132007420148041,3.5497466913818747,-2.3380791508317986,-2.9554776655761006,-1.773962776002222,-2.422322695025135,-2.7284911928579034,0.528665882055344,0.0597755312719697
2016-03-31,0.4027459304964701,-1.4256341264405596,-1.9597222077163892,0.22828243068798307,-0.697481515311835,-0.7778138369252738,-2.168193172429191,3.574039455534177,-2.9843929536016014,-2.1551847055217217,-1.0578179779610435,-2.031493945135186,-2.522294385475792,0.6679304060632003,0.13887516552331375
2016-04-30,1.344904765835906,0.24813215637682767,-1.2473848948336825,0.8834449848703678,0.3030097118157122,1.0992221590302667,0.2263010615165927,1.9598245739948603,-1.8055470879970905,-0.9463504239065484,0.1133857988988402,-1.1505517747799368,-1.2740382689337442,0.06806961907595606,-0.02954970310186802
2016-05-31,-0.4935811993057169,0.7392352842551011,-1.1980981647501399,-0.23497002413426218,0.31205937873353246,1.5834850085599281,1.4360817737115357,1.7687674680198577,-1.601614967982309,-1.2042111069912065,-0.06344173372089862,-1.104558049768134,-1.2232749136652046,-0.04560456044558815,0.11663690372576088
2016-06-30,1.3152364702202786,1.3345501888946814,-0.9234386885838758,0.05906835201879866,0.8332724839668411,-0.36933447511484274,0.8419519254030007,0.971841322747186,-0.9052322003791294,-0.0381402362789588,1.2055221263645892,-0.8651708860121997,-0.8635526848145083,0.11080507169854535,0.021452967951313125
2016-07-31,0.11768907528357991,0.5115837374461151,-0.954028957607229,-0.4367246916889139,-0.03500377566616881,0.9153338195083052,0.09142294159713621,0.7472013541084909,-0.6922534606774996,0.1563774449367558,1.1668965379311749,-0.896392598509881,-0.9300562743017553,0.2647397161732288,0.02180142868121652
2016-08-31,0.1398275104765297,1.0311444427004701,-0.6336481810458637,-1.074245090565803,-1.1832220638277668,-0.1623501980417269,-0.7673659868969336,0.5511819661675353,-0.5193988405456169,0.4397719064553925,0.8711204950243077,-0.4938015667662966,-0.5401211746149177,0.20430347717126526,-0.018134690003796576
2016-09-30,-0.4270187174109375,-0.09402058947302547,-0.42133828246829236,-2.127672191818361,-0.860479449548418,2.8178587866736744,1.702290338396103,0.5426208853698118,-0.5160764620158255,0.1294917268746812,0.12380159452604468,-0.2898981021468804,-0.2710754403547101,1.5348195933299311,0.032802941103971514
2016-10-31,0.2566677964378936,-0.014462369065005252,-0.3277183079033241,-1.7533632334274383,-1.8346559457086342,-0.9109563860301464,-1.5126205057481426,0.28733378690704775,-0.30691268009279554,0.5566577622896643,0.22721098971643963,-0.028027979482594566,-0.1790881042270519,-0.3535111843263994,-0.09099051865980846
2016-11-30,-1.3134711821137717,-0.9329643580517917,-0.551482698463,-0.4307896575385606,-0.811695231333441,-0.4357981542052419,-0.01848379973723507,0.658547767952379,-0.5708833102802741,-0.9081604269482275,-0.9556903798170375,-0.5165840928261385,-0.4683321082498158,0.0633887494429132,0.02427200269983832
2016-12-31,0.23159058492697646,-0.5215044081848199,-0.5030403278014857,-0.2176610871360139,-1.9727097246119294,-0.5369243663083464,-1.828250486472149,0.4005619758838541,-0.3736619363286083,-0.47752568058420175,-0.6083742730991741,-0.3978011999175939,-0.43036441637520145,0.26892357261592503,0.011710715179667647
