JKI IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2012-03-31,0.36871506567975904,1.8501927799585125,-0.3132227935929327,0.4650317471531312,0.6344440569426901,-0.1537123951236307,0.9699244650997328,-0.8369268916036509,0.16182986427500573,-0.4203409941726176,1.344841736457535,-0.3272256019895844,-0.3205160242467495,-0.21001568852856847,0.07468384317453132
2012-04-30,1.026935400571464,1.1189858202174137,-0.17041011534785422,-1.293528068459026,0.5954050186637023,3.6952258639528157,1.8373730622539401,-0.7703052001085855,0.5714199039022693,-0.11549667738598823,1.7702773488124002,-0.2210156185749639,-0.1942241701710945,-0.5916421088023669,-0.09981079325195305
2012-05-31,-0.5928744314929767,0.4126663098377922,-0.20669999698517794,-0.05790676681331654,0.7460443893291355,0.1553620231044359,0.14107494701937556,-0.6844185530474991,0.40787726543970854,-0.2598897052737648,0.7393536592948706,-0.21448213938514424,-0.19717456135447664,-0.03977360795071432,0.1762599654153592
2012-06-30,1.9023254082817755,1.2141767488425204,0.23035184698227817,1.0440025626458354,0.43482723445041577,0.8601206691147562,0.6966482444615546,-0.5935833016291587,1.3413686791805575,0.4229731718404044,1.5798777754667825,0.1640371127536599,0.12862486992459335,-0.23666834881438922,-0.01504595820527125
2012-07-31,0.06171891110419041,0.7030657260047772,0.21523272253940326,1.0017916922199892,-0.8718919146412578,1.4500320422220592,-0.648887529422056,-0.5037528314231812,1.3679421497411508,0.5183270275052431,1.0648528392769259,0.1028373044647487,0.16350416664041792,-0.6183488887144621,0.142559278504231
2012-08-31,1.4263986073712906,1.7647582525568988,1.3724764866229109,0.13176375243843172,-0.3041023700033269,3.991256205691457,1.7656381378084822,-0.4150117811186079,2.33149706907062,1.277785283252706,1.7052625345828678,1.210172340082373,0.9947192181734075,1.798128478900533,0.019065911174820947
2012-09-30,0.31220988659436955,0.9143575101472752,2.6424603424161592,-0.2779677065625443,-0.3779965628757272,-0.03922968004255545,-0.19049435346620916,-0.3358467855477624,2.6577334853368333,1.6494367864923438,1.307998655424307,2.4731922645155646,1.9334330811608567,-0.8610409759433753,0.14150276099932732
2012-10-31,1.3739874636580633,1.5892935422010708,3.516104810811631,-0.566401135070305,-0.053635557537567005,1.060497577306566,0.6311377546152891,-0.26056598057940034,3.809767412124153,2.7089054779268165,1.821186478915668,3.313213584693291,2.6548028966107307,1.5254724521088174,-0.08247803105693387
2012-11-30,-0.5863405682133361,0.5353093817180646,2.8260901572208152,0.32626273378398135,-0.4071050227025819,-0.7747472790098114,-2.3496761164286224,-0.16213559989138204,2.5308796918931167,2.178371830256806,0.6772603022786331,2.817584593412033,2.32049378255692,-2.649005579950385,0.05120644736851986
2012-12-31,0.5052533044071671,0.6279154362573716,3.07398367502881,0.3530252538871518,-1.4201943109384083,-0.5189473281986041,-0.2115762916777295,-0.03624029342552651,2.4810553608604304,2.3972602455366108,0.6860997422463267,3.5270023584464902,2.5996497525490856,-2.299448062620676,-0.042129229217403225
